,_id,NOME_DA_CACHAÇA,PREÇO,VOLUME,DESCRIÇÃO_DA_CACHAÇA,INFORMAÇÕESOES_TÉCNICAS,TEXTO_DESCRITIVO,GRADUAÇÃO_ALCOÓLICA,RECIPIENTE_DE_ARMAZENAMENTO,TEMPO_DE_ARMAZENAMENTO,TIPO,LOCAL_DE_PRODUÇÃO,DATA_COLETA,LINK
29,60fac0fe9a4cc55a328655ce,Cachaça Coquinho D'Gusta 750ml,"R$ 75,90",750ml,"750ml
20%
São Pedro/SP","Volume
Graduação Alcoólica
Origem","Volume: 750ml

Teor Alcoólico: 20% Vol

Origem: São Pedro/SP
Sabor suave e doce com aroma exclusivo de coco. Este SABOR suave e doce com AROMA exclusivo fez a marca D’GUSTA ser tão bem aceita, a propaganda bo
ca-a-boca fez a marca ganhar notoriedade, que em pouco tempo virou uma mania.

Excelente sabor tropical, suave, agrada todos os paladares.

Cachaça Nacional",20%,,,,São Pedro/SP,15/7/2021 - 21:0:25,https://www.mocabonitacachacaria.com.br/product-page/cachaça-coquinho-d-gusta-750ml
30,60fac0fe9a4cc55a328655cf,Cachaça Canelinha D'Gusta 750ml,"R$ 75,90",750ml,"750ml
20%
São Pedro/SP","Volume
Graduação Alcoólica
Origem","Volume: 750ml

Teor Alcoólico: 20% Vol

Origem: São Pedro/SP
Sabor suave e doce com aroma exclusivo de Canela. Este SABOR suave e doce com AROMA exclusivo fez a marca D’GUSTA ser tão bem aceita, a propaganda bo
ca-a-boca fez a marca ganhar notoriedade, que em pouco tempo virou uma mania.

Excelente sabor tropical, suave, agrada todos os paladares.

Cachaça Nacional",20%,,,,São Pedro/SP,15/7/2021 - 21:0:33,https://www.mocabonitacachacaria.com.br/product-page/cachaça-canelinha-d-gusta-750ml
31,60fac0fe9a4cc55a328655d0,Cachaça Bananinha D'Gusta 750ml,"R$ 75,90",750ml,"750ml
20%
São Pedro/SP","Volume
Graduação Alcoólica
Origem","Volume: 750ml

Teor Alcoólico: 20% Vol

Origem: São Pedro/SP
Sabor suave e doce com aroma exclusivo de Banana. Este sabor suave e doce com aroma exclusivo fez a marca D’GUSTA ser tão bem aceita, a propaganda bo
ca-a-boca fez a marca ganhar notoriedade, que em pouco tempo virou uma mania.

Excelente sabor tropical, suave, agrada todos os paladares.

Cachaça Nacional",20%,,,,São Pedro/SP,15/7/2021 - 21:0:40,https://www.mocabonitacachacaria.com.br/product-page/cachaça-bananinha-d-gusta-750ml
32,60fac0fe9a4cc55a328655d1,Cachaça Cabaré Fire 1000 ml,"R$ 42,90",1000ml,"1000ml
5%","Volume
Graduação Alcoólica","Agora a Família Cabaré tem o 
sabor excepcional da canela com a Cabaré Fire


Descrição: Coquetel de Canela, Feito à base de Cachaça.

Graduação Alcoólica: 28,5%

Volume: 1000ml
Produto original acompanhado de nota fiscal",5%,,,,,15/7/2021 - 21:0:48,https://www.mocabonitacachacaria.com.br/product-page/cachaça-cabaré-fire-1000-ml
33,60fac0fe9a4cc55a328655d2,Cachaça Espírito de Minas 700 ml,"R$ 99,90",700ml,"700ml
42%
jequitibá e carvalho
São Tiago/MG","Volume
Graduação Alcoólica
Madeira
Origem","Nome: Cachaça Espírito de Minas
Madeira: Jequitibá e Carvalho
Cidade de Origem: São Tiago/MG
Volume: 700 ml
Graduação alcoolica: 42%",42%,jequitibá e carvalho,,,São Tiago/MG,15/7/2021 - 21:0:55,https://www.mocabonitacachacaria.com.br/product-page/cachaça-espírito-de-minas-700-ml
34,60fac0fe9a4cc55a328655d3,Cachaça Germana Palha 1000ml,"R$ 96,90",1000ml,1000ml,Volume,Cidade origem: Nova União /MG,,,,,,15/7/2021 - 21:1:3,https://www.mocabonitacachacaria.com.br/product-page/cachaça-germana-palha-1000ml
35,60fac0fe9a4cc55a328655d4,Cachaça Vale Verde Ouro 700ml,"R$ 98,90",700ml,"700ml
40%
carvalho
03 anos
Betim- MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Origem","Madeira: Carvalho
Tempo de envelhecimento: 03 anos
Tpo: Extra Premium
Graduação alcoólica: 40%
Origem: Betim- MG
De cor dourada, possui uma mescla de aromas frutados, mel e baunilha. No paladar, traz um gostoadocicado e picante. Retrogosto agradável.",40%,carvalho,03 anos,,Betim- MG,15/7/2021 - 21:1:10,https://www.mocabonitacachacaria.com.br/product-page/cachaça-vale-verde-ouro-700ml
36,60fac0ff9a4cc55a328655d5,Cachaça Rainha 600ml,"R$ 44,90",600ml,"600ml
50%
freijó
Bananeiras - PB","Volume
Graduação Alcoólica
Madeira
Origem","Aguardente Rainha
Madeira: Freijó
Graduação alcoólica: 50%
Origem: Bananeiras - PB",50%,freijó,,,Bananeiras - PB,15/7/2021 - 21:1:18,https://www.mocabonitacachacaria.com.br/product-page/cachaça-rainha-600ml
37,60fac0ff9a4cc55a328655d6,Cachaça Erva Doce Ouro 670 ml,"R$ 52,90",670ml,"670ml
39%
carvalho e senna macranthera
2 anos
ouro
Ilhéus/BAA cachaça Erva Doce é produzida em Salinas e armazenada em tonéis de Carvalho e Senna Macrhanthera. A Cachaça é conhecida por ser light em função do seu baixo teor alcóolico. Madeira: Carvalho e Senna Macranthera","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho e Senna Macranthera
Envelhecimento: 2 Anos
Teor Alcoólico: 39%
Volume: 670ml
Tipo: Ouro
Origem: Ilhéus/BAA cachaça Erva Doce é produzida em Salinas e armazenada em tonéis de Carvalho e Senna Macrhanthera. A Cachaça é conhecida por ser light em função do seu baixo teor alcóolico. Madeira: Carvalho e Senna Macranthera",39%,carvalho e senna macranthera,2 anos,ouro,Ilhéus/BAA cachaça Erva Doce é produzida em Salinas e armazenada em tonéis de Carvalho e Senna Macrhanthera. A Cachaça é conhecida por ser light em função do seu baixo teor alcóolico. Madeira: Carvalho e Senna Macranthera,15/7/2021 - 21:1:29,https://www.mocabonitacachacaria.com.br/product-page/cachaça-erva-doce-ouro-670-ml
38,60fac0ff9a4cc55a328655d7,Cachaça Maria Andante EVA Prata 700ml,"R$ 52,90",700ml,"700ml
40%
prata
Taboão Passa Quatro/MG","Volume
Graduação Alcoólica
Tipo
Origem","Teor Alcoólico: 40%
Volume: 700ml
Tipo: Prata
Origem: Taboão Passa Quatro/MG",40%,,,prata,Taboão Passa Quatro/MG,15/7/2021 - 21:1:36,https://www.mocabonitacachacaria.com.br/product-page/cachaça-maria-andante-eva-prata-700ml
39,60fac0ff9a4cc55a328655d8,Cachaça Matuta Bálsamo 1000 ml,"R$ 52,90",1000ml,"1000ml
39%
bálsamo","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento","Graduação alcoólica: 39%
Cor: Amarelo dourado
Tempo de armazenamento: 
Madeira: Bálsamo
A Matuta apresenta sua primira cachaça envelhecida nessa madeira, é a Matuta Bálsamo. Esta cachaça assume uma cor dourada com tons esverdeados e aromas intensos, trazendo notas herbáceas e de especiarias, como anis, cravo e erva-doce, e também a sensação de picância e adstringência ao destilado. Os de paladar mais aguçado também vão perceber sabores de especiarias, frutado e tânico. Uma cachaça excelente que vai surpreender por sua riquesa sensorial.",39%,bálsamo,,,,15/7/2021 - 21:1:44,https://www.mocabonitacachacaria.com.br/product-page/cachaça-matuta-bálsamo-1000-ml
40,60fac0ff9a4cc55a328655d9,Cachaça Matuta Abelha Rainha mel e limão 1000 ml,"R$ 68,90",1000ml,"1000ml
23%","Volume
Graduação Alcoólica","Poucas combinações são tão bem conhecidas no mundo inteiro como mel e limão, que somados a uma boa dose de matuta formam um aperitivo docinho, saboroso e que agrada aos mais diferentes paladares. Se o clima está quente, experimente gelada, mas se estiver batendo aquele friozinho prove a bebida em temperatura ambiente.
Graduação alcoólica: 23% 
Cor: Amarelo",23%,,,,,15/7/2021 - 21:1:51,https://www.mocabonitacachacaria.com.br/product-page/cachaça-matuta-abelha-rainha-mel-e-limão-1000-ml
41,60fac0ff9a4cc55a328655da,Cachaça Dom Bre Extra Premium 700ml,"R$ 146,90",700ml,"700ml
40%
carvalho
3 anos
extra premium
Guarani/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho
Envelhecimento: 3 Anos
Teor Alcoólico: 40%
Volume: 700ml
Tipo: Extra Premium
Origem: Guarani/MG",40%,carvalho,3 anos,extra premium,Guarani/MG,15/7/2021 - 21:1:58,https://www.mocabonitacachacaria.com.br/product-page/cachaça-dom-bre-extra-premium-700ml
42,60fac0ff9a4cc55a328655db,Cachaça Matuta Single Blend 1000 ml,"R$ 66,90",1000ml,"1000ml
39%
blend de madeiras (umburana, bálsamo, jaqueira e ipe
2 anos
extra premium
Areias - PA","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Blend de Madeiras (Umburana, Bálsamo, Jaqueira e Ipe
)
Envelhecimento: 2 Anos
Teor Alcoólico: 39%
Volume: 1000ml
Tipo: Extra Premium
Origem: Areias - PA",39%,"blend de madeiras (umburana, bálsamo, jaqueira e ipe",2 anos,extra premium,Areias - PA,15/7/2021 - 21:2:5,https://www.mocabonitacachacaria.com.br/product-page/cachaça-matuta-single-blend-1000-ml
43,60fac1009a4cc55a328655dc,Cachaça Retiro Velho Ouro Carvalho 700 ml,"R$ 61,90",700ml,"700ml
ouro
Araguari / MG","Volume
Tipo
Origem","Madeira


 Volume: 700ml
Tipo: Ouro
Origem: Araguari / MG
 
Cachaça envelhecida 2 anos em tonéis de Carvalho. Esta madeira confere a cachaça suave paladar de amêndoas e castanhas, com perfume fresco de madeira.",,,,ouro,Araguari / MG,15/7/2021 - 21:2:12,https://www.mocabonitacachacaria.com.br/product-page/cachaça-retiro-velho-ouro-carvalho-700-ml
44,60fac1009a4cc55a328655dd,Cachaça Retiro Velho Premium 500 ml,"R$ 244,90",500ml,"500ml
premium
Araguari / MG","Volume
Tipo
Origem","Armazenamento
: Carvalho

 Volume: 500ml
Tipo: Premium
Origem: Araguari / MG
 
Produzida artesmalmente e envelhecida por 5 anos em tonéis de Carvalho Americano, o sabor dessa madeira incorporado ao da cana de açúcar confere a essa cachaça uma sensação única, combina com todo tipo de creme e molhos leves, Pode ser consumida pura ou com gelo.",,,,premium,Araguari / MG,15/7/2021 - 21:2:19,https://www.mocabonitacachacaria.com.br/product-page/cachaça-retiro-velho-premium-500-ml
45,60fac1009a4cc55a328655de,Cachaça Arraial Velho Prata 965ml,"R$ 41,90",965ml,"965ml
ouro
Araguari / MG","Volume
Tipo
Origem","Volume: 700ml
Tipo: Ouro
Origem: Araguari / MG",,,,ouro,Araguari / MG,15/7/2021 - 21:2:26,https://www.mocabonitacachacaria.com.br/product-page/cachaça-arraial-velho-prata-965ml
46,60fac1009a4cc55a328655df,Cachaça Arraial Velho Ouro Cerejeira 965ml,"R$ 41,90",965ml,"965ml
ouro
Araguari / MG","Volume
Tipo
Origem","Madeira


Volume: 965ml
Tipo: Ouro
Origem: Araguari / MG",,,,ouro,Araguari / MG,15/7/2021 - 21:2:34,https://www.mocabonitacachacaria.com.br/product-page/cachaça-arraial-velho-ouro-cerejeira-965ml
47,60fac1009a4cc55a328655e0,Cachaça Matuta Umburana 1000 ml,"R$ 53,90",1000ml,"1000ml
39%
umburana","Volume
Graduação Alcoólica
Madeira","Graduação alcoólica: 39% Bidestilada
Cor: Amarelo-palha
Tempo de armazenamento:
De 6 meses a 01 ano.
Madeira: Umburana
 
CARACTERÍSTICAS SENSORIAIS:
 
Visual: Amarelo palha brilhante.
 
Olfativa: Muito fina, intensa e persistente. Nariz delicado, com boa fruta, notas típicas de canela e leves de amêndoas.
 
Gustativa: Muito macia, leve e fina. Acidez equilibrada e sabor com discreta doçura.
 
Impressão Final: Intensa, persistente e personalidade marcante. Fim de boca frutado, com madeira discreta e traços de especiarias.
 
Harmonização: Recomendada para acompanhar pratos leves à base de frutos do mar. Pela leve presença de caramelo, amêndoas e canela, é ideal para acompanhar sobremesas. Também pode ser apreciada ao final das refeições.",39%,umburana,,,,15/7/2021 - 21:2:41,https://www.mocabonitacachacaria.com.br/product-page/cachaça-matuta-umburana-1000-ml
48,60fac1009a4cc55a328655e1,Cachaça Matuta Cristal 1000 ml,"R$ 50,90",1000ml,"1000ml
40%","Volume
Graduação Alcoólica
Tempo de Armazenamento","Graduação alcoólica: 40% Bidestilada

Cor: Branca

Tempo de armazenamento: 
6 meses em 
 Inox
CARACTERÍSTICAS SENSORIAIS:
Visual: Branca, densa, brilhante e límpida.
Olfativa: Fina e persistente. Nariz típico de uma cachaça frutada lembrando a própria cana-de-açúcar, além de leves notas metálicas e minerais.
Gustativa: Leve corpo e de acidez equilibrada. Deixa a boca enxuta e com leves traços frutados adocicados.
Impressão Final: Fina, intensa e muito persistente. Personalidade marcante.
Harmonização: Própria para acompanhar petiscos à base de frutos do mar, caldinho de peixe ou mariscos. Levemente resfriada, torna-se mais leve e redonda. Apropriada para caipirinha e coquetéis de frutas.",40%,,,,,15/7/2021 - 21:2:48,https://www.mocabonitacachacaria.com.br/product-page/cachaça-matuta-1l-cristal-1l
49,60fac1019a4cc55a328655e2,Cachaça Sebastiana Cristal 500 ml,"R$ 42,90",500ml,"500ml
40%
prata
Americo Brasiliense / SP","Volume
Graduação Alcoólica
Tipo
Origem","Teor Alcoólico: 40%
Volume: 500ml
Tipo: Prata
Origem: Americo Brasiliense / SP
Armazenada em tanques de aço inox por pelo menos seis meses com o objetivo de padronizar e homogeneizar a bebida e também volatizar alguns componentes químicos formados durante a destilação que são indesejados na bebida. Após filtrada e graduada com água desmineralizadas é engarrafada sem adição de qualquer outro componente. Tem aroma suave e adocicado que lembra a cana de açúcar com sabores herbais. É morna na boca com sensação alcoólica bem suave.
 
A Cachaça Sebastiana Cristal é fabricada no alambique Santa Rurfina situado no município de Américo Brasiliense Estado de São Paulo a fábrica atende aos mais rigorosos conceitos na fabricação da Cachaça Sebastiana.


Nada se perde tudo se transforma: o bagaço da cana é queimado na caldeira que gera vapor para toda a fábrica a vinhaça que sobra da destilação é reincorporada ao canavial ou serve de alimento nutritivo para o gado na época da seca a água utilizada no resfriador é devolvida à represa mais limpa do que quando foi captada pois passa por filtros antes de ser utilizada.",40%,,,prata,Americo Brasiliense / SP,15/7/2021 - 21:2:56,https://www.mocabonitacachacaria.com.br/product-page/cachaça-sebastiana-cristal-500-ml
50,60fac1019a4cc55a328655e3,Cachaça Princesa Isabel Jaqueira 500 ml,"R$ 94,90",500ml,"500ml
40%
jaqueira
2 anos
ouro
Linhares - ES","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Jaqueira
Envelhecimento: 2 Anos
Teor Alcoólico: 40%
Volume: 500ml
Tipo: Ouro
Origem: Linhares - ES
or amarelo dourada, possui aromas adocicados, frutados, e notas de baunilha. Paladar adocicado e licoroso e levemente picante na boca. Retrogosto agradável e suave",40%,jaqueira,2 anos,ouro,Linhares - ES,15/7/2021 - 21:3:4,https://www.mocabonitacachacaria.com.br/product-page/cachaça-princesa-isabel-jaqueira-500-ml
51,60fac1019a4cc55a328655e4,Cachaça Matriarca Jaqueira 750 ml,"R$ 70,90",750ml,"750ml
42%
barril de jaqueira.","Volume
Graduação Alcoólica
Tempo de Armazenamento","Cachaça Matriarca Ouro Jaqueira 750 ml
Pais: Brasil. Estado: Bahia. I Cidade: Caravelas,
Produtor. Adalberto Alves Pinto - Fazenda Cio da Terra. Tipo de Envelhecimento: Barril de Jaqueira.
Tempo de Envelhecimento: 2 anos.
Volume: 750 ml.
Graduação: 42% vol.
Visual: Amarelo ouro brilhante com lágrimas homogêneas.
Aroma: Aromas de frutas amarelas e floral com suave adocicado,
Pladar. Destaca-se um início alcoólico, combinado com uma leve picância. No final, sua marca é a ad
stringência extremamente perceptivel e um retrogosto frutado.
 
Premiações:
- 18"" lugar no IV Ranking Cúpula da Cachaça 2020; -32 lugar no III Ranking Cúpula da Cachaça, 2018/2020;
- Medalha de Ouro no Spirits Selection by Concours Mondial de Bruxelles, 2018 - Medalha de Ouro no San Francisco World Spirits Competition, 2019.",42%,,barril de jaqueira.,,,15/7/2021 - 21:3:11,https://www.mocabonitacachacaria.com.br/product-page/cachaça-matriarca-jaqueira-750-ml
52,60fac1019a4cc55a328655e5,Cachaça Xanadu bálsamo 670ml,"R$ 76,90",670ml,"670ml
39%
castanheira
6 anos
premium
Blumenau / Santa Catarina","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Castanheira
Envelhecimento: 6 anos
Teor Alcoólico: 39%
Volume: 670ml
Tipo: Premium
Origem: Blumenau / Santa Catarina",39%,castanheira,6 anos,premium,Blumenau / Santa Catarina,15/7/2021 - 21:3:19,https://www.mocabonitacachacaria.com.br/product-page/cachaça-xanadu-bálsamo-670ml
53,60fac1019a4cc55a328655e6,Cachaca Paratiana Prata 700ml,"R$ 90,90",700ml,"700ml
38%
jequitibá
prata
Paraty/RJ","Volume
Graduação Alcoólica
Madeira
Tipo
Origem","Madeira: Jequitibá
Envelhecimento:
Teor Alcoólico: 38%
Volume: 700ml
Tipo: Prata
Origem: Paraty/RJ
A Cachaça Paratiana Prata é Medalha de ouro no concurso mundial de destilados está entre as 30 melhores cachaças do Brasil, envelhecida ao menos 1 ano em barris de Jequitibá, madeira brasileira, possui sabor único e aroma marcante.
História da Paratiana
 
Em Janeiro da 1996, Carlos José Gama Miranda ( Casé ) junto com Dom João Orleans e Bragança, iniciam no bairro do Corisco uma sociedade na produção da Cachaça Maré Alta.
Em Abril de 1999 Casé inicia uma nova sociedade com seu irmão Paulo Eduardo Gama Miranda e o desenvolvimento de um novo Alambique, em um antigo casarão, cercado pela mata atlântica ladeado de cachoeira no bairro Pedra Branca, aliando ao modo de fabricação da Cachaça de Paraty ele realiza seu antigo sonho, e lança a Cachaça Paratiana.
 
A Cachaça Paratiana, produzida na região de Paraty, é uma das mais tradicionais dentre as Cachaças artesanais de Alambique em sua região, possui o Selo de Indicação Geográfica de Procedência.",38%,jequitibá,,prata,Paraty/RJ,15/7/2021 - 21:3:27,https://www.mocabonitacachacaria.com.br/product-page/cachaca-paratiana-prata-700ml
54,60fac1019a4cc55a328655e7,Cachaça Matriarca Amburana 750 ml,"R$ 68,90",750ml,"750ml
42%
barril de amburana.","Volume
Graduação Alcoólica
Tempo de Armazenamento","Cachaça Matriarca Ouro Amburana 750 ml
Pais: Brasil. 1 Estado: Bahia. E Cidade: Caravelas.
Produtor: Adalberto Alves Pinto - Fazenda Cio da Terra.
Tipo de Envelhecimento: Barril de Amburana.
Tempo de Envelhecimento: 2 anos. Volume: 700 ml.
Graduação: 42% vol. I Visual: Amarelo ouro intenso.
 
Aroma: O aroma lembra infância com cheiro de fazenda, combinando com frutas frescas. Paladar. Na boca, sobressaem as notas de canela e baunilha, com um final de boca apresentando notas 
suaves de especiarias e um leve adocicado.
 
Premiações: 
 Medalha de Ouro no Spirits Selection by Concours Mondial de Bruxelles, 2019",42%,,barril de amburana.,,,15/7/2021 - 21:3:35,https://www.mocabonitacachacaria.com.br/product-page/cachaça-matriarca-amburana-750-ml
55,60fac1029a4cc55a328655e8,Cachaça Matriarca Cristal 750 ml,"R$ 65,90",750ml,"750ml
42%
descansada em dornas de aço inox. tempo de descanso: 1 ano. | volume: 750 ml.","Volume
Graduação Alcoólica
Tipo","Cachaça Matriarca Prata 750 ml
Pais: Brasil. Estado: Bahia. E Cidade: Caravelas.
Produtor: Adalberto Alves Pinto - Fazenda Cio da Terra.
Tipo: Descansada em dornas de aço inox. Tempo de Descanso: 1 ano. | Volume: 750 ml.
Graduação: 42% vol. I Visual: Cristalina, transparente e brilhosa com viscosidade média. Aroma: Aroma que lembra grama molhada, finalizando com cana fresca crua. Paladar. Apresenta um sabor suave, com baixissima adstringencia e acidez, combinando com um final de boca suave e um retrogosto moderado.
Premiações:
- Medalha de Ouro no Spirits Selection by Concours Mondial de Bruxelles, 2018 - Medalha de Duplo Ouro no San Francisco World Spirits Competition, 2019
- Medalha de Prata na 8' Avaliação com Degustação As Cegas da Expocachaça, 2019%.",42%,,,descansada em dornas de aço inox. tempo de descanso: 1 ano. | volume: 750 ml.,,15/7/2021 - 21:3:42,https://www.mocabonitacachacaria.com.br/product-page/cachaça-matriarca-cristal-750-ml
56,60fac1029a4cc55a328655e9,Cachaça Matriarca Bálsamo 750 ml,"R$ 68,90",750ml,"750ml
42%
barril de bálsamo.","Volume
Graduação Alcoólica
Tempo de Armazenamento","Cachaça Matriarca Ouro Bálsamo 750 ml
Pais: Brasil. 1 Estado: Bahia. Cidade: Caravelas.
Produtor: Adalberto Alves Pinto - Fazenda Cio da Terra. Tipo de Envelhecimento: Barril de Bálsamo.
Tempo de Envelhecimento: 8 anos, Volume: 750 ml.
Gaduação: 42% vol. Visual: Amarelo ouro intenso.
Aroma: Sente-se um herbáceo intenso, que lembra erva-doce e anis. Paladar: Na boca, as notas da madeira, como as amêndoas, cravo e anis se apresentam. No final, percebe-se uma delicada picância.",42%,,barril de bálsamo.,,,15/7/2021 - 21:3:50,https://www.mocabonitacachacaria.com.br/product-page/cachaça-matriarca-bálsamo-750-ml
57,60fac1029a4cc55a328655ea,Cachaça Pinga Ni Mim Sérgio Reis Blend - 670ml,"R$ 55,90",670ml,"670ml
ouro
Salinas/ MG","Volume
Tipo
Origem","Armazenamento


 Volume: 670ml
Tipo: Ouro
Origem: Salinas/ MG",,,,ouro,Salinas/ MG,15/7/2021 - 21:3:57,https://www.mocabonitacachacaria.com.br/product-page/cachaça-pinga-ni-mim-blend-670ml
58,60fac1029a4cc55a328655eb,Cachaca Paratiana  Labareda 750ml,"R$ 187,00",750ml,"750ml
40%
jequitibá e amburana
2 anos
ouro
Paraty/RJ","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Jequitibá e Amburana
Envelhecimento: 2 anos
Teor Alcoólico: 40%
Volume: 750ml
Tipo: Ouro
Origem: Paraty/RJ",40%,jequitibá e amburana,2 anos,ouro,Paraty/RJ,15/7/2021 - 21:4:6,https://www.mocabonitacachacaria.com.br/product-page/cachaca-paratiana-labareda-750ml
59,60fac1029a4cc55a328655ec,Cachaça Sebastiana 2 barricas 700ml,"R$ 346,90",700ml,"700ml
40%
blend de madeiras (castanheira e carvalho)
4 anos
extra premium
Americo Brasiliense/SP","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Blend de Madeiras (castanheira e Carvalho)
Envelhecimento: 4 Anos
Teor Alcoólico: 40%
Volume: 750ml
Tipo: Extra Premium
Origem: Americo Brasiliense/SP",40%,blend de madeiras (castanheira e carvalho),4 anos,extra premium,Americo Brasiliense/SP,15/7/2021 - 21:4:13,https://www.mocabonitacachacaria.com.br/product-page/cachaça-sebastiana-2-barricas-700ml
60,60fac1029a4cc55a328655ed,Cachaça Charmosa de Minas Ouro 980 ML,"R$ 41,90",980ml,"980ml
42%
cerejeira e garapa amarela
2 anos
ouro
Carangola/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","A Cachaça Charmosa de Minas é produzida no município de Carangola-MG. Ela é armazenada e envelhecida por 2 anos em tonéis de Cerejeira e Garapa Amarela. Possui aromas e sabores de baunilha, cravo, canela e outras especiarias. Sua graduação alcoólica é de 42% e com uma coloração amarelo suave. Harmoniza muito bem com sobremesas em geral.
 
Madeira: Cerejeira e Garapa Amarela
Envelhecimento: 2 Anos
Teor Alcoólico: 42%
Volume: 980ml
Tipo: Ouro
Origem: Carangola/MG",42%,cerejeira e garapa amarela,2 anos,ouro,Carangola/MG,15/7/2021 - 21:4:20,https://www.mocabonitacachacaria.com.br/product-page/cachaça-charmosa-de-minas-ouro-980-ml
61,60fac1029a4cc55a328655ee,Cachaça Chama Crioula Ouro 600ml,"R$ 58,90",600ml,"600ml
38%
amburana
1 ano
ouro
Ivoti/RS","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Amburana
Envelhecimento: 1 Ano
Teor Alcoólico: 38%
Volume: 600ml
Tipo: Ouro
Origem: Ivoti/RS
Produzida: Destilaria H Weber
Harmonização : Carnes vermelhas, Linguiças, Salames, Queijos, alimentos em conservas, torresmo e ""tira gostos"" em geral.",38%,amburana,1 ano,ouro,Ivoti/RS,15/7/2021 - 21:4:28,https://www.mocabonitacachacaria.com.br/product-page/cachaça-chama-crioula-ouro-600ml
62,60fac1039a4cc55a328655ef,Cachaça Casa Bucco 8 Madeiras 700 ml,"R$ 68,90",700ml,"700ml
38%
2 anos
extra premium
Bento Gonçalves - RS","Volume
Graduação Alcoólica
Tempo de Armazenamento
Tipo
Origem","Amburana, Balsamo, Cabriuva, Angico, Grapia, Louro, Jequtiba Rosa E Carvalho Americano)
Envelhecimento: 2 Anos
Teor Alcoólico: 38%
Volume:700ml
Tipo: Extra Premium
Origem: Bento Gonçalves - RS
Possui uma mescla de aromas de baunilha, mel, amêndoas e pistache Causa uma sensação leve e aveludada na boca.",38%,,2 anos,extra premium,Bento Gonçalves - RS,15/7/2021 - 21:4:35,https://www.mocabonitacachacaria.com.br/product-page/cachaça-casa-bucco-8-madeiras-700-ml
63,60fac1039a4cc55a328655f0,CACHACA COQUEIRO TRADICIONAL 700 ML,"R$ 58,90",700ml,"700ml
44%
amendoim
6 meses
prata
Paraty - RJ","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Amendoim
Envelhecimento: 6 meses
Teor Alcoólico: 44%
Volume: 700ml
Tipo: Prata
Origem: Paraty - RJ",44%,amendoim,6 meses,prata,Paraty - RJ,15/7/2021 - 21:4:43,https://www.mocabonitacachacaria.com.br/product-page/cachaca-coqueiro-tradicional-700-ml
64,60fac1039a4cc55a328655f1,Cachaça Claudionor 1000ml,"R$ 62,90",1000ml,"1000ml
ouro
Januária / MG","Volume
Tipo
Origem","Volume: 1000ml
Tipo: Ouro
Origem: Januária / MG",,,,ouro,Januária / MG,15/7/2021 - 21:4:50,https://www.mocabonitacachacaria.com.br/product-page/cachaça-claudionor-1000ml
65,60fac1039a4cc55a328655f2,Cachaça Matuta Black Blend 1000 ml,"R$ 68,90",1000ml,"1000ml
39%
blend de madeiras (jequitibá, jaqueira, castanheira e carvalhos)
2 anos
extra premium
Areia - PA","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Blend de Madeiras (Jequitibá, Jaqueira, Castanheira e Carvalhos)
Envelhecimento: 2 Anos
Teor Alcoólico: 39%
Volume: 1000ml
Tipo: Extra Premium
Origem: Areia - PA",39%,"blend de madeiras (jequitibá, jaqueira, castanheira e carvalhos)",2 anos,extra premium,Areia - PA,15/7/2021 - 21:4:57,https://www.mocabonitacachacaria.com.br/product-page/cachaça-matuta-black-blend-1000-ml
66,60fac1039a4cc55a328655f3,Cachaça Sanhaçu Freijó 600 ml,"R$ 77,90",600ml,"600ml
40%
freijó
2 anos
prata
Chã Grande - PE","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Freijó
Envelhecimento: 2 Anos
Teor Alcoólico: 40%
Volume:600ml
Tipo: Prata
Origem: Chã Grande - PE
Transparente, possui uma mescla de aromas florais e de especiarias. No paladar, traz um gosto doce. Além disso, causa uma sensação aveludada e levemente picante na boca. Retrogosto agradável e leve.",40%,freijó,2 anos,prata,Chã Grande - PE,15/7/2021 - 21:5:5,https://www.mocabonitacachacaria.com.br/product-page/cachaça-sanhaçu-freijó-600-ml
