,_id,NOME_DA_CACHAÇA,PREÇO,DESCRIÇÃO_DA_CACHAÇA,INFORMAÇÕES_DO_PRODUTO,TEMPO_DE_ARMAZENAMENTO,MODO_DE_PRODUÇÃO,LOCAL_DE_PRODUÇÃO,RECIPIENTE_DE_ARMAZENAMENTO,VOLUME,GRADUAÇÃO_ALCOÓLICA,LINK,DATA_COLETA
30,60d9e8790b1a752741f73d0c,Cachaça Cachaça Santa Terezinha Engenhosa Ouro 700 ml,"R$ 99,00"," A Cachaça Engenhosa Ouro é uma cachaça artesanal, produzida pela Fazenda Santa Terezinha, localizada na Região do Vale do Canaã, situada nas montanhas do Espírito Santo. Esta é uma cachaça de alta qualidade, armazenada em tonéis de carvalho pelo período de 04 ano. Possui suave cor dourada brilhante e um aroma delicado e frutado de baunilha, deixando na boca, ao degustar, uma leve sensação de frescor.        Volume: 700 ml Teor Alcoólico: 44% Vol. "," A cachaça Santa Terezinha tem origem na Região do Vale do Canãa, interior do Espírito Santo. Sua destilação é louvada em prosa e verso. A produção é artesanal feita com cana de açúcar selecionada sem queima no corte, destilada em alambique de cobre, aquecido com fogo a lenha. Esta característica garante gosto suave, um aroma macio sem amargor e com acidez equilibrada. A cachaça Engenhosa Ouro é uma cachaça de alta qualidade, armazenada em tonéis de carvalho pelo período de 04 ano. Possui suave cor dourada brilhante e um aroma delicado e frutado de baunilha, deixando na boca, ao degustar, uma leve sensação de frescor.        ",,Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE , REGIÃO DO VALE DO CANAÃ-ES ,Barril:  TONÉIS DE CARVALHO ,Volume:  700 ML ,Graduação Alcóolica:  44% VOL. ,https://www.cachacacanela-de-ema.com.br/marcas/cachaca-amada/cachaca-amada-castanheira-750-ml--p,25/06/2021 22:39
31,60d9e87a0b1a752741f73d0d,Cachaça Estância Moretti 4 Madeiras 500 ml,"R$ 79,90"," Cachaça Estância Moretti 4 madeiras - 500 ml produzida em Jandaia do Sul - PR, desde 2001. A Estância Moretti harmonizou as 4 madeiras em um blend de Carvalho Frances, Carvalho Americano, Imburana e Castanheira. O sabor possui muito equilíbrio, respeitando as características sensoriais únicas de cada madeira. De cor esverdeada e límpida. Possui uma mescla de aromas baunilha, mel, amêndoas e coco. Na boca causa uma sensação aveludada, muito agradável com baixa acidez. Este blend de madeira harmoniza muito bem com carnes vermelhas e queijos maturados. Ótima escolha para apreciar em um domingo de churrasco com os familiares e amigos. Te convidamos a degustar esses rótulo 4 madeiras, e se surpreender com os sabores e aromas! ","   Tipo:  Origem: Teor Alcoolico: Armazedana em:  Volume: Modo de Produção: Tradição:   OURO   JANDAIA DO SUL - PR   40%   CARVALHO AMERICANO, CARVALHO FRANCÊS, CASTANHEIRA E AMBURANA   600 ML   CACHAÇA ARTESANAL OU DE ALAMBIQUE   DESDE 2001   ",,Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE , JANDAIA DO SUL - PR ,"Barril:  CARVALHO AMERICANO, CARVALHO FRANCÊS, CASTANHEIRA E AMBURANA ",Volume:  600 ML ,Graduação Alcóolica:  40% ,https://www.cachacacanela-de-ema.com.br/marcas/cachaca-amada/cachaca-amada-castanheira-750-ml--p,25/06/2021 22:39
32,60d9e87a0b1a752741f73d0e,Cachaça Estância Moretti Carvalho 4 anos - 750 ml - Extra Premium,"R$ 115,00"," Cachaça Estância Moretti Carvalho 4 anos - Blend - 750 ml produzida em Jandaia do Sul - PR, desde 2001. A Estância Moretti harmonizou 2 madeiras em um blend por 48 meses, em barris de Carvalho Europeu e Americano, cuidadosamente produzida e carinhosamente armazenada, para envelhecimento, tornando um produto capaz de encantar os mais exigentes paladares.  De cor dourada, brilho intenso, cristalina, lágrimas densas com caimento correto, o sabor possui uma mescla de aromas adocicados, como nota marcante de baunilha, e um leve e perceptível toque de amêndoas, especiarias e amadeirados.  No paladar, traz um gosto doce, leve e muito agradável, com baixíssima acidez, com um interessante amargor no final. Além disso, causa uma sensação aveludada e levemente picante na boca. Retrogosto de longa duração, Esta Cachaça traz harmonização perfeita para acompanhar carnes, além de alimentos de sabor mais complexo, como os queijos de maior maturação.Te convidados a conhecer esse rótulo e vivenciar uma sensação única no seu paladar! ",   Tipo:  Origem: Teor Alcoolico: Armazedana em:  Volume: Modo de Produção: Tradição:   OURO - BLEND DE CARVALHOS   JANDAIA DO SUL - PR   40%   CARVALHO EUROPEU E AMERICANO - BLEND   750 ML   CACHAÇA ARTESANAL OU DE ALAMBIQUE   DESDE 2001   ,Tempo de Envelhecimento: 4 anos,Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE , JANDAIA DO SUL - PR ,Barril:  CARVALHO EUROPEU E AMERICANO - BLEND ,Volume:  750 ML ,Graduação Alcóolica:  40% ,https://www.cachacacanela-de-ema.com.br/marcas/cachaca-amada/cachaca-amada-castanheira-750-ml--p,25/06/2021 22:39
33,60d9e87a0b1a752741f73d0f,Cachaça Estância Moretti Amburana - 750 ml,"R$ 104,50"," Cachaça Estância Moretti Ouro Amburana - 750 ml, produzida em Jandaia do Sul - PR desde 2001. Cachaça Artesanal ou de alambique armazenada em recipiente de Imburana, que nada mais é que madeira BRASILEIRA muito apreciada pelos verdadeiros amantes de Cachaça, que também recebe diferentes nomes em partes do Brasil tais como: Imburana, Umburana, Amburana entre outros tantos nomes.  Dourada, brilhante e translúcida, com lágrimas densas. O aroma é bem adocicado, levemente herbal, com notas de especiarias, perceptível a canela e baunilha. Na boca, ela é macia, aveludada, de baixa acidez e um leve e nítido tom picante.  O retrogosto com predominância amadeirada, prolongado e persistente de ótima complexidade.  ",   Tipo:  Origem: Teor Alcoolico: Armazedana em:  Volume: Modo de Produção: Tradição:   OURO   JANDAIA DO SUL - PR   40%   AMBURANA   750 ML   CACHAÇA ARTESANAL OU DE ALAMBIQUE   DESDE 2001   ,,Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE , JANDAIA DO SUL - PR ,Barril:  AMBURANA ,Volume:  750 ML ,Graduação Alcóolica:  40% ,https://www.cachacacanela-de-ema.com.br/marcas/cachaca-amada/cachaca-amada-castanheira-750-ml--p,25/06/2021 22:39
34,60d9e87a0b1a752741f73d10,Cachaça Estância Moretti Prata 750 ml,"R$ 94,50"," Cachaça Estância Moretti Prata - INOX - 750 ml, produzida em Jandaia do Sul-PR, desde 2001. A Estância Moretti nessa versão ousou e produziu Cachaça Artesanal pura, só descansada em tonéis de inox.O sabor é inigualável, puro e com frescor. Transparente, possui aromas adocicados e frutados, levemente picantes na boca, a predominância é a presença da boa cana de açúcar. No paladar traz um gosto doce, macio e de baixíssima acidez, pode-se descrever uma Cachaça fácil de ser ingerida, ótima opção para iniciantes. Retrogosto agradável e leve com interessante toque cítrico no final. Excelente para ser consumida no verão, basta adicionar gelo e harmonizar com frutos do mar. Assim como também é uma Cachaça em combinações de drinks com frutas mais adocicadas. ",   Tipo:  Origem: Teor Alcoolico: Armazedana em:  Volume: Modo de Produção: Tradição:   OURO   JANDAIA DO SUL-PR   40%   AMBURANA   750 ML   CACHAÇA ARTESANAL OU DE ALAMBIQUE   DESDE 2001   ,,Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE , JANDAIA DO SUL-PR ,Barril:  AMBURANA ,Volume:  750 ML ,Graduação Alcóolica:  40% ,https://www.cachacacanela-de-ema.com.br/marcas/cachaca-amada/cachaca-amada-castanheira-750-ml--p,25/06/2021 22:39
35,60d9e87a0b1a752741f73d11,Cachaça Excelência Carvalho 8 anos - 750 ml,"R$ 280,00", Cachaça Armazenada por no mínimo 8 anos em Barris de Carvalho o que lhe confere notas de côco - 750 ml. Cachaça Premiada com Duplo Ouro no Concurso mundial de Bruxelas 2018. Produzida em Passa 4 - MG ,,Tempo de Envelhecimento: 8 anos,,,,,,https://www.cachacacanela-de-ema.com.br/marcas/cachaca-amada/cachaca-amada-castanheira-750-ml--p,25/06/2021 22:39
36,60d9e87a0b1a752741f73d12,Cachaça Excelência Castanheira 700ML,"R$ 79,90", Cachaça Excelência Castranheira 700ML é armazenada por no mínimo 01 ano em tonéis de castanheira o que lhe confere aromas e sabores de amêndoa e castanha fresca. Produzida em Passa 4 - MG. ,   Tipo:  Origem: Teor Alcoolico: Armazedana em:  Volume: Modo de Produção:   OURO   PASSA QUATRO-MG   42%VOL   CASTANHEIRA   700ML   CACHAÇA ARTESANAL OU DE ALAMBIQUE   ,,Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE , PASSA QUATRO-MG ,Barril:  CASTANHEIRA ,Volume:  700ML ,Graduação Alcóolica:  42%VOL ,https://www.cachacacanela-de-ema.com.br/marcas/cachaca-amada/cachaca-amada-castanheira-750-ml--p,25/06/2021 22:39
37,60d9e87a0b1a752741f73d13,Cachaça Excelência Clássica 700ml,"R$ 79,90", Descansada em tonéis de Jequitibá e Inox por um período mínimo de  6 meses. Cachaça com Baixa Acidez e medalha de Prata no concurso mundial de Bruxelas 2018. Produzidas em Passa 4 - MG. ,   Tipo:  Origem: Teor Alcoolico: Armazedana em:  Volume: Modo de Produção:   PRATA   PASSA 4 - MG   40% VOL   JEQUITIBÁ   700 ML   CACHAÇA ARTESANAL OU DE ALAMBIQUE   ,,Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE , PASSA 4 - MG ,Barril:  JEQUITIBÁ ,Volume:  700 ML ,Graduação Alcóolica:  40% VOL ,https://www.cachacacanela-de-ema.com.br/marcas/cachaca-amada/cachaca-amada-castanheira-750-ml--p,25/06/2021 22:39
38,60d9e87a0b1a752741f73d14,Cachaça Excelência Ouro Carvalho- 700ml,"R$ 79,90"," Cachaça Excelência Ouro, 700 ml, Blend de Carvalho com Jequitibá, produzidad em Passa 4 - MG ",   Tipo:  Origem: Teor Alcoolico: Armazedana em:  Volume: Modo de Produção:   OURO   PASSA QUATRO-MG   40% VOL.   CARVALHO E JEQUITIBA      700ML   CACHAÇA ARTESANAL OU DE ALAMBIQUE   ,,Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE , PASSA QUATRO-MG ,Barril:  CARVALHO E JEQUITIBA    ,Volume:  700ML ,Graduação Alcóolica:  40% VOL. ,https://www.cachacacanela-de-ema.com.br/marcas/cachaca-amada/cachaca-amada-castanheira-750-ml--p,25/06/2021 22:39
39,60d9e87a0b1a752741f73d15,Cachaça Flor das Gerais Carvalho 700 ml,"R$ 89,00"," Cachaça Orgânica Flor das Gerais armazenda em barrís de carvalho Europeu, 700 ml; produzida em Felixlândia - MG desde o início do século XX. "," A Fazenda Mourões, onde se produz a Cachaça Flor das Gerais localiza-se no município de Felixlândia, na região Central de Minas Gerais, a 170 km da capital. Estamos na entrada dos Sertões, onde a mata atlântica dá lugar ao cerrado, os brejos dão lugar às Veredas e as serras dão lugar às Gerais. Estamos no caminho percorrido por Guimarães Rosa, enquanto acompanhava e construía a narrativa de algumas viagens boiadeiras que depois se transformaram em famosas obras literárias, dentre as quais destaca-se o Grande Sertão: Veredas. Neste tempo, de tocada de boiada, a família Teixeira já se dedicava à produção da cachaça, sendo o primeiro engenho, do qual temos evidências, fundado no início do século XX pelo patriarca da família que conduziu a produção até a década de 1940, quando o ofício passou à responsabilidade de um de seus três filhos. Em 1989, um dos netos deste patriarca reiniciou a produção e assim surgiu a Cachaça Flor das Gerais, que seria registrada com esse nome nove anos mais tarde pelo Sr. Adão Teixeira, o neto do tal patriarca, produtor rural de raiz e apaixonado pelo seu pequeno quinhão de terras “os Mourões” como ele gosta de falar. Em 2007 o Seu Adão ganhou seu principal reforço, a Dona Lúcia! Após quase 40 anos dando aulas de português, abandonou a cidade e veio florir as Gerais. Dona Lúcia sempre participou da história dos Mourões, era ela quem fazia os rótulos de palha de bananeira e folhas de cortiça para decorar as primeiras cachaças. Não por menos, a ilustração do atual rótulo é uma pintura a óleo de 1976, feita por ela. Sim, professora e artista. Outros encantos saídos das mãos dessa professora também podem ser vistos nas paredes da casa sede, no teto da pequena capela de Nossa Senhora de Fátima e nos jardins que rodeiam as construções da Fazenda Mourões. Passados mais de 30 anos o aperfeiçoamento da Flor das Gerais não pára e, atualmente, é possível acompanhar de perto essa produção lá na fazenda, onde a Dona Lúcia e o Seu Adão recebem os hóspedes com o mesmo carinho que devotam à cachaça. Essa pequena história contada aqui ganha sabor e cheiro quando degustada ao lado do fogão a lenha recheado de quitandas da Dona Lúcia e de boas cachaças e prosas do Seu Adão. ",,Modo de Produção:  ORGÂNICA , FELIXLÂNDIA-MG ,Barril:  CARVALHO EUROPEU ,Volume:  700 ML ,Graduação Alcóolica:  42% ,https://www.cachacacanela-de-ema.com.br/marcas/cachaca-amada/cachaca-amada-castanheira-750-ml--p,25/06/2021 22:39
40,60d9e87b0b1a752741f73d16,Cachaça Flor das Gerais Prata - Jequitibá 700 ml,"R$ 82,50"," Cachaça Artesanal ou de Alambique, Orgânica, produzida em Felixlândia MG desde o início do século XX. Medalhista de ouro na expo-cachaça 2020. Armazenada em tonéis de Jequitibá. Grau Alcóolico: 42% "," A Fazenda Mourões, onde se produz a Cachaça Flor das Gerais localiza-se no município de Felixlândia, na região Central de Minas Gerais, a 170 km da capital. Estamos na entrada dos Sertões, onde a mata atlântica dá lugar ao cerrado, os brejos dão lugar às Veredas e as serras dão lugar às Gerais. Estamos no caminho percorrido por Guimarães Rosa, enquanto acompanhava e construía a narrativa de algumas viagens boiadeiras que depois se transformaram em famosas obras literárias, dentre as quais destaca-se o Grande Sertão: Veredas. Neste tempo, de tocada de boiada, a família Teixeira já se dedicava à produção da cachaça, sendo o primeiro engenho, do qual temos evidências, fundado no início do século XX pelo patriarca da família que conduziu a produção até a década de 1940, quando o ofício passou à responsabilidade de um de seus três filhos. Em 1989, um dos netos deste patriarca reiniciou a produção e assim surgiu a Cachaça Flor das Gerais, que seria registrada com esse nome nove anos mais tarde pelo Sr. Adão Teixeira, o neto do tal patriarca, produtor rural de raiz e apaixonado pelo seu pequeno quinhão de terras “os Mourões” como ele gosta de falar. Em 2007 o Seu Adão ganhou seu principal reforço, a Dona Lúcia! Após quase 40 anos dando aulas de português, abandonou a cidade e veio florir as Gerais. Dona Lúcia sempre participou da história dos Mourões, era ela quem fazia os rótulos de palha de bananeira e folhas de cortiça para decorar as primeiras cachaças. Não por menos, a ilustração do atual rótulo é uma pintura a óleo de 1976, feita por ela. Sim, professora e artista. Outros encantos saídos das mãos dessa professora também podem ser vistos nas paredes da casa sede, no teto da pequena capela de Nossa Senhora de Fátima e nos jardins que rodeiam as construções da Fazenda Mourões. Passados mais de 30 anos o aperfeiçoamento da Flor das Gerais não pára e, atualmente, é possível acompanhar de perto essa produção lá na fazenda, onde a Dona Lúcia e o Seu Adão recebem os hóspedes com o mesmo carinho que devotam à cachaça. Essa pequena história contada aqui ganha sabor e cheiro quando degustada ao lado do fogão a lenha recheado de quitandas da Dona Lúcia e de boas cachaças e prosas do Seu Adão. ",,Modo de Produção:  ORGÂNICA , FELIXLÂNDIA - MG ,Barril:  JEQUITIBÁ ,Volume:  700 ml ,Graduação Alcóolica:  42% ,https://www.cachacacanela-de-ema.com.br/marcas/cachaca-amada/cachaca-amada-castanheira-750-ml--p,25/06/2021 22:39
41,60d9e87b0b1a752741f73d17,Cachaça Giuseppe Ouro - Carvalho 700 ml,"R$ 104,50"," Cachaça Giuseppe Ouro Carvalho 700 ml armazenada por 2 anos em tonéis de Carvalho, com 39% de teor alcóolico, tem aroma suave, adocicado e amadeirado, harmoniza com carnes, feijoada e aperitivos. É produzida em Urussanga-SC Para saber mais sobre a influência da madeira na cachaça, leia o melhor compêndio da internet sobre o assunto em nosso blog: https://blog.cachacacanela-de-ema.com.br/cachaca-cores-e-sabores/ "," Em meio a tantas dificuldades, em 1894, aos seus 22 anos de idade, Giiuseppe Ferdinando Nesi, juntamente com seus pais e seus irmãos, lançou-se a desbravar corajosamente as regiões do sul de Santa Catarina. Giuseppe Ferdinando Nesi ja Fazia Cachaça Naquele tempo. Depois da família ter interrompido a destilação de cachaça retomaram a fabricação em 1993 com Getúlio José Nesi.  ",,Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE , URASSANGA - SC ,Barril:  CARVALHO ,Volume:  700 ML ,Graduação Alcóolica:  39% ,https://www.cachacacanela-de-ema.com.br/marcas/cachaca-amada/cachaca-amada-castanheira-750-ml--p,25/06/2021 22:39
42,60d9e87b0b1a752741f73d18,Cachaça Giuseppe Prata 700 ml,"R$ 86,00"," Cachaça Giuseppe Prata 700 ml, produzida em Urussanga - SC. De Aroma suave, que lembra a cana-de-açúcar, é ideal para drinks e aperitivos. Com graduação alcoolica 39%vol descansada por dois anos em dornas de Inox. "," Em meio a tantas dificuldades, em 1894, aos seus 22 anos de idade, Giiuseppe Ferdinando Nesi, juntamente com seus pais e seus irmãos, lançou-se a desbravar corajosamente as regiões do sul de Santa Catarina. Giuseppe Ferdinando Nesi ja Fazia Cachça Naquele tempo. Depois da família ter interrompido a destilação de cachaça retomaram a fabricação em 1993 com Getúlio José Nesi.    ",,Modo de Produção:  CACHAÇA DE ALAMBIQUE OU ARTESANAL , URASSANGA-SC ,Barril:  INOX ,Volume:  700 ML ,Graduação Alcóolica:  39% ,https://www.cachacacanela-de-ema.com.br/marcas/cachaca-amada/cachaca-amada-castanheira-750-ml--p,25/06/2021 22:39
43,60d9e87b0b1a752741f73d19,Cachaça Guimariho Prata 670 ML,"R$ 79,00"," A Cachaça Guimarinho Prata é produzida em alambique pela Fazenda do Rocha, localizada na cidade mineira de Dom Silvério. É uma excelente cachaça artesanal com tradição de mais de 90 anos, conservando o puro sabor da cachaça branca, sendo uma ótima opção para um bom aperitivo ou no preparo dos mais deliciosos drinks e cocktails. Volume: 670ml Teor Alcoólico: 42% Vol.   "," A cachaça Guimarinho originou-se no ano de 1927, pelo o Sr° Olinto Marinho Guimarães que era um homem visionário e de muita liderança na cidade de Dom Silvério/MG. A marca “Guimarinho” surgiu devido ao sobrenome do empresário. Com a falta do Sr° Olinto, o seu filho José Marinho mais conhecido como Zé de Olinto assumiu as atividades junto com os seus filhos. No início, foi muito difícil devido às condições financeiras, a mão de obra era familiar e a produção era em pequena escala. O engenho é movido até hoje através de uma roda de madeira alimentada pela água, com o passar do tempo com a ajuda da tecnologia buscamos melhorias e adquirimos equipamentos para o aumento da produção da cachaça artesanal. Devido a qualidade da nossa cachaça queremos levar o nosso produto a ser reconhecido em todo território nacional pelos apreciadores de uma boa cachaça. ",,Modo de Produção:  ARTESANAL , DOM SILVÉRIO-MG ,Barril:  TONÉIS DE INOX ,Volume:  670 ML ,Graduação Alcóolica:  42% VOL. ,https://www.cachacacanela-de-ema.com.br/marcas/cachaca-amada/cachaca-amada-castanheira-750-ml--p,25/06/2021 22:39
44,60d9e87b0b1a752741f73d1a,Cachaça Lenda Mineira Ouro 375 ml,"R$ 110,00"," Cachaça Lenda Mineira Ouro, Garrafa com Rolha - 375 ml - armazenada por 2 anos em dornas de Amburana. Produzida em Tarumirim - MG há mais de 90 anos. cachaça eleita como uma das melhores do país pelo antigo ranking da Playboy. "," Cachaça Lenda Mineira - Tarumirim - MG A cachaça Lenda Mineira é produzida atesanalmente no município de Tarumirim - MG, no Vale do Rio Doce, há mais de 90 anos, com a mesma receita passada de geração em geração. Passou a ter o nome Lenda Mineira, a partir de 1997. É produzida em alambiques de Cobre, com capelo e serpentina de Cobre, com fogo direto sem utilização de Lenha, apenas a sobra do Bagaço. É envelhecida em barris de Amburana, por pelo menos 2 anos. A Lenda Mineira, é uma Cachaça muito bem avaliada por aqueles que a tomam, é sem dúvida nenhuma uma das melhores cahaças das Minas Gerais. ",,Modo de Produção:  TRADICIONAL , TARUMIRIM-MG ,Barril:  AMBURANA ,Volume:  375ML ,Graduação Alcóolica:  45% ,https://www.cachacacanela-de-ema.com.br/marcas/cachaca-amada/cachaca-amada-castanheira-750-ml--p,25/06/2021 22:39
45,60d9e87b0b1a752741f73d1b,Cachaça Malícia Mineira Ouro Carvalho 670 ml,"R$ 94,00"," Cachaça Malícia Mineira Ouro 670ml armazenada por 2 anos no Carvalho Francês, produzida em Tarumirim - MG há mais de 90 anos. "," A cachaça Malícia Mineira é produzida pela agropecuária Roda d'agua, o mesmo alambique onde é produzida a Cachaça Lenda Mineira.  Com mais de 90 anos de Tradição, o Alambique situado em Tarumirim - MG, produz, sem dúvida nenhuma, uma das melhores cachaças de Minas Gerais.  ",,Modo de Produção:  CACHAÇA ARTESANAL , TARUMIRIM - MG ,Barril:  CARVALHO EUROPEU ,Volume:  670 ML ,Graduação Alcóolica:  45% ,https://www.cachacacanela-de-ema.com.br/marcas/cachaca-amada/cachaca-amada-castanheira-750-ml--p,25/06/2021 22:39
46,60d9e87b0b1a752741f73d1c,Cachaça Mandaguahy extra Premium 750 ml,"R$ 199,00"," Cachaça Mandaguahy Extra Premium 36 meses em Barril de Carvalho - 750 ml de Jaú - SP Em 2018, no concurso Cachaça com Ciência, promovido pela APTA-IAC (Instituto Agronômico de Campinas), conquistou medalha de Prata na Categoria Cachaça Branca com a Mandaguahy original e também medalha de Prata na categoria Cachaça Premium Envelhecida de 01 a 03 anos, com a Mandaguahy Castanheira 24 meses. Na Expo Cachaça 2019 também foi premiada com segundo lugar com as mesmas duas cachaças. Saiba mais sobre a cachaça Mandaguahy neste link: Site Oficial Mandaguahy "," A Qualidade e tradição sempre estiveram presentes na tradição de produção da centenária fazenda Santana do Mandaguahy em Jaú, São Paulo.  Elaborada de forma totalmente artesanal e extremo cuidado em todo seu processo de fabricação, a Cachaça Mandaguahy Foi concebida para proporcionar prazer e satisfação aos seus apreciadores.   ",,,,,,,https://www.cachacacanela-de-ema.com.br/marcas/cachaca-amada/cachaca-amada-castanheira-750-ml--p,25/06/2021 22:39
47,60d9e87b0b1a752741f73d1d,Cachaça Mandaguahy Carvalho Ouro 750 ml,"R$ 205,00"," Cachaça Mandaguahy Carvalho Extra Premium 750 ml de Jaú, São Paulo. Em 2018, no concurso Cachaça com Ciência, promovido pela APTA-IAC (Instituto Agronômico de Campinas), conquistou medalha de Prata na Categoria Cachaça Branca com a Mandaguahy original e também medalha de Prata na categoria Cachaça Premium Envelhecida de 01 a 03 anos, com a Mandaguahy Castanheira 24 meses. Na Expo Cachaça 2019 também foi premiada com segundo lugar com as mesmas duas cachaças. Saiba mais sobre a cachaça Mandaguahy neste link: Site Oficial Mandaguahy "," A Qualidade e tradição sempre estiveram presentes na tradição de produção da centenária fazenda Santana do Mandaguahy em Jaú, São Paulo.  Elaborada de forma totalmente artesanal e extremo cuidado em todo seu processo de fabricação, a Cachaça Mandaguahy Foi concebida para proporcionar prazer e satisfação aos seus apreciadores.   ",,Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE , JAÚ-SP ,Barril:  CARVALHO ,Volume:  750 ML ,Graduação Alcóolica:  40% ,https://www.cachacacanela-de-ema.com.br/marcas/cachaca-amada/cachaca-amada-castanheira-750-ml--p,25/06/2021 22:39
48,60d9e87b0b1a752741f73d1e,Cachaça Mandaguahy Ouro Carvalho 700 ml,"R$ 92,50"," Cachaça Mandaguahy Ouro 700 ml armazenada em tonéis de carvalho por 12 meses. Cachaça Artesanal Produzida em Jaú-SP. Em 2018, no concurso Cachaça com Ciência, promovido pela APTA-IAC (Instituto Agronômico de Campinas), conquistou medalha de Prata na Categoria Cachaça Branca com a Mandaguahy original e também medalha de Prata na categoria Cachaça Premium Envelhecida de 01 a 03 anos, com a Mandaguahy Castanheira 24 meses. Na Expo Cachaça 2019 também foi premiada com segundo lugar com as mesmas duas cachaças.. "," A Qualidade e tradição sempre estiveram presentes na tradição de produção da centenária fazenda Santana do Mandaguahy em Jaú, São Paulo.  Elaborada de forma totalmente artesanal e extremo cuidado em todo seu processo de fabricação, a Cachaça Mandaguahy Foi concebida para proporcionar prazer e satisfação aos seus apreciadores. ",,,,,,,https://www.cachacacanela-de-ema.com.br/marcas/cachaca-amada/cachaca-amada-castanheira-750-ml--p,25/06/2021 22:39
49,60d9e87b0b1a752741f73d1f,Cachaça Mandaguahy Castanheira ouro 700 ml,"R$ 92,50"," Cachaça Artesanal Mandaguahy Ouro armazenada por 12 meses em tonéis de Castanheira. Cachaça Produzida no município de Jaú - SP. Em 2018, no concurso Cachaça com Ciência, promovido pela APTA-IAC (Instituto Agronômico de Campinas), conquistou medalha de Prata na Categoria Cachaça Branca com a Mandaguahy original e também medalha de Prata na categoria Cachaça Premium Envelhecida de 01 a 03 anos, com a Mandaguahy Castanheira 24 meses. Na Expo Cachaça 2019 também foi premiada com segundo lugar com as mesmas duas cachaças.. Saiba mais sobre a cachaça Mandaguahy neste link: Site Oficial Mandaguahy "," A Qualidade e tradição sempre estiveram presentes na tradição de produção da centenária fazenda Santana do Mandaguahy em Jaú, São Paulo.  Elaborada de forma totalmente artesanal e extremo cuidado em todo seu processo de fabricação, a Cachaça Mandaguahy Foi concebida para proporcionar prazer e satisfação aos seus apreciadores. ",,Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE , JAÚ-SP ,Barril:  CASTANHEIRA ,Volume:  700 ML ,Graduação Alcóolica:  40% ,https://www.cachacacanela-de-ema.com.br/marcas/cachaca-amada/cachaca-amada-castanheira-750-ml--p,25/06/2021 22:39
50,60d9e87c0b1a752741f73d20,Cachaça Mandaguahy Prata 700 ml,"R$ 92,50"," Cachaça Mandaguahy Original 700 ml armazenada em Inox, produzida na Fazenda Mandaguahy em Jaú, São Paulo. Em 2018, no concurso Cachaça com Ciência, promovido pela APTA-IAC (Instituto Agronômico de Campinas), conquistou medalha de Prata na Categoria Cachaça Branca com a Mandaguahy original e também medalha de Prata na categoria Cachaça Premium Envelhecida de 01 a 03 anos, com a Mandaguahy Castanheira 24 meses. Na Expo Cachaça 2019 também foi premiada com segundo lugar com as mesmas duas cachaças. Saiba mais sobre a cachaça Mandaguahy neste link: Site Oficial Mandaguahy "," A Qualidade e tradição sempre estiveram presentes na tradição de produção da centenária fazenda Santana do Mandaguahy em Jaú, São Paulo.  Elaborada de forma totalmente artesanal e extremo cuidado em todo seu processo de fabricação, a Cachaça Mandaguahy Foi concebida para proporcionar prazer e satisfação aos seus apreciadores.   ",,Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE , JAÚ-SP ,Barril:  INOX ,Volume:  700 ML ,Graduação Alcóolica:  40% ,https://www.cachacacanela-de-ema.com.br/marcas/cachaca-amada/cachaca-amada-castanheira-750-ml--p,25/06/2021 22:39
51,60d9e87c0b1a752741f73d21,Cachaça Mandaguahy Ouro - Jatobá - 700 ml,"R$ 92,50"," Cachaça Mandaguahy Ouro 700 ml, 12 meses em tonéis de Jatobá. Cachaça produzida em Jaú/São Paulo Em 2018, no concurso Cachaça com Ciência, promovido pela APTA-IAC (Instituto Agronômico de Campinas), conquistou medalha de Prata na Categoria Cachaça Branca com a Mandaguahy original e também medalha de Prata na categoria Cachaça Premium Envelhecida de 01 a 03 anos, com a Mandaguahy Castanheira 24 meses. Na Expo Cachaça 2019 também foi premiada com segundo lugar com as mesmas duas cachaças. Saiba mais sobre a cachaça Mandaguahy neste link: Site Oficial Mandaguahy "," A Qualidade e tradição sempre estiveram presentes na tradição de produção da centenária fazenda Santana do Mandaguahy em Jaú, São Paulo.  Elaborada de forma totalmente artesanal e extremo cuidado em todo seu processo de fabricação, a Cachaça Mandaguahy Foi concebida para proporcionar prazer e satisfação aos seus apreciadores. ",,Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE , JAÚ/SP ,Barril:  JATOBÁ ,Volume:  700 ML ,Graduação Alcóolica:  40% ,https://www.cachacacanela-de-ema.com.br/marcas/cachaca-amada/cachaca-amada-castanheira-750-ml--p,25/06/2021 22:39
