,_id,NOME_DA_CACHAÇA,PREÇO,DESCRIÇÃO_DA_CACHAÇA,VOLUME,GRADUAÇÃO_ALCOÓLICA,RECIPIENTE_DE_ARMAZENAMENTO,LOCAL_DE_PRODUÇÃO,TEMPO_DE_ARMAZENAMENTO,LINK,DATA_COLETA
11,60e5f1ac821b7dff8d507aef,Cachaça Sabor de Minas Porcelana Premium," R$ 155,00","Esta é um cachaça com envelhecimento por 02 (dois) anos em tóneis de bálsamo e jequitibá,baixíssima acidez e graduação alcoólica de 42 GL , garantem a cachaça Sabor de Minas um agradável e incomparável sabor, destacando-se entre as melhores de Salinas, tanto pelo seu suave paladar como pela sua qualidade.Grad. Alcool.: 42,0 % Vol.) Produzida na cidade de Salinas(MG) Tempo de Envelhecimento: 2 Anos Conteúdo : 950 ml Garrafa porcelana oval PremiumPrazo de Validade : Indeterminado ",Volume: 950ml,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-sabor-de-minas-porcelana-premium-950ml,26/06/2021 16:54
12,60e5f1ac821b7dff8d507af0,Cachaça Sabor de Minas Porcelana Oval Premium," R$ 139,00","Esta é um cachaça com envelhecimento por 02 (dois) anos em tóneis de bálsamo e jequitibá,baixíssima acidez e graduação alcoólica de 42 GL , garantem a cachaça Sabor de Minas um agradável e incomparável sabor, destacando-se entre as melhores de Salinas, tanto pelo seu suave paladar como pela sua qualidade.Grad. Alcool.: 42,0 % Vol.) Produzida na cidade de Salinas(MG) Tempo de Envelhecimento: 2 Anos Conteúdo : 670 ml Garrafa porcelana oval PremiumPrazo de Validade : Indeterminado ",Volume: 670ml,Grad Alcool: 42%,Madeira: Balsamo,Origem: Salinas MG,Envelhecimento: 2 anos,https://www.cachacariasalinas.com.br/cachacas/cachaca-sabor-de-minas-porcelana-oval-premium-670ml,26/06/2021 16:54
13,60e5f1ac821b7dff8d507af1,Cachaça Lua de Mel Ouro 1Lt," R$ 44,90","Cachaça Lua de Mel A Cachaça Lua de Mel é envelhecida em Amburana e possue em seu sabor um gosto levemente adocicado, que se dá devido ao fundo floral característico dessa madeira, com um toque de aroma de baunilha e canela.A Amburana baixa a acidez do destilado e diminui a sensação alcoólica, tornando-o tão suave quanto um cetim.Quanto a cor, confere a ele um tom amarelado bem claro, mas ainda sim muito vistoso.Origem: Ouro Minas Agroindustrial LtdaRegião: Salinas-MGGraduação: 42%Volume: 1000 mlFermentação: Natural DestilaçãoArtesanal em Alambique de CobreMaturação: Envelhecida por dois anos. Madeira: AmburanaReg. Prod. No MAPA: MG001138-0.000005",Volume: 1000ml,Grad Alcool: 42%,Madeira: Umburana,Origem: Salinas MG,,https://www.cachacariasalinas.com.br/cachacas/cachaca-lua-de-mel-ouro-670ml-,26/06/2021 16:54
14,60e5f1ac821b7dff8d507af2,Cachaça Pinga Minas Carvalho," R$ 54,90","A Cachaça Pinga Minas é produzida com cana-de-açúcar cultivada na própria fazenda e adaptada para a região da zona da mata mineira, onde fica o alambique Caiapó, garantindo assim uma matéria-prima de primeira qualidade. Destilada em alambiques de cobre com capacidade de 750 litros, a arte a paciência do mestre alambiqueiro resulta em uma cachaça pura e fresca somente com o coração da cachaça. Após destilada ela é armazenada em tanques de aço inox aonde fica descansando por pelo menos 1 ano antes de ser envasada como cachaça branca ou colocacada nos barris para o envelhecimento. Procuramos oferecer o apreciador produtos de alta qualidade e com um sabor inigualável para marcar momentos inesquecíveis.Madeira: CarvalhoGrad. Alcoólica: 39%Volume: 750 mlOrigem: Pirapetinga /Minas Gerais - BrasilColoração: Dourada",Volume: 750ml,Grad Alcool: 39%,Madeira: Carvalho,Origem: Minas Gerais,,https://www.cachacariasalinas.com.br/cachacas/pinga-minas/cachaca-pinga-minas-carvalho,26/06/2021 16:54
15,60e5f1ac821b7dff8d507af3,Cachaça Pinga Minas Amburana," R$ 54,90","A Cachaça Pinga Minas é produzida com cana-de-açúcar cultivada na própria fazenda e adaptada para a região da zona da mata mineira, onde fica o alambique Caiapó, garantindo assim uma matéria-prima de primeira qualidade. Destilada em alambiques de cobre com capacidade de 750 litros, a arte a paciência do mestre alambiqueiro resulta em uma cachaça pura e fresca somente com o coração da cachaça. Após destilada ela é armazenada em tanques de aço inox aonde fica descansando por pelo menos 1 ano antes de ser envasada como cachaça branca ou colocacada nos barris para o envelhecimento. A cachaça de Amburana descansa em dornas de 700L por pelo menos 1 ano onde adquire o sabor e a maciez que essa madeira brasileira oferece.Procuramos oferecer o apreciador produtos de alta qualidade e com um sabor inigualável para marcar momentos inesquecíveis.Madeira: AmburanaGrad. Alcoólica: 39%Volume: 750 mlOrigem: Pirapetinga /Minas Gerais - BrasilColoração: Dourada",Volume: 750ml,Grad Alcool: 39%,Madeira: Umburana,Origem: Minas Gerais,,https://www.cachacariasalinas.com.br/cachacas/pinga-minas/cachaca-pinga-minas-amburana,26/06/2021 16:55
16,60e5f1ac821b7dff8d507af4,Cachaça Claudionor," R$ 45,00","Produzida artesanalmente na cidade de Januária-MG , esta tradicional cachaça leva o nome do seu fundador, Claudionor Carneiro.Sua história começa bem antes de 1925, época em que era vendida em garrafões e dornas para os comerciantes e barqueiros que navegavam pelo rio São Francisco. Quem por lá passava, não deixava de procurar a cachaça Januária do Claudionor, e assim , passou a ser chamada e rotulada como Aguardente Claudionor. Desde então vem marcando décadas.É uma cachaça de produção familiar que muito orgulha seus descendentes, hoje na 3ª geração de herdeiros que remontam os segredos desta emblemática cachaça, feita com a mesma dedicação e cuidado que à legitimaram no inicio do século passado .É uma cachaça forte com sabor e aroma de cana madura , descansada em tonéis de amburana que acompanham a sua produção desde o inicio.Boa parte da qualidade se deve a produção artesanal, a qualidade da cana e ao descanso nos velhos tonéis de quase 100 anos.Cor: Límpida, com leve tom amarelado.Aroma/sabor: Tem buquê neutro de cana madura bem descansada.Graduação : 48% Madeira : UmburanaVolume : 670 ml Cidade : Januária Minas Gerais Brasil",Volume: 670ml,,,,,https://www.cachacariasalinas.com.br/cachacas/claudionor/cachaca-claudionor-670ml,26/06/2021 16:55
17,60e5f1ac821b7dff8d507af5,Cachaça Claudionor," R$ 43,20","Produzida artesanalmente na cidade de Januária-MG , esta tradicional cachaça leva o nome do seu fundador, Claudionor Carneiro.Sua história começa bem antes de 1925, época em que era vendida em garrafões e dornas para os comerciantes e barqueiros que navegavam pelo rio São Francisco. Quem por lá passava, não deixava de procurar a cachaça Januária do Claudionor, e assim , passou a ser chamada e rotulada como Aguardente Claudionor. Desde então vem marcando décadas.É uma cachaça de produção familiar que muito orgulha seus descendentes, hoje na 3ª geração de herdeiros que remontam os segredos desta emblemática cachaça, feita com a mesma dedicação e cuidado que à legitimaram no inicio do século passado .É uma cachaça forte com sabor e aroma de cana madura , descansada em tonéis de amburana que acompanham a sua produção desde o inicio.Boa parte da qualidade se deve a produção artesanal, a qualidade da cana e ao descanso nos velhos tonéis de quase 100 anos.Cor: Límpida, com leve tom amarelado.Aroma/sabor: Tem buquê neutro de cana madura bem descansada.Graduação : 48% Madeira : UmburanaVolume : 600 ml Cidade : Januária Minas Gerais Brasil",Volume: 600ml,Grad Alcool: 48%,Madeira: Umburana,Origem: Minas Gerais,,https://www.cachacariasalinas.com.br/cachacas/claudionor/cachaca-claudionor-600ml,26/06/2021 16:55
18,60e5f1ac821b7dff8d507af6,Cachaça Engenho Fazenda Velha Ouro," R$ 54,00","Cachaça Engenho Fazenda Velha Ouro A Cachaça Ouro da Fazenda Velha já foi a ganhadora do título de melhor cachaça envelhecida no ano de 2012, através do VIII concurso de qualidade de cachaça, oferecido pela Universidade Estadual de São Paulo.Madeira:Carvalho e jequitibáGraduação:39% vol.Volume:670mlCidade:Nova Odessa São PauloTempo de envelhecimento:1 ano ",Volume: 670ml,Grad Alcool: 39%,Madeira: Carvalho,Origem: São Paulo,,https://www.cachacariasalinas.com.br/cachacas/engenho-fazenda-velha/cachaca-engenho-fazenda-velha-ouro-670ml,26/06/2021 16:55
19,60e5f1ac821b7dff8d507af7,Cachaça Lua de Mel Ouro," R$ 39,90","Cachaça Lua de Mel A Cachaça Lua de Mel é envelhecida em Amburana e possue em seu sabor um gosto levemente adocicado, que se dá devido ao fundo floral característico dessa madeira, com um toque de aroma de baunilha e canela.A Amburana baixa a acidez do destilado e diminui a sensação alcoólica, tornando-o tão suave quanto um cetim.Quanto a cor, confere a ele um tom amarelado bem claro, mas ainda sim muito vistoso.Origem: Ouro Minas Agroindustrial LtdaRegião: Salinas-MGGraduação: 42%Volume: 670 mlFermentação: Natural DestilaçãoArtesanal em Alambique de CobreMaturação: Envelhecida por dois anos. Madeira: AmburanaReg. Prod. No MAPA: MG001138-0.000005",Volume: 670ml,,Madeira: Umburana,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-lua-de-mel-ouro-670ml,26/06/2021 16:55
20,60e5f1ac821b7dff8d507af8,Cachaça Seleta Edição Especial 40 Anos," R$ 37,20","Cachaça Seleta, queridinha do Brasil, a cachaça artesanal mais vendida do país. Feita a partir de canas rigorosamente selecionadas e envelhecida em tonéis de Umburana, planta conhecida por suas características curativas e digestivas. A Seleta tem sabor suave e delicioso.Madeira: Amburana/UmburanaGrad. Alcoólica: 42%​Volume: 700 mlTempo de Envelhecimento: 2 anosOrigem: Salinas/MG - BrasilColoração: PalhaAnálise: Seu sabor é levemente adocicado com notas finais de baunilha, amêndoas e canela. Possui aromas intensos: amadeirados, frutados, adocicados, com notas de baunilha.​",Volume: 700ml,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-seleta-edicao-especial-40-anos-700ml,26/06/2021 16:55
21,60e5f1ac821b7dff8d507af9,Cachaça Seleta Ouro Edição Especial 40 anos 1L," R$ 41,20","Cachaça Seleta, queridinha do Brasil, a cachaça artesanal mais vendida do país. Feita a partir de canas rigorosamente selecionadas e envelhecida em tonéis de Umburana, planta conhecida por suas características curativas e digestivas. A Seleta tem sabor suave e delicioso.Madeira: Amburana/UmburanaGrad. Alcoólica: 42%​Volume: 1000 mlTempo de Envelhecimento: 2 anosOrigem: Salinas/MG - BrasilColoração: Palha​",,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-seleta-ouro-edicao-especial-40-anos-1l,26/06/2021 16:55
22,60e5f1ac821b7dff8d507afa,Cachaça Seleta Edição Especial 40 Anos," R$ 39,00","Cachaça Seleta, queridinha do Brasil, a cachaça artesanal mais vendida do país. Feita a partir de canas rigorosamente selecionadas e envelhecida em tonéis de Umburana, planta conhecida por suas características curativas e digestivas. A Seleta tem sabor suave e delicioso.Madeira: Amburana/UmburanaGrad. Alcoólica: 42%Volume: 600 mlTempo de Envelhecimento: 2 anosOrigem: Salinas/MG - BrasilColoração: PalhaAnálise: Seu sabor é levemente adocicado com notas finais de baunilha, amêndoas e canela. Possui aromas intensos: amadeirados, frutados, adocicados, com notas de baunilha.​",Volume: 600ml,,,,,https://www.cachacariasalinas.com.br/cachacas/seleta/cachaca-seleta-edicao-especial-40-anos-600ml,26/06/2021 16:55
23,60e5f1ad821b7dff8d507afb,Cachaça Bandarra," R$ 20,78","A BANDARRA é produzida em alambiques de cobre, no mais alto padrão de qualidade, preservando os moldes artesanais e toda a tradição da região de Salinas. O armazenamento em tonéis de Jequtibá e Bálsamo, confere ao destilado a cor ouro, aroma especial, além de um sabor suave e agradável tanto para quem aprecia desgustá-la pura, quanto para o preparo da famosa caipirinha e diversos outros coquetéis. A Edição Especial é o resultado de um Blend de Bálsamo com Carvalho Francês.No mercado desde 1999, a BANDARRA começou a ser exportada para Alemanha, França e Suíça em 2001. Em 2019 ganhou medalha de prata no Concurso ""RUM LOVE FESTIVAL"" na Polônia, classificada como 5o. melhor destilado do Festival com pontuação de 94.5%.Conteúdo : 250mlGarrafa transpareten tipo long necProduzida Artesanalmente em Salinas ( Minas Gerais )",Volume: 250ml,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-bandarra-250-ml,26/06/2021 16:55
24,60e5f1ad821b7dff8d507afc,Cachaça Sabor de Minas Porcelana," R$ 88,00","Esta é um cachaça com envelhecimento por 02 (dois) anos em tóneis de bálsamo e jequitibá,baixíssima acidez e graduação alcoólica de 42 GL , garantem a cachaça Sabor de Minas um agradável e incomparável sabor, destacando-se entre as melhores de Salinas, tanto pelo seu suave paladar como pela sua qualidade.Grad. Alcool.: 42,0 % Vol.) Produzida na cidade de Salinas(MG) Tempo de Envelhecimento: 2 Anos Conteúdo : 670 ml Garrafa porcelanaPrazo de Validade : Indeterminado ",Volume: 670ml,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-sabor-de-minas-porcelana-670ml,26/06/2021 16:55
25,60e5f1ad821b7dff8d507afd,Cachaça Meia Lua Balsamo," R$ 34,50","A Cachaça Meia Lua Balsamo é produzida na região de Salinas, capital nacional da cachaça, envelhecida em tonéis de Balsamo por 2 anosMadeira: BalsamoGrad. Alcoólica: 43%Volume: 670 mlTempo de Envelhecimento: 2 anosOrigem: Salinas/MG - BrasilColoração: Branca incolor",Volume: 670ml,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-meia-lua-balsamo-670ml,26/06/2021 16:56
26,60e5f1ad821b7dff8d507afe,Cachaça Bandarra," R$ 38,50","A BANDARRA é produzida em alambiques de cobre, no mais alto padrão de qualidade, preservando os moldes artesanais e toda a tradição da região de Salinas. O armazenamento em tonéis de Jequtibá e Bálsamo, confere ao destilado a cor ouro, aroma especial, além de um sabor suave e agradável tanto para quem aprecia desgustá-la pura, quanto para o preparo da famosa caipirinha e diversos outros coquetéis. A Edição Especial é o resultado de um Blend de Bálsamo com Carvalho Francês.No mercado desde 1999, a BANDARRA começou a ser exportada para Alemanha, França e Suíça em 2001. Em 2019 ganhou medalha de prata no Concurso ""RUM LOVE FESTIVAL"" na Polônia, classificada como 5o. melhor destilado do Festival com pontuação de 94.5%. ",Volume: 670ml,Grad Alcool: 40%,Madeira: Balsamo,Origem: Salinas MG,Envelhecimento: 3 anos,https://www.cachacariasalinas.com.br/cachacas/cachaca-bandarra-670ml,26/06/2021 16:56
27,60e5f1ad821b7dff8d507aff,Cachaça Nova Aliança Balsamo estojo alça," R$ 54,90","A cachaça Nova Aliança Bálsamo é produzida na região de Salinas - Minas Gerais, é envelhecida em tonéis de Bálsamo por 3 anos, o que confere uma coloração dourada, ótima limpidez e viscosidade.Madeira: BálsamoGrad. Alcoólica: 48%Volume: 670 mlTempo de Envelhecimento: 3 anosOrigem: Salinas/MG - BrasilColoração: Dourada",Volume: 670ml,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-nova-alianca-estojo-alca,26/06/2021 16:56
28,60e5f1ad821b7dff8d507b00,Cachaça Tabua Flor de Ouro," R$ 46,90","Cachaça Tabua Ouro 670mlA cachaça artesanal Tabúa é fabricada nos solos da capital mundial da cachaça. É desenvolvida de forma artesanal e tradicional, com características típicas em cada etapa do processo. Cachaça Tabúa Flor de Ouro é armazenada por 2 anos em tonéis de Umburana, que lhe proporciona aroma equilibrado e sabor único.Madeira: Bálsamo Grad. Alcoólica: 42%​Volume: 670 mlTempo de Envelhecimento: 2 anosOrigem: Salinas/MGColoração: PalhaAnálise: Sabor intenso obtido principalmente da Umburana. Aroma perfumado.",Volume: 670ml,Grad Alcool: 42%,Madeira: Balsamo,Origem: Salinas MG,Envelhecimento: 2 anos,https://www.cachacariasalinas.com.br/cachacas/cachaca-tabua-flor-de-ouro-670ml,26/06/2021 16:56
29,60e5f1ad821b7dff8d507b01,Cachaça Seleta Eu Garanto," R$ 38,90","A Seleta é uma bebida mista com cachaça , mel e barú , fruto conhecido pelo sabor e por suas propriedades energéticas de nutrientes. Uma mistura equilibrada , que torna a bebida suave e agradável ao paladar , com o selo de qualidade Seleta .Graduação : 33%Volume : 160 mlArmazenamento : 2,5 AnosIngredientes : Seleta Umburana , Mel e BaruCidade Origem : Salinas MGProdutor : Cachaça Seleta ",Volume: 160ml,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-seleta-eu-garanto-160ml,26/06/2021 16:56
30,60e5f1ad821b7dff8d507b02,Cachaça Seleta Eu Garanto," R$ 62,00","A Seleta é uma bebida mista com cachaça , mel e barú , fruto conhecido pelo sabor e por suas propriedades energéticas de nutrientes. Uma mistura equilibrada , que torna a bebida suave e agradável ao paladar , com o selo de qualidade Seleta .Graduação : 33%Volume :500mlArmazenamento : 2,5 AnosIngredientes : Seleta Umburana , Mel e BaruCidade Origem : Salinas MGProdutor : Cachaça Seleta ",Volume: 500ml,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-seleta-eu-garanto,26/06/2021 16:56
31,60e5f1ad821b7dff8d507b03,Cachaça Pelicana Bálsamo," R$ 89,00","Você quer tomar uma cachaça marcante, mas ao mesmo tempo amaciada pela madeira, sem que este amaciamento tire as principais características da Cachaça? Então prove a Pelicana Bálsamo .HISTÓRIA DA CACHAÇA -A Pelicana foi produzida na Fazenda Almécegas, em Salinas, terra das conhecidas Canarinha, Piragibana, Salineira, Havaninha e o mito Anísio Santiago/Havana. A que temos em nossa loja foi descansada por 15 anos em tonéis de Bálsamo. ( Raríssimas Unidades )Começou a ser destilada no ano 2.000, quando era vendida a granel ali mesmo por Salinas. O rótulo, que traz a ave Pelicano é ideia do patriarca Ivo Miranda de Morais e faz referência a um símbolo maçon. ",Volume: 670ml,Grad Alcool: 45%,Madeira: Balsamo,Origem: Salinas MG,Envelhecimento: 15 anos,https://www.cachacariasalinas.com.br/cachacas/cachaca-pelicana-jequitiba-,26/06/2021 16:56
32,60e5f1ad821b7dff8d507b04,Cachaça Pelicana Jequitibá ," R$ 89,00","Você quer tomar uma cachaça marcante, mas ao mesmo tempo amaciada pela madeira, sem que este amaciamento tire as principais características da Cachaça? Então prove a Pelicana Jequitibá.AROMA - Vem cana-d-açúcar, tons frutados, herbáceos e um certo adocicado.GOSTO - Um leve adocicado e um tom levemente amargo no finalSENSAÇÃO - pungência própria das cachaças de 45%, como é o caso da Pelicana, uma picanciaagradável (para quem gosta claro) e o vigor do álcool presente desde o aroma até a Cachaça na boca, propriamente dito.FINALIZAÇÃO - Um gosto agradável e intenso. O sabor da cana-de-açúcar permanece por um bom tempo no paladar.ACIDEZ - leve, bem leve, quase imperceptível.ADSTRINGÊNCIA - Pouco, muito pouco.HARMONIZAÇÃO - O Jequitibá abaixou a acidez da Pelicana, mas por conta dos os 45% de volume alcoólico, é possível classificar a Cachaça de encorpada. Sugiro para acompanhar o chamado primeiro prato. Peixes, lagosta e um bom risoto de frutos do mar vão bem.HISTÓRIA DA CACHAÇA -A Pelicana foi produzida na Fazenda Almécegas, em Salinas, terra das conhecidas Canarinha, Piragibana, Salineira, Havaninha e o mito Anísio Santiago/Havana. A que temos em nossa loja foi descansada por 15 anos em tonéis de Jequitibá. ( Raríssimas Unidades )Começou a ser destilada no ano 2.000, quando era vendida a granel ali mesmo por Salinas. O rótulo, que traz a ave Pelicano é ideia do patriarca Ivo Miranda de Morais e faz referência a um símbolo maçon. ",Volume: 670ml,Grad Alcool: 45%,Madeira: Jequitibá,Origem: Salinas MG,Envelhecimento: 15 anos,https://www.cachacariasalinas.com.br/cachacas/cachaca-pelicana-jequitiba,26/06/2021 16:56
33,60e5f1ad821b7dff8d507b05,Cachaça Prosa Mineira Carvalho," R$ 55,90","Cachaça Prosa Mineira Carvalho é envelhecida em tonéis de carvalho americano por 4 anos.A Cachaça Prosa Mineira Carvalho, é uma cachaça macia que apresenta certa complexidade de suas notas.",Volume: 670ml,Grad Alcool: 39%,Madeira: Carvalho,Origem: Minas Gerais,Envelhecimento: 4 anos,https://www.cachacariasalinas.com.br/cachacas/cachaca-prosa-mineira-carvalho,26/06/2021 16:56
