,_id,NOME_DA_CACHAÇA,PREÇO,VOLUME,DESCRIÇÃO_DA_CACHAÇA,LOCAL_DE_PRODUÇÃO,TEMPO_DE_ARMAZENAMENTO,GRADUAÇÃO_ALCOÓLICA,DATA_COLETA,LINK
104,60d64d5be0db9562715084a9,Cachaça Indaiazinha,"R$ 149,90",Volume: 600 ml,"Cachaça Indaiazinha


A Cachaça Indaiazinha e considerada por muitos como umas das melhores cachaças aqui da nossa região de Salinas

Quem prova, aprova e sempre prova novamente...


Grad. Alcool.: 47 % Vol.)
Envelhecida em  tónel: Balsamo
Tempo de Envelhecimento: 8  Anos
Conteúdo : 600 ml
Garrafa : tradicional
Prazo de Validade : Indeterminado
Evite o consumo Excessivo de Álcool",,Tempo de Envelhecimento: 8 anos,Grad. Alcool: 47%,25/6/2021 - 18:21:46,https://cachacaepinga.com.br/produto/29/cachaca-indaiazinha
105,60d64d5ce0db9562715084aa,Cachaça Fortaleza,"R$ 149,90",Volume: 700 ml,"Grad. Alcool.: 44,5 % Vol.) Envelhecida em  tónel: Balsamo Tempo de Envelhecimento: 3 anos  Conteúdo : 700 ml  Garrafa : Transparente Prazo de Validade : Indeterminado  Evite o consumo Excessivo de Álcool",,Tempo de Envelhecimento: 3 anos,"Grad. Alcool: 44,5%",25/6/2021 - 18:21:51,https://cachacaepinga.com.br/produto/28/cachaca-fortaleza
106,60d64d5ce0db9562715084ab,Cachaça Flor de Salinas 600 ML,"R$ 29,90",Volume: 600 ml,"Grad. Alcool.: 43 % Vol.)
Envelhecida em  tónel: Balsamo
Tempo de Envelhecimento: 2  Anos
Conteúdo : 600 ml
Garrafa : tradicional
Prazo de Validade : Indeterminado
Evite o consumo Excessivo de Álcool",,Tempo de Envelhecimento: 2 anos,Grad. Alcool: 43%,25/6/2021 - 18:21:55,https://cachacaepinga.com.br/produto/26/cachaca-flor-de-salinas-600-ml
107,60d64d5ce0db9562715084ac,Cachaça Fabulosa Premium,"R$ 149,90",Volume: 700 ml,"Fabulosa é uma autêntica Cachaça Premium que reúne as melhores características das excelentes cachaças artesanais de Salinas.
 
 
Minuciosas pesquisas e análises resultaram no Blend ideal. Uma cachaça de aparência dourada e límpida, bem estruturada, com boa oleosidade, macia e de sabor persistente, efeitos de um envelhecimento médio de 6 anos em dornas de bálsamo.
 
Suas embalagens artesanais reúnem sofisticação e um toque de raríssima elegância, tornando Fabulosa um presente perfeito para pessoas de bom gosto e de paladar apurado.
Fabulosa foi feita por quem mais entende de cachaça para aqueles que exigem qualidade. Experimente !
 
Caracteristicas
Procedência: Salinas MG
Envelhecimento: 6 anos em bálsamo
Grad. Alcóolica: 42% vol.
Conteúdo da garrafa: 700 ml",,Tempo de Envelhecimento: 6 anos,,25/6/2021 - 18:22:0,https://cachacaepinga.com.br/produto/25/cachaca-fabulosa-premium
108,60d64d5ce0db9562715084ad,Cachaça Erva Doce 670 ML,"R$ 39,90",Volume: 670 ml,"Cachaça Erva Doce 670 ML
Grad. Alc. 39% Vol
Armazenada Em Carvalho e Senna Macranthera
Conteúdo : 670 ml
Garrafa : Tipo Exportação
Prazo de Validade : Indeterminado
Evite o consumo Excessivo de Álcool",,,,25/6/2021 - 18:22:4,https://cachacaepinga.com.br/produto/24/cachaca-erva-doce-670-ml
109,60d64d5ce0db9562715084ae,Cachaça Brinco de Prata 670 ml,"R$ 49,90",Volume: 670 ml,"Grad. Alcool.: 40 % Vol.)
Tempo de Envelhecimento: 3 anos
Conteúdo : 670 ml
Garrafa : tradicional
Prazo de Validade : Indeterminado
Evite o consumo Excessivo de Álcool",,Tempo de Envelhecimento: 3 anos,Grad. Alcool: 40%,25/6/2021 - 18:22:8,https://cachacaepinga.com.br/produto/17/cachaca-brinco-de-prata-670-ml
110,60d64d5ce0db9562715084af,Cachaça Cachoeira 670 ML,"R$ 29,90",Volume: 670 ml,"Grad. Alcool.: 48 % Vol.)
Envelhecida em : Balsamo 3 anos
Tempo de Envelhecimento:
Conteúdo : 670 ml
Garrafa : tipo exportação
Prazo de Validade : Indeterminado
Evite o consumo Excessivo de Álcool",,,Grad. Alcool: 48%,25/6/2021 - 18:22:13,https://cachacaepinga.com.br/produto/16/cachaca-cachoeira-670-ml
111,60d64d5ce0db9562715084b0,Cachaça Cachoeira 600 ML,"R$ 27,90",Volume: 600 ml,"Grad. Alcool.: 48 % Vol.)
Envelhecida em  tónel: Balsamo
Tempo de Envelhecimento: 3 Anos
Conteúdo : 600 ml
Garrafa : tradicional
Prazo de Validade : Indeterminado
Evite o consumo Excessivo de Álcool",,Tempo de Envelhecimento: 3 anos,Grad. Alcool: 48%,25/6/2021 - 18:22:18,https://cachacaepinga.com.br/produto/15/cachaca-cachoeira-600-ml
112,60d64d5ce0db9562715084b1,Cachaça Brinco de Prata 600 ml,"R$ 44,90",Volume: 600 ml,"Grad. Alcool.: 40 % Vol.)
Envelhecida em  tónel: Jequitiba
Tempo de Envelhecimento: 2 anos
Conteúdo : 600 ml
Garrafa : tradicional
Prazo de Validade : Indeterminado
Evite o consumo Excessivo de Álcool",,Tempo de Envelhecimento: 2 anos,Grad. Alcool: 40%,25/6/2021 - 18:22:23,https://cachacaepinga.com.br/produto/14/cachaca-brinco-de-prata-600-ml
113,60d64d5ce0db9562715084b2,Cachaça Brinco de Ouro 670 ML,"R$ 49,90",Volume: 670 ml,"Grad. Alcool.: 44 % Vol.)
Tempo de Envelhecimento: 3 anos em balsamo
Conteúdo : 670 ml
Garrafa : transparente
Prazo de Validade : Indeterminado
Evite o consumo Excessivo de Álcool",,Tempo de Envelhecimento: 3 anos,Grad. Alcool: 44%,25/6/2021 - 18:22:27,https://cachacaepinga.com.br/produto/13/cachaca-brinco-de-ouro-670-ml
114,60d64d5ce0db9562715084b3,Cachaça Brinco de Ouro 600 ML,"R$ 44,90",Volume: 600 ml,"Grad. Alcool.: 44 % Vol.)
Tempo de Envelhecimento: 3 anos
Conteúdo : 600 ml
Garrafa : tradicional
Prazo de Validade : Indeterminado
Evite o consumo Excessivo de Álcool",,Tempo de Envelhecimento: 3 anos,Grad. Alcool: 44%,25/6/2021 - 18:22:32,https://cachacaepinga.com.br/produto/12/cachaca-brinco-de-ouro-600-ml
115,60d64d5de0db9562715084b4,Cachaça Boazinha 600 ML,"R$ 39,90",Volume: 600 ml,"Grad. Alcool.: 44 % Vol.)
Envelhecida em  tónel: Balsamo
Tempo de Envelhecimento: 2 á 3 Anos
Conteúdo : 600 ml
Garrafa : tradicional
Prazo de Validade : Indeterminado
Evite o consumo Excessivo de Álcool",,Tempo de Envelhecimento: 2 anos,Grad. Alcool: 44%,25/6/2021 - 18:22:36,https://cachacaepinga.com.br/produto/11/cachaca-boazinha-600-ml
116,60d64d5de0db9562715084b5,Beleza de Minas 670 ML,"R$ 34,90",Volume: 670 ml,Beleza de Minas 670 ML Grad. Alcool.: 43 % Vol.) Envelhecida em  tónel: Umburana Tempo de Envelhecimento: 2 anos  Conteúdo : 670 ml  Garrafa : Transparente Prazo de Validade : Indeterminado  Evite o consumo Excessivo de Álcool,,Tempo de Envelhecimento: 2 anos,Grad. Alcool: 43%,25/6/2021 - 18:22:40,https://cachacaepinga.com.br/produto/10/beleza-de-minas-670-ml
117,60d64d5de0db9562715084b6,Cachaça Beija Flor Balsamo 670 ML,"R$ 79,90",Volume: 670 ml,"Cachaça Beija Flor 
Grad. Alcool.: 48 % Vol.)
Envelhecida em  tónel: Balsamo
Tempo de Envelhecimento: 3 Anos
Conteúdo : 670 ml
Garrafa : Transparente
Prazo de Validade : Indeterminado
Evite o consumo Excessivo de Álcool
 
Receitas Com a Mais Pura Cachaça Beija Flor",,Tempo de Envelhecimento: 3 anos,Grad. Alcool: 48%,25/6/2021 - 18:22:45,https://cachacaepinga.com.br/produto/8/cachaca-beija-flor-balsamo-670-ml
118,60d64d5de0db9562715084b7,Cachaça Baluarte 670 ML,"R$ 27,90",Volume: 670 ml,"Cachaça Baluarte 670 ML


			Faz parte da familia Sabor de Minas mais um exelente produto

			Caracteristicas

			Grad. Alcool.: 40,0 % Vol.)
			Produzida na cidade de Salinas(MG)
			Envelhecida por 2 anos em balsamo
			Conteúdo : 670 ml
			Garrafa : Transparente
			Evite o consumo Excessivo de Álcool
			Prazo de Validade : Indeterminado
			 




Peso :
1,100  Kg


Altura :
30  Cm


Largura :
8   Cm


Comprimento :
8  Cm






			 
Este produto não possui avaliações",Produzida em: Salinas(MG),,"Grad. Alcool: 40,0%",25/6/2021 - 18:22:49,https://cachacaepinga.com.br/produto/6/cachaca-baluarte-670-ml
119,60d64d5de0db9562715084b8,Cachaça Artista 670 ML,"R$ 79,90",Volume: 670 ml,"Cachaça Artista de Salinas
Muito original, agrada a todos os degustadores.
 Típica da região, contém todas as características da cachaça de Salinas: suavidade, elegância e persistência na boca.

Grad. Alcool.: 46% Vol.)
Envelhecida em  tónel: Balsamo
Tempo de Envelhecimento: 3 anos
Conteúdo : 700 ml
Garrafa : tradicional
Prazo de Validade : Indeterminado
Evite o consumo Excessivo de Álcool",,Tempo de Envelhecimento: 3 anos,Grad. Alcool: 46%,25/6/2021 - 18:22:58,https://cachacaepinga.com.br/produto/4/cachaca-artista-670-ml
120,60d64d5de0db9562715084b9,Cachaça Artista 600 ML,"R$ 69,90",Volume: 600 ml,"Cachaça Artista de Salinas
Muito original, agrada a todos os degustadores.
 Típica da região, contém todas as características da cachaça de Salinas: suavidade, elegância e persistência na boca.

Grad. Alcool.: 46% Vol.)
Envelhecida em  tónel: Balsamo
Tempo de Envelhecimento: 3 anos
Conteúdo : 600 ml
Garrafa : tradicional
Prazo de Validade : Indeterminado
Evite o consumo Excessivo de Álcool",,Tempo de Envelhecimento: 3 anos,Grad. Alcool: 46%,25/6/2021 - 18:23:3,https://cachacaepinga.com.br/produto/3/cachaca-artista-600-ml
121,60d64d5de0db9562715084ba,Cachaça Amoricana,"R$ 54,90",Volume: 600 ml,"Grad. Alcool.: 44,% Vol.)
Envelhecida em barril de Balsamo
Tempo de Envelhecimento: 6 Anos
Conteúdo : 600 ml
Garrafa : tradicional
Prazo de Validade : Indeterminado
Evite o consumo Excessivo de Álcool",,Tempo de Envelhecimento: 6 anos,,25/6/2021 - 18:23:7,https://cachacaepinga.com.br/produto/2/cachaca-amoricana
122,60d64d5de0db9562715084bb,Cachaça Anisio Santiago,"R$ 289,90",Volume: 600 ml,"Cachaça Anisio Santiago 
Cachaça Anisio Santiago Havana e Produzida em Salinas, Norte de Minas Gerais, desde a década de 1940, essa marca tornou-se símbolo da cachaça artesanal do País devido à sua qualidade e tradição. Com produção limitada e envelhecida por cerca de dez anos em tonéis de bálsamo, tornou-se rara no mercado, sendo disputada por degustadores e colecionadores do País e do exterior. 
 
A sua demanda é reprimida pela oferta restrita no mercado. São comercializadas no MÁXIMO sete mil garrafas de 600 ml no mercado por ano. Com esse método reservado controla-se o estoque da cachaça (envelhecida) disponível para comercialização ao longo do ano. Com isso a cachaça tornou-se extremamente valorizada e muito cobiçada.
 

Informações do produto
Grad. Alcool.: 47 % Vol.)
Envelhecida em  tónel: Balsamo
Tempo de Envelhecimento: 10 Anos
Conteúdo : 600 ml
Garrafa : Tradicional
Prazo de Validade : Indeterminado
Evite o consumo Excessivo de Álcool

 
UM EXELENTE PRESENTE
 
 
 
 
Cachaça & Pinga",,Tempo de Envelhecimento: 10 anos,Grad. Alcool: 47%,25/6/2021 - 18:23:11,https://cachacaepinga.com.br/produto/1/cachaca-anisio-santiago
123,60d64d5de0db9562715084bd,Cachaça Germana,"R$ 49,90",Volume: 670 ml,"Cachaça Germana A Cachaça Germana é uma das mais tradicionais dentre as cachaças 
artesanais de alambique Mineiras. A Cachaça Germana tem que estar 
presente em toda adega.

A garrafa da cachaça Germana, típica cachaça artesanal mineira, é toda 
revestida de folhas secas de bananeira por mulheres artesãs do Engenho 
de Nova União.

Envelhecida por dois anos em tonéis de carvalho francês, a cachaça 
Germana 2 anos é ideal para quem gosta de uma cachaça mais leve e com 
sabor sutil. É um produto que muito agrada ao paladar feminino. O 
envelhecimento em carvalho proporciona um aroma amadeirado e adocicado. 

Premiações:
- Eleita por 3 vezes no Ranking da Playboy como uma das melhores cachaças do Brasil
- San Francisco World Spirits (EUA - 2009). Um dos maiores concursos de 
destilados do mundo: medalha de prata para o sabor e de bronze para a 
embalagem
- Hayatt Cachaça Awards. Concurso nacional de arguardentes finas, 
através do Concurso Mundial de Bruxelas e da revista Vinho Magazine, 
outorgada pelo grande juri internacional em degustações às cegas: 
medalha de prata.Origem: Nova União / MG     Garrafa de Palha 670 Ml Madeira: Carvalho            Envelhecimento: 2 anos              Graduação Alcoólica: 40,5% Vol.",,Tempo de Envelhecimento: 2 anos,"Grad. Alcool: 40,5%",25/6/2021 - 18:23:16,https://cachacaepinga.com.br/produto/207/cachaca-germana
124,60d64d5de0db9562715084be,Cachaça Vale Verde ( Especial Presente ),"R$ 99,90",Volume: 700 ml,"Cachaça Vale Verde Edição Presente

Em 2010 a Vale Verde completou 25 anos e devido ao seu enorme sucesso lançou essa linda garrafa

Envelhecida 03 Anos em Carvalho",,,,25/6/2021 - 18:23:20,https://cachacaepinga.com.br/produto/206/cachaca-vale-verde-(-especial-presente-)
125,60d64d5de0db9562715084bf,Miniatura Cachaça Saliboa,"R$ 9,90",Volume: 50 ml,"Miniatura Cachaça Saliboa  
 
O envelhecimento em tonéis de ipê-amarelo dá a essa cachaça um toque de elegância e sabor
característico. 
 
Do mesmo produtor das cachaças  Seleta e Boazinha.
 
O Nome: Referência para Salinas (capital da cachaça) e para qualidade da bebida.
 
Produção: Caldo de cana fermentado, destilado e armazenado por dois anos. 
Evite o consumo Excessivo de Álcool
 
Especialidade: Produzida para agradar apreciadores exigentes.
 

Caracteristicas
Grad. Alcool.: 45,5 % Vol.)
Envelhecimento: 2 anos Ipê Amarelo
Produzida na cidade de Salinas (MG)
Conteúdo : 50 ml
Garrafa : Miniatura
Prazo de Validade : Indeterminado",,Tempo de Envelhecimento: 2 anos,,25/6/2021 - 18:23:25,https://cachacaepinga.com.br/produto/204/miniatura-cachaca-saliboa
126,60d64d5ee0db9562715084c0,Miniatura Boazinha,"R$ 9,90",Volume: 50 ml,"Cachaça Boazinha Miniatura 50 ml 


Grad. Alcool.: 44 % Vol.)
Envelhecida em  tónel: Balsamo
Tempo de Envelhecimento: 2 á 3 Anos
Conteúdo : 50 ml
Garrafa : miniatura
Prazo de Validade : Indeterminado
Evite o consumo Excessivo de Álcool",,Tempo de Envelhecimento: 2 anos,Grad. Alcool: 44%,25/6/2021 - 18:23:29,https://cachacaepinga.com.br/produto/203/miniatura-boazinha
127,60d64d5ee0db9562715084c1,Miniatura Lua Nova,"R$ 14,90",Volume: 50 ml,"Cachaça Lua Nova 50 ml Do mesmo produtor da Cachaça Salinas, a Lua Nova tem seu aroma e paladar proprios Produzida na Regiãos de Salinas Envelhecimento em Umburana 2 Anos Garrafa Miniatura 50 MLEvite o consumo exessivo de Alcool",,,,25/6/2021 - 18:23:34,https://cachacaepinga.com.br/produto/199/miniatura-lua-nova
128,60d64d5ee0db9562715084c2,Cachaça Majestade Porcelana 670 ML,"R$ 89,90",Volume: 670 ml,"Cachaça Majestade Porcelana A Cachaça Majestade a cada ano vem  conquistando mais apreciadores por todo o mundo agora com todos os meritos vem coroar sua ""MAJESTADE"" com essa linda garrafa de porcelana.  ***************************Informações do produtoGrad. Alcool.: 44 % Vol.) Envelhecida em  tónel: BalsamoTempo de Envelhecimento: 2  Anos Conteúdo : 670 ml  Garrafa : Porcelana Formato Moça  Prazo de Validade : Indeterminado  Evite o consumo Excessivo de Álcool",,Tempo de Envelhecimento: 2 anos,Grad. Alcool: 44%,25/6/2021 - 18:23:38,https://cachacaepinga.com.br/produto/196/cachaca-majestade-porcelana-670-ml
129,60d64d5ee0db9562715084c3,Cachaça Salideira 670 ml,"R$ 39,90",Volume: 670 ml,"Tabúa Salideira
A Tabúa Salideira é um Blend de duas cachaças, o Bálsamo 5 anos e o Jequitibá 2 anos, mesmo possuindo aroma e gosto marcantes o resultado é uma cachaça suave.

Nova no mercado, mas com a qualidade tradicional e o sabor levemente apimentado, característico do bálsamo.
Embalagem de 670ml.",,,,25/6/2021 - 18:23:43,https://cachacaepinga.com.br/produto/186/cachaca-salideira-670-ml
130,60d64d5ee0db9562715084c4,Cachaça Rainbow,"R$ 29,90",Volume: 500 ml,"Cachaça RainbowA Natureza nos da esta prova. O meio ambiente homogêneo é pobre e a vida ali se transforma. Quanto mais diversificado e mais rico em espécies, mais vivo ele se torna. É assim também com o maior espetáculo da natureza: O Arco-íris - ele prepara o ambiente para um show de cores diferentes e marcantes que se apresentam harmonicamente para aqueles que costumam olhar para transformarmos nosso mundo em um espaço de igualdade onde possamos ousar e sermos o que queremos e sonhar com o amor na sua pureza e despido de preconceitos. Esta é a proposta da Cachaça Rainbow - Arco - iris. Fabricada pelo Grupo Erva Doce como celebração as diferenças, a ousadia e a coragem. Rainbow - Um Brinde à Diversidade Informações Grad. Alcool.: 40 % Vol.) Envelhecida em  tónel: Jequitiba RosaTempo de Envelhecimento: 3 Anos Conteúdo : 500 ml  Prazo de Validade : Indeterminado  Evite o consumo Excessivo de Álcool",,Tempo de Envelhecimento: 3 anos,Grad. Alcool: 40%,25/6/2021 - 18:23:47,https://cachacaepinga.com.br/produto/182/cachaca-rainbow
131,60d64d5ee0db9562715084c5,Cachaça Sabiá 300 ML,"R$ 49,90",Volume: 300 ml,"Cachaça Sabiá 300 ml


Grad. Alcool.: 44 % Vol.)
Envelhecida em  tónel: Balsamo
Tempo de Envelhecimento: 3 anos
Conteúdo : 300 ml
Garrafa : transparente
Prazo de Validade : Indeterminado
Evite o consumo Excessivo de Álcool",,Tempo de Envelhecimento: 3 anos,Grad. Alcool: 44%,25/6/2021 - 18:23:52,https://cachacaepinga.com.br/produto/179/cachaca-sabia-300-ml
132,60d64d5ee0db9562715084c6,Cachaça Sabiá empalhada 700 ML,"R$ 99,90",Volume: 700 ml,"Cachaça Sabiá Empalhada 700 ml

Grad. Alcool.: 44 % Vol.)
Envelhecida em  tónel: Balsamo
Tempo de Envelhecimento: 10 anos
Conteúdo : 700 ml
Garrafa : Empalhada
Prazo de Validade : Indeterminado
Evite o consumo Excessivo de Álcool",,Tempo de Envelhecimento: 10 anos,Grad. Alcool: 44%,25/6/2021 - 18:23:56,https://cachacaepinga.com.br/produto/178/cachaca-sabia-empalhada-700-ml
133,60d64d5ee0db9562715084c7,Cachaça Salinas Porcelana 670 ML,"R$ 59,90",Volume: 670 ml,"Cachaça Salinas em Porcelana 670 ML Com
 mais de 20 Anos de Tradição o Grupo Salinas e lider em vendas e 
referencia no setor, contando com a maior e mais moderna fabrica de 
Cachaça Artesanal do Brasil. A Salinas em Balsamo tem 2 anos de Envelhecimento tornando - se uma exelente cachaça. Cachaça pra quem gosta e conhece realmente de Cachaça CaracteristicasProduzida: Região de Salinas Madeira: BalsamoEnvelhecimento: 2 anos Garrafa: Porcelana 670 ML Evite o Consumo exessivo de Alcool",Produzida em: Região,Tempo de Envelhecimento: 2 anos,,25/6/2021 - 18:24:1,https://cachacaepinga.com.br/produto/177/cachaca-salinas-porcelana-670-ml
134,60d64d5ee0db9562715084c8,Cachaça Lua Nova Porcelana 670 ML,"R$ 59,90",Volume: 670 ml,"Cachaça Lua Nova em Porcelana 670 ML Com mais de 20 Anos de Tradição o Grupo Salinas e lider em vendas e referencia no setor, contando com a maior e mais moderna fabrica de Cachaça Artesanal do Brasil. A Lua Nova em Umburana tem 2 anos de Envelhecimento tornando - se uma exelente cachaça. Cachaça pra quem gosta e conhece realmente de Cachaça CaracteristicasProduzida: Região de Salinas Madeira: UmburanaEnvelhecimento: 2 anos Garrafa: Porcelana 670 ML Evite o Consumo exessivo de Alcool",Produzida em: Região,Tempo de Envelhecimento: 2 anos,,25/6/2021 - 18:24:5,https://cachacaepinga.com.br/produto/176/cachaca-lua-nova-porcelana-670-ml
135,60d64d5fe0db9562715084c9,Cachaça Salinas especial II  15 Anos,"R$ 189,90",Volume: 700 ml,"Cachaça Salinas Reserva Especial 15 Anos Com mais de 20 Anos de Tradição o Grupo Salinas e lider em vendas e referencia no setor, contando com a maior e mais moderna fabrica de Cachaça Artesanal do Brasil. A Salinas Epecial tem 15 anos de Envelhecimento tornando - se uma exelente cachaça e traz consigo ainda uma garrafa muito bonita. Cachaça pra quem gosta e conhece realmente de Cachaça CaracteristicasProduzida: Região de Salinas Madeira: BalsamoEnvelhecimento: 15 anos Garrafa: Paraibana 700 ML Evite o Consumo exessivo de Alcool",Produzida em: Região,Tempo de Envelhecimento: 15 anos,,25/6/2021 - 18:24:9,https://cachacaepinga.com.br/produto/164/cachaca-salinas-especial-ii--15-anos
136,60d64d5fe0db9562715084ca,Cachaça Jabulani Em breve !,"R$ 0,00",Volume: 670 ml,Cachaça Jabulani Cachaça de Salinas Em Breve para todo Brasil aguardem...,,,,25/6/2021 - 18:24:14,https://cachacaepinga.com.br/produto/157/cachaca-jabulani-em-breve-!
137,60d64d5fe0db9562715084cb,Cachaça Rio Salinas ouro 670 ML,"R$ 22,90",Volume: 670 ml,"Cachaça Rio Salinas 670 ML Grad. Alcool.: 42 % Vol.) Envelhecida em  tónel: BalsamoTempo de Envelhecimento: 3 Anos Conteúdo : 670 ml  Garrafa : transparente Prazo de Validade : Indeterminado  Evite o consumo Excessivo de Álcool





Peso :

1,100
                                 Kg



Altura :

30
                                 Cm



Largura :

8
                                 
                                Cm



Comprimento :

8
                                 Cm










Este produto não possui avaliações",,Tempo de Envelhecimento: 3 anos,Grad. Alcool: 42%,25/6/2021 - 18:24:18,https://cachacaepinga.com.br/produto/151/cachaca-rio-salinas-ouro-670-ml
138,60d64d5fe0db9562715084cc,Cachaça Canarinha + Tubo Personalizado,"R$ 119,90",Volume: 600 ml,"Cachaça Canarinha + Tubo Personalizado 


Uma das melhores Cachaças do Brasil pra quem conhece e aprecia uma boa cachaça

2ª Colocada na Revista Vejá5º Colocada na Revista Playboy Julho de 2011

A Canarinha faz parte da Familia Anisio Santiago, com sabor e aroma persistentes ainda que delicados.


Resultado de um envelhecimento por 3 anos em balsamo e claro, o seu toque especial desde a fabricação ao engarrafamento.



Produção limitada

Produzida em  Salinas, MG
Graduação Alcoólica: 42%
Envelhecimento: 3 anos em Balsamo
Conteudo: 600 ml
Garrafa tradicional
Prazo de validade: indeterminado


Mais um Exelente Presente",,Tempo de Envelhecimento: 3 anos,Grad. Alcool: 42%,25/6/2021 - 18:24:23,https://cachacaepinga.com.br/produto/149/cachaca-canarinha--tubo-personalizado
139,60d64d5fe0db9562715084cd,Cachaça Salivana Prata 670 ml,"R$ 79,90",Volume: 670 ml,"Cachaça Salivana Prata 670 ML 

 

A Cachaça Salivana e produzida pelo mesmo fabricante da Cachaça Beija - Flor

A  Produção e feita de forma muito cuidadosa são canas selecionadas e todo um cuidado especial na produção fazem da cachaça Salivana Prata umas das mais saborosas da nossa região Ideal para drinks e Caipirinha mais  uma exelente pedida e tem aprovação da nossa loja e de nosos consumidores.


Graduação Alcolica: 42% Vol

Descança em Toneis de Aço Inox

Conteudo: 670 ML

Garrafa: Tradicional

Prazo de Validade: Indeterminado


Evite o consumo Exessivo de Àlcool",,,,25/6/2021 - 18:24:54,https://cachacaepinga.com.br/produto/129/cachaca-salivana-prata-670-ml
140,60d64d5fe0db9562715084ce,Meia Lua Prata 700 ML,"R$ 34,90",Volume: 700 ml,"Meia Lua Prata 700 ML 

Grad. Alcool.: 43 % Vol.)
Armazenada em  tónel de Jequitiba
Conteúdo : 700 ml
Garrafa : Transparente
Prazo de Validade : Indeterminado
Evite o consumo Excessivo de Álcool

Ideal para Caipirinha",,,Grad. Alcool: 43%,25/6/2021 - 18:24:58,https://cachacaepinga.com.br/produto/122/meia-lua-prata-700-ml
141,60d64d5fe0db9562715084cf,Cachaça Cubana 700 ML,"R$ 24,90",Volume: 700 ml,"Cubana 700 ML Grad. Alcool : 47,0 %Produzida na cidade de Salinas (MG)Conteúdo : 700 ml Garrafa : transparente Prazo de Validade : Indeterminado Evite o consumo Excessivo de Álcool  Produzida Artesanalmente",,,,25/6/2021 - 18:25:12,https://cachacaepinga.com.br/produto/110/cachaca-cubana-700-ml
142,60d64d5fe0db9562715084d0,Dona Moça Porcelana,"R$ 59,90",Volume: 600 ml,"Dona Moça Porcelana Em Formato de Mocinha essa e a Campeã de Vendas Envelhecida em Toneis de Carvalho por 4 Anos com a sua produção Limitada. A Cachaça Dona Moça Vem conquistando apreciadores de todo o mundo. Alem de ser uma exelente Cachaça e um Exelente Presente, concerteza a pessoa presenteada vai ficar muito Surpresa e Feliz. Produzida em Salinas - MG Grad. Alcool.: 44 % Vol.) Conteúdo : 600 ml  Garrafa : Porcelana com tampa de Rolha  Prazo de Validade : Indeterminado  Evite o Consumo Excessivo de ÁlcoolMais um Produto com a exclusividade Cachaça & Pinga",,,Grad. Alcool: 44%,25/6/2021 - 18:25:16,https://cachacaepinga.com.br/produto/100/dona-moca-porcelana
143,60d64d5fe0db9562715084d1,Miniatura Salimel,"R$ 9,90",Volume: 50 ml,"Salimel 50 ML 

Grad. Alcool.: 42 % Vol.)
Conteúdo : 500 ml
Garrafa : Miniatura
Prazo de Validade : Indeterminado
Evite o consumo Excessivo de Álcool",,,Grad. Alcool: 42%,25/6/2021 - 18:25:20,https://cachacaepinga.com.br/produto/90/miniatura-salimel
