,_id,NOME_DA_CACHAÇA,PREÇO,VOLUME,DESCRIÇÃO_DA_CACHAÇA,LOCAL_DE_PRODUÇÃO,RECIPIENTE_DE_ARMAZENAMENTO,TEMPO_DE_ARMAZENAMENTO,GRADUAÇÃO_ALCOÓLICA,PREMIOS,DATA_COLETA,LINK
10,60d61d6dfad9153ab6f5d76b,Cachaça Santuário de Minas Ouro 700ml,R$ 35.00,Volume: 700ml,"Uma das mais tradicionais e reconhecidas cachaças de Minas Gerais. Armazenadas em tonéis de carvalho por 2 anos, excelente para ser degustada gelada.
Equilíbrio amadeirado único, encorpada no aroma e suave ao paladar.A Santuário de Minas adquire sabores complexos durante seu envelhecimento, um toque amadeirado suave que remete à tabaco e baunilha e uma cor amarelo ouro intensa.
O Engenho  Buriti se localiza em Papagaios, região centro-oeste do Estado de Minas Gerais. Situado na Fazenda Pontinha, nasceu do sonho da família do Sr. Eros Vieira de produzir Cachaça de qualidade, mantendo todo o tradicionalismo do produto, mas conciliando praticas modernas de produção e controle de qualidade. Comparáveis aos melhores destilados do mundo.O projeto se iniciou em 2008 e desde o inicio a Cachaça encantou a exigentes degustadores por possuir características únicas, sabor encorpado e uma excelente qualidade. De lá para cá o Engenho acumula prêmios em todas as suas linhas de produto, que recebem a assinatura do masterblend Armando Del Bianco.
Posso reconhecer as cachaças do Engenho Buriti em qualquer lugar do mundo, pois o sabor é único, delicioso e inconfundível.  ""Armando Del Bianco""",Local: Papagaios/MG,Madeira: Carvalho,Envelhecimento: 2 anos,Grad. Alcoólica: 42%,2018 - Medalha de Prata no Concurso Mundial San Francisco World Spirits Competition (SFWSC),23/06/2021 15:49,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-santuario-de-minas-ouro-700ml
11,60d61d6dfad9153ab6f5d76c,Cachaça Autêntica Se Sobrá Jatobá 750ml,R$ 60.00,Volume: 750ml,"Armazenada por 4 anos e tonéis de Jatobá, o que proporciona um sabor único e diferenciado.Uma cachaça suave e ao mesmo tempo marcante no final.
Uma linda garrafa acompanhada de uma canequinha de madeira.",Local: Alfenas/MG,Madeira: Jatobá,,Grad. Alcoólica: 39%,,23/06/2021 15:49,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-autentica-se-sobra-jatoba-750ml
12,60d61d6dfad9153ab6f5d76d,Cachaça Asa Branca Bálsamo e Ipê 670ml,R$ 38.00,Volume: 670ml,"De uma forma artesanal a quase 50 anos de produz a Cachaça Asa Branca em Salinas Minas Gerais, contamos com a generosidade do Criador do Universo que, nos entregou o clima apropriado e nos permite produzir o produto de Extrema Qualidade!Nariz: Aroma agradável com um toque de baunilha, te levando a lembranças inesquecíveis.Boca: O Bálsamo com 2 anos te entrega um sabor volátil, porém levemente amadeirado e com notas de amêndoas. A impressão etílica bastante percebida, pois sua característica que invade o palato de uma forma marcante.Retrogosto: Podemos perceber que a impressão alcoólica permanece atuante por alguns minutos, porem na lembrança alguns elementos que nos da vontade de retornar ao precioso liquido.",Local: Salinas/MG,,Envelhecimento: 2 anos,Grad. Alcoólica: 42%,,23/06/2021 15:49,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-asa-branca-balsamo-e-ipe-670ml
13,60d61d6dfad9153ab6f5d76e,Cachaça Guaraciaba Premium 8 Anos 671ml,R$ 65.00,Volume: 671ml,"Mistura de safras armazenadas com média de 8 anos de envelhecimento em tonéis de Amburana com 38% de teor alcoólico. Blend de sabor único e aroma inigualável com um gosto mais suave, sabor amadeirado e embalagem mais sofisticada.Perfeita para comemorações especiais, festas requintadas e para pessoas com o paladar apurado.O Começo:Em 1960, o Sr. José Maria Santana, mais conhecido como Zé Santana, começou a produzir cachaça em um pequeno engenho movido à roda d’água. O seu produto era vendido e entregue nos mercados da região no lombo de burros pelos tropeiros.A fama da cachaça correu a região e aumentou a demanda, fazendo com que o pequeno engenho fosse trocado por um maior, movido a vapor. Em 1965, é registrada a marca Guaraciaba e a tropa de burros foi trocada por um caminhão. Em poucos anos, a marca já era uma das preferidas na capital.",Local: Guaraciaba/MG,Madeira: Amburana,Envelhecimento: 8 anos,Grad. Alcoólica: 38%,"2018 - Medalha de Ouro no Concurso Mundial de Bruxelas - Edição Brasil
2017 - Medalha de Ouro no Concurso Mundial de Bruxelas - Edição Brasil
2017 - Medalha de Prata na Expocachaça
2016 - Medalha de Duplo Ouro no Concurso Mundial de Bruxelas - Edição Brasil
2014 - Medalha de Prata na Expocachaça
2014 - 2º Lugar Na Edição Especial Da Copa Do Mundo Da Revista Sexy2004 / 2006 / 2007 / 2008 - Tetracampeã Top Of Mind Matas De Minas
2002 - 1º lugar no festival da Cachaça do Vale do Piranga",23/06/2021 15:49,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-guaraciaba-premium-8-anos-671ml
14,60d61d6efad9153ab6f5d76f,Cachaça Guaraciaba Prata 600ml,R$ 24.00,Volume: 600ml,"Cachaça fabricada desde 1960, lá em Guaraciaba/MG, com período mínimo de um ano de armazenamento em tonéis de Jequitibá.",Local: Guaraciaba/MG,Madeira: Jequitibá,Envelhecimento: 1 ano,Grad. Alcoólica: 40%,"2020 - Medalha de Ouro no Concurso Mundial de Bruxelas
2018 - Medalha de Prata no Concurso Mundial de Bruxelas
2017 - Medalha de Prata na Expocachaça",23/06/2021 15:49,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-guaraciaba-prata-600ml
15,60d61d6efad9153ab6f5d770,Cachaça Famosinha de Minas 700ml,R$ 35.00,Volume: 700ml,"A cachaça Famosinha de Minas é armazenada em tonéis de Amburana por 2 anos e produzida na cidade de Papagaios/ MG, no Engenho Buriti.Uma cachaça deliciosamente equilibrada. Ressalta sabor frutado e floral.Descansada por 2 anos, possui sabor único que combina notas de canela, aromas de baunilha e banana.Seu sabor equilibrado remete também à notas herbais e florais, no palato termina com uma sensação picante de baunilha e especiarias.
O Engenho  Buriti se localiza em Papagaios, região centro-oeste do Estado de Minas Gerais. Situado na Fazenda Pontinha, nasceu do sonho da família do Sr. Eros Vieira de produzir Cachaça de qualidade, mantendo todo o tradicionalismo do produto, mas conciliando praticas modernas de produção e controle de qualidade. Comparáveis aos melhores destilados do mundo.
O projeto se iniciou em 2008 e desde o inicio a Cachaça encantou a exigentes degustadores por possuir características únicas, sabor encorpado e uma excelente qualidade. De lá para cá o Engenho acumula prêmios em todas as suas linhas de produto, que recebem a assinatura do masterblend Armando Del Bianco.Posso reconhecer as cachaças do Engenho Buriti em qualquer lugar do mundo, pois o sabor é único, delicioso e inconfundível.  ""Armando Del Bianco""",Local: Papagaios/MG,Madeira: Amburana,Envelhecimento: 2 anos,Grad. Alcoólica: 42%,"2014 - Medalha de Grand Gold (Melhor Cachaça) no Concurso Mundial de Bruxelas - Spirits Selection
2014 - Medalha de Prata na Expocachaça
2013 - Medalha de Ouro na Expocachaça",23/06/2021 15:49,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-famosinha-de-minas-700ml
16,60d61d6efad9153ab6f5d771,Cachaça Samanaú Envelhecida Orgânica 500ml,R$ 75.00,Volume: 500ml,"Cachaça Samanaú Envelhecida, essa cachaça mais que especial é envelhecida por 3 anos e barris de carvalho.Características Sensoriais:✓ Visual: densa, límpida e brilhante.✓ Olfativa: fina, intensa e persistente. Marcante presença de madeira, lembrando ervas secas com notas de baunilha.✓ Gustativa: encorpada, macia e fina, decorrente do processo produtivo orgânico. Persistente e de acidez equilibrada. A madeira aparece em primeiro plano.✓ Impressão Final: fina, intensa e persistente, deixando a boca enxuta, com boa impressão especiada de baunilha.✓ Harmonização: Própria para acompanhar pratos complexos condimentados, suculentos e gordurosos. Pode ser servida, nos dias quentes, “on the rocks”. Pode também acompanhar um cafezinho final.A Cachaça Samanaú passou a ser produzida a partir de 2004 quando Vidalvo Dadá Costa aceitou o desafio e instalou um alambique artesanal no Sítio Samanaú, na  cidade de Caicó, no Sertão do Seridó, Rio Grande do Norte.Mas tudo começou mesmo lá atrás, em 1994 com a construção da Barragem Passagem das Traíras, perenizando o Rio Seridó, fundamental para o  incrementado do cultivo da cana de açúcar naquela região.Segundo o fabricante, a cana dessa região é diferenciada por possuir um maior teor de sacarose, devido as 4000 horas de insolação por ano e a grande amplitude térmica entre dia e noite.O alambique espera ainda a certificação de cachaça orgânica, por não utilizar de agrotóxicos e adubos químicos durante o plantio da cana.",Local: Caicó/RN,Madeira: Carvalho,Envelhecimento: 3 anos,Grad. Alcoólica: 40%,"2019 - Eleita a melhor cachaça do mundo no Concurso da Revista Tastings, dos Estados Unidos, Beverage Testing Institute (BTI)",23/06/2021 15:49,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-samanau-envelhecida-organica-500ml
17,60d61d6efad9153ab6f5d772,Cachaça Sebastiana Carvalho Single Barrel 1 Ano 500ml,R$ 80.00,Volume: 500ml,"O envelhecimento em barris de Carvalho Americano de primeiro uso ocorre pelo menos por 1 ano e todo conteúdo do barril, após filtrado e graduado com água desmineralizada (40% de volume alcoólico), é engarrafado sem adição de qualquer outro componente.Uma bebida marcante e com personalidade, criada para atender a uma demanda crescente no mundo da coquetelaria e mixologia. Sabores acentuados de madeira, toffe e especiarias, é excelente para releituras de coquetéis com base de Rum Whisky ou Bourbon.",Local: Américo Brasiliense/SP,Madeira: Carvalho,Envelhecimento: 1ano,Grad. Alcoólica: 40%,,23/06/2021 15:49,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-sebastiana-carvalho-single-barrel-1-ano-500ml
18,60d61d6efad9153ab6f5d773,Cachaça Weber Haus Amburana Orgânica 700ml,R$ 75.00,Volume: 700ml,"Certificado IBD – São Concedidas quando todas as etapas da produção, desde o preparo do solo, colheita e elaboração se enquadram nos requisitos estabelecidos pela Lei Orgânica, dentro dos padrões ecológicos e com absoluta rastreabilidade. Os processos de produção atestam o cuidado e a dedicação em oferecer produtos de qualidade com garantia de origem.Cachaça envelhecida em 1 ano em barris de Amburana.",Local: Ivoti/RS,Madeira: Amburana,Envelhecimento: 1 ano,Grad. Alcoólica: 38%,"2020 - Medalha de Prata no Concurso Vinhos e Destilados do Brasil, realizado em Atibaia/SP
2018 - 6° Lugar no III Ranking da Cúpula da Cachaça
2016 - 25° Lugar no II Ranking da Cúpula da Cachaça
2016 - Medalha de Ouro no Concurso Mundial de Bruxelas, edição Brasil
2014 - 29° Lugar no I Ranking da Cúpula da Cachaça
2013 - Medalha de Prata Concurso Mundial de Bruxelas
2012 - 2° Lugar no Concurso Degustação às Cegas da 21ª Expocachaça Dose Dupla
2012 - 1° Lugar no Ranking VIP da Cachaça Amarelinha da Revista VIP
2011 - 1° Lugar no Ranking da Folha de São Paulo
2011 - Ficou entre as 20 melhores no Ranking Revista Playboy
2009 - Medalha de Prata no San Francisco World Spirits Competition - USA
2008 - Medalha de Bronze no San Francisco World Spirits Competition - USA
2008 - Medalha de Ouro no International Review of Spirits Award - Chicago",23/06/2021 15:49,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-weber-haus-amburana-organica-700ml
19,60d61d6efad9153ab6f5d774,Cachaça Germana Palha Tradicional 1000ml,R$ 105.00,Volume: 1000ml,"Com esta cachaça tudo começou. Envelhecida por dois anos, sendo um ano em barris de carvalho Francês e um ano em dornas de Bálsamo. 
A Germana Cachaça da Palha é ideal para apreciadores que amam um sabor seco e distinto o qual é criado por esses dois tipos especiais de madeira. Deixando ela uma bebida suave, porém marcante.
Um prazer muito especial de altíssimo nível.",Local: Nova União/MG,Madeira: Carvalho Francês e Bálsamo,Envelhecimento: 2 anos,Grad. Alcoólica: 40%,"2018 - Medalha de Ouro no Concurso Mundial de Bruxelas, Edição Brasil2016  26° Lugar no II Ranking da Cúpula da Cachaça2014  26° Lugar no I Ranking da Cúpula da Cachaça
2011 - 4° Lugar no Ranking da Revista Playboy",23/06/2021 15:50,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-germana-palha-tradicional-1000ml
20,60d61d6ffad9153ab6f5d775,Cachaça São Luiz Premium Carvalho 600ml,R$ 69.00,Volume: 600ml,"Cachaça dourada, 100% envelhecida por 18 meses em barris de carvalho. Uma bebida que esbanja elegância, leveza e suavidade, criando experiências incríveis em qualquer ocasião: de uma degustação relaxante em um final de tarde a deliciosos shots e drinks em uma grande festa com os amigos.",Local: Lençóis Paulista/SP,Madeira: Carvalho,Envelhecimento: 1 ano e meio (18 meses),Grad. Alcoólica: 42%,"2015 - 4º Lugar no Ranking Revista Sexy de cachaças edição de Maio
2014 - 2º Lugar no Superior Taste Award - Bruxelas/Bélgica / Conferido pelo ITQI
2014 - 4º Lugar no I Concurso de Cachaça de Leme/SP
2014 - 5º Lugar no VII Festival de Cachaças de Ourinhos - Ourinhos/SP - Categoria Cachaças Envelhecidas
2012 - 3º Lugar na II Expocachaça dose Dupla - São Paulo/SP - Categoria Cachaças Brancas e Envelhecidas ""Degustação as cegas”2011 - 9º Lugar no VII Concurso de Cachaças de Alambique da Unesp - Araraquara/SP, na Categoria Cachaças Envelhecidas",23/06/2021 15:50,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-sao-luiz-premium-carvalho-600ml
21,60d61d6ffad9153ab6f5d776,Cachaça Dom Tápparo Premium Jequitibá 700ml,R$ 75.00,Volume: 700ml,Cachaça Premium envelhecida por 6 anos em barris de jequitibá.,Local: Mirassol/SP,Madeira: Jequitibá,Envelhecimento: 6 anos,Grad. Alcoólica: 38%,"2020 - Medalha de Prata no Concurso Vinhos e Destilados do Brasil, realizado em Atibaia/SP
2017 - Medalha de Ouro no Concurso Mundial de Bruxelas Edição Brasil",23/06/2021 15:50,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-dom-tapparo-premium-jequitiba-700ml
22,60d61d6ffad9153ab6f5d777,Cachaça Weber Haus Envelhecida Leandro Batista 750ml,R$ 99.00,Volume: 750ml,"O sommelier de cachaças Leandro Batista escolheu a gaúcha Weber Haus para elaborar as cachaças que levam o seu nome. A Weber Haus foi responsável pela produção das cachaças, envelhecida em barris de Amburana, Bálsamo, Canela e Sassafrás, que leva a assinatura de Leandro Batista.
É uma cachaça para beber pura. Suave, aveludada, sabor presente das madeiras por onde foi envelhecida. Um aroma amadeirado, baixa acidez. Um primor de bebida.",Local: Ivoti/RS,"Madeira:Amburana, Bálsamo, Canela Sassafrás",Envelhecimento: 1 ano,Grad. Alcoólica: 38%,"2020 - Medalha de Duplo Ouro no Concurso Vinhos e Destilados do Brasil, realizado em Atibaia/SP
2020 - 6º Lugar no IV Ranking da Cúpula da Cachaça
2019 - Medalha de Prata no Concurso da Expocachaça - Categoria Blend de Madeiras
2018 - Medalha de Ouro no Concurso Mundial de Bruxelas Edição Brasil
2018 - 8° Lugar no III Ranking da Cúpula da Cachaça
2017 - Medalha Gran Ouro Spirits - Concurso Mundial de Bruxelas Edição Brasil",23/06/2021 15:50,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-weber-haus-envelhecida-leandro-batista-750ml
23,60d61d6ffad9153ab6f5d778,Cachaça Weber Haus Premium Gold Orgânica 4 Anos 750ml,R$ 210.00,Volume: 750ml,"Destilada em alambiques e envelhecida em barris de Carvalho Francês durante três anos o que proporciona um sabor marcante amadeirado. Própria para ser consumida como aperitivo, ou digestivo após as refeições. Certificado IBD – São Concedidas quando todas as etapas da produção, desde o preparo do solo, colheita e elaboração se enquadram nos requisitos estabelecidos pela Lei Orgânica, dentro dos padrões ecológicos e com absoluta rastreabilidade. Os processos de produção atestam o cuidado e a dedicação em oferecer produtos de qualidade com garantia de origem.Cachaça envelhecida 4 anos em barris de Carvalho Francês.",Local: Ivoti/RS,Madeira: Carvalho Francês,Envelhecimento: 4 anos,Grad. Alcoólica: 38%,"2020 - Medalha de Duplo Ouro no Concurso Vinhos e Destilados do Brasil, realizado em São Paulo
2016 - Medalha de Prata no Concurso Mundial de Bruxelas, edição Brasil
2015 - Medalha de Prata no Concurso Mundial de Bruxelas, na China
2015 - Medalha de Prata no Concurso Mundial de Bruxelas, edição Brasil
2013 - Medalha de Prata no Concurso Mundial de Bruxelas - Spirits Selection, em Taiwan
2012 - 2° Lugar na 21ª Expocachaça, degustação as Cegas Dose Dupla
2011 - Entre as 15 melhores cachaças da Expocachaça Dose Dupla
2010 - Medalha de Ouro no Concurso Mundial de Bruxelas
2009 - Medalha de Ouro no Concurso Mundial de Bruxelas
2008 - Medalha de Ouro no Concurso Mundial de Bruxelas",23/06/2021 15:50,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-weber-haus-premium-gold-organica-4-anos-750ml
24,60d61d6ffad9153ab6f5d779,Cachaça Guaraciaba Ouro 970ml,R$ 28.00,Volume: 970ml,"Cachaça fabricada desde 1960, lá em Guaraciaba/MG, com período mínimo de um ano de armazenamento em tonéis de Bálsamo.O Começo:Em 1960, o Sr. José Maria Santana, mais conhecido como Zé Santana, começou a produzir cachaça em um pequeno engenho movido à roda d’água. O seu produto era vendido e entregue nos mercados da região no lombo de burros pelos tropeiros.A fama da cachaça correu a região e aumentou a demanda, fazendo com que o pequeno engenho fosse trocado por um maior, movido a vapor. Em 1965, é registrada a marca Guaraciaba e a tropa de burros foi trocada por um caminhão. Em poucos anos, a marca já era uma das preferidas na capital.",Local: Guaraciaba/MG,Madeira: Bálsamo,Envelhecimento: 1 ano,Grad. Alcoólica: 40%,,23/06/2021 15:50,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-guaraciaba-ouro-970ml
