,_id,NOME_DA_CACHAÇA,PREÇO,DESCRIÇÃO_DA_CACHAÇA,VOLUME,GRADUAÇÃO_ALCOÓLICA,LINK,DATA_COLETA
10,60da9b0858cad6ad2ba72f4f, Cachaça Sagatiba Envelhecida Ouro,"R$ 89,90"," Cachaça Sagatiba Envelhecida Ouro 700 ml. A EXPRESSÃO DO TRADICIONAL COM O MODERNO. Feita de modo artesanal, em pequenos lotes no interior de Minas Gerais, seu processo foi aperfeiçoado para criar um líquido único. A cana-de-açúcar fresca é moída em menos de 24 horas após a colheita, fresquinha. É fermentada com uma levedura única, destilada em alambique de cobre e envelhecida por, pelo menos, dois anos em barris de carvalho americano, com torrefação intensa (ex-Bourbon). Isso permite que o líquido penetre na madeira, extraindo mais sabor, aroma e cor. Premiações da cachaça Sagatiba Velha: - O Bevarage Testing Institute de Chicago, BTI, um dos mais importantes institutos de análise de bebidas do mundo, concedeu á Sagatiba Velha 93 pontos em 100, classificando-a como um destilado excepcional. Características:    Tastings - Beverage Testing Institute Medalha Gold A Tastings, criada pelo Beverage Testing Institute, foi fundada em 1981 com a missão de experimentar e avaliar as melhores bebidas do mundo. Com uma pontuação excepcional, Sagatiba Envelhecida conquistou uma medalha Gold de 95 pontos. Reconhecendo seu sabor e qualidade únicos! San Francisco World Spirits Competition Medalha Silver O San Francisco World Spirits Competition experimentoue avaliou líquidos de todo o mundo, em busca de bebidas excepcionais. Na premiação de 2017, Sagatiba Envelhecida foi considerada uma bebida complexa e refinada, conquistando uma medalha Silver. NY International Spirits Competition Medalha Silver O New York International Spirits Competition é um renomado prêmio internacional, que conta com um júri seleto, composto exclusivamente por especialistas envolvidos no mercado. Na última premiação, em 2017, Sagatiba Envelhecida recebeu uma medalha Silver, resultado de todo o cuidado com a qualidade que só uma cachaça feita artesanalmente poderia ter. Blue Lifestyle Seal Of Approval 95 pontos Todos os anos, no prêmio Blue Lifestyle, mais de 5.500 bebidas são avaliadas por Anthony Dias Blue, especialista renomado por seu conhecimento de bebidas destiladas. Na premiação, somente as melhores bebidas ganham o selo Seal Of Approval e, em 2017, Sagatiba Envelhecida conquistou a pontuação necessária para receber uma medalha Double Gold, o que a coloca próxima das melhores cachaças do mundo. ",Volume: 700 ml, 38% vol.,https://www.casadabebida.com.br/cachaca/sagatiba-envelhecida-ouro-700-ml/,29/06/2021 00:44
11,60da9b0958cad6ad2ba72f50, Cachaça Weber Haus Extra Premium 6 Anos,"R$ 249,90"," Cachaça Weber Haus Extra Premium 6 Anos 750 ml. Cachaça envelhecida 6 anos, sendo 5 anos em barris de carvalho francês e 1 ano em bálsamo. As qualidades desta cachaça são um brinde aos sentidos. Ao buscar sutilizas de aromas e comparar sabores encontramos surpresas onde a madeira nobre se destaca e evolui. Os atributos desta cachaça enaltecem a vocação da Família Weber e recebem o reconhecimento internacional em vários concursos. Prêmios: 2005 – Medalha de Prata Concurso Mundial de Bruxelas; 2006 – Medalha de Ouro Concurso Mundial de Bruxelas; 2006 – Cinco Estrelas no Concurso Go Where Gastronomia em São Paulo; 2007 – Medalha de Prata Concurso Mundial de Bruxelas; 2009 – Medalha de Ouro Concurso Mundial de Bruxelas; 2009 – Revista Play Boy entre as 20 melhores do Brasil; 2010 – Medalha de Ouro Concurso Mundial de Bruxelas; 2011 – Medalha de Prata Concurso Mundial de Bruxelas; 2012 – Medalha de Ouro degustação as cegas da 21ª Expo. Cachaça Dose Dupla Setembro 2012; 2014 - Ranking Cúpula da Cachaça – 16º lugar entre 50 Cachaças; 2014 - Medalha de Prata – Degustação 24° Edição Expo Cachaça; 2015 – Medalha de Ouro – Concurso Mundial de Bruxelas Edição Brasil; 2016 – Medalha de Prata – Concurso Feira ExpoCachaça Minas Gerais 2016; História: A Weber Haus, é hoje administrada por Evandro Weber, descendente de alemães, na cidade de Ivoti, encosta da Serra Gaúcha, interior do Rio Grande do Sul. Quando chegaram da Alemanha, seus bisavós adquiriram terras nesta cidade, onde plantavam mandioca, da qual produziam farinha e cana-de-açúcar. A família deu início à fabricação de cachaça em 1848, para consumo próprio. O alambique foi construído em 1948 e consistia em um galpão com um engenho no meio, movimentado por quatro mulas. Com o tempo foram modernizando a produção. O negócio acabou passando de pais para filhos. Foi esta união de familiares que contribuiu para longevidade do empreendimento. Usando o processo manual, desde a escolha do tipo correto de cana-de-açúcar, que se adaptou ao solo da região, até o corte manual, assim como o tratamento ecologicamente correto dado ao canavial que trouxe excelência na fabricação da Cachaça. A agroindústria Weber Haus hoje conta com mais de 35 premiações nacionais e internacionais e hoje é a cachaça mais premiada do Brasil. Possui duas certificações importantes: orgânica e rastreabilidade(Inmetro) de toda a sua produção e foi uma das primeiras agroindústrias a receber o selo da agricultura familiar do Brasil. Os produtos produzidos pela agroindústria Weber Haus vão além da cachaça. Possuem também licores, sucos de uva e açúcar mascavo, dentre outros. ",Volume: 750 ml, 38% vol.,https://www.casadabebida.com.br/cachaca/weber-haus-extra-premium-6-anos-750-ml/,29/06/2021 00:44
12,60da9b0958cad6ad2ba72f51, Cachaça Gatinha,"R$ 49,90"," Cachaça Gatinha 600 ml - Blend de Madeiras. Exclusivo Blend de Barris de Carvalho e Imburana. É a mais nova criação da Cachaça Companheira. Detalhes: Somente em 1994 começa esta jornada. Um ano de muito trabalho, investimento e escolhas corajosas, sabiamente vindas da experiência do produtor, Natanael Carli Bonicontro. A paixão pela produção de cachaça teve início nas aulas de engenharia bioquímica, em cujo laboratório fabricou pela primeira vez uma cachaça que o surpreendeu. Seu nome é inspirado no pássaro joão-de-barro, espécie famosa por passar a vida toda ao lado de uma única companheira. Todo o engenho foi projetado e desenhado pelo engenheiro químico Natanael, possuindo a Cachaçaria Companheira, engenho de criação própria, idealizado e arquitetado exclusivamente para a produção da cachaça COMPANHEIRA. O alambique foi construído na cidade de Jandaia do Sul, ao Norte do Estado do Paraná, região do Vale do Rio Ivaí, lugar de boas terras, água proveniente de um poço artesiano e clima favorável para o cultivo da cana-de-açúcar. A cachaça COMPANHEIRA tem origem em uma variedade de cana de alto teor de açúcar colida no inverno. A escolha e o projeto de plantio e colheita da cana-de-açúcar passam por uma pesquisa metódica, o seu cuidado é harmonioso e competente, e a poda é manual e detalhada. Com o caldo de cana se prepara o mosto, onde a temperatura e o teor de açúcar são controlados, para depois ser fermentado em dornas de aço inoxidável, onde é transformado em vinho. Este precioso vinho é destilado de tal modo que com a riqueza de aromas nele concentrada faz brotar uma cachaça cristalina, suave, aromática e extremamente agradável ao paladar. Assim nasce a cachaça COMPANHEIRA, cujo caráter não poderia ser, se não único e inimitável, particularmente intenso e amplo nas múltiplas e inconfundíveis notas de madeira e, ao mesmo tempo, equilibrado e franco. Em 2012, Sara e Raquel abraçaram o sonho do pai, que com o mesmo encanto e amor, dedicam-se a empreitada de continuar produzindo uma cachaça de excelência. ",Volume: 600 ml, 40% vol.,https://www.casadabebida.com.br/cachaca/gatinha-600-ml-blend-de-madeiras/,29/06/2021 00:44
13,60da9b0a58cad6ad2ba72f52, Cachaça Estância Moretti 4 anos Carvalho Extra Premium,"R$ 99,90"," Cachaça Estância Moretti Extra Premium Carvalho 500 ml. Cachaça ficou armazenada por no minimo 4 anos em Barris de Carvalho Americano e Europeu. Seu idealizador, Luiz Carlos Moretti sempre cultivou o sonho de produzir uma grande Cachaça artesanal em alambique de cobre, garrafas diferentes com rolhas e rótulos especiais. Ele reuniu técnicos especializados para seleção de barris, com características sensoriais que agradassem tanto ao público especializado quanto o consumidor final. Durante a seleção participaram também amigos, futuros compradores e apreciadores do destilado nacional. Ele uniu toda a experiência técnica para separar os melhores barris de carvalho americano e europeu com a simplicidade do gosto dos consumidores, assim nasceu a CACHAÇA ESTÂNCIA MORETTI. ",Volume: 500 ml, 40% vol.,https://www.casadabebida.com.br/cachaca/estancia-moretti-4-anos-carvalho-extra-premium-500-ml/,29/06/2021 00:44
14,60da9b0b58cad6ad2ba72f53, Cachaça Companheira Seleção de Barris 12 Anos,"R$ 1.199,90"," Cachaça Companheira Seleção de Barris 12 Anos 700 ml. Para se chegar a esse blend de tamanha perfeição, quatro especialistas membros da Cúpula da Cachaça se reuniram na sede da Companheira para degustar e avaliar amostras de 37 barris de carvalho envasados com Cachaça Companheira envelhecida 12 anos. A partir desta pré-seleção, apenas 6 foram escolhidos para o blend. Por isso ela é tão limitada. Por isso ela é tão especial. Companheira Doze anos, uma obra de arte em estado líquido. Tem hora que é preciso tomar decisões importantes. Como abrir uma Companheira 12 anos. Certificado de Proprietário: Acompanha certificado com Brasão Decorativo em Cobre e Folheação em Ouro 24 kilates. Uma obra de arte em estado líquido. 1.160 garrafas limitadas e numeradas. Primeira edição disponível após 18 de novembro de 2017 - 200 garrafas. Garrafa: Francesa serigrafada, gargalo em cobre, tampa de vidro e cortiça, numeração em placas de cobre. Blend assinado por: Maurício Maia - Publicitário, chef de cozinha, degustador e especialista de cachaças por mais de 20 anos, criador do site cachacier e atual presidente da cúpula da cachaça e professor de cachaças no CTC em Itaverava-MG. Leandro Batista - Mixologista, sommelier de cachaças – um dos primeiros a realizar este trabalho com cachaças em bares e restaurantes. Ministra palestras, cursos, workshops e consultorias. Com passagens pelos restaurantes mocotó e barnabé em São Paulo, é hoje proprietário da boutique da cachaça. Milton Lima - Consultor e colecionador de cachaças, responsável pelo site cachaças.com, proprietário da cachaçaria e Chalé Macauva em Analândia-SP, possui vasta experiência em cachaças. Manoel Agostinho - Engenheiro e administrador de empresas, criador do site mundodacachaca.com, master blender, sommelier e consultor de cachaças, com curso de análise sensorial pela USC e panel lider pela centro studi assogiatori. Autor do livro viagem ao mundo da cachaça, é o atual secretário geral da cúpula da cachaça e presidente do clube carioca da cachaça. Detalhes: Somente em 1994 começa esta jornada. Um ano de muito trabalho, investimento e escolhas corajosas, sabiamente vindas da experiência do produtor, Natanael Carli Bonicontro. A paixão pela produção de cachaça teve início nas aulas de engenharia bioquímica, em cujo laboratório fabricou pela primeira vez uma cachaça que o surpreendeu. Seu nome é inspirado no pássaro joão-de-barro, espécie famosa por passar a vida toda ao lado de uma única companheira. Todo o engenho foi projetado e desenhado pelo engenheiro químico Natanael, possuindo a Cachaçaria Companheira, engenho de criação própria, idealizado e arquitetado exclusivamente para a produção da cachaça COMPANHEIRA. O alambique foi construído na cidade de Jandaia do Sul, ao Norte do Estado do Paraná, região do Vale do Rio Ivaí, lugar de boas terras, água proveniente de um poço artesiano e clima favorável para o cultivo da cana-de-açúcar. A cachaça COMPANHEIRA tem origem em uma variedade de cana de alto teor de açúcar colida no inverno. A escolha e o projeto de plantio e colheita da cana-de-açúcar passam por uma pesquisa metódica, o seu cuidado é harmonioso e competente, e a poda é manual e detalhada. Com o caldo de cana se prepara o mosto, onde a temperatura e o teor de açúcar são controlados, para depois ser fermentado em dornas de aço inoxidável, onde é transformado em vinho. Este precioso vinho é destilado de tal modo que com a riqueza de aromas nele concentrada faz brotar uma cachaça cristalina, suave, aromática e extremamente agradável ao paladar. Assim nasce a cachaça COMPANHEIRA, cujo caráter não poderia ser, se não único e inimitável, particularmente intenso e amplo nas múltiplas e inconfundíveis notas de madeira e, ao mesmo tempo, equilibrado e franco. Em 2012, Sara e Raquel abraçaram o sonho do pai, que com o mesmo encanto e amor, dedicam-se a empreitada de continuar produzindo uma cachaça de excelência. ",Volume: 700 ml, 40% vol.,https://www.casadabebida.com.br/cachaca/companheira-selecao-de-barris-12-anos-700-ml/,29/06/2021 00:44
15,60da9b0b58cad6ad2ba72f54, Aguardente Adega Velha 6 anos Reserva,"R$ 399,90"," Aguardente Adega Velha 6 anos Reserva 500 ml. Produzir uma aguardente como Adega Velha requer não só tempo, mas principalmente, uvas de qualidade, além de lentas e cuidadas destilações em alambiques Charentais, trazidos da região de Cognac (França). As uvas, selecionadas pela sua elevada acidez e baixo teor de açúcares, estão na origem de um vinho leve e equilibrado. O vinho é posteriormente submetido a duas lentas e cuidadas destilações em alambique Charentais, trazido da região de Cognac, em França. Após o processo de destilação, a Aguardente é sujeita a um envelhecimento em cascos de carvalho francês, provenientes da região de Limousin, tendo o lote final uma idade média de 6 anos de envelhecimento. A cor âmbar magnífica resulta do repouso em cascos de carvalho da região de Limousin, famosos pelas características únicas de sua madeira. A arte da mãe natureza e o toque final dos adegueiros da Quinta da Aveleda dão a tônica desta preciosa aguardente que vem a ser uma verdadeira obra prima. É ideal para servir como digestivo após uma refeição, recomendando-se o seu serviço a uma temperatura entre os 18 e 20ºC. Poderá ainda ser servida fria em “shot glass”, como digestivo ou acompanhamento de uma sobremesa doce e rica. Detalhes: Região: Vinhos Verdes DOC. Composição: Vinhão, Azal Tinto, Borraçal e Espadeiro. Cor: Cor dourada e aspecto límpido. Aroma: Notas tostadas de café, frutos secos e amadeirado. Paladar: Suave, aveludado e complexo Temperatura: 18ºC - 20ºC Envelhecimento: 6 anos em carvalho francês. SOBRE O PRODUTOR: No final do século XVIII, Francisco de Horta Machado, primeiro Embaixador de Portugal na Rússia Imperial, traz consigo de São Petersburgo, uma elegante garrafa, que o marcara pelo seu carácter invulgar e que viria a servir de testemunho da sua passagem no país dos Czares. Um século depois, esta garrafa seria oferecida a Manoel Pedro Guedes, proprietário da Casa d'Avelleda, por um neto do embaixador, como formar de celebrar as primeiras produções de vinho na propriedade, corria o ano de 1870. Ao receber esta garrafa, Manoel Pedro Guedes teve de prometer que a conservaria até à criação de um produto com características únicas, que perpetuasse este legado familiar. Na penumbra da velha adega, Roberto Guedes realizou as primeiras experiências com destilações de Vinho Verde, após uma viagem realizada à região de Cognac em França, onde viria a adquirir um alambique charentais em cobre. As barricas, resultantes destes ensaios, permaneceram ao cuidado do tempo até António Guedes, seu filho, as apresentar a Amândio Galhano que, entusiasmado com esta descoberta, decide enviar amostras para Cognac. A reação gerada motivou António Guedes a prosseguir com o projeto de desenvolver uma aguardente única. Roll barrels Em 1971, nasce assim, uma das primeiras aguardentes de Vinho Verde, à qual foi dada o nome de Adega Velha, em homenagem ao lugar onde tudo começou. À vista da magnífica cor âmbar deste produto, resutlante de um longo repouso em cascos de carvalho da região de Limousin, António Guedes soube ter encontrado o néctar perfeito para a garrafa guardada desde o tempo do seu bisavô. Roll barrels Nos anos que se seguiram, a excelência da Adega Velha tornaram-na numa aguardente muito afamada e procurada em todo o país. O sucesso da primeira edição de Adega Velha foi tal, que a produção disponível esgotou-se rapidamente, não permitindo a António Guedes dar resposta aos pedidos, nem dos seus amigos mais próximos. Hoje, a história de Adega Velha permanece imutável. Herdando o conhecimento e memória prodigiosa dos mestres adegueiros, que compuseram este néctar com a reverência de um alquimista, a Adega Velha continua a ser produzida como uma verdadeira obra-prima. ",Volume: 500 ml, 40% vol.,https://www.casadabebida.com.br/cachaca/adega-velha-6-anos-reserva-500-ml/,29/06/2021 00:44
16,60da9b0c58cad6ad2ba72f55, Cachaça Casa Amarela Envelhecida Premium,"R$ 69,90"," Cachaça Casa Amarela Envelhecida Premium 670 ml. Casa Amarela faz parte da ANPAQ ( Associação Nacional de Cachaça de Qualidade). Envelhecida em Barris de Carvalho. A Cachaça Casa Amarela Premium é o resultado da 40 anos de tradição e aprimoramento. Em sua produção é empregada apenas cana-de-açúcar cultivada na Fazenda Casa Amarela. Envelhecida em Barris de Carvalho, A Casa Amarela Premium se caracteriza pela harmonia do seu aroma e sabor. ",Volume: 670 ml, 40% vol.,https://www.casadabebida.com.br/cachaca/casa-amarela-envelhecida-premium-670-ml/,29/06/2021 00:44
17,60da9b0c58cad6ad2ba72f56, Cachaça Weber Haus Premium Black 3 anos Louça,"R$ 249,90"," Cachaça Weber Haus Premium Black 3 anos Louça 750 ml. Cachaça envelhecida 3 anos sendo 2 anos em carvalho francês e 1 ano em bálsamo. As qualidades desta cachaça são um brinde aos sentidos. Ao buscar sutilizas de aromas e comparar sabores encontramos surpresas onde a madeira nobre se destaca e evolui. Os atributos desta cachaça enaltecem a vocação da Família Weber e recebem o reconhecimento internacional em vários concursos. Prêmios: 2008 – Medalha de Ouro Concurso San Francisco World Spirits Competition; 2008 - International Review of Spirits Award – Chicago – EUA; 2009 – Medalha de Prata Concurso San Francisco World Spirits Competition; 2013 – Medalha de Ouro Com curso Mundial de Bruxelas – Brasil; 2015 – Medalha de Ouro – Concurso Mundial de Bruxelas Edição Brasil; 2015 – 6ª Colocação – Ranking Vip da Cachaça – Revista VIP; História: A Weber Haus, é hoje administrada por Evandro Weber, descendente de alemães, na cidade de Ivoti, encosta da Serra Gaúcha, interior do Rio Grande do Sul. Quando chegaram da Alemanha, seus bisavós adquiriram terras nesta cidade, onde plantavam mandioca, da qual produziam farinha e cana-de-açúcar. A família deu início à fabricação de cachaça em 1848, para consumo próprio. O alambique foi construído em 1948 e consistia em um galpão com um engenho no meio, movimentado por quatro mulas. Com o tempo foram modernizando a produção. O negócio acabou passando de pais para filhos. Foi esta união de familiares que contribuiu para longevidade do empreendimento. Usando o processo manual, desde a escolha do tipo correto de cana-de-açúcar, que se adaptou ao solo da região, até o corte manual, assim como o tratamento ecologicamente correto dado ao canavial que trouxe excelência na fabricação da Cachaça. A agroindústria Weber Haus hoje conta com mais de 35 premiações nacionais e internacionais e hoje é a cachaça mais premiada do Brasil. Possui duas certificações importantes: orgânica e rastreabilidade(Inmetro) de toda a sua produção e foi uma das primeiras agroindústrias a receber o selo da agricultura familiar do Brasil. Os produtos produzidos pela agroindústria Weber Haus vão além da cachaça. Possuem também licores, sucos de uva e açúcar mascavo, dentre outros. ",Volume: 750 ml, 40% vol.,https://www.casadabebida.com.br/cachaca/weber-haus-premium-black-3-anos-louca-750-ml/,29/06/2021 00:44
18,60da9b0d58cad6ad2ba72f57, Cachaça Weber Haus Amburana,"R$ 99,90"," Cachaça Weber Haus Amburana 700 ml - Orgânica. Cachaça envelhecida 1 anos em barris de Amburana. Certificado IBD – São Concedidas quando todas as etapas da produção, desde o preparo do solo, colheita e elaboração se enquadram nos requisitos estabelecidos pela Lei Orgânica, dentro dos padrões ecológicos e com absoluta rastreabilidade. Os processos de produção atestam o cuidado e a dedicação em oferecer produtos de qualidade com garantia de origem. Premiações: 2011 - Playboy entre as 20 melhores; 2011 - Primeira na folha de São Paulo; 2012 - Medalha de Ouro Concurso Mundial de Bruxelas; 2012 - Medalha de Ouro – Ranking Vip da Cachaça Amarelinha da Revista VIP; 2012 - Medalha de Prata – Degustação as cegas da 21ª Expo Cachaça Dose Dupla Setembro 2012; 2014 - Ranking Cúpula da Cachaça – 29º lugar entre 50 Cachaças; 2014 - Best Cachaça 2014 - Concurso Mundial Bruxelas, Florianópolis, SC – Brasil; 2014 - Melhor Cachaça Envelhecida Expointer 2014, 2015 – Medalha de Ouro – Concurso Mundial de Bruxelas Edição Brasil; 2016 – Medalha de Ouro – Concurso Mundial de Bruxelas Edição Brasil; ",Volume: 700 ml, 38% vol.,https://www.casadabebida.com.br/cachaca/weber-haus-amburana-700-ml/,29/06/2021 00:45
19,60da9b0e58cad6ad2ba72f58, Cachaça Estância Moretti Prata,"R$ 79,90", Cachaça Estância Moretti Prata 500 ml. Detalhes: detalhe 1 detalhe 2 detalhe 3 ,Volume: 500 ml, 40% vol.,https://www.casadabebida.com.br/cachaca/estancia-moretti-prata-500-ml/,29/06/2021 00:45
20,60da9b0e58cad6ad2ba72f59, Cachaça Weber Haus Extra Premium 12 Anos,"R$ 2.099,90"," Cachaça Weber Haus Extra Premium 12 Anos 750 ml - Lote 48. Uma cachaça única, envelhecida 12 anos em barris de bálsamo e carvalho francês, elaborada a partir da excelência na apreciação da bebida. A cada um deles está reservado um exemplar único da própria obra. Apenas outras 2 mil garrafas feitas artesanalmente a partir do sopro do vidro em fornalhas, numeradas e lacradas à mão levarão o inédito rótulo Weber Haus Lote 48 12 anos. A homenagem dos filhos a Hugo e Eugênia permanecerá exclusiva: esta é toda a produção que haverá da cachaça engarrafada em 26 de janeiro de 2013. Guarde, pois, o número 48. É um lote único. Que identifica a história, o presente e o futuro da Weber Haus. ",Volume: 750 ml, 40% vol.,https://www.casadabebida.com.br/cachaca/weber-haus-extra-premium-12-anos-750-ml/,29/06/2021 00:45
21,60da9b0f58cad6ad2ba72f5a, Cachaça Estância Moretti Imburana,"R$ 99,90", Cachaça Estância Moretti Imburana 500 ml. Detalhes: detalhe 1 detalhe 2 detalhe ,Volume: 500 ml, 40% vol.,https://www.casadabebida.com.br/cachaca/estancia-moretti-imburana-500-ml/,29/06/2021 00:45
22,60da9b0f58cad6ad2ba72f5b, Cachaça Companheira Envelhecida Carvalho,"R$ 119,90"," Cachaça Companheira Envelhecida 4 anos Carvalho 670 ml. A cachaça agradável, com notas suaves de baunilha, envelhecida 4 anos em barril de carvalho. Medalha de prata no Concurso Mundial de Bruxelas 2016 (Spirits Selection 2016), realizado na cidade de Tequila, no México. Medalha de prata no Concurso de Degustação às Cegas 2014, realizado durante a Expocachaça, em Belo Horizonte, Minas Gerais, Brasil. Medalha de ouro no Concurso de Degustação às Cegas 2013, realizado durante a Expocachaça Dose Dupla no Mercado Municipal de São Paulo. Detalhes: Somente em 1994 começa esta jornada. Um ano de muito trabalho, investimento e escolhas corajosas, sabiamente vindas da experiência do produtor, Natanael Carli Bonicontro. A paixão pela produção de cachaça teve início nas aulas de engenharia bioquímica, em cujo laboratório fabricou pela primeira vez uma cachaça que o surpreendeu. Seu nome é inspirado no pássaro joão-de-barro, espécie famosa por passar a vida toda ao lado de uma única companheira. Todo o engenho foi projetado e desenhado pelo engenheiro químico Natanael, possuindo a Cachaçaria Companheira, engenho de criação própria, idealizado e arquitetado exclusivamente para a produção da cachaça COMPANHEIRA. O alambique foi construído na cidade de Jandaia do Sul, ao Norte do Estado do Paraná, região do Vale do Rio Ivaí, lugar de boas terras, água proveniente de um poço artesiano e clima favorável para o cultivo da cana-de-açúcar. A cachaça COMPANHEIRA tem origem em uma variedade de cana de alto teor de açúcar colida no inverno. A escolha e o projeto de plantio e colheita da cana-de-açúcar passam por uma pesquisa metódica, o seu cuidado é harmonioso e competente, e a poda é manual e detalhada. Com o caldo de cana se prepara o mosto, onde a temperatura e o teor de açúcar são controlados, para depois ser fermentado em dornas de aço inoxidável, onde é transformado em vinho. Este precioso vinho é destilado de tal modo que com a riqueza de aromas nele concentrada faz brotar uma cachaça cristalina, suave, aromática e extremamente agradável ao paladar. Assim nasce a cachaça COMPANHEIRA, cujo caráter não poderia ser, se não único e inimitável, particularmente intenso e amplo nas múltiplas e inconfundíveis notas de madeira e, ao mesmo tempo, equilibrado e franco. Em 2012, Sara e Raquel abraçaram o sonho do pai, que com o mesmo encanto e amor, dedicam-se a empreitada de continuar produzindo uma cachaça de excelência. ",Volume: 670 ml, 40% vol.,https://www.casadabebida.com.br/cachaca/companheira-envelhecida-carvalho-670-ml/,29/06/2021 00:45
23,60da9b1058cad6ad2ba72f5c, Cachaça Companheira Single Barrel 17 anos,"R$ 349,90"," Cachaça Companheira Single Barrel 17 anos 350 ml - Segunda Edição. Série limitada e numerada com apenas 457 unidades, de cachaça extra premium envelhecida por 17 anos, em um único barril de carvalho com características excepcionais. Para comemorar seu Jubileu de Prata a Cachaçaria Companheira, selecionou um barril de carvalho com características excepcionais, onde a cachaça extra premium foi envelhecida por 17 anos. Edição limitada envasada em garrafas numeradas. Garrafa Francesa serigrafada. Em 25 anos de história são mais de 20 premiações, nos mais prestigiados concursos de destilados do Brasil e do mundo. Conquistados graças a um processo único, totalmente manual e padronizado em uma região onde o clima proporciona excelência na qualidade. A Cachaça Companheira Single Barrel é produzida em Jandaia do Sul, norte do estado do Paraná, no Vale do Ivaí, região onde a água e terras boas combinadas com o clima favorável, proporcionam excelência na qualidade. Fatores que associados a um processo único, totalmente manual, desde o cultivo a colheita da cana-de-açucar, juntamente com uma destilação padronizada, destacou a Companheira como a Melhor Cachaça do Brasil na Categoria Extra Premium considerada a Cachaça do Ano em 2020. São mais de 20 premiações conquistadas nos mais prestigiados concursos de destilados do mundo, como o Concurso Mundial de Bruxelas, Expocachaça e o Ranking da Cúpula da Cachaça. Recomenda-se degustar a 18ºC na taça apropriada. Beba menos beba melhor! A Primeira Edição da Cachaça Companheira Single Barrel, Comemorativa do Jubileu de Prata da Cachaça Companheira foi um sucesso, se esgotando rápido, garanta já a sua pois são poucas unidades. ",Volume: 350 ml, 44% vol.,https://www.casadabebida.com.br/cachaca/cachaca-companheira-single-barrel-17-anos-350-ml/,29/06/2021 00:45
24,60da9b1158cad6ad2ba72f5d, Cachaça Companheira Prata,"R$ 79,90"," Cachaça Companheira Prata 670 ml. A cachaça de aroma delicado e sabor suave, própria para paladares exigentes. Medalha de prata no Concurso de Degustação às Cegas 2014, realizado durante a Expocachaça, em Belo Horizonte, Minas Gerais, Brasil. Medalha de bronze no Concurso de Degustação às Cegas 2012, realizado durante a Expocachaça Dose Dupla no Mercado Municipal de São Paulo. Detalhes: Somente em 1994 começa esta jornada. Um ano de muito trabalho, investimento e escolhas corajosas, sabiamente vindas da experiência do produtor, Natanael Carli Bonicontro. A paixão pela produção de cachaça teve início nas aulas de engenharia bioquímica, em cujo laboratório fabricou pela primeira vez uma cachaça que o surpreendeu. Seu nome é inspirado no pássaro joão-de-barro, espécie famosa por passar a vida toda ao lado de uma única companheira. Todo o engenho foi projetado e desenhado pelo engenheiro químico Natanael, possuindo a Cachaçaria Companheira, engenho de criação própria, idealizado e arquitetado exclusivamente para a produção da cachaça COMPANHEIRA. O alambique foi construído na cidade de Jandaia do Sul, ao Norte do Estado do Paraná, região do Vale do Rio Ivaí, lugar de boas terras, água proveniente de um poço artesiano e clima favorável para o cultivo da cana-de-açúcar. A cachaça COMPANHEIRA tem origem em uma variedade de cana de alto teor de açúcar colida no inverno. A escolha e o projeto de plantio e colheita da cana-de-açúcar passam por uma pesquisa metódica, o seu cuidado é harmonioso e competente, e a poda é manual e detalhada. Com o caldo de cana se prepara o mosto, onde a temperatura e o teor de açúcar são controlados, para depois ser fermentado em dornas de aço inoxidável, onde é transformado em vinho. Este precioso vinho é destilado de tal modo que com a riqueza de aromas nele concentrada faz brotar uma cachaça cristalina, suave, aromática e extremamente agradável ao paladar. Assim nasce a cachaça COMPANHEIRA, cujo caráter não poderia ser, se não único e inimitável, particularmente intenso e amplo nas múltiplas e inconfundíveis notas de madeira e, ao mesmo tempo, equilibrado e franco. Em 2012, Sara e Raquel abraçaram o sonho do pai, que com o mesmo encanto e amor, dedicam-se a empreitada de continuar produzindo uma cachaça de excelência. ",Volume: 670 ml, 40% vol.,https://www.casadabebida.com.br/cachaca/companheira-prata-670-ml/,29/06/2021 00:45
