,_id,NOME_DA_CACHAÇA,PREÇO,DESCRIÇÃO_DA_CACHAÇA,VOLUME,LOCAL_DE_PRODUÇÃO,PRODUTOR,GRADUAÇÃO_ALCOÓLICA,RECIPIENTE_DE_ARMAZENAMENTO,ANÁLISE_SENSORIAL,LINK,DATA_COLETA
10,60c814f1679d88dafb13a974,Cachaça Arbórea Prata 700ml,"R$ 69,00","
Cachaça Arbórea Prata 700ml
A cachaça Arbórea Prata é a versão purinha, armazenada em tonéis de inox.
Minas Gerais - Brasil
Recomendada para harmonizar com witbier e frutos do mar (após gelar no congelador). É uma Cachaça Perfeita para Drinks. 
A cachaça Arbórea Prata
A cachaça Arbórea Prata é a versão purinha, armazenada em tonéis de inox. É uma cachaça leve, amena e com textura delicada, aveludada. Aroma frutado e delicado, com um pouco de caramelo. A acidez é bem baixa.
Recomendada para harmonizar com witbier e frutos do mar (após gelar no congelador). É uma Cachaça Perfeita para Drinks.
A origem de nome Arbórea.
A fazenda São João, produtora também de gado, está localizada entre mares de morros mineiros, com recortes de rios e lagos e abundância de água e sol, como resultado tem terras cercadas de corredores de eucaliptos. consequentemente A ideia do nome veio dos topos altos das árvores, assim batizada de: Arbórea.
O compromisso dos produtores é fazer da Arbórea uma cachaça que traga a identidade da região, mas que ao mesmo tempo possa inovar trazendo uma bebida para quem ainda não bebe cachaça, em outras palavras, abrindo o mercado para um público mais jovem e que busca novas formas de consumo, como o uso da cachaça na coquetelaria.
 
 
",Volume: 700 ml,Minas Gerais - Brasil,Produtor: Arbórea,,,,https://ethylica.com.br/produto/cachaca-arborea-prata-700ml/,27/05/2021 11:00
11,60c814f1679d88dafb13a975,Cachaça Avuá Amburana 750ml,"R$ 99,00","
Cachaça Avuá Amburana 750ml
A cachaça Avuá Amburana é produzida com cana orgânica cultivada na própria fazenda.
Rio de Janeiro - Brasil
É produzida com cana orgânica, ou seja é cultivada na própria fazenda no Carmo - Rio de Janeiro. As leveduras autóctones selecionadas do canavial fermentam o mosto. 
Conheça a Cachaça Avuá Amburana
A cachaça Avuá Amburana é produzida com cana orgânica cultivada na própria fazenda. Durante a fermentação leveduras autóctones selecionadas do canavial – contribuindo para as características sensoriais próprias do terroir de Carmo no Rio de Janeiro.
A produção da cachaça
A cachaça é produzida com cana orgânica, ou seja é cultivada na própria fazenda no Carmo – Rio de Janeiro. As leveduras autóctones selecionadas do canavial fermentam o mosto. O portfólio conta com cachaça pura e maturadas nas madeiras amburana, carvalho, jequitibá rosa e tapinhoã.
Avuá conta a história de dois norte-americanos descobrindo e compartilhando os sabores da cachaça brasileira para o mundo.
Avuá e sua história – Em 2009, dois empreendedores dos EUA, Nate Whitehouse e Peter Nevenglosky, descobriram num boteco carioca o amor pelo Brasil e pela cachaça, portanto a paixão da dupla se transformou no projeto de criar a própria marca de cachaça focada para ser comercializado no mercado exterior.
Harmonize ao seu gosto!
",Volume: 750 ml,Rio de Janeiro - Brasil,Produtor: Avuá,40%,Madeira: Amburana,"VISÃO: amarelo-palha
OLFATO: especiarias, floral, frutado
PALADAR: fino, persistente
",https://ethylica.com.br/produto/cachaca-avua-amburana-750ml/,27/05/2021 11:00
12,60c814f1679d88dafb13a976,Cachaça Colombina 3 anos 700ml,"R$ 45,90","
Cachaça Colombina 3 anos 700ml
A Cachaça Colombina 3 anos é feita a partir de um processo elaborado desde seu nascimento no ano de 1920.
Minas Gerais - Brasil
Armazenada em paróis de Jatobá por 3 Anos. 
Conheça mais a Cachaça Colombina 3 anos
A Cachaça Colombina 3 anos é produzida desde então na fazenda do Canjica, em Alvinópolis – MG. Foi impulsionada, a partir dos anos 80, por Raul Xavier Megre, que fez a Cachaça Colombina reconhecida no brasil, elevando seu padrão e colecionando prêmios por sua qualidade e pureza. Armazenada em paróis de jatobá por 3 anos.
A Cachaça Colombina 3 anos é feita a partir de um processo elaborado desde seu nascimento no ano de 1920.
Produtor
Fazenda do Canjica, em Alvinópolis/MG, com alambiques datados de 1890, era uma das principais fornecedoras da Colombina.
Em 1980 Raul Megre adquire a marca Colombina e reabre o antigo alambique da Fazenda do Canjica. Atualmente a produção e comercialização da Cachaça estão a cargo de Luciano Souto.
São mais de 100 anos mantendo a tradição e produzindo a mesma cachaça de qualidade em alambique de cobre.
Parol é o nome dado a grandes recipientes de madeira utilizados nos engenhos de açúcar e aguardente. Feito totalmente de madeira, este reservatório tem a característica peculiar de não receber pregos, parafusos, cintas de aço ou qualquer outro artifício metálico para garantir a sua “estanqueidade”. Ou seja, o que garante que não haverá vazamentos é a sua forma de construção, utilizando apenas juntas secas, com réguas de madeira talhadas à perfeição por mês.
",Volume: 700 ml,Minas Gerais - Brasil,Produtor: Colombina,,Madeira: Jatobá,"VISÃO: amarelo-palha
OLFATO: adocicados
PALADAR: adocicado, frutado, picante
",https://ethylica.com.br/produto/cachaca-colombina-3-anos-700ml/,27/05/2021 11:00
13,60c814f2679d88dafb13a977,Cachaça Colombina Chita 700ml,"R$ 89,00","
Cachaça Colombina Chita 700ml
A Cachaça Colombina Chita é um Blend e é produzidas a partir do blend de Jatobás.
Minas Gerais - Brasil
Há mais de 90 anos, a Fazenda Canjica mantém a tradição produzindo a mesma cachaça de qualidade em alambique de cobre e engenho movido por roda d'água. 
O Blend Cachaça Colombina Chita
A Cachaça Colombina Chita é um Blend e é produzidas a partir do blend de Jatobás. Há mais de 90 anos, a Fazenda Canjica mantém a tradição produzindo a mesma cachaça de qualidade em alambique de cobre e engenho movido por roda d’água. Com teor alcóolico de 40% recomenda-se ser servida na temperatura ambiente.
A Cachaça Colombina Chita harmoniza com frutos do mar.
Produtor
Fazenda do Canjica, em Alvinópolis/MG, com alambiques datados de 1890, era uma das principais fornecedoras da Colombina.
Em 1980 Raul Megre adquire a marca Colombina e reabre o antigo alambique da Fazenda do Canjica. Atualmente a produção e comercialização da Cachaça estão a cargo de Luciano Souto.
São mais de 100 anos mantendo a tradição e produzindo a mesma cachaça de qualidade em alambique de cobre.
Parol é o nome dado a grandes recipientes de madeira utilizados nos engenhos de açúcar e aguardente. Feito totalmente de madeira, este reservatório tem a característica peculiar de não receber pregos, parafusos, cintas de aço ou qualquer outro artifício metálico para garantir a sua “estanqueidade”. Ou seja, o que garante que não haverá vazamentos é a sua forma de construção, utilizando apenas juntas secas, com réguas de madeira talhadas à perfeição por mês.
",Volume: 700 ml,Minas Gerais - Brasil,Produtor: Colombina,40%,,"VISÃO: amarelo-palha
OLFATO: adocicados
PALADAR: adocicado, aromatico
",https://ethylica.com.br/produto/cachaca-colombina-chita-700ml/,27/05/2021 11:01
14,60c814f2679d88dafb13a978,Cachaça Coqueiro Envelhecida 700ml,"R$ 83,50","
Cachaça Coqueiro Envelhecida 700ml
A Coqueiro envelhecida é um blend formado por cachaça armazenada em amendoim e cachaça envelhecida em carvalho francês de 200 litros por 3 anos.
Rio de Janeiro - Brasil
É produzida na Fazenda Cabral, a 7 km do centro histórico de Paraty, por Eduardo Mello e seu filho Eduardo Caligari Mello. 
A produção da cachaça Coqueiro Envelhecida
A cachaça Coqueiro é concebida nos moldes artesanais  e segue receita tradicional de Paraty. Até hoje a Família Mello vem se empenhando-se na produção de uma cachaça do mais alto nível de qualidade e inconfundível sabor. Um dos segredos especiais está na fermentação caipira, quando usam fubá de milho e leveduras autóctones durante o processo de transformação do caldo de cana em vinho.
A Coqueiro envelhecida é um blend formado por cachaça armazenada em amendoim e cachaça envelhecida em carvalho francês de 200 litros por 3 anos.
Barris e dornas de envelhecimento no alambique da cachaça Coqueiro
As características sensoriais:
Lágrimas e rosário moderados; cor caramelo; no nariz, caramelo, leve defumado, mel e couro; na boca, percepção alcoólica intensa; acidez acentuada, mas sem queimar; sensação fechada, picante e adstringente no final de boca, deixando gosto levemente amargo e língua formigando.
Ideal para: degustar pura ou com um pouco de água para reduzir a percepção alcoólica e abrir os aromas. Interessante comparar com Maria Izabel Carvalho e identificar dois perfis diferentes de carvalho de produtores do mesmo território.
Produtor
A Coqueiro é produzida na Fazenda Cabral, a 7 km do centro histórico de Paraty, por Eduardo Mello e seu filho Eduardo Caligari Mello.
A família Mello começou a produzir cachaça em Paraty em 1803 com José Mello e segue até hoje a receita dos antepassados que fizeram da cidade sinônimo de cachaça de qualidade.
Parte dessa herança está nas técnicas de fermentação com leveduras selvagens e no uso de ingredientes secretos para o preparo do pé de cuba, que resultam em uma pinga que traduz os aromas e os sabores do território de Paraty.
",Volume: 700 ml,Rio de Janeiro - Brasil,Produtor: Coqueiro,44%,Madeira: Amendoim,"VISÃO: amarelo-palha
OLFATO: couro, defumado, mel
PALADAR: estruturado, formigamento, picante
",https://ethylica.com.br/produto/cachaca-coqueiro-envelhecida-700ml/,27/05/2021 11:01
15,60c814f2679d88dafb13a979,Cachaça da Quinta Amburana 500ml,"R$ 100,00","
Cachaça da Quinta Amburana 500ml
A Cachaça da Quinta Amburana está entre as cachaças mais premiadas do Brasil.
Rio de Janeiro - Brasil
É produzida na Fazenda da Quinta Município do Carmo região serrana do estado do Rio de Janeiro em um vale próximo ao Rio Paraíba do Sul com altitude em torno de duzentos e vinte metros. 
A produção da Cachaça Da Quinta Amburana
A Cachaça da Quinta Amburana é produzida na Fazenda da Quinta Município do Carmo região serrana do estado do Rio de Janeiro em um vale próximo ao Rio Paraíba do Sul com altitude em torno de duzentos e vinte metros. A propriedade possui solo clima e microclima ideais ao cultivo da cana à fermentação e à elaboração dos produtos.
Em 1923 a Fazenda da Quinta foi adquirida por Francisco Lourenço Alves imigrante português que introduziu uma série de cuidados ao processo de fabricação da já existente Cachaça da Quinta. Seu filho e sucessor José Ramos Alves prosseguiu aprimorando os cuidados de fabricação da bebida com a manutenção da técnica original de fabricação e da especialidade do processo de fermentação conquistando cada vez mais a preferência dos apreciadores.
No início do século XXI transmitiu a propriedade e todos os detalhes sobre o processo tradicional de produção à sua filha Katia Alves Espírito Santo.
Curiosidades
A cachaça Da Quinta está entre as cachaças mais premiadas do Brasil. Ela é produzida no município de Carmo, na região serrana do Rio de Janeiro.
A produção da Cachaça da Quinta obedece critérios rigorosamente estabelecidos e controlados a saber:  canavial orgânico envolvendo as melhores técnicas de plantio tratos culturais e colheita,fermentação orgânica com leveduras da cana cultivada na propriedade, destilação lenta em alambique de cobre com obtenção do puríssimo “coração” ou seja a fração correta da cachaça de alto padrão sensorial e físico-químico. Armazenamento por dois anos em tonéis de madeira – Amburana ou Carvalho – e de dez a doze meses em tonéis inoxidáveis – abrigados em edificação secular com paredes espessas pé direito alto e telhas de barro, engarrafamento, cumprimento dos protocolos de boas práticas de fabricação em todas as etapas.
",Volume: 500 ml,Rio de Janeiro - Brasil,Produtor: Da Quinta,42%,Madeira: Amburana,"VISÃO: amarelo-palha
OLFATO: adocicados
PALADAR: adocicado, aromatico
",https://ethylica.com.br/produto/cachaca-da-quinta-amburana-500ml/,27/05/2021 11:01
16,60c814f2679d88dafb13a97a,Cachaça da Quinta Carvalho 500ml,"R$ 105,00","
Cachaça da Quinta Carvalho 500ml
A Cachaça da Quinta Carvalho tem cor amarelo-palha densa e límpida. De aroma fina intensa e persistente. Está entre as cachaças mais premiadas do Brasil.
Rio de Janeiro - Brasil
A produção da Cachaça da Quinta obedece critérios rigorosamente estabelecidos e controlados a saber:  canavial orgânico envolvendo as melhores técnicas de plantio tratos culturais e colheita, fermentação orgânica 
A produção da Cachaça da Quinta Carvalho
A Cachaça da Quinta Carvalho é produzida na Fazenda da Quinta Município do Carmo região serrana do estado do Rio de Janeiro em um vale próximo ao Rio Paraíba do Sul com altitude em torno de duzentos e vinte metros. A propriedade possui solo clima e microclima ideais ao cultivo da cana à fermentação e à elaboração dos produtos. Ao terroir especialmente propício somam-se os rigorosos padrões de qualidade na elaboração da Cachaça da Quinta.
A Cachaça da Quinta Carvalho tem cor amarelo-palha densa e límpida. De aroma fina intensa e persistente.
Em 1923 a Fazenda da Quinta foi adquirida por Francisco Lourenço Alves imigrante português que introduziu uma série de cuidados ao processo de fabricação da já existente Cachaça da Quinta. Seu filho e sucessor José Ramos Alves prosseguiu aprimorando os cuidados de fabricação da bebida com a manutenção da técnica original de fabricação e da especialidade do processo de fermentação conquistando cada vez mais a preferência dos apreciadores.
A cachaça Da Quinta está entre as cachaças mais premiadas do Brasil. Ela é produzida no município de Carmo, na região serrana do Rio de Janeiro.
A produção da Cachaça da Quinta obedece critérios rigorosamente estabelecidos e controlados a saber:  canavial orgânico envolvendo as melhores técnicas de plantio tratos culturais e colheita, fermentação orgânica com leveduras da cana cultivada na propriedade, destilação lenta em alambique de cobre com obtenção do puríssimo “coração” ou seja a fração correta da cachaça de alto padrão sensorial e físico-químico. Armazenamento por dois anos em tonéis de madeira – Amburana ou Carvalho – e de dez a doze meses em tonéis inoxidáveis – abrigados em edificação secular com paredes espessas pé direito alto e telhas de barro, engarrafamento, cumprimento dos protocolos de boas práticas de fabricação em todas as etapas.
",Volume: 500 ml,Rio de Janeiro - Brasil,Produtor: Da Quinta,42%,Madeira: Carvalho,"VISÃO: amarelo-palha
OLFATO: adocicados
PALADAR: adocicado, persistente
",https://ethylica.com.br/produto/cachaca-da-quinta-carvalho-500ml/,27/05/2021 11:01
17,60c814f2679d88dafb13a97b,Cachaça da Quinta Prata 500ml,"R$ 90,00","
Cachaça da Quinta Prata 500ml
A cachaça Da Quinta Prata está entre as cachaças mais premiadas do Brasil.
Rio de Janeiro - Brasil
É produzida numa antiga fazenda fundada em 1923, em uma região de solo e clima ideias para o cultivo de cana e para a fermentação adequada da cachaça. 
Cachaça Da Quinta Prata, uma tradição fluminense
cachaça Da Quinta Prata é produzida por Katia Espírito Santo em Carmo, no Rio de Janeiro.
A cachaça é produzida numa antiga fazenda fundada em 1923, em uma região de solo e clima ideias para o cultivo de cana e para a fermentação adequada da cachaça. A cachaça representa o terroir da região serrana fluminense.
Cachaça orgânica
A cachaça Da Quinta tem certificado de produto orgânico.
Curiosidades
A cachaça Da Quinta está entre as cachaças mais premiadas do Brasil. Ela é produzida no município de Carmo, na região serrana do Rio de Janeiro.
A produção da Cachaça da Quinta obedece critérios rigorosamente estabelecidos e controlados a saber:  canavial orgânico envolvendo as melhores técnicas de plantio tratos culturais e colheita,fermentação orgânica com leveduras da cana cultivada na propriedade, destilação lenta em alambique de cobre com obtenção do puríssimo “coração” ou seja a fração correta da cachaça de alto padrão sensorial e físico-químico. Armazenamento por dois anos em tonéis de madeira – Amburana ou Carvalho – e de dez a doze meses em tonéis inoxidáveis – abrigados em edificação secular com paredes espessas pé direito alto e telhas de barro, engarrafamento, cumprimento dos protocolos de boas práticas de fabricação em todas as etapas.
",Volume: 500 ml,Rio de Janeiro - Brasil,Produtor: Da Quinta,42%,,"VISÃO: incolor
PALADAR: aromatico
",https://ethylica.com.br/produto/cachaca-da-quinta-prata-500ml/,27/05/2021 11:02
18,60c814f2679d88dafb13a97c,Cachaça Dom Bré Clássica 700ml,"R$ 100,00","
Cachaça Dom Bré Clássica 700ml
A Cachaça Dom Bré Clássica  traz o aveludado amendoado.
 - 
Descansada em tonéis de jequitiba-rosa. 
Conheça mais a Cachaça Dom Bré Clássica
A Cachaça Dom Bré Clássica  traz o aveludado amendoado da superior cachaça de qualidade descansada em tonéis de jequitiba-rosa, que empresta ao produto uma delicadeza que a deixa ótima para ser degustada pura acompanhando todos os pratos da cozinha nacional e insuperável no preparo dos melhores drinks do mundo, em especial a nossa caipirinha.
",Volume: 700 ml,,,40%,Madeira: Jequitibá-Rosa,"VISÃO: incolor
PALADAR: adocicado, elegante
",https://ethylica.com.br/produto/cachaca-dom-bre-classica-700ml/,27/05/2021 11:02
19,60c814f2679d88dafb13a97d,Cachaça Dom Bré Ouro 700ml,"R$ 149,00","
Cachaça Dom Bré Ouro 700ml
A Cachaça Dom Bré Ouro é equilibrada onde o amadeirado em sintonia com o frutado e abaunilhado.
 - 
No Alambique Guarani o que faz a diferença na bebida é o carinho com que é produzida. O esmero no controle de todas as fases da produção coloca nossa cachaça entre os melhores destilados do mundo. 
Conheça mais a Cachaça Dom Bré Ouro
Cachaça Dom Bré Ouro é equilibrada onde o amadeirado em sintonia com o frutado e abaunilhado resulta em uma cachaça leve, porém de sabor marcante que agrada a todos os apreciadores de uma boa cachaça.
Harmonize a seu gosto!
O Alambique Guarani foi projetado e concebido para produzir de forma sustentável, preservando as tradições seculares de fabricação da cachaça mineira de qualidade, não abrindo mão do que existe de mais moderno e eficiente em boas práticas de fabricação e segurança dos alimentos, resultando em um produto sem igual, sem comparação. No Alambique Guarani o que faz a diferença na bebida é o carinho com que é produzida. O esmero no controle de todas as fases da produção coloca nossa cachaça entre os melhores destilados do mundo.
",Volume: 700 ml,,,40%,Madeira: Carvalho,"VISÃO: dourado-escuro
OLFATO: adocicados
PALADAR: adocicado, aveludada
",https://ethylica.com.br/produto/cachaca-dom-bre-ouro-700ml/,27/05/2021 11:02
20,60c814f3679d88dafb13a97e,Cachaça Espirito de Minas 700ml,"R$ 90,00","
Cachaça Espirito de Minas 700ml
A Cachaça Espírito de Minas é inspirada em origens mineiras, desde o nome até a essência.
Minas Gerais - Brasil
Resgatando a tradição desde o plantio da cana, passando pela fermentação natural, até a destilação em alambique de cobre. 
Conheça mais a Cachaça Espírito de Minas
A Cachaça Espírito de Minas é inspirada em origens mineiras, desde o nome até a essência, a Cachaça Espírito de Minas é produzida em uma fazenda colonial na pequena cidade de São Tiago. Resgatando a tradição desde o plantio da cana, passando pela fermentação natural, até a destilação em alambique de cobre.
Harmonize ao seu gosto!
O Produtor
Sempre em busca de maior qualidade, e não quantidade, a cana de açúcar utilizada na produção da Espírito de Minas é produzida na própria fazenda e colhida manualmente, quando atinge seu estágio ideal de concentração de açúcar.
Durante a destilação, a cachaça é separada em três partes: cabeça, coração e cauda. Os primeiros litros da destilação resultam na cabeça, parte impura, que é descartada. Em seguida, o coração, parte nobre da cachaça, onde se concentram os melhores aromas e sabores. Por último, a cauda, um líquido mais fraco, que também é descartado.
",Volume: 700 ml,Minas Gerais - Brasil,Produtor: Espírito de Minas,,,"VISÃO: amarelo-palha
OLFATO: adocicados
PALADAR: adocicado, aromatico
",https://ethylica.com.br/produto/cachaca-espirito-de-minas-700ml/,27/05/2021 11:03
21,60c814f3679d88dafb13a97f,Cachaça Gatinha Blend de Madeiras 600ml,"R$ 39,90","
Cachaça Gatinha Blend de Madeiras 600ml
A cachaça Gatinha é criação dos mesmos produtores da cachaça Companheira, localizada em Jandaia do Sul no Paraná.
Paraná - Brasil
Após a destilação, a cachaça fica armazenada por 2 anos em tonéis de imburana (madeira também conhecida como cervejeira, amburana ou umburana) 
A produção da cachaça Gatinha Blend de Madeira.
A cachaça Gatinha é criação dos mesmos produtores da cachaça Companheira, localizada em Jandaia do Sul no Paraná.
O responsável pela produção é o engenheiro químico e mestre destilador Natanael Bonicontro.
A cachaça é produzida com canas selecionadas de alto teor de açúcar e toda colheita é feita manualmente. A fermentação é feita com leveduras autóctones, ou seja, aquelas que se encontram naturalmente no ambiente, destacando o terroir local. A destilação é feita em alambiques de cobre.
Cortando cana na produção da cachaça Gatinha
O diferencial do envelhecimento em madeira
O maior diferencial da cachaça Gatinha está no processo de maturação em madeiras.
Após a destilação, a cachaça fica armazenada por 2 anos em tonéis de imburana (madeira também conhecida como cervejeira, amburana ou umburana), e depois é envelhecida por 4 anos em tonéis de carvalho europeu e americano.
Os prêmios da cachaça
Essa premiada cachaça paranaense vencedora da Medalha de Ouro na Expocachaça 2018
",Volume: 600 ml,Paraná - Brasil,Produtor: Companheira,40%,Madeira: Amburana,"PALADAR: aromatico
",https://ethylica.com.br/produto/cachaca-gatinha-blend-de-madeiras-600ml/,27/05/2021 11:03
22,60c814f3679d88dafb13a980,Cachaça Gouveia Brasil Extra Premium 700ml,"R$ 330,00","
Cachaça Gouveia Brasil Extra Premium 700ml
A Cachaça Gouveia Brasil Extra Premium é um blend de madeiras: amburana, carvalho-americano e jequitibá rosa. Envelhecida por mais de 5 anos.
Minas Gerais - Brasil
Premiada com GRAND GOLD MEDAL no Spirits Selections by Concours Mondial de Bruxelles em 2016. Primeiro e único destilado nacional a conquistar esse prêmio. 
Conheça mais a história da Cachaça Gouveia Brasil Extra Premium
A Cachaça Gouveia Brasil Extra Premium é um blend de madeiras: amburana, carvalho-americano e jequitibá rosa. Envelhecida por mais de 5 anos. Premiada com GRAND GOLD MEDAL no Spirits Selections by Concours Mondial de Bruxelles em 2016. Primeiro e único destilado nacional a conquistar esse prêmio. Medalha de Ouro na maior feira nacional de cachaças – 26ª Edição da Expocachaça em Belo Horizonte/ MG, em 2016, como melhor cachaça nacional. Premiada em 2015 com maior prêmio da Academia Brasileira de Design pela sua embalagem diferenciada e de design elegante.
Cachaça Gouveia Brasil Extra Premium é uma bebida única, marcante e de equilíbrio singular. Deixa no olfato aromas de frutas, madeiras e flores, além de toques de baunilha, amêndoa e nozes.
Acompanha muito bem pratos à base de carne e molhos cremosos. Sua harmonia também é perfeita com chocolates e tabaco.
Produtor
A combinação de história e paixão de Roberto Brasil uniram-se ao talento de Armando Del Bianco, um dos mais conhecidos e respeitados master blenders do país. Para Armando a tarefa era desenvolver um destilado equiparado aos melhores do mundo, e que pudesse ser apreciado por todos e todas, inclusive pelos degustadores mais sofisticados. Del Bianco montou em Turvolândia uma adega de barris de carvalho americano e tratou de extrair o melhor da cana, do alambique e da madeira.
",Volume: 700 ml,Minas Gerais - Brasil,Produtor: Gouveia Brasil,40%,Madeira: Amburana,"VISÃO: dourada
OLFATO: floral, frutado, madeira
PALADAR: adocicado, aromatico, aveludada, elegante, equilibrado
",https://ethylica.com.br/produto/cachaca-gouveia-brasil-extra-premium-700ml/,27/05/2021 11:03
23,60c814f3679d88dafb13a981,Cachaça Gouveia Brasil Premium 700ml,"R$ 192,00","
Cachaça Gouveia Brasil Premium 700ml
A Cachaça Gouveia Brasil Carvalho Premium é arte e elegância em destilados  artesanais. É pura originalidade, pura paixão.
Minas Gerais - Brasil
É dourada, adocicada, frutada, com paladar aveludado. 
Conheça mais a história da Cachaça Gouveia Brasil Carvalho Premium
A Cachaça Gouveia Brasil Carvalho Premium é arte e elegância em destilados  artesanais.
Há mais de 100 anos, na pequena Turvolândia, no Sul de Minas Gerais, os Gouveia Vieira se reuniam para prosear sobre as coisas da vida e celebrá-la. De pai para filho, um destilado ainda sem nome embalava todas aquelas rodas.
Na terceira geração da família, o publicitário e músico Roberto Brasil resolveu transformar toda aquela tradição em uma grife. A partir de então, os tonéis e barris cuidadosamente instalados na antiga propriedade deram origem a um centro artesanal extremamente moderno, com produção controlada e limitada, que garante toda a perfeição, cuidado e equilíbrio dos produtos com a marca Gouveia Brasil.
A Cachaça Gouveia Brasil Carvalho Premium é pura originalidade, pura paixão.
Coloração: Amarelo Dourado (para caramelo) – ótimo corpo – límpida e brilhante
Aroma: adocicados – frutado (banana baunilha – finaliza com menta no início) – amadeirados – coco
Gostos: Doce
Sensações: aveludado – levemente picante
Retrogosto: agradável (forte) – baunilha
Harmonize ao seu gosto!
Produtor
A combinação de história e paixão de Roberto Brasil uniram-se ao talento de Armando Del Bianco, um dos mais conhecidos e respeitados master blenders do país. Para Armando a tarefa era desenvolver um destilado equiparado aos melhores do mundo, e que pudesse ser apreciado por todos e todas, inclusive pelos degustadores mais sofisticados. Del Bianco montou em Turvolândia uma adega de barris de carvalho americano e tratou de extrair o melhor da cana, do alambique e da madeira.
",Volume: 700 ml,Minas Gerais - Brasil,Produtor: Gouveia Brasil,44%,Madeira: Carvalho,"VISÃO: dourada
OLFATO: adocicados
PALADAR: adocicado, aromatico, elegante, encorpado
",https://ethylica.com.br/produto/cachaca-gouveia-brasil-premium-700ml/,27/05/2021 11:03
24,60c814f3679d88dafb13a982,Cachaça Hof Alma Paulista 700ml,"R$ 56,00","
Cachaça Hof Alma Paulista 700ml
Cachaça Alma Paulista é  bidestilada em alambique de cobre, como manda o bom figurino.
Serra Negra - Brasil
Tem o palato mais para o adocicado lembrando cana, acidez leve, boa intensidade, longa persistência, agradável do começo ao final de boca. 
Conheça mais a história da Cachaça Hof Alma Paulista
Cachaça Alma Paulista é produzido na Microdestilaria Hof. A destilaria localizada em Serra Negra, no interior de São Paulo desenvolve, produz e comercializa uma linha de bebidas exclusivas no interior de São Paulo. Uma das inovações está na linha de cachaças que envelhecem em barris de carvalho, além de ready to drinks, como o Rabo de Galo, seguindo o modelo de microdestilarias boutique dos EUA e Europa.
Nesse sentido trabalha com um conceito contemporâneo de produção em escala reduzida, sem perder de vista a qualidade e a viabilidade do negócio. Uma produção antes de mais nada, destinada a paladares cada vez mais exigentes.
Cachaça Alma Paulista é  bidestilada em alambique de cobre, como manda o bom figurino.  Além disto, é executado um blend (mistura, adição) com uma cachaça monodestilada para garantir o sabor desejável da própria cana de açúcar. Após isto, estagia em tonel de Jequitibá-Rosa por alguns meses, conferindo leve tom palha e sutil aroma amadeirado.
De visual claro, brilhante, com certa untuosidade percebida pelas lágrimas no copo. Quanto aos aromas, vi complexidade, lembrando um frutado, especiarias e sutil amadeirado, com álcool suave e elegante equilíbrio.
a Cachaça Alma Paulista  tem o palato mais para o adocicado lembrando cana, acidez leve, boa intensidade, longa persistência, agradável do começo ao final de boca.
Harmonize ao seu gosto!
",Volume: 700 ml,Serra Negra - Brasil,Produtor: Microdestilaria Hof,39%,Madeira: Jequitibá-Rosa,"VISÃO: incolor
OLFATO: adocicados
PALADAR: adocicado, aromatico, levemente-amargo, persistente, profundo
",https://ethylica.com.br/produto/cachaca-hof-alma-paulista-700ml/,27/05/2021 11:04
25,60c814f3679d88dafb13a983,Cachaça Leblon 750ml,"R$ 55,79","
Cachaça Leblon 750ml
A Cachaça Leblon é supervisionada pelo master distiller, o francês Gilles Merlet, que, após vários testes, desenvolveu um novo processo especial para a marca.
 - 
É refinada através de um descanso de até 6 meses em barris de Cognac XO, resultando em um sabor ultra suave. 
Conheça mais a Cachaça Leblon.
A Cachaça Leblon é supervisionada pelo master distiller, o francês Gilles Merlet, que, após vários testes, desenvolveu um novo processo especial para a marca.
Descanso: A cachaça Leblon é refinada através de um descanso de até 6 meses em barris de Cognac XO, resultando em um sabor ultra suave.
– Filtragem: A Leblon é triplamente filtrada usando um processo orgânico exclusivo desenvolvido pela família Merlet durante séculos de produção de cognac.
– Engarrafamento: O toque final é o engarrafamento em uma garrafa cristalina de luxo.
Harmonize a seu gosto!
",Volume: 750 ml,,,40%,Madeira: Carvalho Francês,"VISÃO: incolor
OLFATO: frutado
PALADAR: elegante, fresco
",https://ethylica.com.br/produto/cachaca-leblon-750ml/,27/05/2021 11:04
