,_id,NOME_DA_CACHAÇA,PREÇO,VOLUME,ANÁLISE_DO_CACHACIER,DESCRIÇÃO_DA_CACHAÇA,HISTÓRIA_DO_ALAMBIQUE,LOCAL_DE_PRODUÇÃO,RECIPIENTE_DE_ARMAZENAMENTO,TEMPO_DE_ARMAZENAMENTO,GRADUAÇÃO_ALCOÓLICA,PREMIOS,DATA_COLETA,LINK
132,60df74978882c8982eaecdb5,Cachaça Serra das Almas Prata 670ml,"R$ 56,88",670ml,,,,Rio de Contas - BA,,,40%,,25/6/2021 - 19:41:20,https://www.cachacarianacional.com.br/cachaca-serra-das-almas-prata-670ml-00057/p
133,60df74978882c8982eaecdb6,Cachaça Guaraciaba Jequitibá 350ml,"R$ 12,50",350ml,,"A Cachaça Guaraciaba Jequitibá 350ml é envelhecida por um ano em barris de jequitibá, madeira tradicionalmente brasileira. Leve, possui graduação alcoólica de 40%. Tem sabor leve e macio, com acidez equilibrada. Apresenta aroma frutado e amadeirado. Harmoniza bem com petiscos e caldos. Envasada em garrafas de cerveja.
","Em 1960, José Maria Santana, mais conhecido como Zé Santana, começou a produzir cachaça em um pequeno engenho movido à roda d’água, em Guaraciaba, Minas Gerais. O produto era vendido e entregue no lombo de burros pelos tropeiros. A fama da cachaça correu a região e aumentou a demanda, fazendo com que o engenho fosse trocado por um maior, movido a vapor.

Cinco anos depois, foi registrada a marca Guaraciaba, e a tropa de burros foi trocada por um caminhão. Em pouco tempo, já era uma das bebidas preferidas na capital. Hoje, a Cachaça Guaraciaba é administrada pelo sucessor de Zé Santana e fabricada entre junho e outubro, produzindo de 400 mil a 600 mil litros de cachaça por ano.
",Guaraciaba - MG,Jequitibá,1 ano,40%,,25/6/2021 - 19:41:27,https://www.cachacarianacional.com.br/cachaca-guaraciaba-jequitiba-350ml-00023/p
134,60df74978882c8982eaecdb7,Cachaça Armazem Vieira Porto Nossa Senhora do Desterro 700ml,"R$ 133,20",700ml,,"A Cachaça Armazem Vieira Porto Nossa Senhora do Desterro 700ml é armazenada por seis anos em barris de ariribá e grápia. Foi a primeira cachaça Armazem Vieira engarrafada, em 1985. Também conhecida como Armazem Vieira Tradicional. Pode ser degustada pura, como um destilado tradicional, ou “on the rocks”, “old fashion”, ou ainda ser uma base para um coquetel.
","As Cachaças Armazem Vieira são produzidas na ilha de Santa Catarina, no sul do Brasil, desde o século XIX. A construção do entreposto marítimo em 1840, à beira-mar na pequena baía do Saco dos Limões, constituiu-se num importante marco na comercialização entre as diferentes freguesias e arraiais da região.

O armazém comercializava, também, com os grandes navios veleiros internacionais que aportavam na Ilha para se abastecer de água, café, farinha de mandioca, açúcar, carnes, verduras, apetrechos náuticos, mastros de navio (ariribá) e da imprescindível cachaça.

Em 1983, os engenheiros e mixologistas Wolfgang Schrader e Renato Grasso Bollo, adquiriram o histórico Armazem Vieira e ficaram fascinados ao conhecer a tradição na produção do destilado.
Assim, iniciaram a própria história com o objetivo de produzir Cachaças Artesanais de qualidade para colocá-las no mercado internacional entre os melhores destilados. Em 1985, iniciam a produção e inauguram um bar promocional com o mesmo nome, instalado no prédio histórico do Armazem Vieira.
",Florianópolis - SC,Ariribá e Grápia,6 anos,40%,,25/6/2021 - 19:41:34,https://www.cachacarianacional.com.br/cachaca-armazem-vieira-porto-nossa-senhora-do-desterro-700ml-00003/p
135,60df74978882c8982eaecdb8,Cachaça de Alambique 6 Annas Carvalho Espanhol 700ml,"R$ 69,90",700ml,"De cor amarelo-claro, possui uma mescla de aromas de banana, frutas e damasco.","O nome 6 Annas é uma homenagem às mulheres importantes na vida do produtor Otto e que, por coincidência, têm “ana” no final de seus nomes: a esposa Adriana e as cinco filhas Maiana, Poliana, Juliana, Rayana e Maryana.

A Cachaça de Alambique 6 Annas Carvalho Espanhol 700ml é armazenada por um ano em barris de carvalho espanhol vindos diretamente da Europa e utilizados para descansar rum. Antes de armazenar o destilado, passaram por uma tosta. Leve, a bebida possui graduação alcoólica de 40%.
","A Cachaça 6 Annas é fruto do trabalho perseverante de Solange Netto Andrade, mestre alambiqueira que, desde 2014, tem investido no seu sonho de criar um produto de ótima qualidade em coerência com a história de sua família, cujo legado foi construído com afinco e clareza. Atenta e dedicada a tudo que faz, ela acompanha diariamente o desenvolvimento do empreendimento e supervisiona o passo a passo de todas as etapas de produção da bebida.

Instalado praticamente às margens do Rio Piraqueaçu, em Aracruz, no Espírito Santo, o alambique que deu origem à cachaça foi construído em 2008 por Otto, irmão mais novo de Solange, para ser um hobby. A brincadeira foi levada a sério e deu origem a um produto que promete fazer bonito no mercado de destilados.

Ao longo dos últimos anos, além de desenvolver e buscar melhorias para garantir um produto final com qualidade reconhecida, a empreendedora conduziu o seu negócio para atender a todas as exigências necessárias para a produção e comercialização de bebidas.
",Aracruz - ES,Carvalho Espanhol,1 ano,40%,,25/6/2021 - 19:41:40,https://www.cachacarianacional.com.br/cachaca-de-alambique-6-annas-carvalho-espanhol-700ml-01850/p
136,60df74988882c8982eaecdb9,Cachaça Cultura Mineira Carvalho 700ml,"R$ 59,90",700ml,"De cor amarelo quase dourado, possui uma mescla de aromas frutado, doce e de baunilha. No paladar, causa uma explosão de sabores. Retrogosto abaunilhado, com nuance de chocolate branco.","A Cachaça Cultura Mineira Carvalho 700ml é produzida de forma artesanal, resgatando os valores da terra, os sabores de Minas e a tradição do alambique de cobre. Armazenada por dois anos em tonéis de carvalho, é uma bebida leve, com 40% de graduação alcoólica.
","O alambique Cultura Mineira está localizado em Caputira, na Zona da Mata de Minas Gerais. Com responsabilidade ambiental e social, tem canavial próprio cultivado sem o uso de agrotóxicos. O bagaço da cana é reaproveitado em substituição à madeira para o aquecimento do processo de destilação. Possui um rígido controle de higiene na fabricação, obtendo um produto de qualidade, sem perder a tradição do modo mineiro de fazer cachaça.
",Caputira - MG,Carvalho,2 anos,40%,,25/6/2021 - 19:41:52,https://www.cachacarianacional.com.br/cachaca-cultura-mineira-carvalho-com-caixa-700ml-01795/p
137,60df74988882c8982eaecdba,Cachaça Decisão Prata 700ml,"R$ 39,80",700ml,"Possui aroma floral. No paladar, traz um gosto de cana-de-açúcar. Ideal para ser degustada gelada, utilizada na elaboração de drinks e na culinária.","A Cachaça Decisão Prata 700ml é uma bebida armazenada em tonéis inox. De fabricação artesanal, apresenta baixa acidez e um sabor marcante. Possui graduação alcoólica de 40%.
","A Fazenda Pastinho, localizada em Sabinópolis, Minas Gerais, possui uma história respeitável no cultivo da cana-de-açúcar e na produção das cachaças Decisão e Sabicana. Essa história se traduz no cuidado criterioso na qualidade e seleção das matérias primas, extraindo o melhor da cana.

Cada detalhe na produção são cuidados atenciosamente conforme as normas legais. Acima de tudo, a principal motivação é atender o paladar mais exigente e apurado. A produção vem passando de geração em geração na família Barroso Mourão que, a cada ano, está cada vez mais empenhada em produzir um produto rico em qualidade.
",Sabinópolis - MG,Inox,,40%,"2016 - Medalha de Bronze no ExpoCachaça
",25/6/2021 - 19:42:0,https://www.cachacarianacional.com.br/cachaca-decisao-prata-700ml-01770/p
138,60df74988882c8982eaecdbb,Cachaça Encomenda Real Prata 700ml,"R$ 39,00",700ml,,"A Cachaça Encomenda Real Prata 700ml é uma bebida armazenada por um ano em tonéis de inox. Leve, possui graduação alcoólica de 38%. A alta qualidade do produto se dá pelo rigoroso acompanhamento da fabricação, que vai do plantio da cana-de-açúcar até testes rigorosos de qualidade após a destilação em alambique de cobre.
","A Encomenda Real nasceu do encontro dos amigos Leonam Pereira e Vinícius Amadei. Em 2006, ambos ingressaram na Universidade Federal de Juiz de Fora (UFJF) para cursar a graduação em farmácia. Colegas de sala, logo viram a amizade crescer.

Em 2011, o projeto começou a sair do papel, com a compra do primeiro engenho e do alambique. No sítio familiar de Leonam, em Cruzília, no Sul de Minas, a visão de ambos começou a criar contornos reais e, posteriormente, chegou ao mercado. O nome Encomenda Real nasceu como uma homenagem à região da Estrada Real.
",Cruzília - MG,Inox,1 ano,38%,,25/6/2021 - 19:42:6,https://www.cachacarianacional.com.br/cachaca-encomenda-real-prata-700ml-01754/p
139,60df74988882c8982eaecdbc,Cachaça Beijoca Ouro 1000ml,"R$ 22,32",1000ml,,,,Morro do Garça - MG,Carvalho,,40%,,25/6/2021 - 19:42:12,https://www.cachacarianacional.com.br/cachaca-beijoca-ouro-1000ml-01730/p
140,60df74988882c8982eaecdbd,Cachaça Buteco do Jay 8 Anos Extra Premium 750ml,"R$ 450,00",750ml,"No visual, sua cor caramelo chama a atenção. As lágrimas escorrem lentamente na parede da taça, indicativo de ótimo corpo. No aroma, destaca-se a baunilha, o caramelo e até um certo melaço. Na boca, é licorosa, extremamente aveludada e desce muito suave, convidativa ao próximo gole. O sabor é intenso, amadeirado e prazerosamente doce. O seu retrogosto é agradável, intenso e marcante.","A Cachaça Buteco do Jay 8 Anos Extra Premium 750ml é feita a partir de um blend e armazenada por oito anos em barris de carvalho francês e amburana. Leve, possui graduação alcoólica de 40%. Idealizada pelo especialista Jay Messina, a bebida é produzida na destilaria Weber Haus, famosa pela fabricação de Cachaças Artesanais de alta qualidade.
","O “Buteco do Jay” teve início em meados de 2015, quando seu criador, Jay Messina, transformou a sala de seu apartamento nos Estados Unidos em um barzinho para receber os amigos. Amante de uma boa prosa e apaixonado por sertanejo, moda, viola e cachaça, o barzinho foi carinhosamente apelidado de “Buteco do Jay” e se transformou no point da galera.

Em abril de 2019, foi postado no canal do youtube da Cachaçaria Nacional, o vídeo ""Torresmo e Cachaça”, resultado de uma parceria entre Jay e os fundadores da Cachaçaria Nacional. Desde então, o Buteco do Jay, que antes era apenas dentro da sua casa, passou a fazer parte da vida dos cachaceiros do Brasil. Quem não gosta de harmonizar cachaça com comida e ainda aprender a fazer receitas dignas de boteco?

Assim, ele se tornou o maior divulgador da cachaça - produto genuinamente brasileiro - nos Estados Unidos. Em meados de 2018, a pedido de vários seguidores e amigos, nasceu a ideia de criar a Cachaça Buteco do Jay.

Desde então, Jay fez desse pedido o seu grande sonho e trabalhou arduamente nisso. Foram meses fazendo uma extensa e minuciosa seleção para decidir qual destilado seria o escolhido. As bebidas são produzidas pela destilaria Weber Haus, de Ivoti, no Rio Grande do Sul, famosa pela fabricação de Cachaças Artesanais de qualidade.
",Ivoti - RS,Carvalho Francês e Amburana,8 anos,40%,"2020 - Grande Ouro na 19ª Edição do Vinhos e Destilados do Brasil
2020 – Medalha de Ouro no ExpoCachaça
",25/6/2021 - 19:42:25,https://www.cachacarianacional.com.br/cachaca-buteco-do-jay-extra-premium-750ml-01691/p
141,60df74988882c8982eaecdbe,Cachaça Retiro Velho Reserva Especial 700ml,"R$ 93,00",700ml,,,,Araguari - MG,Cerejeira e Carvalho,,42%,,25/6/2021 - 19:42:32,https://www.cachacarianacional.com.br/cachaca-retiro-velho-reserva-especial-700ml-01668/p
142,60df74988882c8982eaecdbf,Cachaça Coqueiro Envelhecida 700ml,"R$ 67,00",700ml,,"A Cachaça Coqueiro Envelhecida 700ml é uma bebida envelhecida por dois anos em barris de carvalho francês. Robusta, possui graduação alcoólica de 44%.
","A Cachaça Coqueiro é produzida na Fazenda Cabral, em Paraty, no Rio de Janeiro. A família Mello começou a fabricar o destilado na região em 1803 e segue até hoje a receita dos antepassados, com técnicas de fermentação utilizando leveduras selvagens.

Em 1980, o produtor Eduardo Mello comprou a marca Coqueiro, existente desde 1940. Seguindo a tradição local, a bebida passa apenas por barris de amendoim e carvalho francês, além dos tonéis de inox.
",Paraty - RJ,Carvalho Francês,2 anos,42%,,25/6/2021 - 19:42:38,https://www.cachacarianacional.com.br/cachaca-coqueiro-envelhecida-700ml-01665/p
143,60df74998882c8982eaecdc0,Cachaça Estância Moretti 4 Madeiras 500ml,"R$ 55,00",500ml,"De cor esverdeada e límpida, possui uma mescla de aromas baunilha, mel, amêndoas e coco. Na boca causa uma sensação aveludada muito agradável, com baixa acidez.","A Cachaça Estância Moretti 4 Madeiras 500ml é produzida através de um blend. Envelhecida por oito anos em barris de carvalho francês, americano, amburana e castanheira, possui graduação alcoólica de 40%. Com sabor equilibrado, respeita as características sensoriais únicas de cada madeira. Harmoniza muito bem com carnes vermelhas e queijos maturados.
","Se tem uma coisa que amamos aqui na Cachaçaria Nacional é quando a paixão pela Cachaça é deixada como uma herança familiar. É o caso do Luiz Carlos Moretti, produtor da Cachaça Estância Moretti. Ele herdou a paixão pela bebida da família, que veio da Itália e tinha a tradição de trabalhar com bebidas. Mas o amor pelo destilado tipicamente brasileiro veio do pai e do avô, que eram grandes apreciadores da cachaça e prezavam sempre por beber uma boa dose juntos.

Com o passar dos anos, Luiz começou a sentir vontade de produzir a própria bebida, algo que atendesse às características sensoriais que procurava. Queria fazer a sua própria Cachaça Artesanal, uma vez que é encantado pelo processo de fabricação e pela qualidade fantástica do produto final.

Em 2001, lançou a Cachaça Estância Moretti, que carrega o nome de sua família. É produzida na Cachaçaria Companheira, em Jandaia do Sul, no Paraná. O corte e a colheita da cana-de-açúcar utilizada para a fabricação do destilado é feito de forma manual e no inverno, pois é quando a cana está madura. A destilação é feita em alambique de cobre e todo o processo de envelhecimento acontece em barris de carvalho americano ou francês.
",Jandaia do Sul - PR,"Carvalho Francês, Americano, Amburana e Castanheira",8 anos,40%,,25/6/2021 - 19:42:44,https://www.cachacarianacional.com.br/cachaca-estancia-moretti-4-madeiras-500ml-01639/p
144,60df74998882c8982eaecdc1,Cachaça Engenho do Coronel Prata 1000ml,"R$ 37,00",1000ml,,"A Cachaça Engenho do Coronel Prata 1000ml é armazenada por três meses em tanques de inox. Leve, possui graduação alcoólica de 40%. É uma bebida suave, com aromas diferenciados e paladar inigualável. Ideal para o preparo de drinks e coquetéis.

O nome é uma referência ao produtor Emiliano Vital de Souza, um coronel reformado da Polícia Militar de Minas Gerais que, desde a adolescência, aprendeu com o pai a identificar Cachaças Artesanais de qualidade.
","O Alambique do Coronel nasceu do antigo sonho do proprietário Emiliano Vital de Souza. Ao adquirir uma propriedade rural na cidade de Taquaraçu de Minas, a Roça do Coronel, o sonho deu lugar ao minucioso e audacioso projeto. Surgiram, então, as Cachaças Engenho do Coronel.

As cachaças são produzidas sem o uso de agrotóxicos e de maneira artesanal, em alambique de cobre. Cada etapa da fabricação é acompanhada pelo veterano coronel fundador e por um alambiqueiro.

O conceito de qualidade total está presente desde o início do plantio de cana-de-açúcar até a logística de distribuição, sendo tudo planejado com o objetivo de entregar ao consumidor um produto de excelência, com sabor e aroma inigualável.
",Taquaraçu de Minas - MG,Inox,3 meses,40%,,25/6/2021 - 19:42:50,https://www.cachacarianacional.com.br/cachaca-engenho-do-coronel-prata-1000ml-01626/p
145,60df74998882c8982eaecdc2,Cachaça Caninha do Coronel Ouro 1000ml,"R$ 45,00",1000ml,,"A Cachaça Caninha do Coronel Ouro 1000ml é armazenada por quatro anos em barris de carvalho. Leve, possui graduação alcoólica de 40%. É um destilado especial pelo sabor suave e adocicado do mel extraído da madeira, que torna a cachaça a preferida de todos os públicos.

O nome é uma referência ao produtor Emiliano Vital de Souza, um coronel reformado da Polícia Militar de Minas Gerais que, desde a adolescência, aprendeu com o pai a identificar Cachaças Artesanais de qualidade.
","O Alambique do Coronel nasceu do antigo sonho do proprietário Emiliano Vital de Souza. Ao adquirir uma propriedade rural na cidade de Taquaraçu de Minas, a Roça do Coronel, o sonho deu lugar ao minucioso e audacioso projeto. Surgiram, então, as Cachaças Engenho do Coronel.

As cachaças são produzidas sem o uso de agrotóxicos e de maneira artesanal, em alambique de cobre. Cada etapa da fabricação é acompanhada pelo veterano coronel fundador e por um alambiqueiro.

O conceito de qualidade total está presente desde o início do plantio de cana-de-açúcar até a logística de distribuição, sendo tudo planejado com o objetivo de entregar ao consumidor um produto de excelência, com sabor e aroma inigualável.
",Taquaraçu de Minas - MG,Carvalho,4 anos,40%,,25/6/2021 - 19:42:56,https://www.cachacarianacional.com.br/cachaca-caninha-do-coronel-ouro-1000ml-01624/p
146,60df74998882c8982eaecdc3,Cachaça Pinga Ni Mim Sérgio Reis Prata 670ml,"R$ 31,50",670ml,,"A Cachaça Pinga Ni Mim Sérgio Reis Prata 670ml é uma homenagem da Destilaria Meia Lua ao cantor e ator Sérgio Reis, que tem a música como marco na carreira de grande artista nacional. Lançada nos anos 1980, a música Pinga Ni Mim ultrapassa gerações e faz sucesso até hoje. O destilado é armazenado por dois anos em barris de jequitibá. Possui uma graduação alcoólica de 40%.
","A Cachaça Pinga Ni Mim é produzida na fazenda Meia Lua, em Salinas, no Norte de Minas Gerais, região referência na produção de cachaça pelo fato de o clima e o solo serem propícios para o cultivo da cana-de-açúcar. Tradição, qualidade e singularidade são palavras com as quais podemos definir com maior precisão a Cachaça Meia Lua.

A história da Cachaça de Salinas possui uma beleza sem igual e começa em 1950, quando Deli Alves Rocha comprou a fazenda Jacurutu. A partir daí, iniciou a produção da bebida e de rapadura para vender na região. Depois, sua filha se casou com João Fernandes e começou a viajar vendendo os produtos na região. A qualidade era tanta que tiveram aceitação imediata e, consequentemente, foi batizado o produto principal: Cachaça Lua Cheia.

Foi em 1988 que a herança, passada de pai para filho, tornou-se uma realidade. Após anos de aprimoramento, Ailton Fernandes decidiu fundar a Cachaça Meia Lua e Lua Azul. Com o passar do tempo, o aumento da produção e o sucesso na criação de novos produtos deram vida a uma novidade: a Cachaça Meia Lua Prata.

No final de 2019, a Cachaça Meia Lua passou a ser chamada de Meia Lua Destilaria, um projeto bem ambicioso derivado da incorporação das marcas Premissa e Unna. Hoje, a Destilaria Meia Lua se destaca com produtos de primeira linha. O sucesso foi consequência de um trabalho árduo e do esforço na busca da melhor qualidade.
",Salinas - MG,Jequitiba,2 anos,40%,,25/6/2021 - 19:43:4,https://www.cachacarianacional.com.br/cachaca-pinga-ni-mim-sergio-reis-prata-670ml-01610/p
147,60df74998882c8982eaecdc4,Cachaça Japi Carvalho 750ml,"R$ 55,00",750ml,,"A Cachaça Japi Carvalho 750ml é produzida através de um blend de barris de primeiro e segundo uso. Envelhecida por um ano e meio em dornas de carvalho. Leve, possui graduação alcoólica de 39%.
","A história da Cachaça Japi começou em 1890, na Fazenda Santana, onde foi construído o primeiro engenho de Itupeva, interior de São Paulo. Em 1925, a propriedade foi vendida para o imigrante italiano Cyrineo Tonoli e passou a se chamar Fazenda Nova Era. A princípio, o novo dono, acompanhado da esposa e dos onze filhos, continuou com a produção de cachaça e iniciou a plantação de café.

Com o lucro obtido com a venda do café, Cyrineo produziu cachaça por apenas dois anos e optou por dedicar-se exclusivamente ao cafezal. No entanto, três anos depois, a família perdeu o patrimônio na crise de 1929 devido às dívidas realizadas para manter o cultivo. Uma vez que o grão deixou de ser um produto rentável, a família passou a procurar outras atividades para o sustento.

Em 1948, o filho caçula, Danilo, junto de seus irmãos Ciro, Antenor, Teodomiro e Lélio Tonoli, retomaram a produção de cachaça na fazenda. No dia 17 de julho de 1962 foi oficialmente aberta a Indústria e Comércio de Bebidas Tonoli, a primeira de Itupeva. A princípio, o alambique produzia apenas a tradicional Aguardente de Cana Japi. No entanto, atendendo a pedidos dos clientes, diversificaram a produção para cachaças especiais, vinhos e licores.
",Itupeva - SP,Blend de Carvalho Americano de 1º e 2º uso,1 ano e 6 meses,39%,"2018 - Medalha de Ouro no Concurso Mundial de Bruxelas
2018 - 1ª colocada no Concurso Nacional Cachaça Com Ciência do IAC
",25/6/2021 - 19:43:13,https://www.cachacarianacional.com.br/cachaca-japi-carvalho-750ml-01590/p
148,60df74998882c8982eaecdc5,Cachaça Marc Carvalho Americano Blend 700ml,"R$ 69,90",700ml,,"A Cachaça Marc Carvalho Americano Blend 700ml é uma bebida premium, produzida através de um blend e armazenada por um ano e meio em barris de carvalho americano utilizados para envelhecer whisky. Fabricada com os mais rigorosos padrões de qualidade, prezando pela excelência e complexidade sensorial, é leve, com graduação alcoólica de 40%. Rica, macia e equilibrada.
","Apesar do surgimento da Cachaça Marc ser recente, sua história começou há muito tempo. Marcelo Martins, criativo publicitário, diretor de arte e proprietário da Cachaça Marc, herdou a admiração pelo destilado do avô e do pai.

Em 2007, após visitar um restaurante antigo e tradicional em São Paulo, Marcelo ficou fascinado com as paredes e prateleiras de cachaças com rótulos antigos tomando todo o estabelecimento. Desde então, a paixão aumentou e ele começou a colecionar cachaças antigas, raras e históricas.

Com o passar do tempo, e após viver anos de imersão no universo do tradicional destilado brasileiro, Marcelo começou a sonhar em ter sua própria cachaça. Foi então que, no final de 2018, o sonho começou a ser desenvolvido e planejado.

Em setembro de 2019, na centenária e charmosa Fazenda Nova Era, na região de Itupeva, São Paulo, nasceu a Cachaça Marc. “Desde então, luto para que nosso destilado alcance novos ares, uma nova e melhor percepção perante o consumidor, fazendo com que a cachaça seja orgulho do brasileiro” afirma Marcelo.

A Marc pretende, inicialmente, ser reconhecida por ser uma das melhores cachaças e com um excelente custo-benefício. Apesar da aparência premium, esse custo não é repassado no valor do produto final. O objetivo é fazer com que todos os brasileiros enxerguem a bebida com novos olhares e passem a admirá-la para que alcance a alta coquetelaria. Afinal, bons drinks também podem e devem ser feitos com boas cachaças.
",Itupeva - SP,Carvalho Americano,1 ano e 6 meses,40%,,25/6/2021 - 19:43:19,https://www.cachacarianacional.com.br/cachaca-marc-carvalho-americano-700ml-01554/p
149,60df749a8882c8982eaecdc6,Cachaça Margô Premium 500ml,"R$ 99,70",500ml,"De cor amarelo-âmbar, possui uma mescla de aromas chocolate, baunilha e coco. No paladar, traz um gosto de especiarias. Além disso, causa uma sensação aveludada na boca.","A Cachaça Margô Premium 500ml é uma bebida envelhecida por um ano em barris de carvalho americano de primeiro uso. Leve, possui graduação alcoólica de 40%.
","A Cachaça Margô é produzida em Sales de Oliveira, interior de São Paulo. Surgiu a partir da ideia do pai de Fernando e Aluízio, produtores da bebida. O nome é uma homenagem à família Margarido, que acabou sendo resumido em Margô.
",Sales de Oliveira - SP,Carvalho Americano de primeiro uso,1 ano,40%,,25/6/2021 - 19:43:32,https://www.cachacarianacional.com.br/cachaca-margo-premium-500ml-01530/p
150,60df749a8882c8982eaecdc7,Cachaça Batista Prata 600ml,"R$ 35,80",600ml,"Transparente, possui uma mescla de aromas de cana-de-açúcar e rosas brancas. No paladar, traz um gosto doce. Além disso, causa uma sensação licorosa na boca. Retrogosto agradável e leve.","A Cachaça Batista Prata 600ml é uma bebida armazenada por um ano em tonéis de inox. Leve, possui graduação alcoólica de 40%. Sem envelhecimento em madeiras, é surpreendentemente aromática. Ideal para ser degustada pura ou no preparo de drinks e coquetéis. Envasada nas tradicionais garrafas de cerveja, faz parte da linha retrô e é um resgate dos rótulos da década de 1950.
","A Cachaça Batista foi fundada por José Batista de Oliveira em 1943, na Fazenda Cachoeirinha, em Sacramento, no Triângulo Mineiro, em terras que limitam com o Parque Nacional da Serra da Canastra. Naquela época, em plena Segunda Guerra Mundial, com o Brasil em crise na produção de açúcar, José Batista cultivava em sua fazenda uma variedade de cana conhecida como Argentina ou Tucumã, utilizada na fabricação de rapaduras para suprir o desabastecimento do açúcar.

Foi então que ocorreu a José Batista a ideia de fermentar e destilar o caldo feito das rapaduras, inaugurando, assim, a produção da bebida que se tornaria uma lenda na região. Em 1958, a marca, na época nomeada Caninha Batista, ganhou a famosa logomarca da estrela associada ao slogan ""Estrela das Gerais”, encantando paladares até 1974, quando foram paralisadas suas atividades.

Hoje, pouquíssimas garrafas daqueles primeiros tempos são guardadas como jóias raras na coleção de poucos privilegiados. Ao completar 90 anos, o Sr. José Batista confessou ao genro Marco Antonio Afonso da Mota o desejo de dar continuidade ao seu projeto. Desafio aceito, Marco herdou os segredos e técnicas de como se fazer uma boa cachaça e segue perpetuando o sonho do sogro, mantendo acesa a lenda da bebida e sua qualidade inigualável.

Em 2008, com entusiasmo e aguçado espírito empreendedor, Marco Antônio e o filho, Marco Elísio, construíram na Fazenda Boa Sorte as novas instalações da Cachaça Batista, resgatando uma tradição de mais de 70 anos, renovada por modernas técnicas de produção. Hoje, a nova fábrica consolida sua posição como empreendimento que honra a tradição da marca e projeta um novo ciclo para permanência num cenário francamente receptivo à cachaça brasileira de alambique.
",Sacramento - MG,Inox,1 ano,40%,,25/6/2021 - 19:43:46,https://www.cachacarianacional.com.br/cachaca-batista-prata-600ml-01492/p
151,60df749a8882c8982eaecdc8,Cachaça 1000 Montes Strong 700ml,"R$ 119,00",700ml,,,,Faria Lemos - MG,Carvalho Americano de Primeiro Uso - Tostas 2 3 e 4.,3 anos,45%,,25/6/2021 - 19:43:52,https://www.cachacarianacional.com.br/cachaca-1000-montes-strong-500ml-01470/p
152,60df749a8882c8982eaecdc9,Cachaça Seleta Prata 700ml,"R$ 45,50",700ml,"Transparente, possui aroma adocicado, com notas vegetais que remetem à cana-de-açúcar recém-cortada. No paladar, traz um sabor suave. Além disso, causa uma sensação aveludada na boca.","A Cachaça Seleta Prata 700ml é armazenada por um ano em tonéis de inox. Leve, possui graduação alcoólica de 40%. Com notas vegetais que remetem à cana-de-açúcar recém-cortada, a bebida tem aroma adocicado, sabor suave e toque aveludado. Ideal para ser consumida em doses e para compor drinks, especialmente a caipirinha.

A Seleta Prata foi criada para harmonizar com outros ingredientes, como limão, açúcar e gelo. É ideal para criação de outros drinks e combinações com frutas. Suas notas vegetais e seu toque aveludado permitem perfeitamente que ela também seja servida pura.
","A Seleta, maior produtora de Cachaça Artesanal do país, acompanha e participa ativamente do crescimento e evolução desse mercado, afinal, são mais de 40 anos produzindo rótulos de qualidade, sabor e inspiração singulares. A empresa possui além da fábrica, uma tanoaria, uma engarrafadora e galpões próprios. O lugar escolhido não poderia ser melhor: Salinas, localizada no sertão de Minas Gerais, conhecida como a Capital Mundial da Cachaça e que recebeu o Selo de Indicação Geográfica pelo INPI em 2012.

As características do clima solo e localização geográfica favorecem o desenvolvimento de uma variedade de leveduras selvagens especiais, responsáveis pela qualidade e sabor das bebidas produzidas pela Seleta. Em cada garrafa há um pedacinho do Brasil. É, sem dúvida, a bebida mais representativa da alma nacional.

Antônio Rodrigues, fundador e presidente da Seleta, é uma figura folclórica para muitos, mas para outros, é inspiração de empreendedorismo inteligente. A história de Toni Rodrigues e sua paixão pela cachaça começaram há mais de 40 anos. Por meio de muita luta e desafios, o empresário visionário mudou o cenário da então pinga, que dominava o mercado, para apresentar ao país cachaças de grife e qualidade ímpar.

Para ele, o segredo do sucesso consiste em três palavras: conhecimento, habilidade e atitude. Com mais de 120 funcionários, Rodrigues diz que os colaboradores são como uma grande família. “Temos os mesmos ideais, as mesmas intenções e o mesmo direcionamento, por isso existe sintonia entre todos”, afirma.

Esses mesmos colaboradores unidos aos milhares de fãs e consumidores das bebidas Seleta em todo o mundo formam uma legião chamada de seleteiros. São pessoas que consomem e acreditam na marca como algo único e muito especial. Toni, conhecido como o Rei da Cachaça, tem contribuído de forma única para que a bebida, que antes era conhecida somente em botecos, seja cada vez mais consumida pela elite econômica e cultural do Brasil.
",Salinas - MG,Inox,1 ano,40%,,25/6/2021 - 19:43:58,https://www.cachacarianacional.com.br/cachaca-seleta-prata-700ml-01458/p
