,Palavras,Rotulo,Sentenca,Inicio,Fim,Documento
126,:,O,296,6,7,30
127,670ml,B-VOLUME,296,8,13,30
128,Graduação,O,297,0,9,30
129,Alcoólica,O,297,10,19,30
130,:,O,297,19,20,30
131,42%,B-GRADUACAO_ALCOOLICA,297,21,24,30
132,RECIPIENTE,O,298,0,10,30
133,DE,O,298,11,13,30
134,ARMAZENAMENTO,O,298,14,27,30
135,:,O,298,27,28,30
136,Tipo,O,298,29,33,30
137,Barril,O,298,34,40,30
138,:,O,298,40,41,30
139,Bálsamo,B-TIPO_MADEIRA,298,42,49,30
140,Tipo,O,299,0,4,30
141,:,O,299,4,5,30
142,Armazenada,O,299,6,16,30
143,Local,O,300,0,5,30
144,de,O,300,6,8,30
145,Produção,O,300,9,17,30
146,:,O,300,17,18,30
147,Salinas,B-NOME_LOCAL,300,19,26,30
148,/,O,300,27,28,30
149,Minas,B-NOME_LOCAL,300,29,34,30
150,Gerais,I-NOME_LOCAL,300,35,41,30
151,NOME,O,385,0,4,41
152,DA,O,385,5,7,41
153,CACHAÇA,O,385,8,15,41
154,:,O,385,15,16,41
155,Cachaça,O,385,17,24,41
156,Brinco,B-NOME_BEBIDA,385,25,31,41
157,de,I-NOME_BEBIDA,385,32,34,41
158,Ouro,I-NOME_BEBIDA,385,35,39,41
159,PREÇO,O,386,0,5,41
160,:,O,386,5,6,41
161,R$,B-PRECO,386,7,9,41
162,62,I-PRECO,386,10,12,41
163,",",I-PRECO,386,12,13,41
164,0,I-PRECO,386,13,15,41
165,DESCRIÇÃO,O,387,0,9,41
166,DA,O,387,10,12,41
167,CACHAÇA,O,387,13,20,41
168,:,O,387,20,21,41
169,Armazenada,O,387,22,32,41
170,por,O,387,33,36,41
171,3,B-TEMPO_ARMAZENAMENTO,387,37,38,41
172,anos,I-TEMPO_ARMAZENAMENTO,387,39,43,41
173,em,O,387,44,46,41
174,tonéis,B-RECIPIENTE_ARMAZENAMENTO,387,47,53,41
175,de,O,387,54,56,41
176,bálsamo,B-TIPO_MADEIRA,387,57,64,41
177,",",O,387,64,65,41
178,adquire,O,387,66,73,41
179,tonalidade,O,387,74,84,41
180,de,O,387,85,87,41
181,aroma,O,387,88,93,41
182,característico,O,387,94,108,41
183,da,O,387,109,111,41
184,madeira,B-CARACTERISTICA_SENSORIAL_AROMA,387,112,119,41
185,.,O,387,119,120,41
186,Trata,O,388,0,5,41
187,-,O,388,5,6,41
188,se,O,388,6,8,41
189,de,O,388,9,11,41
190,uma,O,388,12,15,41
191,das,O,388,16,19,41
192,menores,O,388,20,27,41
193,graduações,O,388,28,38,41
194,alcoólicas,O,388,39,49,41
195,das,O,388,50,53,41
196,bebidas,O,388,54,61,41
197,envelhecidas,O,388,62,74,41
198,em,O,388,75,77,41
199,bálsamo,B-TIPO_MADEIRA,388,78,85,41
200,.,O,388,85,86,41
201,Aroma,O,389,0,5,41
202,e,O,389,6,7,41
203,sabor,O,389,8,13,41
204,bastante,O,389,14,22,41
205,equilibrados,O,389,23,35,41
206,.,O,389,35,36,41
207,-,O,390,0,1,41
208,Armazenada,O,390,2,12,41
209,por,O,390,13,16,41
210,3,B-TEMPO_ARMAZENAMENTO,390,17,19,41
211,anos,I-TEMPO_ARMAZENAMENTO,390,20,24,41
212,em,O,390,25,27,41
213,tonéis,B-RECIPIENTE_ARMAZENAMENTO,390,28,34,41
214,de,O,390,35,37,41
215,Bálsamo,B-TIPO_MADEIRA,390,38,45,41
216,-,O,390,46,47,41
217,Graduação,O,390,48,57,41
218,alcoólica,O,390,58,67,41
219,:,O,390,67,68,41
220,40%,B-GRADUACAO_ALCOOLICA,390,69,72,41
221,vol,O,390,73,76,41
222,.,O,390,76,77,41
223,-,O,391,0,1,41
224,Indicada,O,391,2,10,41
225,para,O,391,11,15,41
226,ser,O,391,16,19,41
227,apreciada,O,391,20,29,41
228,pura,O,391,30,34,41
229,-,O,391,35,36,41
230,Origem,O,391,37,43,41
231,:,O,391,43,44,41
232,Salinas,B-NOME_LOCAL,391,45,52,41
233,(,O,391,53,54,41
234,MG,B-NOME_LOCAL,391,54,56,41
235,),O,391,56,57,41
236,Volume,O,392,0,6,41
237,:,O,392,6,7,41
238,670ml,B-VOLUME,392,8,13,41
239,Graduação,O,393,0,9,41
240,Alcoólica,O,393,10,19,41
241,:,O,393,19,20,41
242,40%,B-GRADUACAO_ALCOOLICA,393,21,24,41
243,RECIPIENTE,O,394,0,10,41
244,DE,O,394,11,13,41
245,ARMAZENAMENTO,O,394,14,27,41
246,:,O,394,27,28,41
247,Tipo,O,394,29,33,41
248,Barril,O,394,34,40,41
249,:,O,394,40,41,41
250,Balsamo,B-TIPO_MADEIRA,394,42,49,41
251,Tipo,O,395,0,4,41
252,:,O,395,4,5,41
253,Armazenada,O,395,6,16,41
254,Local,O,396,0,5,41
255,de,O,396,6,8,41
256,Produção,O,396,9,17,41
257,:,O,396,17,18,41
258,Salinas,B-NOME_LOCAL,396,19,26,41
259,/,O,396,27,28,41
260,Minas,B-NOME_LOCAL,396,29,34,41
261,Gerais,I-NOME_LOCAL,396,35,41,41
262,NOME,O,441,0,4,47
263,DA,O,441,5,7,47
264,CACHAÇA,O,441,8,15,47
265,:,O,441,15,16,47
266,Cachaça,O,441,17,24,47
267,Vale,B-NOME_BEBIDA,441,25,29,47
268,Verde,I-NOME_BEBIDA,441,30,35,47
269,Ediçao,B-CLASSIFICACAO_BEBIDA,441,36,42,47
270,Especial,I-CLASSIFICACAO_BEBIDA,441,43,51,47
271,PREÇO,O,442,0,5,47
272,:,O,442,5,6,47
273,R$,B-PRECO,442,7,9,47
274,699,I-PRECO,442,10,13,47
275,",",I-PRECO,442,13,14,47
276,0,I-PRECO,442,14,16,47
277,DESCRIÇÃO,O,443,0,9,47
278,DA,O,443,10,12,47
279,CACHAÇA,O,443,13,20,47
280,:,O,443,20,21,47
281,Cachaça,O,443,22,29,47
282,Vale,B-NOME_BEBIDA,443,30,34,47
283,Verde,I-NOME_BEBIDA,443,35,40,47
284,Ediçao,B-CLASSIFICACAO_BEBIDA,443,41,47,47
285,Especial,I-CLASSIFICACAO_BEBIDA,443,48,56,47
286,envelhecida,O,443,57,68,47
287,12,B-TEMPO_ARMAZENAMENTO,443,69,71,47
288,Anos,I-TEMPO_ARMAZENAMENTO,443,72,76,47
289,em,O,443,77,79,47
290,barris,B-RECIPIENTE_ARMAZENAMENTO,443,80,86,47
291,de,O,443,87,89,47
292,carvalho,B-TIPO_MADEIRA,443,90,98,47
293,Volume,O,444,0,6,47
294,:,O,444,6,7,47
295,700ml,B-VOLUME,444,8,13,47
296,Graduação,O,445,0,9,47
297,Alcoólica,O,445,10,19,47
298,:,O,445,19,20,47
299,40%,B-GRADUACAO_ALCOOLICA,445,21,24,47
300,RECIPIENTE,O,446,0,10,47
301,DE,O,446,11,13,47
302,ARMAZENAMENTO,O,446,14,27,47
303,:,O,446,27,28,47
304,Tipo,O,446,29,33,47
305,Barril,O,446,34,40,47
306,:,O,446,40,41,47
307,Carvalho,B-TIPO_MADEIRA,446,42,50,47
308,Tipo,O,447,0,4,47
309,:,O,447,4,5,47
310,Envelhecida,O,447,6,17,47
311,Produtor,O,448,0,8,47
312,:,O,448,8,9,47
313,Alambique,B-NOME_ORGANIZACAO,448,10,19,47
314,Vale,I-NOME_ORGANIZACAO,448,20,24,47
315,Verde,I-NOME_ORGANIZACAO,448,25,30,47
316,Local,O,449,0,5,47
317,de,O,449,6,8,47
318,Produção,O,449,9,17,47
319,:,O,449,17,18,47
320,Betim,B-NOME_LOCAL,449,19,24,47
321,/,O,449,25,26,47
322,Minas,B-NOME_LOCAL,449,27,32,47
323,Gerais,I-NOME_LOCAL,449,33,39,47
324,NOME,O,503,0,4,53
325,DA,O,503,5,7,53
326,CACHAÇA,O,503,8,15,53
327,:,O,503,15,16,53
328,Cachaça,O,503,17,24,53
329,Tiara,B-NOME_BEBIDA,503,25,30,53
330,Blend,B-CLASSIFICACAO_BEBIDA,503,31,36,53
331,Jequitibá,B-TIPO_MADEIRA,503,37,46,53
332,e,O,503,47,48,53
333,Ipê,B-TIPO_MADEIRA,503,49,52,53
334,PREÇO,O,504,0,5,53
335,:,O,504,5,6,53
336,R$,B-PRECO,504,7,9,53
337,55,I-PRECO,504,10,12,53
338,",",I-PRECO,504,12,13,53
339,0,I-PRECO,504,13,15,53
340,DESCRIÇÃO,O,505,0,9,53
341,DA,O,505,10,12,53
342,CACHAÇA,O,505,13,20,53
343,:,O,505,20,21,53
344,Cachaça,O,505,22,29,53
345,Tiara,B-NOME_BEBIDA,505,30,35,53
346,Blend,B-CLASSIFICACAO_BEBIDA,505,36,41,53
347,Jequitibá,B-TIPO_MADEIRA,505,42,51,53
348,e,O,505,52,53,53
349,Ipê,B-TIPO_MADEIRA,505,54,57,53
350,670ml,B-VOLUME,505,58,63,53
351,Armazenada,O,505,64,74,53
352,18,B-TEMPO_ARMAZENAMENTO,505,75,77,53
353,meses,I-TEMPO_ARMAZENAMENTO,505,78,83,53
354,Volume,O,506,0,6,53
355,:,O,506,6,7,53
356,670ml,B-VOLUME,506,8,13,53
357,Graduação,O,507,0,9,53
358,Alcoólica,O,507,10,19,53
359,:,O,507,19,20,53
360,42%,B-GRADUACAO_ALCOOLICA,507,21,24,53
361,RECIPIENTE,O,508,0,10,53
362,DE,O,508,11,13,53
363,ARMAZENAMENTO,O,508,14,27,53
364,:,O,508,27,28,53
365,Tipo,O,508,29,33,53
366,Barril,O,508,34,40,53
367,:,O,508,40,41,53
368,Jequitibá,B-TIPO_MADEIRA,508,42,51,53
369,e,O,508,52,53,53
370,Ipê,B-TIPO_MADEIRA,508,54,57,53
371,NOME,O,609,0,4,63
372,DA,O,609,5,7,63
373,CACHAÇA,O,609,8,15,63
374,:,O,609,15,16,63
375,Nega,B-NOME_BEBIDA,609,17,21,63
376,Fulô,I-NOME_BEBIDA,609,22,26,63
377,Carvalho,B-TIPO_MADEIRA,609,27,35,63
378,PREÇO,O,610,0,5,63
379,:,O,610,5,6,63
380,R$,B-PRECO,610,7,9,63
381,190,I-PRECO,610,10,13,63
382,",",I-PRECO,610,13,14,63
383,0,I-PRECO,610,14,16,63
384,DESCRIÇÃO,O,611,0,9,63
385,DA,O,611,10,12,63
386,CACHAÇA,O,611,13,20,63
387,:,O,611,20,21,63
388,Produzida,O,611,22,31,63
389,desde,O,611,32,37,63
390,1975,B-TEMPO,611,38,42,63
391,",",O,611,42,43,63
392,a,O,611,44,45,63
393,cachaça,O,611,46,53,63
394,Nega,B-NOME_BEBIDA,611,54,58,63
395,Fulô,I-NOME_BEBIDA,611,59,63,63
396,foi,O,611,64,67,63
397,a,O,611,68,69,63
398,primeira,O,611,70,78,63
399,fabricada,O,611,79,88,63
400,na,O,611,89,91,63
401,fazenda,B-NOME_ORGANIZACAO,611,92,99,63
402,Soledade,I-NOME_ORGANIZACAO,611,100,108,63
403,Localizada,O,611,109,119,63
404,em,O,611,120,122,63
405,Nova,B-NOME_LOCAL,611,123,127,63
406,Friburgo,I-NOME_LOCAL,611,128,136,63
407,",",O,611,136,137,63
408,no,O,611,138,140,63
409,estado,O,611,141,147,63
410,do,O,611,148,150,63
411,Rio,B-NOME_LOCAL,611,151,154,63
412,de,I-NOME_LOCAL,611,155,157,63
413,Janeiro,I-NOME_LOCAL,611,158,165,63
414,",",O,611,165,166,63
415,e,O,611,167,168,63
416,para,O,611,169,173,63
417,essa,O,611,174,178,63
418,fabricação,O,611,179,189,63
419,",",O,611,189,190,63
420,usa,O,611,191,194,63
421,também,O,611,195,201,63
422,da,O,611,202,204,63
423,água,O,611,205,209,63
424,pura,O,611,210,214,63
425,das,O,611,215,218,63
426,nascentes,O,611,219,228,63
427,de,O,611,229,231,63
428,altitude,O,611,232,240,63
429,da,O,611,241,243,63
430,fazenda,O,611,244,251,63
431,",",O,611,251,252,63
432,que,O,611,253,256,63
433,dilui,O,611,257,262,63
434,a,O,611,263,264,63
435,bebida,O,611,265,271,63
436,entre,O,611,272,277,63
437,a,O,611,278,279,63
438,primeira,O,611,280,288,63
439,e,O,611,289,290,63
440,segunda,O,611,291,298,63
441,destilação,O,611,299,309,63
442,",",O,611,309,310,63
443,compondo,O,611,311,319,63
444,cerca,O,611,320,325,63
445,de,O,611,326,328,63
446,50%,O,611,329,332,63
447,do,O,611,333,335,63
448,líquido,O,611,336,343,63
449,.,O,611,343,344,63
450,O,O,612,0,1,63
451,processo,O,612,2,10,63
452,de,O,612,11,13,63
453,produção,O,612,14,22,63
454,",",O,612,22,23,63
455,hoje,O,612,24,28,63
456,",",O,612,28,29,63
457,é,O,612,30,31,63
458,uma,O,612,32,35,63
459,junção,O,612,36,42,63
460,das,O,612,43,46,63
461,tradições,O,612,47,56,63
462,que,O,612,57,60,63
463,a,O,612,61,62,63
464,marca,O,612,63,68,63
465,carrega,O,612,69,76,63
466,e,O,612,77,78,63
467,das,O,612,79,82,63
468,inovações,O,612,83,92,63
469,tecnológicas,O,612,93,105,63
470,que,O,612,106,109,63
471,surgiram,O,612,110,118,63
472,com,O,612,119,122,63
473,o,O,612,123,124,63
474,tempo,O,612,125,130,63
475,.,O,612,130,131,63
476,Até,O,613,0,3,63
477,hoje,O,613,4,8,63
478,",",O,613,8,9,63
479,apesar,O,613,10,16,63
480,do,O,613,17,19,63
481,crescimento,O,613,20,31,63
482,da,O,613,32,34,63
483,empresa,O,613,35,42,63
484,",",O,613,42,43,63
485,e,O,613,44,45,63
486,a,O,613,46,47,63
487,venda,O,613,48,53,63
488,para,O,613,54,58,63
489,a,O,613,59,60,63
490,Diageo,B-NOME_ORGANIZACAO,613,61,67,63
491,",",O,613,67,68,63
492,maior,O,613,69,74,63
493,empresa,O,613,75,82,63
494,de,O,613,83,85,63
495,bebidas,O,613,86,93,63
496,do,O,613,94,96,63
497,mundo,O,613,97,102,63
498,",",O,613,102,103,63
499,a,O,613,104,105,63
500,direção,O,613,106,113,63
501,ainda,O,613,114,119,63
502,tem,O,613,120,123,63
503,a,O,613,124,125,63
504,participação,O,613,126,138,63
505,dos,O,613,139,142,63
506,irmãos,O,613,143,149,63
507,Bastos,B-NOME_PESSOA,613,150,156,63
508,Ribeiro,I-NOME_PESSOA,613,157,164,63
509,",",O,613,164,165,63
510,que,O,613,166,169,63
511,asseguram,O,613,170,179,63
512,pessoalmente,O,613,180,192,63
513,a,O,613,193,194,63
514,qualidade,O,613,195,204,63
515,de,O,613,205,207,63
516,seus,O,613,208,212,63
517,produtos,O,613,213,221,63
518,.,O,613,221,222,63
519,Volume,O,614,0,6,63
520,:,O,614,6,7,63
521,750,B-VOLUME,614,8,11,63
522,ml,I-VOLUME,614,12,14,63
523,Graduação,O,615,0,9,63
524,Alcoólica,O,615,10,19,63
525,:,O,615,19,20,63
526,38,B-GRADUACAO_ALCOOLICA,615,21,23,63
527,%,I-GRADUACAO_ALCOOLICA,615,24,25,63
528,GL,O,615,26,28,63
529,RECIPIENTE,O,616,0,10,63
530,DE,O,616,11,13,63
531,ARMAZENAMENTO,O,616,14,27,63
532,:,O,616,27,28,63
533,Tipo,O,616,29,33,63
534,Barril,O,616,34,40,63
535,:,O,616,40,41,63
536,Carvalho,B-TIPO_MADEIRA,616,42,50,63
537,Tipo,O,617,0,4,63
538,:,O,617,4,5,63
539,Armazenada,O,617,6,16,63
540,Produtor,O,618,0,8,63
541,:,O,618,8,9,63
542,Fazenda,B-NOME_ORGANIZACAO,618,10,17,63
543,Soledade,I-NOME_ORGANIZACAO,618,18,26,63
544,Ltda,I-NOME_ORGANIZACAO,618,27,31,63
545,Local,O,619,0,5,63
546,de,O,619,6,8,63
547,Produção,O,619,9,17,63
548,:,O,619,17,18,63
549,Nova,B-NOME_LOCAL,619,19,23,63
550,Friburgo,I-NOME_LOCAL,619,24,32,63
551,/,O,619,33,34,63
552,Rio,B-NOME_LOCAL,619,35,38,63
553,de,I-NOME_LOCAL,619,39,41,63
554,Janeiro,I-NOME_LOCAL,619,42,49,63
555,NOME,O,711,0,4,73
556,DA,O,711,5,7,73
557,CACHAÇA,O,711,8,15,73
558,:,O,711,15,16,73
559,Cachaça,O,711,17,24,73
560,Salinas,B-NOME_BEBIDA,711,25,32,73
561,Umburana,B-TIPO_MADEIRA,711,33,41,73
562,700ml,B-VOLUME,711,42,47,73
563,PREÇO,O,712,0,5,73
564,:,O,712,5,6,73
565,R$,B-PRECO,712,7,9,73
566,42,I-PRECO,712,10,12,73
567,",",I-PRECO,712,12,13,73
568,99,I-PRECO,712,13,15,73
569,DESCRIÇÃO,O,713,0,9,73
570,DA,O,713,10,12,73
571,CACHAÇA,O,713,13,20,73
572,:,O,713,20,21,73
573,A,O,713,22,23,73
574,Cachaça,O,713,24,31,73
575,Salinas,B-NOME_BEBIDA,713,32,39,73
576,Tradicional,B-CLASSIFICACAO_BEBIDA,713,40,51,73
577,é,O,713,52,53,73
578,envelhecida,O,713,54,65,73
579,3,B-TEMPO_ARMAZENAMENTO,713,66,67,73
580,anos,I-TEMPO_ARMAZENAMENTO,713,68,72,73
581,em,O,713,73,75,73
582,tonéis,B-RECIPIENTE_ARMAZENAMENTO,713,76,82,73
583,de,O,713,83,85,73
584,Bálsamo,B-TIPO_MADEIRA,713,86,93,73
585,",",O,713,93,94,73
586,possui,O,713,95,101,73
587,coloração,O,713,102,111,73
588,clara,B-CARACTERISTICA_SENSORIAL_COR,713,112,117,73
589,e,O,713,118,119,73
590,sabor,O,713,120,125,73
591,suave,B-CARACTERISTICA_SENSORIAL_SABOR,713,126,131,73
592,e,O,713,132,133,73
593,amadeirado,B-CARACTERISTICA_SENSORIAL_SABOR,713,134,144,73
594,.,O,713,144,145,73
595,Graduação,O,714,0,9,73
596,alcoólica,O,714,10,19,73
597,:,O,714,19,20,73
598,42%,B-GRADUACAO_ALCOOLICA,714,21,24,73
599,vol,O,714,25,28,73
600,.,O,714,28,29,73
601,Armazenamento,O,715,0,13,73
602,:,O,715,13,14,73
603,Bálsamo,B-TIPO_MADEIRA,715,15,22,73
604,–,O,715,23,24,73
605,3,B-TEMPO_ARMAZENAMENTO,715,25,26,73
606,anos,I-TEMPO_ARMAZENAMENTO,715,27,31,73
607,.,O,715,31,32,73
608,Cor,O,716,0,3,73
609,:,O,716,3,4,73
610,Branco,B-CARACTERISTICA_SENSORIAL_COR,716,5,11,73
611,-,I-CARACTERISTICA_SENSORIAL_COR,716,11,12,73
612,amarelada,I-CARACTERISTICA_SENSORIAL_COR,716,12,21,73
613,",",O,716,21,22,73
614,brilhante,B-CARACTERISTICA_SENSORIAL_COR,716,23,32,73
615,e,O,716,33,34,73
616,límpida,B-CARACTERISTICA_SENSORIAL_COR,716,35,42,73
617,.,O,716,42,43,73
618,Aroma,O,717,0,5,73
619,:,O,717,5,6,73
620,Frutado,B-CARACTERISTICA_SENSORIAL_AROMA,717,7,14,73
621,com,O,717,15,18,73
622,sutis,B-CARACTERISTICA_SENSORIAL_AROMA,717,19,24,73
623,traços,I-CARACTERISTICA_SENSORIAL_AROMA,717,25,31,73
624,de,I-CARACTERISTICA_SENSORIAL_AROMA,717,32,34,73
625,madeira,I-CARACTERISTICA_SENSORIAL_AROMA,717,35,42,73
626,.,O,717,42,43,73
627,Sabor,O,718,0,5,73
628,:,O,718,5,6,73
629,Leve,O,718,7,11,73
630,e,O,718,12,13,73
631,macia,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,718,14,19,73
632,",",O,718,19,20,73
633,com,O,718,21,24,73
634,acidez,B-CARACTERISTICA_SENSORIAL_SABOR,718,25,31,73
635,equilibrada,I-CARACTERISTICA_SENSORIAL_SABOR,718,32,43,73
636,.,O,718,43,44,73
637,Harmonização,O,719,0,12,73
638,:,O,719,12,13,73
639,Acompanha,O,719,14,23,73
640,petiscos,O,719,24,32,73
641,",",O,719,32,33,73
642,caldos,O,719,34,40,73
643,e,O,719,41,42,73
644,pratos,O,719,43,49,73
645,à,O,719,50,51,73
646,base,O,719,52,56,73
647,de,O,719,57,59,73
648,frutos,O,719,60,66,73
649,do,O,719,67,69,73
650,mar,O,719,70,73,73
651,.,O,719,73,74,73
652,Volume,O,720,0,6,73
653,:,O,720,6,7,73
654,700ml,B-VOLUME,720,8,13,73
655,NOME,O,910,0,4,92
656,DA,O,910,5,7,92
657,CACHAÇA,O,910,8,15,92
658,:,O,910,15,16,92
659,Cachaça,O,910,17,24,92
660,Capão,B-NOME_BEBIDA,910,25,30,92
661,da,I-NOME_BEBIDA,910,31,33,92
662,Palha,I-NOME_BEBIDA,910,34,39,92
663,Envelhecida,O,910,40,51,92
664,2,B-TEMPO_ARMAZENAMENTO,910,52,53,92
665,Anos,I-TEMPO_ARMAZENAMENTO,910,54,58,92
666,700ml,B-VOLUME,910,59,64,92
667,PREÇO,O,911,0,5,92
668,:,O,911,5,6,92
669,R$,B-PRECO,911,7,9,92
670,79,I-PRECO,911,10,12,92
671,",",I-PRECO,911,12,13,92
672,90,I-PRECO,911,13,15,92
673,DESCRIÇÃO,O,912,0,9,92
674,DA,O,912,10,12,92
675,CACHAÇA,O,912,13,20,92
676,:,O,912,20,21,92
677,Cachaça,O,912,22,29,92
678,Artesanal,O,912,30,39,92
679,Capão,B-NOME_BEBIDA,912,40,45,92
680,da,I-NOME_BEBIDA,912,46,48,92
681,Palha,I-NOME_BEBIDA,912,49,54,92
682,Tradicional,B-CLASSIFICACAO_BEBIDA,912,55,66,92
683,Envelhecida,O,912,67,78,92
684,2,B-TEMPO_ARMAZENAMENTO,912,79,80,92
685,Anos,I-TEMPO_ARMAZENAMENTO,912,81,85,92
686,em,O,912,86,88,92
687,Madeira,O,912,89,96,92
688,Brasileira,O,912,97,107,92
689,Canela,B-TIPO_MADEIRA,912,108,114,92
690,Amarela,I-TIPO_MADEIRA,912,115,122,92
691,–,O,912,123,124,92
692,700ml,B-VOLUME,912,125,130,92
693,Produzida,O,912,131,140,92
694,na,O,912,141,143,92
695,Fazenda,B-NOME_ORGANIZACAO,912,144,151,92
696,Capão,I-NOME_ORGANIZACAO,912,152,157,92
697,da,I-NOME_ORGANIZACAO,912,158,160,92
698,Palha,I-NOME_ORGANIZACAO,912,161,166,92
699,em,O,912,167,169,92
700,um,O,912,170,172,92
701,lindo,O,912,173,178,92
702,vale,O,912,179,183,92
703,na,O,912,184,186,92
704,Chapada,B-NOME_LOCAL,912,187,194,92
705,dos,I-NOME_LOCAL,912,195,198,92
706,Veadeiros,I-NOME_LOCAL,912,199,208,92
707,",",O,912,208,209,92
708,nordeste,B-NOME_LOCAL,912,210,218,92
709,de,I-NOME_LOCAL,912,219,221,92
710,Goiás,I-NOME_LOCAL,912,222,227,92
711,.,O,912,227,228,92
