,Palavras,Rotulo,Sentenca,Inicio,Fim,Documento
159,.,O,257,155,156,26
160,Ao,O,258,0,2,26
161,descansar,O,258,3,12,26
162,as,O,258,13,15,26
163,folhas,O,258,16,22,26
164,de,O,258,23,25,26
165,tangerina,O,258,26,35,26
166,em,O,258,36,38,26
167,cachaça,O,258,39,46,26
168,prata,B-CLASSIFICACAO_BEBIDA,258,47,52,26
169,",",O,258,52,53,26
170,o,O,258,54,55,26
171,álcool,O,258,56,62,26
172,libera,O,258,63,69,26
173,propriedade,O,258,70,81,26
174,da,O,258,82,84,26
175,folha,O,258,85,90,26
176,que,O,258,91,94,26
177,tornam,O,258,95,101,26
178,o,O,258,102,103,26
179,líquido,O,258,104,111,26
180,azul,B-CARACTERISTICA_SENSORIAL_COR,258,112,116,26
181,.,O,258,116,117,26
182,Mantendo,O,259,0,8,26
183,assim,O,259,9,14,26
184,todo,O,259,15,19,26
185,o,O,259,20,21,26
186,sabor,O,259,22,27,26
187,da,O,259,28,30,26
188,cana,B-CARACTERISTICA_SENSORIAL_SABOR,259,31,35,26
189,.,O,259,35,36,26
190,Paraty,B-NOME_LOCAL,260,0,6,26
191,",",O,260,6,7,26
192,RJ,B-NOME_LOCAL,260,8,10,26
193,Apresentação,O,260,11,23,26
194,garrafa,O,260,24,31,26
195,de,O,260,32,34,26
196,500,B-VOLUME,260,35,38,26
197,ml,I-VOLUME,260,39,41,26
198,Volume,O,261,0,6,26
199,:,O,261,6,7,26
200,500ml,B-VOLUME,261,8,13,26
201,Graduação,O,262,0,9,26
202,Alcoólica,O,262,10,19,26
203,:,O,262,19,20,26
204,45%,B-GRADUACAO_ALCOOLICA,262,21,24,26
205,RECIPIENTE,O,263,0,10,26
206,DE,O,263,11,13,26
207,ARMAZENAMENTO,O,263,14,27,26
208,:,O,263,27,28,26
209,Tipo,O,263,29,33,26
210,Barril,O,263,34,40,26
211,:,O,263,40,41,26
212,Não,O,263,42,45,26
213,há,O,263,46,48,26
214,Tipo,O,264,0,4,26
215,:,O,264,4,5,26
216,Aguardente,O,264,6,16,26
217,Composta,O,264,17,25,26
218,com,O,264,26,29,26
219,Folha,O,264,30,35,26
220,de,O,264,36,38,26
221,tangerina,O,264,39,48,26
222,Produtor,O,265,0,8,26
223,:,O,265,8,9,26
224,Cachaça,B-NOME_ORGANIZACAO,265,10,17,26
225,Coqueiro,I-NOME_ORGANIZACAO,265,18,26,26
226,Local,O,266,0,5,26
227,de,O,266,6,8,26
228,Produção,O,266,9,17,26
229,:,O,266,17,18,26
230,Paraty,B-NOME_LOCAL,266,19,25,26
231,/,O,266,26,27,26
232,Rio,B-NOME_LOCAL,266,28,31,26
233,de,I-NOME_LOCAL,266,32,34,26
234,Janeiro,I-NOME_LOCAL,266,35,42,26
235,NOME,O,301,0,4,31
236,DA,O,301,5,7,31
237,CACHAÇA,O,301,8,15,31
238,:,O,301,15,16,31
239,CACHAÇA,O,301,17,24,31
240,SABOR,B-NOME_BEBIDA,301,25,30,31
241,DE,I-NOME_BEBIDA,301,31,33,31
242,MINAS,I-NOME_BEBIDA,301,34,39,31
243,LOUÇA,I-NOME_BEBIDA,301,40,45,31
244,PREÇO,O,302,0,5,31
245,:,O,302,5,6,31
246,R$,B-PRECO,302,7,9,31
247,85,I-PRECO,302,10,12,31
248,",",I-PRECO,302,12,13,31
249,0,I-PRECO,302,13,15,31
250,DESCRIÇÃO,O,303,0,9,31
251,DA,O,303,10,12,31
252,CACHAÇA,O,303,13,20,31
253,:,O,303,20,21,31
254,Cachaça,O,303,22,29,31
255,Sabor,B-NOME_BEBIDA,303,30,35,31
256,de,I-NOME_BEBIDA,303,36,38,31
257,Minas,I-NOME_BEBIDA,303,39,44,31
258,Louça,I-NOME_BEBIDA,303,45,50,31
259,670ml,B-VOLUME,303,51,56,31
260,Volume,O,304,0,6,31
261,:,O,304,6,7,31
262,670ml,B-VOLUME,304,8,13,31
263,Graduação,O,305,0,9,31
264,Alcoólica,O,305,10,19,31
265,:,O,305,19,20,31
266,42%,B-GRADUACAO_ALCOOLICA,305,21,24,31
267,RECIPIENTE,O,306,0,10,31
268,DE,O,306,11,13,31
269,ARMAZENAMENTO,O,306,14,27,31
270,:,O,306,27,28,31
271,Tipo,O,306,29,33,31
272,Barril,O,306,34,40,31
273,:,O,306,40,41,31
274,Bálsamo,B-TIPO_MADEIRA,306,42,49,31
275,Tipo,O,307,0,4,31
276,:,O,307,4,5,31
277,Envelhecida,O,307,6,17,31
278,Produtor,O,308,0,8,31
279,:,O,308,8,9,31
280,Sabor,B-NOME_ORGANIZACAO,308,10,15,31
281,de,I-NOME_ORGANIZACAO,308,16,18,31
282,Minas,I-NOME_ORGANIZACAO,308,19,24,31
283,Local,O,309,0,5,31
284,de,O,309,6,8,31
285,Produção,O,309,9,17,31
286,:,O,309,17,18,31
287,Salinas,B-NOME_LOCAL,309,19,26,31
288,/,O,309,27,28,31
289,Minas,B-NOME_LOCAL,309,29,34,31
290,Gerais,I-NOME_LOCAL,309,35,41,31
291,NOME,O,485,0,4,51
292,DA,O,485,5,7,51
293,CACHAÇA,O,485,8,15,51
294,:,O,485,15,16,51
295,Cachaça,O,485,17,24,51
296,Wiba,B-NOME_BEBIDA,485,25,29,51
297,Blend,B-CLASSIFICACAO_BEBIDA,485,30,35,51
298,de,O,485,36,38,51
299,Carvalhos,B-TIPO_MADEIRA,485,39,48,51
300,3,B-TEMPO_ARMAZENAMENTO,485,49,50,51
301,anos,I-TEMPO_ARMAZENAMENTO,485,51,55,51
302,PREÇO,O,486,0,5,51
303,:,O,486,5,6,51
304,R$,B-PRECO,486,7,9,51
305,90,I-PRECO,486,10,12,51
306,",",I-PRECO,486,12,13,51
307,0,I-PRECO,486,13,15,51
308,DESCRIÇÃO,O,487,0,9,51
309,DA,O,487,10,12,51
310,CACHAÇA,O,487,13,20,51
311,:,O,487,20,21,51
312,Cachaça,O,487,22,29,51
313,Wiba,B-NOME_BEBIDA,487,30,34,51
314,Blend,B-CLASSIFICACAO_BEBIDA,487,35,40,51
315,de,O,487,41,43,51
316,Carvalhos,B-TIPO_MADEIRA,487,44,53,51
317,3,B-TEMPO_ARMAZENAMENTO,487,54,55,51
318,anos,I-TEMPO_ARMAZENAMENTO,487,56,60,51
319,Volume,O,488,0,6,51
320,:,O,488,6,7,51
321,670ml,B-VOLUME,488,8,13,51
322,Graduação,O,489,0,9,51
323,Alcoólica,O,489,10,19,51
324,:,O,489,19,20,51
325,40%,B-GRADUACAO_ALCOOLICA,489,21,24,51
326,RECIPIENTE,O,490,0,10,51
327,DE,O,490,11,13,51
328,ARMAZENAMENTO,O,490,14,27,51
329,:,O,490,27,28,51
330,Tipo,O,490,29,33,51
331,Barril,O,490,34,40,51
332,:,O,490,40,41,51
333,Blends,B-CLASSIFICACAO_BEBIDA,490,42,48,51
334,de,O,490,49,51,51
335,Carvalho,B-TIPO_MADEIRA,490,52,60,51
336,Tipo,O,491,0,4,51
337,:,O,491,4,5,51
338,Envelhecida,O,491,6,17,51
339,Produtor,O,492,0,8,51
340,:,O,492,8,9,51
341,Alambique,B-NOME_ORGANIZACAO,492,10,19,51
342,Ouro,I-NOME_ORGANIZACAO,492,20,24,51
343,Fino,I-NOME_ORGANIZACAO,492,25,29,51
344,Local,O,493,0,5,51
345,de,O,493,6,8,51
346,Produção,O,493,9,17,51
347,:,O,493,17,18,51
348,Torre,B-NOME_LOCAL,493,19,24,51
349,de,I-NOME_LOCAL,493,25,27,51
350,Pedra,I-NOME_LOCAL,493,28,33,51
351,/,O,493,34,35,51
352,São,B-NOME_LOCAL,493,36,39,51
353,Paulo,I-NOME_LOCAL,493,40,45,51
354,NOME,O,494,0,4,52
355,DA,O,494,5,7,52
356,CACHAÇA,O,494,8,15,52
357,:,O,494,15,16,52
358,Cachaça,O,494,17,24,52
359,Rio,B-NOME_BEBIDA,494,25,28,52
360,do,I-NOME_BEBIDA,494,29,31,52
361,Engenho,I-NOME_BEBIDA,494,32,39,52
362,Top,I-NOME_BEBIDA,494,40,43,52
363,45,I-NOME_BEBIDA,494,44,46,52
364,-,O,494,47,48,52
365,Reserva,B-CLASSIFICACAO_BEBIDA,494,49,56,52
366,PREÇO,O,495,0,5,52
367,:,O,495,5,6,52
368,R$,B-PRECO,495,7,9,52
369,76,I-PRECO,495,10,12,52
370,",",I-PRECO,495,12,13,52
371,0,I-PRECO,495,13,15,52
372,DESCRIÇÃO,O,496,0,9,52
373,DA,O,496,10,12,52
374,CACHAÇA,O,496,13,20,52
375,:,O,496,20,21,52
376,Linha,O,496,22,27,52
377,Top,B-NOME_BEBIDA,496,28,31,52
378,45,I-NOME_BEBIDA,496,32,34,52
379,A,O,496,35,36,52
380,Linha,O,496,37,42,52
381,Top,B-NOME_BEBIDA,496,43,46,52
382,45,I-NOME_BEBIDA,496,47,49,52
383,foi,O,496,50,53,52
384,desenvolvida,O,496,54,66,52
385,para,O,496,67,71,52
386,paladares,O,496,72,81,52
387,mais,O,496,82,86,52
388,exigentes,O,496,87,96,52
389,.,O,496,96,97,52
390,Com,O,497,0,3,52
391,grau,O,497,4,8,52
392,alcoólico,O,497,9,18,52
393,de,O,497,19,21,52
394,45%,B-GRADUACAO_ALCOOLICA,497,22,25,52
395,",",O,497,25,26,52
396,veio,O,497,27,31,52
397,para,O,497,32,36,52
398,para,O,497,37,41,52
399,satisfazer,O,497,42,52,52
400,os,O,497,53,55,52
401,amantes,O,497,56,63,52
402,de,O,497,64,66,52
403,uma,O,497,67,70,52
404,Cachaça,O,497,71,78,52
405,mais,O,497,79,83,52
406,forte,O,497,84,89,52
407,",",O,497,89,90,52
408,que,O,497,91,94,52
409,esquenta,O,497,95,103,52
410,não,O,497,104,107,52
411,só,O,497,108,110,52
412,a,O,497,111,112,52
413,boca,O,497,113,117,52
414,",",O,497,117,118,52
415,mas,O,497,119,122,52
416,a,O,497,123,124,52
417,alma,O,497,125,129,52
418,e,O,497,130,131,52
419,o,O,497,132,133,52
420,coração,O,497,134,141,52
421,!,O,497,141,142,52
422,Volume,O,498,0,6,52
423,:,O,498,6,7,52
424,750ml,B-VOLUME,498,8,13,52
425,Graduação,O,499,0,9,52
426,Alcoólica,O,499,10,19,52
427,:,O,499,19,20,52
428,45%,B-GRADUACAO_ALCOOLICA,499,21,24,52
429,RECIPIENTE,O,500,0,10,52
430,DE,O,500,11,13,52
431,ARMAZENAMENTO,O,500,14,27,52
432,:,O,500,27,28,52
433,Tipo,O,500,29,33,52
434,Barril,O,500,34,40,52
435,:,O,500,40,41,52
436,Amburana,B-TIPO_MADEIRA,500,42,50,52
437,",",O,500,50,51,52
438,Bálsamo,B-TIPO_MADEIRA,500,52,59,52
439,",",O,500,59,60,52
440,Louro,B-TIPO_MADEIRA,500,61,66,52
441,Canela,I-TIPO_MADEIRA,500,67,73,52
442,e,O,500,74,75,52
443,Itiuba,B-TIPO_MADEIRA,500,76,82,52
444,.,O,500,82,83,52
445,Produtor,O,501,0,8,52
446,:,O,501,8,9,52
447,Rio,B-NOME_ORGANIZACAO,501,10,13,52
448,do,I-NOME_ORGANIZACAO,501,14,16,52
449,Engenho,I-NOME_ORGANIZACAO,501,17,24,52
450,Indústria,I-NOME_ORGANIZACAO,501,25,34,52
451,",",I-NOME_ORGANIZACAO,501,34,35,52
452,Comércio,I-NOME_ORGANIZACAO,501,36,44,52
453,",",I-NOME_ORGANIZACAO,501,44,45,52
454,Importação,I-NOME_ORGANIZACAO,501,46,56,52
455,e,I-NOME_ORGANIZACAO,501,57,58,52
456,Exportação,I-NOME_ORGANIZACAO,501,59,69,52
457,de,I-NOME_ORGANIZACAO,501,70,72,52
458,Bebidas,I-NOME_ORGANIZACAO,501,73,80,52
459,LTDA,I-NOME_ORGANIZACAO,501,81,85,52
460,Local,O,502,0,5,52
461,de,O,502,6,8,52
462,Produção,O,502,9,17,52
463,:,O,502,17,18,52
464,Ilheus,B-NOME_LOCAL,502,19,25,52
465,/,O,502,26,27,52
466,Bahia,B-NOME_LOCAL,502,28,33,52
467,NOME,O,524,0,4,56
468,DA,O,524,5,7,56
469,CACHAÇA,O,524,8,15,56
470,:,O,524,15,16,56
471,Cachaça,O,524,17,24,56
472,Indiazinha,B-NOME_BEBIDA,524,25,35,56
473,Flecha,I-NOME_BEBIDA,524,36,42,56
474,de,O,524,43,45,56
475,Prata,B-CLASSIFICACAO_BEBIDA,524,46,51,56
476,PREÇO,O,525,0,5,56
477,:,O,525,5,6,56
478,R$,B-PRECO,525,7,9,56
479,45,I-PRECO,525,10,12,56
480,",",I-PRECO,525,12,13,56
481,0,I-PRECO,525,13,15,56
482,DESCRIÇÃO,O,526,0,9,56
483,DA,O,526,10,12,56
484,CACHAÇA,O,526,13,20,56
485,:,O,526,20,21,56
486,Cachaça,O,526,22,29,56
487,Indiazinha,B-NOME_BEBIDA,526,30,40,56
488,Flecha,I-NOME_BEBIDA,526,41,47,56
489,de,O,526,48,50,56
490,Prata,B-CLASSIFICACAO_BEBIDA,526,51,56,56
491,armazenada,O,526,57,67,56
492,6,B-TEMPO_ARMAZENAMENTO,526,68,69,56
493,meses,I-TEMPO_ARMAZENAMENTO,526,70,75,56
494,em,O,526,76,78,56
495,tonéis,B-RECIPIENTE_ARMAZENAMENTO,526,79,85,56
496,de,I-RECIPIENTE_ARMAZENAMENTO,526,86,88,56
497,inox,I-RECIPIENTE_ARMAZENAMENTO,526,89,93,56
498,Volume,O,527,0,6,56
499,:,O,527,6,7,56
500,500ml,B-VOLUME,527,8,13,56
501,Graduação,O,528,0,9,56
502,Alcoólica,O,528,10,19,56
503,:,O,528,19,20,56
504,40%,B-GRADUACAO_ALCOOLICA,528,21,24,56
505,RECIPIENTE,O,529,0,10,56
506,DE,O,529,11,13,56
507,ARMAZENAMENTO,O,529,14,27,56
508,:,O,529,27,28,56
509,Tipo,O,529,29,33,56
510,Barril,O,529,34,40,56
511,:,O,529,40,41,56
512,Inox,O,529,42,46,56
513,Tipo,O,530,0,4,56
514,:,O,530,4,5,56
515,Prata,B-CLASSIFICACAO_BEBIDA,530,6,11,56
516,Produtor,O,531,0,8,56
517,:,O,531,8,9,56
518,Destilaria,B-NOME_ORGANIZACAO,531,10,20,56
519,de,I-NOME_ORGANIZACAO,531,21,23,56
520,Cachaça,I-NOME_ORGANIZACAO,531,24,31,56
521,Quaresma,I-NOME_ORGANIZACAO,531,32,40,56
522,e,I-NOME_ORGANIZACAO,531,41,42,56
523,Campos,I-NOME_ORGANIZACAO,531,43,49,56
524,da,I-NOME_ORGANIZACAO,531,50,52,56
525,Amazônia,I-NOME_ORGANIZACAO,531,53,61,56
526,LTDA,I-NOME_ORGANIZACAO,531,62,66,56
527,Local,O,532,0,5,56
528,de,O,532,6,8,56
529,Produção,O,532,9,17,56
530,:,O,532,17,18,56
531,Pará,B-NOME_LOCAL,532,19,23,56
532,/,O,532,24,25,56
533,Abaetetuba,B-NOME_LOCAL,532,26,36,56
534,NOME,O,666,0,4,69
535,DA,O,666,5,7,69
536,CACHAÇA,O,666,8,15,69
537,:,O,666,15,16,69
538,Dom,B-NOME_BEBIDA,666,17,20,69
539,Bre,I-NOME_BEBIDA,666,21,24,69
540,Extra,B-CLASSIFICACAO_BEBIDA,666,25,30,69
541,Premium,I-CLASSIFICACAO_BEBIDA,666,31,38,69
542,Carvalho,B-TIPO_MADEIRA,666,39,47,69
543,PREÇO,O,667,0,5,69
544,:,O,667,5,6,69
545,R$,B-PRECO,667,7,9,69
546,126,I-PRECO,667,10,13,69
547,",",I-PRECO,667,13,14,69
548,0,I-PRECO,667,14,16,69
549,DESCRIÇÃO,O,668,0,9,69
550,DA,O,668,10,12,69
551,CACHAÇA,O,668,13,20,69
552,:,O,668,20,21,69
553,Cachaça,O,668,22,29,69
554,armazenada,O,668,30,40,69
555,em,O,668,41,43,69
556,tonéis,B-RECIPIENTE_ARMAZENAMENTO,668,44,50,69
557,de,O,668,51,53,69
558,carvalho,B-TIPO_MADEIRA,668,54,62,69
559,Bebida,O,668,63,69,69
560,equilibrada,O,668,70,81,69
561,onde,O,668,82,86,69
562,o,O,668,87,88,69
563,amadeirado,B-CARACTERISTICA_SENSORIAL_SABOR,668,89,99,69
564,em,O,668,100,102,69
565,sintonia,O,668,103,111,69
566,com,O,668,112,115,69
567,o,O,668,116,117,69
568,frutado,B-CARACTERISTICA_SENSORIAL_SABOR,668,118,125,69
569,e,O,668,126,127,69
570,abaunilhado,B-CARACTERISTICA_SENSORIAL_SABOR,668,128,139,69
571,resulta,O,668,140,147,69
572,em,O,668,148,150,69
573,uma,O,668,151,154,69
574,cachaça,O,668,155,162,69
575,leve,O,668,163,167,69
576,",",O,668,167,168,69
577,porém,O,668,169,174,69
578,de,O,668,175,177,69
579,sabor,O,668,178,183,69
580,marcante,O,668,184,192,69
581,que,O,668,193,196,69
582,agrada,O,668,197,203,69
583,a,O,668,204,205,69
584,todos,O,668,206,211,69
585,os,O,668,212,214,69
586,apreciadores,O,668,215,227,69
587,de,O,668,228,230,69
588,uma,O,668,231,234,69
589,boa,O,668,235,238,69
590,cachaça,O,668,239,246,69
591,.,O,668,246,247,69
592,A,O,669,0,1,69
593,Dom,B-NOME_BEBIDA,669,2,5,69
594,Bré,I-NOME_BEBIDA,669,6,9,69
595,Extra,B-CLASSIFICACAO_BEBIDA,669,10,15,69
596,Premium,I-CLASSIFICACAO_BEBIDA,669,16,23,69
597,é,O,669,24,25,69
598,envelhecida,O,669,26,37,69
599,em,O,669,38,40,69
600,tonéis,B-RECIPIENTE_ARMAZENAMENTO,669,41,47,69
601,de,O,669,48,50,69
602,carvalho,B-TIPO_MADEIRA,669,51,59,69
603,Francês,I-TIPO_MADEIRA,669,60,67,69
604,.,O,669,67,68,69
605,A,O,670,0,1,69
606,Dom,B-NOME_BEBIDA,670,2,5,69
607,Bré,I-NOME_BEBIDA,670,6,9,69
608,Carvalho,B-TIPO_MADEIRA,670,10,18,69
609,Extra,B-CLASSIFICACAO_BEBIDA,670,19,24,69
610,Premium,I-CLASSIFICACAO_BEBIDA,670,25,32,69
611,foi,O,670,33,36,69
612,eleita,O,670,37,43,69
613,em,O,670,44,46,69
614,4°,O,670,47,49,69
615,Lugar,O,670,50,55,69
616,na,O,670,56,58,69
617,categoria,O,670,59,68,69
618,Extra,B-CLASSIFICACAO_BEBIDA,670,69,74,69
619,Premium,I-CLASSIFICACAO_BEBIDA,670,75,82,69
620,entre,O,670,83,88,69
621,as,O,670,89,91,69
622,50,O,670,92,94,69
623,melhores,O,670,95,103,69
624,do,O,670,104,106,69
625,Ano,O,670,107,110,69
626,no,O,670,111,113,69
627,IV,O,670,114,116,69
628,Ranking,O,670,117,124,69
629,da,O,670,125,127,69
630,Cúpula,B-NOME_ORGANIZACAO,670,128,134,69
631,da,I-NOME_ORGANIZACAO,670,135,137,69
632,Cachaça,I-NOME_ORGANIZACAO,670,138,145,69
633,de,O,670,146,148,69
634,2020,B-TEMPO,670,149,153,69
635,.,O,670,153,154,69
636,Volume,O,671,0,6,69
637,:,O,671,6,7,69
638,700ml,B-VOLUME,671,8,13,69
639,Graduação,O,672,0,9,69
640,Alcoólica,O,672,10,19,69
641,:,O,672,19,20,69
642,40%,B-GRADUACAO_ALCOOLICA,672,21,24,69
643,Local,O,673,0,5,69
644,de,O,673,6,8,69
645,Produção,O,673,9,17,69
646,:,O,673,17,18,69
647,Guarani,B-NOME_LOCAL,673,19,26,69
648,/,O,673,27,28,69
649,Minas,B-NOME_LOCAL,673,29,34,69
650,Gerais,I-NOME_LOCAL,673,35,41,69
651,NOME,O,693,0,4,71
652,DA,O,693,5,7,71
653,CACHAÇA,O,693,8,15,71
654,:,O,693,15,16,71
655,Cachaça,O,693,17,24,71
656,Da,B-NOME_BEBIDA,693,25,27,71
657,Várzea,I-NOME_BEBIDA,693,28,34,71
658,600ml,B-VOLUME,693,35,40,71
659,PREÇO,O,694,0,5,71
660,:,O,694,5,6,71
661,R$,B-PRECO,694,7,9,71
662,39,I-PRECO,694,10,12,71
663,",",I-PRECO,694,12,13,71
664,90,I-PRECO,694,13,15,71
665,DESCRIÇÃO,O,695,0,9,71
666,DA,O,695,10,12,71
667,CACHAÇA,O,695,13,20,71
668,:,O,695,20,21,71
669,A,O,695,22,23,71
670,Cachaça,O,695,24,31,71
671,Da,B-NOME_BEBIDA,695,32,34,71
672,Várzea,I-NOME_BEBIDA,695,35,41,71
673,é,O,695,42,43,71
674,produzida,O,695,44,53,71
675,na,O,695,54,56,71
676,cidade,O,695,57,63,71
677,de,O,695,64,66,71
678,Varzelândia,B-NOME_LOCAL,695,67,78,71
679,/,O,695,78,79,71
680,MG,B-NOME_LOCAL,695,79,81,71
681,.,O,695,81,82,71
682,Localizada,O,696,0,10,71
683,entre,O,696,11,16,71
684,as,O,696,17,19,71
685,regiões,O,696,20,27,71
686,de,O,696,28,30,71
687,Salinas,B-NOME_LOCAL,696,31,38,71
688,/,O,696,38,39,71
689,MG,B-NOME_LOCAL,696,39,41,71
690,e,O,696,42,43,71
691,Januária,B-NOME_LOCAL,696,44,52,71
692,/,O,696,52,53,71
693,MG,B-NOME_LOCAL,696,53,55,71
694,o,O,696,56,57,71
695,terroir,O,696,58,65,71
696,dessa,O,696,66,71,71
697,região,O,696,72,78,71
698,se,O,696,79,81,71
699,destaca,O,696,82,89,71
700,nas,O,696,90,93,71
701,melhores,O,696,94,102,71
702,cachaças,O,696,103,111,71
703,do,O,696,112,114,71
704,Brasil,B-NOME_LOCAL,696,115,121,71
705,.,O,696,121,122,71
706,A,O,697,0,1,71
