,Palavras,Rotulo,Sentenca,Inicio,Fim,Documento
96,DA,O,157,5,7,15
97,CACHAÇA,O,157,8,15,15
98,:,O,157,15,16,15
99,Gouveia,B-NOME_BEBIDA,157,17,24,15
100,Brasil,I-NOME_BEBIDA,157,25,31,15
101,MEI,I-NOME_BEBIDA,157,32,35,15
102,-,O,157,36,37,15
103,Cachaça,O,157,38,45,15
104,Limao,O,157,46,51,15
105,e,O,157,52,53,15
106,Mel,O,157,54,57,15
107,PREÇO,O,158,0,5,15
108,:,O,158,5,6,15
109,R$,B-PRECO,158,7,9,15
110,79,I-PRECO,158,10,12,15
111,",",I-PRECO,158,12,13,15
112,90,I-PRECO,158,13,15,15
113,DESCRIÇÃO,O,159,0,9,15
114,DA,O,159,10,12,15
115,CACHAÇA,O,159,13,20,15
116,:,O,159,20,21,15
117,Licor,O,159,22,27,15
118,Gouveia,B-NOME_BEBIDA,159,28,35,15
119,Brasil,I-NOME_BEBIDA,159,36,42,15
120,Mel,I-NOME_BEBIDA,159,43,46,15
121,e,I-NOME_BEBIDA,159,47,48,15
122,Limão,I-NOME_BEBIDA,159,49,54,15
123,375ml,B-VOLUME,159,55,60,15
124,.,O,159,60,61,15
125,Bebida,O,160,0,6,15
126,jovem,O,160,7,12,15
127,",",O,160,12,13,15
128,leve,O,160,14,18,15
129,e,O,160,19,20,15
130,elegante,O,160,21,29,15
131,",",O,160,29,30,15
132,a,O,160,31,32,15
133,MEi,B-NOME_BEBIDA,160,33,36,15
134,representa,O,160,37,47,15
135,a,O,160,48,49,15
136,mistura,O,160,50,57,15
137,bem,O,160,58,61,15
138,calibrada,O,160,62,71,15
139,de,O,160,72,74,15
140,uma,O,160,75,78,15
141,cachaça,O,160,79,86,15
142,extremamente,O,160,87,99,15
143,pura,O,160,100,104,15
144,",",O,160,104,105,15
145,com,O,160,106,109,15
146,dupla,O,160,110,115,15
147,destilação,O,160,116,126,15
148,",",O,160,126,127,15
149,misturada,O,160,128,137,15
150,às,O,160,138,140,15
151,cores,O,160,141,146,15
152,e,O,160,147,148,15
153,sabores,O,160,149,156,15
154,da,O,160,157,159,15
155,terra,O,160,160,165,15
156,",",O,160,165,166,15
157,com,O,160,167,170,15
158,o,O,160,171,172,15
159,esmero,O,160,173,179,15
160,que,O,160,180,183,15
161,caracteriza,O,160,184,195,15
162,as,O,160,196,198,15
163,bebidas,O,160,199,206,15
164,do,O,160,207,209,15
165,Grupo,B-NOME_ORGANIZACAO,160,210,215,15
166,Gouveia,I-NOME_ORGANIZACAO,160,216,223,15
167,Brasil,I-NOME_ORGANIZACAO,160,224,230,15
168,.,O,160,230,231,15
169,Disponível,O,161,0,10,15
170,nas,O,161,11,14,15
171,versões,O,161,15,22,15
172,mel,O,161,23,26,15
173,e,O,161,27,28,15
174,limão,O,161,29,34,15
175,e,O,161,35,36,15
176,jabuticaba,O,161,37,47,15
177,",",O,161,47,48,15
178,a,O,161,49,50,15
179,MEi,B-NOME_BEBIDA,161,51,54,15
180,nasce,O,161,55,60,15
181,com,O,161,61,64,15
182,um,O,161,65,67,15
183,discurso,O,161,68,76,15
184,contemporâneo,O,161,77,90,15
185,",",O,161,90,91,15
186,alinhado,O,161,92,100,15
187,e,O,161,101,102,15
188,pautado,O,161,103,110,15
189,na,O,161,111,113,15
190,criatividade,O,161,114,126,15
191,",",O,161,126,127,15
192,alegria,O,161,128,135,15
193,e,O,161,136,137,15
194,responsabilidade,O,161,138,154,15
195,social,O,161,155,161,15
196,.,O,161,161,162,15
197,Ideal,O,162,0,5,15
198,para,O,162,6,10,15
199,o,O,162,11,12,15
200,consumo,O,162,13,20,15
201,em,O,162,21,23,15
202,festas,O,162,24,30,15
203,",",O,162,30,31,15
204,baladas,O,162,32,39,15
205,e,O,162,40,41,15
206,house,O,162,42,47,15
207,parties,O,162,48,55,15
208,",",O,162,55,56,15
209,servida,O,162,57,64,15
210,sempre,O,162,65,71,15
211,bem,O,162,72,75,15
212,gelada,O,162,76,82,15
213,",",O,162,82,83,15
214,a,O,162,84,85,15
215,MEi,B-NOME_BEBIDA,162,86,89,15
216,também,O,162,90,96,15
217,pode,O,162,97,101,15
218,integrar,O,162,102,110,15
219,coquetéis,O,162,111,120,15
220,elaborados,O,162,121,131,15
221,e,O,162,132,133,15
222,caipirinhas,O,162,134,145,15
223,.,O,162,145,146,15
224,Com,O,163,0,3,15
225,teor,O,163,4,8,15
226,alcoólico,O,163,9,18,15
227,de,O,163,19,21,15
228,18%,B-GRADUACAO_ALCOOLICA,163,22,25,15
229,",",O,163,25,26,15
230,a,O,163,27,28,15
231,bebida,O,163,29,35,15
232,conquista,O,163,36,45,15
233,facilmente,O,163,46,56,15
234,o,O,163,57,58,15
235,paladar,O,163,59,66,15
236,feminino,O,163,67,75,15
237,e,O,163,76,77,15
238,também,O,163,78,84,15
239,se,O,163,85,87,15
240,adequa,O,163,88,94,15
241,perfeitamente,O,163,95,108,15
242,às,O,163,109,111,15
243,harmonizações,O,163,112,125,15
244,com,O,163,126,129,15
245,sobremesas,O,163,130,140,15
246,",",O,163,140,141,15
247,dividindo,O,163,142,151,15
248,espaço,O,163,152,158,15
249,com,O,163,159,162,15
250,licores,O,163,163,170,15
251,e,O,163,171,172,15
252,vinhos,O,163,173,179,15
253,fortificados,O,163,180,192,15
254,.,O,163,192,193,15
255,Beba,O,164,0,4,15
256,com,O,164,5,8,15
257,responsabilidade,O,164,9,25,15
258,!,O,164,25,26,15
259,Sonhe,O,165,0,5,15
260,sem,O,165,6,9,15
261,moderação,O,165,10,19,15
262,!,O,165,19,20,15
263,Sirva,O,166,0,5,15
264,bem,O,166,6,9,15
265,gelada,O,166,10,16,15
266,Volume,O,167,0,6,15
267,:,O,167,6,7,15
268,375,B-VOLUME,167,8,11,15
269,ml,I-VOLUME,167,12,14,15
270,NOME,O,212,0,4,21
271,DA,O,212,5,7,21
272,CACHAÇA,O,212,8,15,21
273,:,O,212,15,16,21
274,Cachaça,O,212,17,24,21
275,Taverna,B-NOME_BEBIDA,212,25,32,21
276,de,I-NOME_BEBIDA,212,33,35,21
277,Minas,I-NOME_BEBIDA,212,36,41,21
278,Jequitibá,B-TIPO_MADEIRA,212,42,51,21
279,PREÇO,O,213,0,5,21
280,:,O,213,5,6,21
281,R$,B-PRECO,213,7,9,21
282,69,I-PRECO,213,10,12,21
283,",",I-PRECO,213,12,13,21
284,0,I-PRECO,213,13,15,21
285,DESCRIÇÃO,O,214,0,9,21
286,DA,O,214,10,12,21
287,CACHAÇA,O,214,13,20,21
288,:,O,214,20,21,21
289,Cachaça,O,214,22,29,21
290,Taverna,B-NOME_BEBIDA,214,30,37,21
291,de,I-NOME_BEBIDA,214,38,40,21
292,Minas,I-NOME_BEBIDA,214,41,46,21
293,Jequitibá,B-TIPO_MADEIRA,214,47,56,21
294,750ml,B-VOLUME,214,57,62,21
295,Volume,O,215,0,6,21
296,:,O,215,6,7,21
297,750ml,B-VOLUME,215,8,13,21
298,Graduação,O,216,0,9,21
299,Alcoólica,O,216,10,19,21
300,:,O,216,19,20,21
301,39%,B-GRADUACAO_ALCOOLICA,216,21,24,21
302,RECIPIENTE,O,217,0,10,21
303,DE,O,217,11,13,21
304,ARMAZENAMENTO,O,217,14,27,21
305,:,O,217,27,28,21
306,Tipo,O,217,29,33,21
307,Barril,O,217,34,40,21
308,:,O,217,40,41,21
309,1,B-TEMPO_ARMAZENAMENTO,217,42,43,21
310,Ano,I-TEMPO_ARMAZENAMENTO,217,44,47,21
311,no,O,217,48,50,21
312,Jequitibá,B-TIPO_MADEIRA,217,51,60,21
313,Tipo,O,218,0,4,21
314,:,O,218,4,5,21
315,Armazenada,O,218,6,16,21
316,Produtor,O,219,0,8,21
317,:,O,219,8,9,21
318,Taverna,B-NOME_ORGANIZACAO,219,10,17,21
319,de,I-NOME_ORGANIZACAO,219,18,20,21
320,Minas,I-NOME_ORGANIZACAO,219,21,26,21
321,Local,O,220,0,5,21
322,de,O,220,6,8,21
323,Produção,O,220,9,17,21
324,:,O,220,17,18,21
325,Itaverava,B-NOME_LOCAL,220,19,28,21
326,/,O,220,29,30,21
327,Minas,B-NOME_LOCAL,220,31,36,21
328,Gerais,I-NOME_LOCAL,220,37,43,21
329,NOME,O,417,0,4,44
330,DA,O,417,5,7,44
331,CACHAÇA,O,417,8,15,44
332,:,O,417,15,16,44
333,Cachaça,O,417,17,24,44
334,Theodoro,B-NOME_BEBIDA,417,25,33,44
335,Carvalho,B-TIPO_MADEIRA,417,34,42,44
336,Extra,B-CLASSIFICACAO_BEBIDA,417,43,48,44
337,Premium,I-CLASSIFICACAO_BEBIDA,417,49,56,44
338,PREÇO,O,418,0,5,44
339,:,O,418,5,6,44
340,R$,B-PRECO,418,7,9,44
341,37,I-PRECO,418,10,12,44
342,",",I-PRECO,418,12,13,44
343,0,I-PRECO,418,13,15,44
344,DESCRIÇÃO,O,419,0,9,44
345,DA,O,419,10,12,44
346,CACHAÇA,O,419,13,20,44
347,:,O,419,20,21,44
348,Cachaça,O,419,22,29,44
349,Theodoro,B-NOME_BEBIDA,419,30,38,44
350,Carvalho,B-TIPO_MADEIRA,419,39,47,44
351,Extra,B-CLASSIFICACAO_BEBIDA,419,48,53,44
352,Premium,I-CLASSIFICACAO_BEBIDA,419,54,61,44
353,Envelhecida,O,419,62,73,44
354,em,O,419,74,76,44
355,barris,B-RECIPIENTE_ARMAZENAMENTO,419,77,83,44
356,de,O,419,84,86,44
357,carvalho,B-TIPO_MADEIRA,419,87,95,44
358,europeu,I-TIPO_MADEIRA,419,96,103,44
359,.,O,419,103,104,44
360,Volume,O,420,0,6,44
361,:,O,420,6,7,44
362,670ml,B-VOLUME,420,8,13,44
363,Graduação,O,421,0,9,44
364,Alcoólica,O,421,10,19,44
365,:,O,421,19,20,44
366,42%,B-GRADUACAO_ALCOOLICA,421,21,24,44
367,RECIPIENTE,O,422,0,10,44
368,DE,O,422,11,13,44
369,ARMAZENAMENTO,O,422,14,27,44
370,:,O,422,27,28,44
371,Tipo,O,422,29,33,44
372,Barril,O,422,34,40,44
373,:,O,422,40,41,44
374,Carvalho,B-TIPO_MADEIRA,422,42,50,44
375,Europeu,I-TIPO_MADEIRA,422,51,58,44
376,Produtor,O,423,0,8,44
377,:,O,423,8,9,44
378,Fazenda,B-NOME_ORGANIZACAO,423,10,17,44
379,Amábile,I-NOME_ORGANIZACAO,423,18,25,44
380,Local,O,424,0,5,44
381,de,O,424,6,8,44
382,Produção,O,424,9,17,44
383,:,O,424,17,18,44
384,Serra,B-NOME_LOCAL,424,19,24,44
385,Negra,I-NOME_LOCAL,424,25,30,44
386,/,O,424,31,32,44
387,São,B-NOME_LOCAL,424,33,36,44
388,Paulo,I-NOME_LOCAL,424,37,42,44
389,NOME,O,450,0,4,48
390,DA,O,450,5,7,48
391,CACHAÇA,O,450,8,15,48
392,:,O,450,15,16,48
393,Cachaça,O,450,17,24,48
394,Weber,B-NOME_BEBIDA,450,25,30,48
395,Haus,I-NOME_BEBIDA,450,31,35,48
396,Extra,B-CLASSIFICACAO_BEBIDA,450,36,41,48
397,Premium,I-CLASSIFICACAO_BEBIDA,450,42,49,48
398,6,B-TEMPO_ARMAZENAMENTO,450,50,51,48
399,anos,I-TEMPO_ARMAZENAMENTO,450,52,56,48
400,PREÇO,O,451,0,5,48
401,:,O,451,5,6,48
402,R$,B-PRECO,451,7,9,48
403,35,I-PRECO,451,10,12,48
404,",",I-PRECO,451,12,13,48
405,0,I-PRECO,451,13,15,48
406,DESCRIÇÃO,O,452,0,9,48
407,DA,O,452,10,12,48
408,CACHAÇA,O,452,13,20,48
409,:,O,452,20,21,48
410,Envelhecido,O,452,22,33,48
411,5,B-TEMPO_ARMAZENAMENTO,452,34,35,48
412,anos,I-TEMPO_ARMAZENAMENTO,452,36,40,48
413,barris,B-RECIPIENTE_ARMAZENAMENTO,452,41,47,48
414,carvalho,B-TIPO_MADEIRA,452,48,56,48
415,francês,I-TIPO_MADEIRA,452,57,64,48
416,e,O,452,65,66,48
417,1,B-TEMPO_ARMAZENAMENTO,452,67,68,48
418,ano,I-TEMPO_ARMAZENAMENTO,452,69,72,48
419,em,O,452,73,75,48
420,barris,B-RECIPIENTE_ARMAZENAMENTO,452,76,82,48
421,de,O,452,83,85,48
422,balsamo,B-TIPO_MADEIRA,452,86,93,48
423,Volume,O,453,0,6,48
424,:,O,453,6,7,48
425,160ml,B-VOLUME,453,8,13,48
426,Graduação,O,454,0,9,48
427,Alcoólica,O,454,10,19,48
428,:,O,454,19,20,48
429,38%,B-GRADUACAO_ALCOOLICA,454,21,24,48
430,RECIPIENTE,O,455,0,10,48
431,DE,O,455,11,13,48
432,ARMAZENAMENTO,O,455,14,27,48
433,:,O,455,27,28,48
434,Tipo,O,455,29,33,48
435,Barril,O,455,34,40,48
436,:,O,455,40,41,48
437,Carvalho,B-TIPO_MADEIRA,455,42,50,48
438,Francês,I-TIPO_MADEIRA,455,51,58,48
439,e,O,455,59,60,48
440,Bálsamo,B-TIPO_MADEIRA,455,61,68,48
441,Tipo,O,456,0,4,48
442,:,O,456,4,5,48
443,Envelhecida,O,456,6,17,48
444,Produtor,O,457,0,8,48
445,:,O,457,8,9,48
446,Destilaria,B-NOME_ORGANIZACAO,457,10,20,48
447,Weber,I-NOME_ORGANIZACAO,457,21,26,48
448,Haus,I-NOME_ORGANIZACAO,457,27,31,48
449,Local,O,458,0,5,48
450,de,O,458,6,8,48
451,Produção,O,458,9,17,48
452,:,O,458,17,18,48
453,Ivotí,B-NOME_LOCAL,458,19,24,48
454,/,O,458,25,26,48
455,Rio,B-NOME_LOCAL,458,27,30,48
456,Grande,I-NOME_LOCAL,458,31,37,48
457,do,I-NOME_LOCAL,458,38,40,48
458,Sul,I-NOME_LOCAL,458,41,44,48
459,NOME,O,591,0,4,61
460,DA,O,591,5,7,61
461,CACHAÇA,O,591,8,15,61
462,:,O,591,15,16,61
463,Cachaça,O,591,17,24,61
464,Poço,B-NOME_BEBIDA,591,25,29,61
465,da,I-NOME_BEBIDA,591,30,32,61
466,Pedra,I-NOME_BEBIDA,591,33,38,61
467,PREÇO,O,592,0,5,61
468,:,O,592,5,6,61
469,R$,B-PRECO,592,7,9,61
470,45,I-PRECO,592,10,12,61
471,",",I-PRECO,592,12,13,61
472,60,I-PRECO,592,13,15,61
473,DESCRIÇÃO,O,593,0,9,61
474,DA,O,593,10,12,61
475,CACHAÇA,O,593,13,20,61
476,:,O,593,20,21,61
477,Cachaça,O,593,22,29,61
478,armazenada,O,593,30,40,61
479,em,O,593,41,43,61
480,barril,B-RECIPIENTE_ARMAZENAMENTO,593,44,50,61
481,inox,I-RECIPIENTE_ARMAZENAMENTO,593,51,55,61
482,Volume,O,594,0,6,61
483,:,O,594,6,7,61
484,500ml,B-VOLUME,594,8,13,61
485,Graduação,O,595,0,9,61
486,Alcoólica,O,595,10,19,61
487,:,O,595,19,20,61
488,42%,B-GRADUACAO_ALCOOLICA,595,21,24,61
489,Produtor,O,596,0,8,61
490,:,O,596,8,9,61
491,Fazenda,B-NOME_ORGANIZACAO,596,10,17,61
492,Barriguda,I-NOME_ORGANIZACAO,596,18,27,61
493,Local,O,597,0,5,61
494,de,O,597,6,8,61
495,Produção,O,597,9,17,61
496,:,O,597,17,18,61
497,Caculé,B-NOME_LOCAL,597,19,25,61
498,/,O,597,26,27,61
499,Bahia,B-NOME_LOCAL,597,28,33,61
500,NOME,O,598,0,4,62
501,DA,O,598,5,7,62
502,CACHAÇA,O,598,8,15,62
503,:,O,598,15,16,62
504,Cachaça,O,598,17,24,62
505,Cabaré,B-NOME_BEBIDA,598,25,31,62
506,Extra,B-CLASSIFICACAO_BEBIDA,598,32,37,62
507,Premium,I-CLASSIFICACAO_BEBIDA,598,38,45,62
508,15,B-TEMPO_ARMAZENAMENTO,598,46,48,62
509,anos,I-TEMPO_ARMAZENAMENTO,598,49,53,62
510,PREÇO,O,599,0,5,62
511,:,O,599,5,6,62
512,R$,B-PRECO,599,7,9,62
513,350,I-PRECO,599,10,13,62
514,",",I-PRECO,599,13,14,62
515,0,I-PRECO,599,14,16,62
516,DESCRIÇÃO,O,600,0,9,62
517,DA,O,600,10,12,62
518,CACHAÇA,O,600,13,20,62
519,:,O,600,20,21,62
520,A,O,600,22,23,62
521,Cachaça,O,600,24,31,62
522,Cabaré,B-NOME_BEBIDA,600,32,38,62
523,é,O,600,39,40,62
524,arrmazenada,O,600,41,52,62
525,por,O,600,53,56,62
526,15,B-TEMPO_ARMAZENAMENTO,600,57,59,62
527,anos,I-TEMPO_ARMAZENAMENTO,600,60,64,62
528,em,O,600,65,67,62
529,tonéis,B-RECIPIENTE_ARMAZENAMENTO,600,68,74,62
530,de,O,600,75,77,62
531,carvalho,B-TIPO_MADEIRA,600,78,86,62
532,europeu,I-TIPO_MADEIRA,600,87,94,62
533,e,O,600,95,96,62
534,envasada,O,600,97,105,62
535,em,O,600,106,108,62
536,garrafa,O,600,109,116,62
537,de,O,600,117,119,62
538,design,O,600,120,126,62
539,francês,O,600,127,134,62
540,.,O,600,134,135,62
541,A,O,601,0,1,62
542,cachaça,O,601,2,9,62
543,é,O,601,10,11,62
544,uma,O,601,12,15,62
545,parceria,O,601,16,24,62
546,da,O,601,25,27,62
547,dupla,O,601,28,33,62
548,de,O,601,34,36,62
549,cantores,O,601,37,45,62
550,Leonardo,B-NOME_PESSOA,601,46,54,62
551,e,O,601,55,56,62
552,Eduardo,B-NOME_PESSOA,601,57,64,62
553,Costa,I-NOME_PESSOA,601,65,70,62
554,",",O,601,70,71,62
555,com,O,601,72,75,62
556,o,O,601,76,77,62
557,engenho,B-NOME_ORGANIZACAO,601,78,85,62
558,Dom,I-NOME_ORGANIZACAO,601,86,89,62
559,Tápparo,I-NOME_ORGANIZACAO,601,90,97,62
560,.,O,601,97,98,62
561,tudo,O,602,0,4,62
562,para,O,602,5,9,62
563,dar,O,602,10,13,62
564,um,O,602,14,16,62
565,gosto,O,602,17,22,62
566,diferenciado,O,602,23,35,62
567,",",O,602,35,36,62
568,mais,O,602,37,41,62
569,macio,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,602,42,47,62
570,",",O,602,47,48,62
571,um,O,602,49,51,62
572,sabor,O,602,52,57,62
573,mais,O,602,58,62,62
574,suave,B-CARACTERISTICA_SENSORIAL_SABOR,602,63,68,62
575,.,O,602,68,69,62
576,Volume,O,603,0,6,62
577,:,O,603,6,7,62
578,700,B-VOLUME,603,8,11,62
579,ml,I-VOLUME,603,12,14,62
580,Graduação,O,604,0,9,62
581,Alcoólica,O,604,10,19,62
582,:,O,604,19,20,62
583,38,B-GRADUACAO_ALCOOLICA,604,21,23,62
584,%,I-GRADUACAO_ALCOOLICA,604,24,25,62
585,GL,O,604,26,28,62
586,RECIPIENTE,O,605,0,10,62
587,DE,O,605,11,13,62
588,ARMAZENAMENTO,O,605,14,27,62
589,:,O,605,27,28,62
590,Tipo,O,605,29,33,62
591,Barril,O,605,34,40,62
592,:,O,605,40,41,62
593,Carvalho,B-TIPO_MADEIRA,605,42,50,62
594,Tipo,O,606,0,4,62
595,:,O,606,4,5,62
596,Envelhecida,O,606,6,17,62
597,Produtor,O,607,0,8,62
598,:,O,607,8,9,62
599,Ademilson,B-NOME_ORGANIZACAO,607,10,19,62
600,Fernando,I-NOME_ORGANIZACAO,607,20,28,62
601,Tapparo,I-NOME_ORGANIZACAO,607,29,36,62
602,-,I-NOME_ORGANIZACAO,607,37,38,62
603,ME,I-NOME_ORGANIZACAO,607,39,41,62
604,Local,O,608,0,5,62
605,de,O,608,6,8,62
606,Produção,O,608,9,17,62
607,:,O,608,17,18,62
608,Mirassol,B-NOME_LOCAL,608,19,27,62
609,/,O,608,28,29,62
610,São,B-NOME_LOCAL,608,30,33,62
611,Paulo,I-NOME_LOCAL,608,34,39,62
612,NOME,O,674,0,4,70
613,DA,O,674,5,7,70
614,CACHAÇA,O,674,8,15,70
615,:,O,674,15,16,70
616,Cachaça,O,674,17,24,70
617,Estância,B-NOME_BEBIDA,674,25,33,70
618,Moretti,I-NOME_BEBIDA,674,34,41,70
619,Carvalho,B-TIPO_MADEIRA,674,42,50,70
620,4,B-TEMPO_ARMAZENAMENTO,674,51,52,70
621,anos,I-TEMPO_ARMAZENAMENTO,674,53,57,70
622,750ml,B-VOLUME,674,58,63,70
623,PREÇO,O,675,0,5,70
624,:,O,675,5,6,70
625,R$,B-PRECO,675,7,9,70
626,399,I-PRECO,675,10,13,70
627,",",I-PRECO,675,13,14,70
628,99,I-PRECO,675,14,16,70
629,DESCRIÇÃO,O,676,0,9,70
630,DA,O,676,10,12,70
631,CACHAÇA,O,676,13,20,70
632,:,O,676,20,21,70
633,Luiz,B-NOME_PESSOA,676,22,26,70
634,herdou,O,676,27,33,70
635,a,O,676,34,35,70
636,paixão,O,676,36,42,70
637,pela,O,676,43,47,70
638,bebida,O,676,48,54,70
639,da,O,676,55,57,70
640,família,O,676,58,65,70
641,Moretti,O,676,66,73,70
642,",",O,676,73,74,70
643,que,O,676,75,78,70
644,veio,O,676,79,83,70
645,da,O,676,84,86,70
646,Itália,B-NOME_LOCAL,676,87,93,70
647,e,O,676,94,95,70
648,tinha,O,676,96,101,70
649,a,O,676,102,103,70
650,tradição,O,676,104,112,70
651,de,O,676,113,115,70
652,trabalhar,O,676,116,125,70
653,com,O,676,126,129,70
654,bebidas,O,676,130,137,70
655,.,O,676,137,138,70
656,Mas,O,677,0,3,70
657,o,O,677,4,5,70
658,amor,O,677,6,10,70
659,pelo,O,677,11,15,70
660,destilado,O,677,16,25,70
661,tipicamente,O,677,26,37,70
662,brasileiro,O,677,38,48,70
663,veio,O,677,49,53,70
664,do,O,677,54,56,70
665,pai,O,677,57,60,70
666,e,O,677,61,62,70
667,do,O,677,63,65,70
668,avô,O,677,66,69,70
669,",",O,677,69,70,70
670,que,O,677,71,74,70
671,eram,O,677,75,79,70
672,grandes,O,677,80,87,70
673,apreciadores,O,677,88,100,70
674,da,O,677,101,103,70
675,Cachaça,O,677,104,111,70
676,",",O,677,111,112,70
677,inclusive,O,677,113,122,70
678,prezavam,O,677,123,131,70
679,sempre,O,677,132,138,70
680,por,O,677,139,142,70
681,beber,O,677,143,148,70
682,uma,O,677,149,152,70
683,boa,O,677,153,156,70
684,dose,O,677,157,161,70
685,juntos,O,677,162,168,70
686,.,O,677,168,169,70
687,Coincidência,O,678,0,12,70
688,ou,O,678,13,15,70
689,não,O,678,16,19,70
690,desde,O,678,20,25,70
691,sempre,O,678,26,32,70
692,a,O,678,33,34,70
693,Cachaça,O,678,35,42,70
694,fez,O,678,43,46,70
695,parte,O,678,47,52,70
696,de,O,678,53,55,70
697,sua,O,678,56,59,70
698,vida,O,678,60,64,70
699,",",O,678,64,65,70
700,sendo,O,678,66,71,70
701,através,O,678,72,79,70
702,do,O,678,80,82,70
703,seu,O,678,83,86,70
704,trabalho,O,678,87,95,70
705,ou,O,678,96,98,70
706,simplesmente,O,678,99,111,70
707,degustando,O,678,112,122,70
708,e,O,678,123,124,70
709,colecionando,O,678,125,137,70
710,bons,O,678,138,142,70
711,rótulos,O,678,143,150,70
712,.,O,678,150,151,70
713,“Eu,O,679,0,3,70
714,sempre,O,679,4,10,70
715,fui,O,679,11,14,70
716,muito,O,679,15,20,70
717,encantado,O,679,21,30,70
718,por,O,679,31,34,70
719,Cachaça,O,679,35,42,70
720,por,O,679,43,46,70
721,ser,O,679,47,50,70
722,um,O,679,51,53,70
723,produto,O,679,54,61,70
724,brasileiro,O,679,62,72,70
725,e,O,679,73,74,70
726,com,O,679,75,78,70
727,uma,O,679,79,82,70
728,riqueza,O,679,83,90,70
729,de,O,679,91,93,70
730,história,O,679,94,102,70
731,.,O,679,102,103,70
732,Cachaça,O,680,0,7,70
733,é,O,680,8,9,70
734,sempre,O,680,10,16,70
735,bem,O,680,17,20,70
736,-,O,680,20,21,70
