,Palavras,Rotulo,Sentenca,Inicio,Fim,Documento
95,Fabulosa,B-NOME_ORGANIZACAO,310,10,18,28
96,Local,O,311,0,5,28
97,de,O,311,6,8,28
98,Produção,O,311,9,17,28
99,:,O,311,17,18,28
100,Salinas,B-NOME_LOCAL,311,19,26,28
101,/,O,311,27,28,28
102,Minas,B-NOME_LOCAL,311,29,34,28
103,Gerais,I-NOME_LOCAL,311,35,41,28
104,NOME,O,322,0,4,30
105,DA,O,322,5,7,30
106,CACHAÇA,O,322,8,15,30
107,:,O,322,15,16,30
108,Cachaça,O,322,17,24,30
109,Salicana,B-NOME_BEBIDA,322,25,33,30
110,Ouro,B-CLASSIFICACAO_BEBIDA,322,34,38,30
111,PREÇO,O,323,0,5,30
112,:,O,323,5,6,30
113,R$,B-PRECO,323,7,9,30
114,48,I-PRECO,323,10,12,30
115,",",I-PRECO,323,12,13,30
116,0,I-PRECO,323,13,15,30
117,DESCRIÇÃO,O,324,0,9,30
118,DA,O,324,10,12,30
119,CACHAÇA,O,324,13,20,30
120,:,O,324,20,21,30
121,Cachaça,O,324,22,29,30
122,Salicana,B-NOME_BEBIDA,324,30,38,30
123,Ouro,B-CLASSIFICACAO_BEBIDA,324,39,43,30
124,670ml,B-VOLUME,324,44,49,30
125,Volume,O,325,0,6,30
126,:,O,325,6,7,30
127,670ml,B-VOLUME,325,8,13,30
128,Graduação,O,326,0,9,30
129,Alcoólica,O,326,10,19,30
130,:,O,326,19,20,30
131,42%,B-GRADUACAO_ALCOOLICA,326,21,24,30
132,RECIPIENTE,O,327,0,10,30
133,DE,O,327,11,13,30
134,ARMAZENAMENTO,O,327,14,27,30
135,:,O,327,27,28,30
136,Tipo,O,327,29,33,30
137,Barril,O,327,34,40,30
138,:,O,327,40,41,30
139,Bálsamo,B-TIPO_MADEIRA,327,42,49,30
140,Tipo,O,328,0,4,30
141,:,O,328,4,5,30
142,Armazenada,O,328,6,16,30
143,Local,O,329,0,5,30
144,de,O,329,6,8,30
145,Produção,O,329,9,17,30
146,:,O,329,17,18,30
147,Salinas,B-NOME_LOCAL,329,19,26,30
148,/,O,329,27,28,30
149,Minas,B-NOME_LOCAL,329,29,34,30
150,Gerais,I-NOME_LOCAL,329,35,41,30
151,NOME,O,425,0,4,41
152,DA,O,425,5,7,41
153,CACHAÇA,O,425,8,15,41
154,:,O,425,15,16,41
155,Cachaça,O,425,17,24,41
156,Brinco,B-NOME_BEBIDA,425,25,31,41
157,de,I-NOME_BEBIDA,425,32,34,41
158,Ouro,I-NOME_BEBIDA,425,35,39,41
159,PREÇO,O,426,0,5,41
160,:,O,426,5,6,41
161,R$,B-PRECO,426,7,9,41
162,62,I-PRECO,426,10,12,41
163,",",I-PRECO,426,12,13,41
164,0,I-PRECO,426,13,15,41
165,DESCRIÇÃO,O,427,0,9,41
166,DA,O,427,10,12,41
167,CACHAÇA,O,427,13,20,41
168,:,O,427,20,21,41
169,Armazenada,O,427,22,32,41
170,por,O,427,33,36,41
171,3,B-TEMPO_ARMAZENAMENTO,427,37,38,41
172,anos,I-TEMPO_ARMAZENAMENTO,427,39,43,41
173,em,O,427,44,46,41
174,tonéis,B-RECIPIENTE_ARMAZENAMENTO,427,47,53,41
175,de,O,427,54,56,41
176,bálsamo,B-TIPO_MADEIRA,427,57,64,41
177,",",O,427,64,65,41
178,adquire,O,427,66,73,41
179,tonalidade,O,427,74,84,41
180,de,O,427,85,87,41
181,aroma,O,427,88,93,41
182,característico,O,427,94,108,41
183,da,O,427,109,111,41
184,madeira,B-CARACTERISTICA_SENSORIAL_AROMA,427,112,119,41
185,.,O,427,119,120,41
186,Trata,O,428,0,5,41
187,-,O,428,5,6,41
188,se,O,428,6,8,41
189,de,O,428,9,11,41
190,uma,O,428,12,15,41
191,das,O,428,16,19,41
192,menores,O,428,20,27,41
193,graduações,O,428,28,38,41
194,alcoólicas,O,428,39,49,41
195,das,O,428,50,53,41
196,bebidas,O,428,54,61,41
197,envelhecidas,O,428,62,74,41
198,em,O,428,75,77,41
199,bálsamo,B-TIPO_MADEIRA,428,78,85,41
200,.,O,428,85,86,41
201,Aroma,O,429,0,5,41
202,e,O,429,6,7,41
203,sabor,O,429,8,13,41
204,bastante,O,429,14,22,41
205,equilibrados,O,429,23,35,41
206,.,O,429,35,36,41
207,-,O,430,0,1,41
208,Armazenada,O,430,2,12,41
209,por,O,430,13,16,41
210,3,B-TEMPO_ARMAZENAMENTO,430,17,19,41
211,anos,I-TEMPO_ARMAZENAMENTO,430,20,24,41
212,em,O,430,25,27,41
213,tonéis,B-RECIPIENTE_ARMAZENAMENTO,430,28,34,41
214,de,O,430,35,37,41
215,Bálsamo,B-TIPO_MADEIRA,430,38,45,41
216,-,O,430,46,47,41
217,Graduação,O,430,48,57,41
218,alcoólica,O,430,58,67,41
219,:,O,430,67,68,41
220,40%,B-GRADUACAO_ALCOOLICA,430,69,72,41
221,vol,O,430,73,76,41
222,.,O,430,76,77,41
223,-,O,431,0,1,41
224,Indicada,O,431,2,10,41
225,para,O,431,11,15,41
226,ser,O,431,16,19,41
227,apreciada,O,431,20,29,41
228,pura,O,431,30,34,41
229,-,O,431,35,36,41
230,Origem,O,431,37,43,41
231,:,O,431,43,44,41
232,Salinas,B-NOME_LOCAL,431,45,52,41
233,(,O,431,53,54,41
234,MG,B-NOME_LOCAL,431,54,56,41
235,),O,431,56,57,41
236,Volume,O,432,0,6,41
237,:,O,432,6,7,41
238,670ml,B-VOLUME,432,8,13,41
239,Graduação,O,433,0,9,41
240,Alcoólica,O,433,10,19,41
241,:,O,433,19,20,41
242,40%,B-GRADUACAO_ALCOOLICA,433,21,24,41
243,RECIPIENTE,O,434,0,10,41
244,DE,O,434,11,13,41
245,ARMAZENAMENTO,O,434,14,27,41
246,:,O,434,27,28,41
247,Tipo,O,434,29,33,41
248,Barril,O,434,34,40,41
249,:,O,434,40,41,41
250,Balsamo,B-TIPO_MADEIRA,434,42,49,41
251,Tipo,O,435,0,4,41
252,:,O,435,4,5,41
253,Armazenada,O,435,6,16,41
254,Local,O,436,0,5,41
255,de,O,436,6,8,41
256,Produção,O,436,9,17,41
257,:,O,436,17,18,41
258,Salinas,B-NOME_LOCAL,436,19,26,41
259,/,O,436,27,28,41
260,Minas,B-NOME_LOCAL,436,29,34,41
261,Gerais,I-NOME_LOCAL,436,35,41,41
262,NOME,O,487,0,4,47
263,DA,O,487,5,7,47
264,CACHAÇA,O,487,8,15,47
265,:,O,487,15,16,47
266,Cachaça,O,487,17,24,47
267,Vale,B-NOME_BEBIDA,487,25,29,47
268,Verde,I-NOME_BEBIDA,487,30,35,47
269,Ediçao,B-CLASSIFICACAO_BEBIDA,487,36,42,47
270,Especial,I-CLASSIFICACAO_BEBIDA,487,43,51,47
271,PREÇO,O,488,0,5,47
272,:,O,488,5,6,47
273,R$,B-PRECO,488,7,9,47
274,699,I-PRECO,488,10,13,47
275,",",I-PRECO,488,13,14,47
276,0,I-PRECO,488,14,16,47
277,DESCRIÇÃO,O,489,0,9,47
278,DA,O,489,10,12,47
279,CACHAÇA,O,489,13,20,47
280,:,O,489,20,21,47
281,Cachaça,O,489,22,29,47
282,Vale,B-NOME_BEBIDA,489,30,34,47
283,Verde,I-NOME_BEBIDA,489,35,40,47
284,Ediçao,B-CLASSIFICACAO_BEBIDA,489,41,47,47
285,Especial,I-CLASSIFICACAO_BEBIDA,489,48,56,47
286,envelhecida,O,489,57,68,47
287,12,B-TEMPO_ARMAZENAMENTO,489,69,71,47
288,Anos,I-TEMPO_ARMAZENAMENTO,489,72,76,47
289,em,O,489,77,79,47
290,barris,B-RECIPIENTE_ARMAZENAMENTO,489,80,86,47
291,de,O,489,87,89,47
292,carvalho,B-TIPO_MADEIRA,489,90,98,47
293,Volume,O,490,0,6,47
294,:,O,490,6,7,47
295,700ml,B-VOLUME,490,8,13,47
296,Graduação,O,491,0,9,47
297,Alcoólica,O,491,10,19,47
298,:,O,491,19,20,47
299,40%,B-GRADUACAO_ALCOOLICA,491,21,24,47
300,RECIPIENTE,O,492,0,10,47
301,DE,O,492,11,13,47
302,ARMAZENAMENTO,O,492,14,27,47
303,:,O,492,27,28,47
304,Tipo,O,492,29,33,47
305,Barril,O,492,34,40,47
306,:,O,492,40,41,47
307,Carvalho,B-TIPO_MADEIRA,492,42,50,47
308,Tipo,O,493,0,4,47
309,:,O,493,4,5,47
310,Envelhecida,O,493,6,17,47
311,Produtor,O,494,0,8,47
312,:,O,494,8,9,47
313,Alambique,B-NOME_ORGANIZACAO,494,10,19,47
314,Vale,I-NOME_ORGANIZACAO,494,20,24,47
315,Verde,I-NOME_ORGANIZACAO,494,25,30,47
316,Local,O,495,0,5,47
317,de,O,495,6,8,47
318,Produção,O,495,9,17,47
319,:,O,495,17,18,47
320,Betim,B-NOME_LOCAL,495,19,24,47
321,/,O,495,25,26,47
322,Minas,B-NOME_LOCAL,495,27,32,47
323,Gerais,I-NOME_LOCAL,495,33,39,47
324,NOME,O,555,0,4,53
325,DA,O,555,5,7,53
326,CACHAÇA,O,555,8,15,53
327,:,O,555,15,16,53
328,Cachaça,O,555,17,24,53
329,Tiara,B-NOME_BEBIDA,555,25,30,53
330,Blend,B-CLASSIFICACAO_BEBIDA,555,31,36,53
331,Jequitibá,B-TIPO_MADEIRA,555,37,46,53
332,e,O,555,47,48,53
333,Ipê,B-TIPO_MADEIRA,555,49,52,53
334,PREÇO,O,556,0,5,53
335,:,O,556,5,6,53
336,R$,B-PRECO,556,7,9,53
337,55,I-PRECO,556,10,12,53
338,",",I-PRECO,556,12,13,53
339,0,I-PRECO,556,13,15,53
340,DESCRIÇÃO,O,557,0,9,53
341,DA,O,557,10,12,53
342,CACHAÇA,O,557,13,20,53
343,:,O,557,20,21,53
344,Cachaça,O,557,22,29,53
345,Tiara,B-NOME_BEBIDA,557,30,35,53
346,Blend,B-CLASSIFICACAO_BEBIDA,557,36,41,53
347,Jequitibá,B-TIPO_MADEIRA,557,42,51,53
348,e,O,557,52,53,53
349,Ipê,B-TIPO_MADEIRA,557,54,57,53
350,670ml,B-VOLUME,557,58,63,53
351,Armazenada,O,557,64,74,53
352,18,B-TEMPO_ARMAZENAMENTO,557,75,77,53
353,meses,I-TEMPO_ARMAZENAMENTO,557,78,83,53
354,Volume,O,558,0,6,53
355,:,O,558,6,7,53
356,670ml,B-VOLUME,558,8,13,53
357,Graduação,O,559,0,9,53
358,Alcoólica,O,559,10,19,53
359,:,O,559,19,20,53
360,42%,B-GRADUACAO_ALCOOLICA,559,21,24,53
361,RECIPIENTE,O,560,0,10,53
362,DE,O,560,11,13,53
363,ARMAZENAMENTO,O,560,14,27,53
364,:,O,560,27,28,53
365,Tipo,O,560,29,33,53
366,Barril,O,560,34,40,53
367,:,O,560,40,41,53
368,Jequitibá,B-TIPO_MADEIRA,560,42,51,53
369,e,O,560,52,53,53
370,Ipê,B-TIPO_MADEIRA,560,54,57,53
371,NOME,O,671,0,4,63
372,DA,O,671,5,7,63
373,CACHAÇA,O,671,8,15,63
374,:,O,671,15,16,63
375,Nega,B-NOME_BEBIDA,671,17,21,63
376,Fulô,I-NOME_BEBIDA,671,22,26,63
377,Carvalho,B-TIPO_MADEIRA,671,27,35,63
378,PREÇO,O,672,0,5,63
379,:,O,672,5,6,63
380,R$,B-PRECO,672,7,9,63
381,190,I-PRECO,672,10,13,63
382,",",I-PRECO,672,13,14,63
383,0,I-PRECO,672,14,16,63
384,DESCRIÇÃO,O,673,0,9,63
385,DA,O,673,10,12,63
386,CACHAÇA,O,673,13,20,63
387,:,O,673,20,21,63
388,Produzida,O,673,22,31,63
389,desde,O,673,32,37,63
390,1975,B-TEMPO,673,38,42,63
391,",",O,673,42,43,63
392,a,O,673,44,45,63
393,cachaça,O,673,46,53,63
394,Nega,B-NOME_BEBIDA,673,54,58,63
395,Fulô,I-NOME_BEBIDA,673,59,63,63
396,foi,O,673,64,67,63
397,a,O,673,68,69,63
398,primeira,O,673,70,78,63
399,fabricada,O,673,79,88,63
400,na,O,673,89,91,63
401,fazenda,B-NOME_ORGANIZACAO,673,92,99,63
402,Soledade,I-NOME_ORGANIZACAO,673,100,108,63
403,Localizada,O,673,109,119,63
404,em,O,673,120,122,63
405,Nova,B-NOME_LOCAL,673,123,127,63
406,Friburgo,I-NOME_LOCAL,673,128,136,63
407,",",O,673,136,137,63
408,no,O,673,138,140,63
409,estado,O,673,141,147,63
410,do,O,673,148,150,63
411,Rio,B-NOME_LOCAL,673,151,154,63
412,de,I-NOME_LOCAL,673,155,157,63
413,Janeiro,I-NOME_LOCAL,673,158,165,63
414,",",O,673,165,166,63
415,e,O,673,167,168,63
416,para,O,673,169,173,63
417,essa,O,673,174,178,63
418,fabricação,O,673,179,189,63
419,",",O,673,189,190,63
420,usa,O,673,191,194,63
421,também,O,673,195,201,63
422,da,O,673,202,204,63
423,água,O,673,205,209,63
424,pura,O,673,210,214,63
425,das,O,673,215,218,63
426,nascentes,O,673,219,228,63
427,de,O,673,229,231,63
428,altitude,O,673,232,240,63
429,da,O,673,241,243,63
430,fazenda,O,673,244,251,63
431,",",O,673,251,252,63
432,que,O,673,253,256,63
433,dilui,O,673,257,262,63
434,a,O,673,263,264,63
435,bebida,O,673,265,271,63
436,entre,O,673,272,277,63
437,a,O,673,278,279,63
438,primeira,O,673,280,288,63
439,e,O,673,289,290,63
440,segunda,O,673,291,298,63
441,destilação,O,673,299,309,63
442,",",O,673,309,310,63
443,compondo,O,673,311,319,63
444,cerca,O,673,320,325,63
445,de,O,673,326,328,63
446,50%,O,673,329,332,63
447,do,O,673,333,335,63
448,líquido,O,673,336,343,63
449,.,O,673,343,344,63
450,O,O,674,0,1,63
451,processo,O,674,2,10,63
452,de,O,674,11,13,63
453,produção,O,674,14,22,63
454,",",O,674,22,23,63
455,hoje,O,674,24,28,63
456,",",O,674,28,29,63
457,é,O,674,30,31,63
458,uma,O,674,32,35,63
459,junção,O,674,36,42,63
460,das,O,674,43,46,63
461,tradições,O,674,47,56,63
462,que,O,674,57,60,63
463,a,O,674,61,62,63
464,marca,O,674,63,68,63
465,carrega,O,674,69,76,63
466,e,O,674,77,78,63
467,das,O,674,79,82,63
468,inovações,O,674,83,92,63
469,tecnológicas,O,674,93,105,63
470,que,O,674,106,109,63
471,surgiram,O,674,110,118,63
472,com,O,674,119,122,63
473,o,O,674,123,124,63
474,tempo,O,674,125,130,63
475,.,O,674,130,131,63
476,Até,O,675,0,3,63
477,hoje,O,675,4,8,63
478,",",O,675,8,9,63
479,apesar,O,675,10,16,63
480,do,O,675,17,19,63
481,crescimento,O,675,20,31,63
482,da,O,675,32,34,63
483,empresa,O,675,35,42,63
484,",",O,675,42,43,63
485,e,O,675,44,45,63
486,a,O,675,46,47,63
487,venda,O,675,48,53,63
488,para,O,675,54,58,63
489,a,O,675,59,60,63
490,Diageo,B-NOME_ORGANIZACAO,675,61,67,63
491,",",O,675,67,68,63
492,maior,O,675,69,74,63
493,empresa,O,675,75,82,63
494,de,O,675,83,85,63
495,bebidas,O,675,86,93,63
496,do,O,675,94,96,63
497,mundo,O,675,97,102,63
498,",",O,675,102,103,63
499,a,O,675,104,105,63
500,direção,O,675,106,113,63
501,ainda,O,675,114,119,63
502,tem,O,675,120,123,63
503,a,O,675,124,125,63
504,participação,O,675,126,138,63
505,dos,O,675,139,142,63
506,irmãos,O,675,143,149,63
507,Bastos,B-NOME_PESSOA,675,150,156,63
508,Ribeiro,I-NOME_PESSOA,675,157,164,63
509,",",O,675,164,165,63
510,que,O,675,166,169,63
511,asseguram,O,675,170,179,63
512,pessoalmente,O,675,180,192,63
513,a,O,675,193,194,63
514,qualidade,O,675,195,204,63
515,de,O,675,205,207,63
516,seus,O,675,208,212,63
517,produtos,O,675,213,221,63
518,.,O,675,221,222,63
519,Volume,O,676,0,6,63
520,:,O,676,6,7,63
521,750,B-VOLUME,676,8,11,63
522,ml,I-VOLUME,676,12,14,63
523,Graduação,O,677,0,9,63
524,Alcoólica,O,677,10,19,63
525,:,O,677,19,20,63
526,38,B-GRADUACAO_ALCOOLICA,677,21,23,63
527,%,I-GRADUACAO_ALCOOLICA,677,24,25,63
528,GL,O,677,26,28,63
529,RECIPIENTE,O,678,0,10,63
530,DE,O,678,11,13,63
531,ARMAZENAMENTO,O,678,14,27,63
532,:,O,678,27,28,63
533,Tipo,O,678,29,33,63
534,Barril,O,678,34,40,63
535,:,O,678,40,41,63
536,Carvalho,B-TIPO_MADEIRA,678,42,50,63
537,Tipo,O,679,0,4,63
538,:,O,679,4,5,63
539,Armazenada,O,679,6,16,63
540,Produtor,O,680,0,8,63
541,:,O,680,8,9,63
542,Fazenda,B-NOME_ORGANIZACAO,680,10,17,63
543,Soledade,I-NOME_ORGANIZACAO,680,18,26,63
544,Ltda,I-NOME_ORGANIZACAO,680,27,31,63
545,Local,O,681,0,5,63
546,de,O,681,6,8,63
547,Produção,O,681,9,17,63
548,:,O,681,17,18,63
549,Nova,B-NOME_LOCAL,681,19,23,63
550,Friburgo,I-NOME_LOCAL,681,24,32,63
551,/,O,681,33,34,63
552,Rio,B-NOME_LOCAL,681,35,38,63
553,de,I-NOME_LOCAL,681,39,41,63
554,Janeiro,I-NOME_LOCAL,681,42,49,63
555,NOME,O,783,0,4,73
556,DA,O,783,5,7,73
557,CACHAÇA,O,783,8,15,73
558,:,O,783,15,16,73
559,Cachaça,O,783,17,24,73
560,Salinas,B-NOME_BEBIDA,783,25,32,73
561,Umburana,B-TIPO_MADEIRA,783,33,41,73
562,700ml,B-VOLUME,783,42,47,73
563,PREÇO,O,784,0,5,73
564,:,O,784,5,6,73
565,R$,B-PRECO,784,7,9,73
566,42,I-PRECO,784,10,12,73
567,",",I-PRECO,784,12,13,73
568,99,I-PRECO,784,13,15,73
569,DESCRIÇÃO,O,785,0,9,73
570,DA,O,785,10,12,73
571,CACHAÇA,O,785,13,20,73
572,:,O,785,20,21,73
573,A,O,785,22,23,73
574,Cachaça,O,785,24,31,73
575,Salinas,B-NOME_BEBIDA,785,32,39,73
576,Tradicional,B-CLASSIFICACAO_BEBIDA,785,40,51,73
577,é,O,785,52,53,73
578,envelhecida,O,785,54,65,73
579,3,B-TEMPO_ARMAZENAMENTO,785,66,67,73
580,anos,I-TEMPO_ARMAZENAMENTO,785,68,72,73
581,em,O,785,73,75,73
582,tonéis,B-RECIPIENTE_ARMAZENAMENTO,785,76,82,73
583,de,O,785,83,85,73
584,Bálsamo,B-TIPO_MADEIRA,785,86,93,73
585,",",O,785,93,94,73
586,possui,O,785,95,101,73
587,coloração,O,785,102,111,73
588,clara,B-CARACTERISTICA_SENSORIAL_COR,785,112,117,73
589,e,O,785,118,119,73
590,sabor,O,785,120,125,73
591,suave,B-CARACTERISTICA_SENSORIAL_SABOR,785,126,131,73
592,e,O,785,132,133,73
593,amadeirado,B-CARACTERISTICA_SENSORIAL_SABOR,785,134,144,73
594,.,O,785,144,145,73
595,Graduação,O,786,0,9,73
596,alcoólica,O,786,10,19,73
597,:,O,786,19,20,73
598,42%,B-GRADUACAO_ALCOOLICA,786,21,24,73
599,vol,O,786,25,28,73
600,.,O,786,28,29,73
601,Armazenamento,O,787,0,13,73
602,:,O,787,13,14,73
603,Bálsamo,B-TIPO_MADEIRA,787,15,22,73
604,–,O,787,23,24,73
605,3,B-TEMPO_ARMAZENAMENTO,787,25,26,73
606,anos,I-TEMPO_ARMAZENAMENTO,787,27,31,73
607,.,O,787,31,32,73
608,Cor,O,788,0,3,73
609,:,O,788,3,4,73
610,Branco,B-CARACTERISTICA_SENSORIAL_COR,788,5,11,73
611,-,I-CARACTERISTICA_SENSORIAL_COR,788,11,12,73
612,amarelada,I-CARACTERISTICA_SENSORIAL_COR,788,12,21,73
613,",",O,788,21,22,73
614,brilhante,B-CARACTERISTICA_SENSORIAL_COR,788,23,32,73
615,e,O,788,33,34,73
616,límpida,B-CARACTERISTICA_SENSORIAL_COR,788,35,42,73
617,.,O,788,42,43,73
618,Aroma,O,789,0,5,73
619,:,O,789,5,6,73
620,Frutado,B-CARACTERISTICA_SENSORIAL_AROMA,789,7,14,73
621,com,O,789,15,18,73
622,sutis,B-CARACTERISTICA_SENSORIAL_AROMA,789,19,24,73
623,traços,I-CARACTERISTICA_SENSORIAL_AROMA,789,25,31,73
624,de,I-CARACTERISTICA_SENSORIAL_AROMA,789,32,34,73
625,madeira,I-CARACTERISTICA_SENSORIAL_AROMA,789,35,42,73
626,.,O,789,42,43,73
627,Sabor,O,790,0,5,73
628,:,O,790,5,6,73
629,Leve,O,790,7,11,73
630,e,O,790,12,13,73
631,macia,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,790,14,19,73
632,",",O,790,19,20,73
633,com,O,790,21,24,73
634,acidez,B-CARACTERISTICA_SENSORIAL_SABOR,790,25,31,73
635,equilibrada,I-CARACTERISTICA_SENSORIAL_SABOR,790,32,43,73
636,.,O,790,43,44,73
637,Harmonização,O,791,0,12,73
638,:,O,791,12,13,73
639,Acompanha,O,791,14,23,73
640,petiscos,O,791,24,32,73
641,",",O,791,32,33,73
642,caldos,O,791,34,40,73
643,e,O,791,41,42,73
644,pratos,O,791,43,49,73
645,à,O,791,50,51,73
646,base,O,791,52,56,73
647,de,O,791,57,59,73
648,frutos,O,791,60,66,73
649,do,O,791,67,69,73
650,mar,O,791,70,73,73
651,.,O,791,73,74,73
652,Volume,O,792,0,6,73
653,:,O,792,6,7,73
654,700ml,B-VOLUME,792,8,13,73
655,NOME,O,1001,0,4,92
656,DA,O,1001,5,7,92
657,CACHAÇA,O,1001,8,15,92
658,:,O,1001,15,16,92
659,Cachaça,O,1001,17,24,92
660,Capão,B-NOME_BEBIDA,1001,25,30,92
661,da,I-NOME_BEBIDA,1001,31,33,92
662,Palha,I-NOME_BEBIDA,1001,34,39,92
663,Envelhecida,O,1001,40,51,92
664,2,B-TEMPO_ARMAZENAMENTO,1001,52,53,92
665,Anos,I-TEMPO_ARMAZENAMENTO,1001,54,58,92
666,700ml,B-VOLUME,1001,59,64,92
667,PREÇO,O,1002,0,5,92
668,:,O,1002,5,6,92
669,R$,B-PRECO,1002,7,9,92
670,79,I-PRECO,1002,10,12,92
671,",",I-PRECO,1002,12,13,92
672,90,I-PRECO,1002,13,15,92
673,DESCRIÇÃO,O,1003,0,9,92
674,DA,O,1003,10,12,92
675,CACHAÇA,O,1003,13,20,92
676,:,O,1003,20,21,92
677,Cachaça,O,1003,22,29,92
678,Artesanal,O,1003,30,39,92
679,Capão,B-NOME_BEBIDA,1003,40,45,92
680,da,I-NOME_BEBIDA,1003,46,48,92
681,Palha,I-NOME_BEBIDA,1003,49,54,92
682,Tradicional,B-CLASSIFICACAO_BEBIDA,1003,55,66,92
683,Envelhecida,O,1003,67,78,92
684,2,B-TEMPO_ARMAZENAMENTO,1003,79,80,92
685,Anos,I-TEMPO_ARMAZENAMENTO,1003,81,85,92
686,em,O,1003,86,88,92
687,Madeira,O,1003,89,96,92
688,Brasileira,O,1003,97,107,92
689,Canela,B-TIPO_MADEIRA,1003,108,114,92
690,Amarela,I-TIPO_MADEIRA,1003,115,122,92
691,–,O,1003,123,124,92
692,700ml,B-VOLUME,1003,125,130,92
693,Produzida,O,1003,131,140,92
694,na,O,1003,141,143,92
695,Fazenda,B-NOME_ORGANIZACAO,1003,144,151,92
696,Capão,I-NOME_ORGANIZACAO,1003,152,157,92
697,da,I-NOME_ORGANIZACAO,1003,158,160,92
698,Palha,I-NOME_ORGANIZACAO,1003,161,166,92
699,em,O,1003,167,169,92
700,um,O,1003,170,172,92
701,lindo,O,1003,173,178,92
702,vale,O,1003,179,183,92
703,na,O,1003,184,186,92
704,Chapada,B-NOME_LOCAL,1003,187,194,92
705,dos,I-NOME_LOCAL,1003,195,198,92
706,Veadeiros,I-NOME_LOCAL,1003,199,208,92
707,",",O,1003,208,209,92
708,nordeste,B-NOME_LOCAL,1003,210,218,92
