,Palavras,Rotulo,Sentenca,Inicio,Fim,Documento
100,TOTALMENTE,O,70,8,18,6
101,orgânico,O,70,19,27,6
102,e,O,70,28,29,6
103,de,O,70,30,32,6
104,alta,O,70,33,37,6
105,qualidade,O,70,38,47,6
106,.,O,70,47,48,6
107,Produto,O,71,0,7,6
108,100%,O,71,8,12,6
109,natural,O,71,13,20,6
110,e,O,71,21,22,6
111,sem,O,71,23,26,6
112,nenhum,O,71,27,33,6
113,conservante,O,71,34,45,6
114,ORIGEM,O,71,46,52,6
115,DO,O,71,53,55,6
116,NOME,O,71,56,60,6
117,Babu,O,71,61,65,6
118,é,O,71,66,67,6
119,o,O,71,68,69,6
120,apelido,O,71,70,77,6
121,do,O,71,78,80,6
122,criador,O,71,81,88,6
123,da,O,71,89,91,6
124,nossa,O,71,92,97,6
125,fórmula,O,71,98,105,6
126,.,O,71,105,106,6
127,Assim,O,72,0,5,6
128,",",O,72,5,6,6
129,resolvemos,O,72,7,17,6
130,dar,O,72,18,21,6
131,o,O,72,22,23,6
132,mesmo,O,72,24,29,6
133,nome,O,72,30,34,6
134,para,O,72,35,39,6
135,o,O,72,40,41,6
136,nosso,O,72,42,47,6
137,mascote,O,72,48,55,6
138,(,O,72,56,57,6
139,esse,O,72,57,61,6
140,macaquinho,O,72,62,72,6
141,simpático,O,72,73,82,6
142,),O,72,82,83,6
143,e,O,72,84,85,6
144,homenageá,O,72,86,95,6
145,-,O,72,95,96,6
146,lo,O,72,96,98,6
147,com,O,72,99,102,6
148,o,O,72,103,104,6
149,nome,O,72,105,109,6
150,da,O,72,110,112,6
151,marca,O,72,113,118,6
152,de,O,72,119,121,6
153,uma,O,72,122,125,6
154,forma,O,72,126,131,6
155,divertida,O,72,132,141,6
156,:,O,72,141,142,6
157,Babuxca,B-NOME_ORGANIZACAO,72,143,150,6
158,.,O,72,150,151,6
159,Volume,O,73,0,6,6
160,:,O,73,6,7,6
161,700ml,B-VOLUME,73,8,13,6
162,Graduação,O,74,0,9,6
163,Alcoólica,O,74,10,19,6
164,:,O,74,19,20,6
165,18,B-GRADUACAO_ALCOOLICA,74,21,23,6
166,",",I-GRADUACAO_ALCOOLICA,74,23,24,6
167,5%,I-GRADUACAO_ALCOOLICA,74,24,26,6
168,RECIPIENTE,O,75,0,10,6
169,DE,O,75,11,13,6
170,ARMAZENAMENTO,O,75,14,27,6
171,:,O,75,27,28,6
172,Tipo,O,75,29,33,6
173,Barril,O,75,34,40,6
174,:,O,75,40,41,6
175,Não,O,75,42,45,6
176,Há,O,75,46,48,6
177,Tipo,O,76,0,4,6
178,:,O,76,4,5,6
179,Bebida,O,76,6,12,6
180,Mista,O,76,13,18,6
181,Produtor,O,77,0,8,6
182,:,O,77,8,9,6
183,BABUXCA,B-NOME_ORGANIZACAO,77,10,17,6
184,Local,O,78,0,5,6
185,de,O,78,6,8,6
186,Produção,O,78,9,17,6
187,:,O,78,17,18,6
188,Sorocaba,B-NOME_LOCAL,78,19,27,6
189,/,O,78,28,29,6
190,São,B-NOME_LOCAL,78,30,33,6
191,Paulo,I-NOME_LOCAL,78,34,39,6
192,NOME,O,267,0,4,27
193,DA,O,267,5,7,27
194,CACHAÇA,O,267,8,15,27
195,:,O,267,15,16,27
196,Coqueiro,B-NOME_BEBIDA,267,17,25,27
197,Gabriela,I-NOME_BEBIDA,267,26,34,27
198,PREÇO,O,268,0,5,27
199,:,O,268,5,6,27
200,R$,B-PRECO,268,7,9,27
201,55,I-PRECO,268,10,12,27
202,",",I-PRECO,268,12,13,27
203,0,I-PRECO,268,13,15,27
204,DESCRIÇÃO,O,269,0,9,27
205,DA,O,269,10,12,27
206,CACHAÇA,O,269,13,20,27
207,:,O,269,20,21,27
208,Coqueiro,B-NOME_BEBIDA,269,22,30,27
209,Gabriela,I-NOME_BEBIDA,269,31,39,27
210,500ml,B-VOLUME,269,40,45,27
211,Cravo,O,269,46,51,27
212,e,O,269,52,53,27
213,Canela,O,269,54,60,27
214,Volume,O,270,0,6,27
215,:,O,270,6,7,27
216,500ml,B-VOLUME,270,8,13,27
217,Graduação,O,271,0,9,27
218,Alcoólica,O,271,10,19,27
219,:,O,271,19,20,27
220,45%,B-GRADUACAO_ALCOOLICA,271,21,24,27
221,RECIPIENTE,O,272,0,10,27
222,DE,O,272,11,13,27
223,ARMAZENAMENTO,O,272,14,27,27
224,:,O,272,27,28,27
225,Tipo,O,272,29,33,27
226,Barril,O,272,34,40,27
227,:,O,272,40,41,27
228,Não,O,272,42,45,27
229,Há,O,272,46,48,27
230,Tipo,O,273,0,4,27
231,:,O,273,4,5,27
232,Aguardente,O,273,6,16,27
233,Composta,O,273,17,25,27
234,com,O,273,26,29,27
235,Cravo,O,273,30,35,27
236,e,O,273,36,37,27
237,Canela,O,273,38,44,27
238,Produtor,O,274,0,8,27
239,:,O,274,8,9,27
240,Coqueiro,B-NOME_ORGANIZACAO,274,10,18,27
241,Local,O,275,0,5,27
242,de,O,275,6,8,27
243,Produção,O,275,9,17,27
244,:,O,275,17,18,27
245,Paraty,B-NOME_LOCAL,275,19,25,27
246,/,O,275,26,27,27
247,Rio,B-NOME_LOCAL,275,28,31,27
248,de,I-NOME_LOCAL,275,32,34,27
249,Janeiro,I-NOME_LOCAL,275,35,42,27
250,NOME,O,326,0,4,34
251,DA,O,326,5,7,34
252,CACHAÇA,O,326,8,15,34
253,:,O,326,15,16,34
254,Cachaça,O,326,17,24,34
255,Peladinha,B-NOME_BEBIDA,326,25,34,34
256,PREÇO,O,327,0,5,34
257,:,O,327,5,6,34
258,R$,B-PRECO,327,7,9,34
259,59,I-PRECO,327,10,12,34
260,",",I-PRECO,327,12,13,34
261,0,I-PRECO,327,13,15,34
262,DESCRIÇÃO,O,328,0,9,34
263,DA,O,328,10,12,34
264,CACHAÇA,O,328,13,20,34
265,:,O,328,20,21,34
266,Cachaça,O,328,22,29,34
267,Peladinha,B-NOME_BEBIDA,328,30,39,34
268,670ml,B-VOLUME,328,40,45,34
269,Volume,O,329,0,6,34
270,:,O,329,6,7,34
271,670ml,B-VOLUME,329,8,13,34
272,Tipo,O,330,0,4,34
273,:,O,330,4,5,34
274,Armazenada,O,330,6,16,34
275,Local,O,331,0,5,34
276,de,O,331,6,8,34
277,Produção,O,331,9,17,34
278,:,O,331,17,18,34
279,Salinas,B-NOME_LOCAL,331,19,26,34
280,/,O,331,27,28,34
281,Minas,B-NOME_LOCAL,331,29,34,34
282,Gerais,I-NOME_LOCAL,331,35,41,34
283,NOME,O,350,0,4,37
284,DA,O,350,5,7,37
285,CACHAÇA,O,350,8,15,37
286,:,O,350,15,16,37
287,Cachaça,O,350,17,24,37
288,Sabiá,B-NOME_BEBIDA,350,25,30,37
289,Ouro,B-CLASSIFICACAO_BEBIDA,350,31,35,37
290,PREÇO,O,351,0,5,37
291,:,O,351,5,6,37
292,R$,B-PRECO,351,7,9,37
293,92,I-PRECO,351,10,12,37
294,",",I-PRECO,351,12,13,37
295,0,I-PRECO,351,13,15,37
296,DESCRIÇÃO,O,352,0,9,37
297,DA,O,352,10,12,37
298,CACHAÇA,O,352,13,20,37
299,:,O,352,20,21,37
300,Cachaça,O,352,22,29,37
301,Sabiá,B-NOME_BEBIDA,352,30,35,37
302,Ouro,B-CLASSIFICACAO_BEBIDA,352,36,40,37
303,700ml,B-VOLUME,352,41,46,37
304,Volume,O,353,0,6,37
305,:,O,353,6,7,37
306,700ml,B-VOLUME,353,8,13,37
307,Graduação,O,354,0,9,37
308,Alcoólica,O,354,10,19,37
309,:,O,354,19,20,37
310,44%,B-GRADUACAO_ALCOOLICA,354,21,24,37
311,RECIPIENTE,O,355,0,10,37
312,DE,O,355,11,13,37
313,ARMAZENAMENTO,O,355,14,27,37
314,:,O,355,27,28,37
315,Tipo,O,355,29,33,37
316,Barril,O,355,34,40,37
317,:,O,355,40,41,37
318,Bálsamo,B-TIPO_MADEIRA,355,42,49,37
319,Tipo,O,356,0,4,37
320,:,O,356,4,5,37
321,Ouro,B-CLASSIFICACAO_BEBIDA,356,6,10,37
322,Produtor,O,357,0,8,37
323,:,O,357,8,9,37
324,Sabiá,B-NOME_ORGANIZACAO,357,10,15,37
325,Local,O,358,0,5,37
326,de,O,358,6,8,37
327,Produção,O,358,9,17,37
328,:,O,358,17,18,37
329,Salinas,B-NOME_LOCAL,358,19,26,37
330,/,O,358,27,28,37
331,Minas,B-NOME_LOCAL,358,29,34,37
332,Gerais,I-NOME_LOCAL,358,35,41,37
333,NOME,O,376,0,4,40
334,DA,O,376,5,7,40
335,CACHAÇA,O,376,8,15,40
336,:,O,376,15,16,40
337,Cachaça,O,376,17,24,40
338,1000,B-NOME_BEBIDA,376,25,29,40
339,Montes,I-NOME_BEBIDA,376,30,36,40
340,3AOB,I-NOME_BEBIDA,376,37,41,40
341,PREÇO,O,377,0,5,40
342,:,O,377,5,6,40
343,R$,B-PRECO,377,7,9,40
344,65,I-PRECO,377,10,12,40
345,",",I-PRECO,377,12,13,40
346,0,I-PRECO,377,13,15,40
347,DESCRIÇÃO,O,378,0,9,40
348,DA,O,378,10,12,40
349,CACHAÇA,O,378,13,20,40
350,:,O,378,20,21,40
351,Um,O,378,22,24,40
352,blend,B-CLASSIFICACAO_BEBIDA,378,25,30,40
353,de,O,378,31,33,40
354,três,O,378,34,38,40
355,tostas,O,378,39,45,40
356,diferentes,O,378,46,56,40
357,de,O,378,57,59,40
358,barris,B-RECIPIENTE_ARMAZENAMENTO,378,60,66,40
359,de,O,378,67,69,40
360,carvalho,B-TIPO_MADEIRA,378,70,78,40
361,americano,I-TIPO_MADEIRA,378,79,88,40
362,(,O,378,89,90,40
363,3,O,378,90,91,40
364,AOB,O,378,92,95,40
365,–,O,378,96,97,40
366,American,O,378,98,106,40
367,Oak,O,378,107,110,40
368,Barrel,O,378,111,117,40
369,),O,378,117,118,40
370,que,O,378,119,122,40
371,lhe,O,378,123,126,40
372,proporciona,O,378,127,138,40
373,coloração,O,378,139,148,40
374,dourada,B-CARACTERISTICA_SENSORIAL_COR,378,149,156,40
375,alaranjada,I-CARACTERISTICA_SENSORIAL_COR,378,157,167,40
376,",",O,378,167,168,40
377,com,O,378,169,172,40
378,aromas,O,378,173,179,40
379,e,O,378,180,181,40
380,sabores,O,378,182,189,40
381,equilibrados,O,378,190,202,40
382,com,O,378,203,206,40
383,notas,B-CARACTERISTICA_SENSORIAL_SABOR,378,207,212,40
384,de,I-CARACTERISTICA_SENSORIAL_SABOR,378,213,215,40
385,coco,I-CARACTERISTICA_SENSORIAL_SABOR,378,216,220,40
386,caramelizado,I-CARACTERISTICA_SENSORIAL_SABOR,378,221,233,40
387,",",O,378,233,234,40
388,mel,B-CARACTERISTICA_SENSORIAL_SABOR,378,235,238,40
389,e,O,378,239,240,40
390,baunilha,B-CARACTERISTICA_SENSORIAL_SABOR,378,241,249,40
391,e,O,378,250,251,40
392,percepção,O,378,252,261,40
393,do,O,378,262,264,40
394,álcool,B-CARACTERISTICA_SENSORIAL_SABOR,378,265,271,40
395,suave,I-CARACTERISTICA_SENSORIAL_SABOR,378,272,277,40
396,trazendo,O,378,278,286,40
397,sofisticação,O,378,287,299,40
398,ao,O,378,300,302,40
399,destilado,O,378,303,312,40
400,.,O,378,312,313,40
401,Volume,O,379,0,6,40
402,:,O,379,6,7,40
403,500ml,B-VOLUME,379,8,13,40
404,Graduação,O,380,0,9,40
405,Alcoólica,O,380,10,19,40
406,:,O,380,19,20,40
407,40%,B-GRADUACAO_ALCOOLICA,380,21,24,40
408,RECIPIENTE,O,381,0,10,40
409,DE,O,381,11,13,40
410,ARMAZENAMENTO,O,381,14,27,40
411,:,O,381,27,28,40
412,Tipo,O,381,29,33,40
413,Barril,O,381,34,40,40
414,:,O,381,40,41,40
415,¨Carvalho,O,381,42,51,40
416,Americano,B-TIPO_MADEIRA,381,52,61,40
417,Tipo,O,382,0,4,40
418,:,O,382,4,5,40
419,Envelhecida,O,382,6,17,40
420,1,B-TEMPO_ARMAZENAMENTO,382,18,19,40
421,ano,I-TEMPO_ARMAZENAMENTO,382,20,23,40
422,Produtor,O,383,0,8,40
423,:,O,383,8,9,40
424,Destom,B-NOME_ORGANIZACAO,383,10,16,40
425,Local,O,384,0,5,40
426,de,O,384,6,8,40
427,Produção,O,384,9,17,40
428,:,O,384,17,18,40
429,Farias,B-NOME_LOCAL,384,19,25,40
430,Lemos,I-NOME_LOCAL,384,26,31,40
431,/,O,384,32,33,40
432,Minas,B-NOME_LOCAL,384,34,39,40
433,Gerais,I-NOME_LOCAL,384,40,46,40
434,NOME,O,397,0,4,42
435,DA,O,397,5,7,42
436,CACHAÇA,O,397,8,15,42
437,:,O,397,15,16,42
438,Cachaça,O,397,17,24,42
439,Rio,B-NOME_BEBIDA,397,25,28,42
440,do,I-NOME_BEBIDA,397,29,31,42
441,Engenho,I-NOME_BEBIDA,397,32,39,42
442,Top,I-NOME_BEBIDA,397,40,43,42
443,45,I-NOME_BEBIDA,397,44,46,42
444,-,O,397,47,48,42
445,Balsamo,B-TIPO_MADEIRA,397,49,56,42
446,PREÇO,O,398,0,5,42
447,:,O,398,5,6,42
448,R$,B-PRECO,398,7,9,42
449,72,I-PRECO,398,10,12,42
450,",",I-PRECO,398,12,13,42
451,0,I-PRECO,398,13,15,42
452,DESCRIÇÃO,O,399,0,9,42
453,DA,O,399,10,12,42
454,CACHAÇA,O,399,13,20,42
455,:,O,399,20,21,42
456,Linha,O,399,22,27,42
457,Top,B-NOME_BEBIDA,399,28,31,42
458,45,I-NOME_BEBIDA,399,32,34,42
459,A,O,399,35,36,42
460,Linha,O,399,37,42,42
461,Top,B-NOME_BEBIDA,399,43,46,42
462,45,I-NOME_BEBIDA,399,47,49,42
463,foi,O,399,50,53,42
464,desenvolvida,O,399,54,66,42
465,para,O,399,67,71,42
466,paladares,O,399,72,81,42
467,mais,O,399,82,86,42
468,exigentes,O,399,87,96,42
469,.,O,399,96,97,42
470,Com,O,400,0,3,42
471,grau,O,400,4,8,42
472,alcoólico,O,400,9,18,42
473,de,O,400,19,21,42
474,45%,B-GRADUACAO_ALCOOLICA,400,22,25,42
475,",",O,400,25,26,42
476,veio,O,400,27,31,42
477,para,O,400,32,36,42
478,para,O,400,37,41,42
479,satisfazer,O,400,42,52,42
480,os,O,400,53,55,42
481,amantes,O,400,56,63,42
482,de,O,400,64,66,42
483,uma,O,400,67,70,42
484,Cachaça,O,400,71,78,42
485,mais,O,400,79,83,42
486,forte,O,400,84,89,42
487,",",O,400,89,90,42
488,que,O,400,91,94,42
489,esquenta,O,400,95,103,42
490,não,O,400,104,107,42
491,só,O,400,108,110,42
492,a,O,400,111,112,42
493,boca,O,400,113,117,42
494,",",O,400,117,118,42
495,mas,O,400,119,122,42
496,a,O,400,123,124,42
497,alma,O,400,125,129,42
498,e,O,400,130,131,42
499,o,O,400,132,133,42
500,coração,O,400,134,141,42
501,!,O,400,141,142,42
502,Volume,O,401,0,6,42
503,:,O,401,6,7,42
504,750ml,B-VOLUME,401,8,13,42
505,Graduação,O,402,0,9,42
506,Alcoólica,O,402,10,19,42
507,:,O,402,19,20,42
508,45%,B-GRADUACAO_ALCOOLICA,402,21,24,42
509,RECIPIENTE,O,403,0,10,42
510,DE,O,403,11,13,42
511,ARMAZENAMENTO,O,403,14,27,42
512,:,O,403,27,28,42
513,Tipo,O,403,29,33,42
514,Barril,O,403,34,40,42
515,:,O,403,40,41,42
516,Bálsamo,B-TIPO_MADEIRA,403,42,49,42
517,Tipo,O,404,0,4,42
518,:,O,404,4,5,42
519,Envelhecida,O,404,6,17,42
520,Produtor,O,405,0,8,42
521,:,O,405,8,9,42
522,Rio,B-NOME_ORGANIZACAO,405,10,13,42
523,do,I-NOME_ORGANIZACAO,405,14,16,42
524,Engenho,I-NOME_ORGANIZACAO,405,17,24,42
525,Indústria,I-NOME_ORGANIZACAO,405,25,34,42
526,",",I-NOME_ORGANIZACAO,405,34,35,42
527,Comércio,I-NOME_ORGANIZACAO,405,36,44,42
528,",",I-NOME_ORGANIZACAO,405,44,45,42
529,Importação,I-NOME_ORGANIZACAO,405,46,56,42
530,e,I-NOME_ORGANIZACAO,405,57,58,42
531,Exportação,I-NOME_ORGANIZACAO,405,59,69,42
532,de,I-NOME_ORGANIZACAO,405,70,72,42
533,Bebidas,I-NOME_ORGANIZACAO,405,73,80,42
534,LTDA,I-NOME_ORGANIZACAO,405,81,85,42
535,Local,O,406,0,5,42
536,de,O,406,6,8,42
537,Produção,O,406,9,17,42
538,:,O,406,17,18,42
539,Distrito,B-NOME_LOCAL,406,19,27,42
540,de,I-NOME_LOCAL,406,28,30,42
541,Japú,I-NOME_LOCAL,406,31,35,42
542,",",O,406,35,36,42
543,Ilheus,B-NOME_LOCAL,406,37,43,42
544,/,O,406,44,45,42
545,Bahia,B-NOME_LOCAL,406,46,51,42
546,NOME,O,459,0,4,49
547,DA,O,459,5,7,49
548,CACHAÇA,O,459,8,15,49
549,:,O,459,15,16,49
550,Cachaça,O,459,17,24,49
551,Werneck,B-NOME_BEBIDA,459,25,32,49
552,Reserva,B-CLASSIFICACAO_BEBIDA,459,33,40,49
553,Especial,I-CLASSIFICACAO_BEBIDA,459,41,49,49
554,PREÇO,O,460,0,5,49
555,:,O,460,5,6,49
556,R$,B-PRECO,460,7,9,49
557,75,I-PRECO,460,10,12,49
558,",",I-PRECO,460,12,13,49
559,0,I-PRECO,460,13,15,49
560,DESCRIÇÃO,O,461,0,9,49
561,DA,O,461,10,12,49
562,CACHAÇA,O,461,13,20,49
563,:,O,461,20,21,49
564,Cachaça,O,461,22,29,49
565,Werneck,B-NOME_BEBIDA,461,30,37,49
566,Reserva,B-CLASSIFICACAO_BEBIDA,461,38,45,49
567,Especial,I-CLASSIFICACAO_BEBIDA,461,46,54,49
568,750,B-VOLUME,461,55,58,49
569,.,I-VOLUME,461,58,59,49
570,ml,I-VOLUME,461,59,61,49
571,A,O,461,62,63,49
572,Werneck,B-NOME_BEBIDA,461,64,71,49
573,Reserva,B-CLASSIFICACAO_BEBIDA,461,72,79,49
574,Especial,I-CLASSIFICACAO_BEBIDA,461,80,88,49
575,é,O,461,89,90,49
576,armazenada,O,461,91,101,49
577,por,O,461,102,105,49
578,cerca,O,461,106,111,49
579,de,O,461,112,114,49
580,1,B-TEMPO_ARMAZENAMENTO,461,115,116,49
581,ano,I-TEMPO_ARMAZENAMENTO,461,117,120,49
582,em,O,461,121,123,49
583,tonéis,B-RECIPIENTE_ARMAZENAMENTO,461,124,130,49
584,de,O,461,131,133,49
585,jequitibá,B-TIPO_MADEIRA,461,134,143,49
586,e,O,461,144,145,49
587,em,O,461,146,148,49
588,sequência,O,461,149,158,49
589,mais,O,461,159,163,49
590,6,B-TEMPO_ARMAZENAMENTO,461,164,165,49
591,a,I-TEMPO_ARMAZENAMENTO,461,166,167,49
592,8,I-TEMPO_ARMAZENAMENTO,461,168,169,49
593,meses,I-TEMPO_ARMAZENAMENTO,461,170,175,49
594,em,O,461,176,178,49
595,barris,B-RECIPIENTE_ARMAZENAMENTO,461,179,185,49
596,de,O,461,186,188,49
597,carvalho,B-TIPO_MADEIRA,461,189,197,49
598,.,O,461,197,198,49
599,Cristalina,B-CARACTERISTICA_SENSORIAL_COR,462,0,10,49
600,",",O,462,10,11,49
601,límpida,B-CARACTERISTICA_SENSORIAL_COR,462,12,19,49
602,e,O,462,20,21,49
603,de,O,462,22,24,49
604,brilho,B-CARACTERISTICA_SENSORIAL_COR,462,25,31,49
605,intenso,I-CARACTERISTICA_SENSORIAL_COR,462,32,39,49
606,",",O,462,39,40,49
607,tem,O,462,40,43,49
608,uma,O,462,44,47,49
609,tonalidade,O,462,48,58,49
610,amarelo,B-CARACTERISTICA_SENSORIAL_COR,462,59,66,49
611,bem,I-CARACTERISTICA_SENSORIAL_COR,462,67,70,49
612,claro,I-CARACTERISTICA_SENSORIAL_COR,462,71,76,49
613,com,O,462,77,80,49
614,nuances,B-CARACTERISTICA_SENSORIAL_COR,462,81,88,49
615,esverdeadas,I-CARACTERISTICA_SENSORIAL_COR,462,89,100,49
616,.,O,462,100,101,49
617,Fina,O,463,0,4,49
618,e,O,463,5,6,49
619,complexa,O,463,7,15,49
620,",",O,463,15,16,49
621,apresenta,O,463,17,26,49
622,um,O,463,27,29,49
623,aroma,O,463,30,35,49
624,equilibrado,O,463,36,47,49
625,entre,O,463,48,53,49
626,o,O,463,54,55,49
627,frutado,B-CARACTERISTICA_SENSORIAL_AROMA,463,56,63,49
628,cítrico,I-CARACTERISTICA_SENSORIAL_AROMA,463,64,71,49
629,e,O,463,72,73,49
630,o,O,463,74,75,49
631,floral,B-CARACTERISTICA_SENSORIAL_AROMA,463,76,82,49
632,.,O,463,82,83,49
633,Tem,O,464,0,3,49
634,uma,O,464,4,7,49
635,personalidade,O,464,8,21,49
636,única,O,464,22,27,49
637,.,O,464,27,28,49
638,Na,O,465,0,2,49
639,boca,O,465,3,7,49
640,é,O,465,8,9,49
641,muito,O,465,10,15,49
642,suave,O,465,16,21,49
643,",",O,465,21,22,49
644,aveludada,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,465,23,32,49
645,e,O,465,33,34,49
646,persistente,O,465,35,46,49
647,",",O,465,46,47,49
648,mostrando,O,465,48,57,49
649,notas,B-CARACTERISTICA_SENSORIAL_SABOR,465,58,63,49
650,de,I-CARACTERISTICA_SENSORIAL_SABOR,465,64,66,49
651,frutas,I-CARACTERISTICA_SENSORIAL_SABOR,465,67,73,49
652,maduras,I-CARACTERISTICA_SENSORIAL_SABOR,465,74,81,49
653,",",O,465,81,82,49
654,amêndoas,B-CARACTERISTICA_SENSORIAL_SABOR,465,83,91,49
655,e,O,465,92,93,49
656,cacau,B-CARACTERISTICA_SENSORIAL_SABOR,465,94,99,49
657,.,O,465,99,100,49
658,Fim,O,466,0,3,49
659,de,O,466,4,6,49
660,boca,O,466,7,11,49
661,enxuto,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,466,12,18,49
662,.,O,466,18,19,49
663,Teor,O,467,0,4,49
664,alcoólico,O,467,5,14,49
665,40%,B-GRADUACAO_ALCOOLICA,467,15,18,49
666,vol,O,467,19,22,49
667,.,O,467,22,23,49
668,A,O,468,0,1,49
669,Werneck,B-NOME_BEBIDA,468,2,9,49
670,Reserva,B-CLASSIFICACAO_BEBIDA,468,10,17,49
671,Especial,I-CLASSIFICACAO_BEBIDA,468,18,26,49
672,recebeu,O,468,27,34,49
673,a,O,468,35,36,49
674,Medalha,O,468,37,44,49
675,de,O,468,45,47,49
676,Ouro,O,468,48,52,49
677,no,O,468,53,55,49
678,Concours,O,468,56,64,49
679,Mondial,O,468,65,72,49
680,de,O,468,73,75,49
681,Bruxelles,B-NOME_LOCAL,468,76,85,49
682,-,O,468,86,87,49
683,édition,O,468,88,95,49
684,Brésil,B-NOME_LOCAL,468,96,102,49
685,2017,B-TEMPO,468,103,107,49
686,.,O,468,107,108,49
687,É,O,469,0,1,49
688,oferecida,O,469,2,11,49
689,em,O,469,12,14,49
690,garrafas,O,469,15,23,49
691,de,O,469,24,26,49
692,750ml,B-VOLUME,469,27,32,49
693,.,O,469,32,33,49
694,Volume,O,470,0,6,49
695,:,O,470,6,7,49
696,750ml,B-VOLUME,470,8,13,49
697,Graduação,O,471,0,9,49
698,Alcoólica,O,471,10,19,49
699,:,O,471,19,20,49
700,40%,B-GRADUACAO_ALCOOLICA,471,21,24,49
701,RECIPIENTE,O,472,0,10,49
702,DE,O,472,11,13,49
703,ARMAZENAMENTO,O,472,14,27,49
704,:,O,472,27,28,49
705,Tipo,O,472,29,33,49
706,Barril,O,472,34,40,49
707,:,O,472,40,41,49
708,Carvalho,B-TIPO_MADEIRA,472,42,50,49
709,e,O,472,51,52,49
710,Jequitibá,B-TIPO_MADEIRA,472,53,62,49
711,Tipo,O,473,0,4,49
712,:,O,473,4,5,49
713,Envelhecida,O,473,6,17,49
714,Produtor,O,474,0,8,49
715,:,O,474,8,9,49
