,Palavras,Rotulo,Sentenca,Inicio,Fim,Documento
125,destaque,O,43,158,166,4
126,entre,O,43,167,172,4
127,as,O,43,173,175,4
128,10,O,43,176,178,4
129,melhores,O,43,179,187,4
130,cachaças,O,43,188,196,4
131,envelhecida,O,43,197,208,4
132,na,O,43,209,211,4
133,Expocachaça,O,43,212,223,4
134,São,B-NOME_LOCAL,43,224,227,4
135,Paulo,I-NOME_LOCAL,43,228,233,4
136,(,O,43,233,234,4
137,Mercado,O,43,234,241,4
138,Municipal,O,43,242,251,4
139,),O,43,251,252,4
140,2011,B-TEMPO,43,253,257,4
141,.,O,43,257,258,4
142,Volume,O,44,0,6,4
143,:,O,44,6,7,4
144,700ml,B-VOLUME,44,8,13,4
145,Graduação,O,45,0,9,4
146,Alcoólica,O,45,10,19,4
147,:,O,45,19,20,4
148,41,B-GRADUACAO_ALCOOLICA,45,21,23,4
149,",",I-GRADUACAO_ALCOOLICA,45,23,24,4
150,5%,I-GRADUACAO_ALCOOLICA,45,24,26,4
151,RECIPIENTE,O,46,0,10,4
152,DE,O,46,11,13,4
153,ARMAZENAMENTO,O,46,14,27,4
154,:,O,46,27,28,4
155,Tipo,O,46,29,33,4
156,Barril,O,46,34,40,4
157,:,O,46,40,41,4
158,Paróis,B-RECIPIENTE_ARMAZENAMENTO,46,42,48,4
159,de,O,46,49,51,4
160,Jatobá,B-TIPO_MADEIRA,46,52,58,4
161,Tipo,O,47,0,4,4
162,:,O,47,4,5,4
163,Armazenada,O,47,6,16,4
164,Produtor,O,48,0,8,4
165,:,O,48,8,9,4
166,RXM,B-NOME_ORGANIZACAO,48,10,13,4
167,Agropecuaria,I-NOME_ORGANIZACAO,48,14,26,4
168,Local,O,49,0,5,4
169,de,O,49,6,8,4
170,Produção,O,49,9,17,4
171,:,O,49,17,18,4
172,Alvinopolis,B-NOME_LOCAL,49,19,30,4
173,/,O,49,31,32,4
174,MG,B-NOME_LOCAL,49,33,35,4
175,NOME,O,285,0,4,29
176,DA,O,285,5,7,29
177,CACHAÇA,O,285,8,15,29
178,:,O,285,15,16,29
179,Cachaça,O,285,17,24,29
180,Hanavilhana,B-NOME_BEBIDA,285,25,36,29
181,Ouro,B-CLASSIFICACAO_BEBIDA,285,37,41,29
182,PREÇO,O,286,0,5,29
183,:,O,286,5,6,29
184,R$,B-PRECO,286,7,9,29
185,44,I-PRECO,286,10,12,29
186,",",I-PRECO,286,12,13,29
187,0,I-PRECO,286,13,15,29
188,DESCRIÇÃO,O,287,0,9,29
189,DA,O,287,10,12,29
190,CACHAÇA,O,287,13,20,29
191,:,O,287,20,21,29
192,Cachaça,O,287,22,29,29
193,Hanavilhana,B-NOME_BEBIDA,287,30,41,29
194,Umburana,B-TIPO_MADEIRA,287,42,50,29
195,670,B-VOLUME,287,51,54,29
196,ml,I-VOLUME,287,55,57,29
197,-,O,287,58,59,29
198,Produzido,O,287,60,69,29
199,na,O,287,70,72,29
200,região,O,287,73,79,29
201,de,O,287,80,82,29
202,Salinas,B-NOME_LOCAL,287,83,90,29
203,-,O,287,91,92,29
204,MG,B-NOME_LOCAL,287,93,95,29
205,Volume,O,288,0,6,29
206,:,O,288,6,7,29
207,700ml,B-VOLUME,288,8,13,29
208,Graduação,O,289,0,9,29
209,Alcoólica,O,289,10,19,29
210,:,O,289,19,20,29
211,42%,B-GRADUACAO_ALCOOLICA,289,21,24,29
212,RECIPIENTE,O,290,0,10,29
213,DE,O,290,11,13,29
214,ARMAZENAMENTO,O,290,14,27,29
215,:,O,290,27,28,29
216,Tipo,O,290,29,33,29
217,Barril,O,290,34,40,29
218,:,O,290,40,41,29
219,2,B-TEMPO_ARMAZENAMENTO,290,42,43,29
220,anos,I-TEMPO_ARMAZENAMENTO,290,44,48,29
221,Umburana,B-TIPO_MADEIRA,290,49,57,29
222,Tipo,O,291,0,4,29
223,:,O,291,4,5,29
224,Ouro,B-CLASSIFICACAO_BEBIDA,291,6,10,29
225,Local,O,292,0,5,29
226,de,O,292,6,8,29
227,Produção,O,292,9,17,29
228,:,O,292,17,18,29
229,Salinas,B-NOME_LOCAL,292,19,26,29
230,/,O,292,27,28,29
231,Minas,B-NOME_LOCAL,292,29,34,29
232,Gerais,I-NOME_LOCAL,292,35,41,29
233,NOME,O,318,0,4,33
234,DA,O,318,5,7,33
235,CACHAÇA,O,318,8,15,33
236,:,O,318,15,16,33
237,Cachaça,O,318,17,24,33
238,Premissa,B-NOME_BEBIDA,318,25,33,33
239,Extra,B-CLASSIFICACAO_BEBIDA,318,34,39,33
240,Premium,I-CLASSIFICACAO_BEBIDA,318,40,47,33
241,PREÇO,O,319,0,5,33
242,:,O,319,5,6,33
243,R$,B-PRECO,319,7,9,33
244,45,I-PRECO,319,10,12,33
245,",",I-PRECO,319,12,13,33
246,0,I-PRECO,319,13,15,33
247,DESCRIÇÃO,O,320,0,9,33
248,DA,O,320,10,12,33
249,CACHAÇA,O,320,13,20,33
250,:,O,320,20,21,33
251,Cachaça,O,320,22,29,33
252,Premissa,B-NOME_BEBIDA,320,30,38,33
253,Extra,B-CLASSIFICACAO_BEBIDA,320,39,44,33
254,Premium,I-CLASSIFICACAO_BEBIDA,320,45,52,33
255,670ml,B-VOLUME,320,53,58,33
256,Volume,O,321,0,6,33
257,:,O,321,6,7,33
258,670ml,B-VOLUME,321,8,13,33
259,Graduação,O,322,0,9,33
260,Alcoólica,O,322,10,19,33
261,:,O,322,19,20,33
262,42%,B-GRADUACAO_ALCOOLICA,322,21,24,33
263,RECIPIENTE,O,323,0,10,33
264,DE,O,323,11,13,33
265,ARMAZENAMENTO,O,323,14,27,33
266,:,O,323,27,28,33
267,Tipo,O,323,29,33,33
268,Barril,O,323,34,40,33
269,:,O,323,40,41,33
270,Bálsamo,B-TIPO_MADEIRA,323,42,49,33
271,Tipo,O,324,0,4,33
272,:,O,324,4,5,33
273,Envelhecida,O,324,6,17,33
274,Local,O,325,0,5,33
275,de,O,325,6,8,33
276,Produção,O,325,9,17,33
277,:,O,325,17,18,33
278,Salinas,B-NOME_LOCAL,325,19,26,33
279,/,O,325,27,28,33
280,Minas,B-NOME_LOCAL,325,29,34,33
281,Gerais,I-NOME_LOCAL,325,35,41,33
282,NOME,O,332,0,4,35
283,DA,O,332,5,7,35
284,CACHAÇA,O,332,8,15,35
285,:,O,332,15,16,35
286,Cachaça,O,332,17,24,35
287,Clarinha,B-NOME_BEBIDA,332,25,33,35
288,de,I-NOME_BEBIDA,332,34,36,35
289,Minas,I-NOME_BEBIDA,332,37,42,35
290,da,O,332,43,45,35
291,Taverna,B-NOME_ORGANIZACAO,332,46,53,35
292,de,I-NOME_ORGANIZACAO,332,54,56,35
293,Minas,I-NOME_ORGANIZACAO,332,57,62,35
294,PREÇO,O,333,0,5,35
295,:,O,333,5,6,35
296,R$,B-PRECO,333,7,9,35
297,91,I-PRECO,333,10,12,35
298,",",I-PRECO,333,12,13,35
299,0,I-PRECO,333,13,15,35
300,DESCRIÇÃO,O,334,0,9,35
301,DA,O,334,10,12,35
302,CACHAÇA,O,334,13,20,35
303,:,O,334,20,21,35
304,Cachaça,O,334,22,29,35
305,Clarinha,B-NOME_BEBIDA,334,30,38,35
306,de,I-NOME_BEBIDA,334,39,41,35
307,Minas,I-NOME_BEBIDA,334,42,47,35
308,da,O,334,48,50,35
309,Taverna,B-NOME_ORGANIZACAO,334,51,58,35
310,de,I-NOME_ORGANIZACAO,334,59,61,35
311,Minas,I-NOME_ORGANIZACAO,334,62,67,35
312,700ml,B-VOLUME,334,68,73,35
313,Volume,O,335,0,6,35
314,:,O,335,6,7,35
315,700ml,B-VOLUME,335,8,13,35
316,Graduação,O,336,0,9,35
317,Alcoólica,O,336,10,19,35
318,:,O,336,19,20,35
319,39%,B-GRADUACAO_ALCOOLICA,336,21,24,35
320,RECIPIENTE,O,337,0,10,35
321,DE,O,337,11,13,35
322,ARMAZENAMENTO,O,337,14,27,35
323,:,O,337,27,28,35
324,Tipo,O,337,29,33,35
325,Barril,O,337,34,40,35
326,:,O,337,40,41,35
327,Jequitibá,B-TIPO_MADEIRA,337,42,51,35
328,e,O,337,52,53,35
329,Amburana,B-TIPO_MADEIRA,337,54,62,35
330,Tipo,O,338,0,4,35
331,:,O,338,4,5,35
332,Blend,B-CLASSIFICACAO_BEBIDA,338,6,11,35
333,Produtor,O,339,0,8,35
334,:,O,339,8,9,35
335,Taverna,B-NOME_ORGANIZACAO,339,10,17,35
336,de,I-NOME_ORGANIZACAO,339,18,20,35
337,Minas,I-NOME_ORGANIZACAO,339,21,26,35
338,Local,O,340,0,5,35
339,de,O,340,6,8,35
340,Produção,O,340,9,17,35
341,:,O,340,17,18,35
342,Itaverava,B-NOME_LOCAL,340,19,28,35
343,/,O,340,29,30,35
344,MG,B-NOME_LOCAL,340,31,33,35
345,NOME,O,633,0,4,65
346,DA,O,633,5,7,65
347,CACHAÇA,O,633,8,15,65
348,:,O,633,15,16,65
349,Cachaça,O,633,17,24,65
350,Bem,B-NOME_BEBIDA,633,25,28,65
351,Me,I-NOME_BEBIDA,633,29,31,65
352,Quer,I-NOME_BEBIDA,633,32,36,65
353,Amburana,B-TIPO_MADEIRA,633,37,45,65
354,PREÇO,O,634,0,5,65
355,:,O,634,5,6,65
356,R$,B-PRECO,634,7,9,65
357,30,I-PRECO,634,10,12,65
358,",",I-PRECO,634,12,13,65
359,0,I-PRECO,634,13,15,65
360,DESCRIÇÃO,O,635,0,9,65
361,DA,O,635,10,12,65
362,CACHAÇA,O,635,13,20,65
363,:,O,635,20,21,65
364,Cachaça,O,635,22,29,65
365,envelhecida,O,635,30,41,65
366,em,O,635,42,44,65
367,tonéis,B-RECIPIENTE_ARMAZENAMENTO,635,45,51,65
368,de,O,635,52,54,65
369,Amburana,B-TIPO_MADEIRA,635,55,63,65
370,por,O,635,64,67,65
371,18,B-TEMPO_ARMAZENAMENTO,635,68,70,65
372,meses,I-TEMPO_ARMAZENAMENTO,635,71,76,65
373,.,O,635,76,77,65
374,A,O,636,0,1,65
375,madeira,O,636,2,9,65
376,brasileira,O,636,10,20,65
377,de,O,636,21,23,65
378,sabor,O,636,24,29,65
379,frutado,B-CARACTERISTICA_SENSORIAL_SABOR,636,30,37,65
380,e,O,636,38,39,65
381,aroma,O,636,40,45,65
382,inigualáveis,B-CARACTERISTICA_SENSORIAL_AROMA,636,46,58,65
383,.,O,636,58,59,65
384,São,O,637,0,3,65
385,ideais,O,637,4,10,65
386,para,O,637,11,15,65
387,acompanhar,O,637,16,26,65
388,sobremesas,O,637,27,37,65
389,.,O,637,37,38,65
390,Autenticamente,O,638,0,14,65
391,mineira,O,638,15,22,65
392,",",O,638,22,23,65
393,produzida,O,638,24,33,65
394,em,O,638,34,36,65
395,Pitangui,B-NOME_LOCAL,638,37,45,65
396,.,O,638,45,46,65
397,Médio,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,639,0,5,65
398,corpo,I-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,639,6,11,65
399,",",O,639,11,12,65
400,macio,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,639,13,18,65
401,",",O,639,18,19,65
402,excelente,B-CARACTERISTICA_SENSORIAL_SABOR,639,20,29,65
403,acidez,I-CARACTERISTICA_SENSORIAL_SABOR,639,30,36,65
404,",",O,639,36,37,65
405,equilibrado,O,639,38,49,65
406,.,O,639,49,50,65
407,Ao,O,640,0,2,65
408,palato,O,640,3,9,65
409,confirma,O,640,10,18,65
410,o,O,640,19,20,65
411,autêntico,O,640,21,30,65
412,sabor,O,640,31,36,65
413,frutado,B-CARACTERISTICA_SENSORIAL_SABOR,640,37,44,65
414,amadeirado,I-CARACTERISTICA_SENSORIAL_SABOR,640,45,55,65
415,.,O,640,55,56,65
416,Volume,O,641,0,6,65
417,:,O,641,6,7,65
418,600ml,B-VOLUME,641,8,13,65
419,Grad,O,641,14,18,65
420,.,O,641,18,19,65
421,Alc,O,641,20,23,65
422,.,O,641,23,24,65
423,:,O,641,24,25,65
424,40%,B-GRADUACAO_ALCOOLICA,641,26,29,65
425,Vol,O,641,30,33,65
426,.,O,641,33,34,65
427,Medalha,O,642,0,7,65
428,:,O,642,7,8,65
429,Bronze,O,642,9,15,65
430,na,O,642,16,18,65
431,ExpoCachaça,B-NOME_ORGANIZACAO,642,19,30,65
432,2016,B-TEMPO,642,31,35,65
433,Volume,O,643,0,6,65
434,:,O,643,6,7,65
435,600ml,B-VOLUME,643,8,13,65
436,Graduação,O,644,0,9,65
437,Alcoólica,O,644,10,19,65
438,:,O,644,19,20,65
439,40%,B-GRADUACAO_ALCOOLICA,644,21,24,65
440,RECIPIENTE,O,645,0,10,65
441,DE,O,645,11,13,65
442,ARMAZENAMENTO,O,645,14,27,65
443,:,O,645,27,28,65
444,Tipo,O,645,29,33,65
445,Barril,O,645,34,40,65
446,:,O,645,40,41,65
447,Amburana,B-TIPO_MADEIRA,645,42,50,65
448,Local,O,646,0,5,65
449,de,O,646,6,8,65
450,Produção,O,646,9,17,65
451,:,O,646,17,18,65
452,Pitangui,B-NOME_LOCAL,646,19,27,65
453,/,O,646,28,29,65
454,Minas,B-NOME_LOCAL,646,30,35,65
455,Gerais,I-NOME_LOCAL,646,36,42,65
456,NOME,O,653,0,4,67
457,DA,O,653,5,7,67
458,CACHAÇA,O,653,8,15,67
459,:,O,653,15,16,67
460,Cachaça,B-NOME_BEBIDA,653,17,24,67
461,de,I-NOME_BEBIDA,653,25,27,67
462,Rolha,I-NOME_BEBIDA,653,28,33,67
463,PREÇO,O,654,0,5,67
464,:,O,654,5,6,67
465,R$,B-PRECO,654,7,9,67
466,32,I-PRECO,654,10,12,67
467,",",I-PRECO,654,12,13,67
468,0,I-PRECO,654,13,15,67
469,DESCRIÇÃO,O,655,0,9,67
470,DA,O,655,10,12,67
471,CACHAÇA,O,655,13,20,67
472,:,O,655,20,21,67
473,Cachaça,B-NOME_BEBIDA,655,22,29,67
474,de,I-NOME_BEBIDA,655,30,32,67
475,Rolha,I-NOME_BEBIDA,655,33,38,67
476,armazenada,O,655,39,49,67
477,em,O,655,50,52,67
478,inox,B-RECIPIENTE_ARMAZENAMENTO,655,53,57,67
479,Volume,O,656,0,6,67
480,:,O,656,6,7,67
481,700ml,B-VOLUME,656,8,13,67
482,Graduação,O,657,0,9,67
483,Alcoólica,O,657,10,19,67
484,:,O,657,19,20,67
485,41%,B-GRADUACAO_ALCOOLICA,657,21,24,67
486,Local,O,658,0,5,67
487,de,O,658,6,8,67
488,Produção,O,658,9,17,67
489,:,O,658,17,18,67
490,São,B-NOME_LOCAL,658,19,22,67
491,Gonçalo,I-NOME_LOCAL,658,23,30,67
492,do,I-NOME_LOCAL,658,31,33,67
493,Amarante,I-NOME_LOCAL,658,34,42,67
494,/,O,658,43,44,67
495,Ceará,B-NOME_LOCAL,658,45,50,67
496,NOME,O,754,0,4,77
497,DA,O,754,5,7,77
498,CACHAÇA,O,754,8,15,77
499,:,O,754,15,16,77
500,Cachaça,O,754,17,24,77
501,Cabaré,B-NOME_BEBIDA,754,25,31,77
502,Ouro,B-CLASSIFICACAO_BEBIDA,754,32,36,77
503,700ml,B-VOLUME,754,37,42,77
504,PREÇO,O,755,0,5,77
505,:,O,755,5,6,77
506,R$,B-PRECO,755,7,9,77
507,45,I-PRECO,755,10,12,77
508,",",I-PRECO,755,12,13,77
509,90,I-PRECO,755,13,15,77
510,DESCRIÇÃO,O,756,0,9,77
511,DA,O,756,10,12,77
512,CACHAÇA,O,756,13,20,77
513,:,O,756,20,21,77
514,A,O,756,22,23,77
515,Cachaça,O,756,24,31,77
516,Cabé,B-NOME_BEBIDA,756,32,36,77
517,Ouro,B-CLASSIFICACAO_BEBIDA,756,37,41,77
518,é,O,756,42,43,77
519,envelhecida,O,756,44,55,77
520,por,O,756,56,59,77
521,6,B-TEMPO_ARMAZENAMENTO,756,60,61,77
522,meses,I-TEMPO_ARMAZENAMENTO,756,62,67,77
523,em,O,756,68,70,77
524,tonéis,B-RECIPIENTE_ARMAZENAMENTO,756,71,77,77
525,de,O,756,78,80,77
526,carvalho,B-TIPO_MADEIRA,756,81,89,77
527,europeu,I-TIPO_MADEIRA,756,90,97,77
528,",",O,756,97,98,77
529,possui,O,756,99,105,77
530,um,O,756,106,108,77
531,sabor,O,756,109,114,77
532,suave,B-CARACTERISTICA_SENSORIAL_SABOR,756,115,120,77
533,e,O,756,121,122,77
534,macio,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,756,123,128,77
535,.,O,756,128,129,77
536,OrigemMirassol,O,757,0,14,77
537,/,O,757,14,15,77
538,SP,B-NOME_LOCAL,757,15,17,77
539,Volume700ml,O,757,18,29,77
540,Teor,O,757,30,34,77
541,Alcoólico38,O,757,35,46,77
542,.,O,757,46,47,77
543,0%,O,757,47,49,77
544,MadeiraCarvalho,O,757,50,65,77
545,VOLUME,O,758,0,6,77
546,:,O,758,6,7,77
547,700ml,B-VOLUME,758,8,13,77
548,GRADUAÇÃO,O,759,0,9,77
549,ALCOÓLICA,O,759,10,19,77
550,:,O,759,19,20,77
551,38,B-GRADUACAO_ALCOOLICA,759,21,23,77
552,.,I-GRADUACAO_ALCOOLICA,759,23,24,77
553,0%,I-GRADUACAO_ALCOOLICA,759,24,26,77
554,RECIPIENTE,O,760,0,10,77
555,DE,O,760,11,13,77
556,ARMAZENAMENTO,O,760,14,27,77
557,:,O,760,27,28,77
558,Carvalho,B-TIPO_MADEIRA,760,29,37,77
559,LOCAL,O,761,0,5,77
560,DE,O,761,6,8,77
561,PRODUÇÃO,O,761,9,17,77
562,:,O,761,17,18,77
563,Mirassol,B-NOME_LOCAL,761,19,27,77
564,/,O,761,27,28,77
565,SP,B-NOME_LOCAL,761,28,30,77
566,NOME,O,800,0,4,81
567,DA,O,800,5,7,81
568,CACHAÇA,O,800,8,15,81
569,:,O,800,15,16,81
570,Cachaça,O,800,17,24,81
571,Espírito,B-NOME_BEBIDA,800,25,33,81
572,de,I-NOME_BEBIDA,800,34,36,81
573,Minas,I-NOME_BEBIDA,800,37,42,81
574,700ml,B-VOLUME,800,43,48,81
575,PREÇO,O,801,0,5,81
576,:,O,801,5,6,81
577,R$,B-PRECO,801,7,9,81
578,89,I-PRECO,801,10,12,81
579,",",I-PRECO,801,12,13,81
580,99,I-PRECO,801,13,15,81
581,DESCRIÇÃO,O,802,0,9,81
582,DA,O,802,10,12,81
583,CACHAÇA,O,802,13,20,81
584,:,O,802,20,21,81
585,A,O,802,22,23,81
586,cachaça,O,802,24,31,81
587,Espírito,B-NOME_BEBIDA,802,32,40,81
588,de,I-NOME_BEBIDA,802,41,43,81
589,Minas,I-NOME_BEBIDA,802,44,49,81
590,é,O,802,50,51,81
591,uma,O,802,52,55,81
592,bebida,O,802,56,62,81
593,com,O,802,63,66,81
594,corpo,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,802,67,72,81
595,suave,I-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,802,73,78,81
596,",",O,802,78,79,81
597,aroma,O,802,80,85,81
598,de,O,802,86,88,81
599,banana,B-CARACTERISTICA_SENSORIAL_AROMA,802,89,95,81
600,e,O,802,96,97,81
601,toque,B-CARACTERISTICA_SENSORIAL_AROMA,802,98,103,81
602,de,I-CARACTERISTICA_SENSORIAL_AROMA,802,104,106,81
603,milho,I-CARACTERISTICA_SENSORIAL_AROMA,802,107,112,81
604,.,O,802,112,113,81
605,O,O,803,0,1,81
606,paladar,O,803,2,9,81
607,é,O,803,10,11,81
608,agradável,O,803,12,21,81
609,",",O,803,21,22,81
610,levemente,B-CARACTERISTICA_SENSORIAL_SABOR,803,23,32,81
611,picante,I-CARACTERISTICA_SENSORIAL_SABOR,803,33,40,81
612,no,O,803,41,43,81
613,final,O,803,44,49,81
614,.,O,803,49,50,81
615,Fabricada,O,804,0,9,81
616,na,O,804,10,12,81
617,cidade,O,804,13,19,81
618,de,O,804,20,22,81
619,São,B-NOME_LOCAL,804,23,26,81
620,Tiago,I-NOME_LOCAL,804,27,32,81
621,",",O,804,32,33,81
622,em,O,804,34,36,81
623,Minas,B-NOME_LOCAL,804,37,42,81
624,Gerais,I-NOME_LOCAL,804,43,49,81
625,",",O,804,49,50,81
626,o,O,804,51,52,81
627,produto,O,804,53,60,81
628,é,O,804,61,62,81
629,feito,O,804,63,68,81
630,a,O,804,69,70,81
631,partir,O,804,71,77,81
632,da,O,804,78,80,81
633,cana,O,804,81,85,81
634,colhida,O,804,86,93,81
635,apenas,O,804,94,100,81
636,quando,O,804,101,107,81
637,atinge,O,804,108,114,81
638,o,O,804,115,116,81
639,maior,O,804,117,122,81
640,estágio,O,804,123,130,81
641,de,O,804,131,133,81
642,concentração,O,804,134,146,81
643,de,O,804,147,149,81
644,açúcar,O,804,150,156,81
645,.,O,804,156,157,81
646,Ficha,O,805,0,5,81
647,Técnica,O,805,6,13,81
648,País,O,805,14,18,81
649,de,O,805,19,21,81
650,Origem,O,805,22,28,81
651,:,O,805,28,29,81
652,Brasil,B-NOME_LOCAL,805,30,36,81
653,Região,O,805,37,43,81
654,:,O,805,43,44,81
655,Minas,B-NOME_LOCAL,805,45,50,81
656,Gerais,I-NOME_LOCAL,805,51,57,81
657,Volume,O,805,58,64,81
658,:,O,805,64,65,81
659,700ml,B-VOLUME,805,66,71,81
660,Envelhecimento,O,805,72,86,81
661,:,O,805,86,87,81
662,2,B-TEMPO_ARMAZENAMENTO,805,88,89,81
663,anos,I-TEMPO_ARMAZENAMENTO,805,90,94,81
664,em,O,805,95,97,81
665,barris,B-RECIPIENTE_ARMAZENAMENTO,805,98,104,81
666,de,O,805,105,107,81
667,carvalho,B-TIPO_MADEIRA,805,108,116,81
668,europeu,I-TIPO_MADEIRA,805,117,124,81
669,.,O,805,124,125,81
670,Tipo,O,806,0,4,81
671,:,O,806,4,5,81
672,Destilado,O,806,6,15,81
673,de,O,806,16,18,81
674,Cana,O,806,19,23,81
675,-,O,806,23,24,81
676,de,O,806,24,26,81
677,-,O,806,26,27,81
678,Açúcar,O,806,27,33,81
679,Teor,O,806,34,38,81
680,Alcoólico,O,806,39,48,81
681,:,O,806,48,49,81
682,42,B-GRADUACAO_ALCOOLICA,806,50,52,81
683,",",I-GRADUACAO_ALCOOLICA,806,52,53,81
684,00%,I-GRADUACAO_ALCOOLICA,806,53,56,81
685,*,O,806,56,57,81
686,Destilaria,O,806,58,68,81
687,:,O,806,68,69,81
688,Fazenda,B-NOME_ORGANIZACAO,806,70,77,81
689,Santa,I-NOME_ORGANIZACAO,806,78,83,81
690,Luzia,I-NOME_ORGANIZACAO,806,84,89,81
691,Volume,O,807,0,6,81
692,:,O,807,6,7,81
693,700ml,B-VOLUME,807,8,13,81
694,NOME,O,893,0,4,91
695,DA,O,893,5,7,91
696,CACHAÇA,O,893,8,15,91
