,Palavras,Rotulo,Sentenca,Inicio,Fim,Documento,Particao
140,adocicado,B-CARACTERISTICA_SENSORIAL_SABOR,18,57,66,2,3
141,e,O,18,67,68,2,3
142,levemente,B-CARACTERISTICA_SENSORIAL_SABOR,18,69,78,2,3
143,picante,I-CARACTERISTICA_SENSORIAL_SABOR,18,79,86,2,3
144,que,O,18,87,90,2,3
145,lembra,O,18,91,97,2,3
146,um,O,18,98,100,2,3
147,pouco,O,18,101,106,2,3
148,o,O,18,107,108,2,3
149,gengibre,B-CARACTERISTICA_SENSORIAL_SABOR,18,109,117,2,3
150,.,O,18,117,118,2,3
151,O,O,19,0,1,2,3
152,retrogosto,O,19,2,12,2,3
153,é,O,19,13,14,2,3
154,agradável,O,19,15,24,2,3
155,e,O,19,25,26,2,3
156,inusitado,O,19,27,36,2,3
157,de,O,19,37,39,2,3
158,uma,O,19,40,43,2,3
159,madeira,B-CARACTERISTICA_SENSORIAL_SABOR,19,44,51,2,3
160,que,O,19,52,55,2,3
161,poucos,O,19,56,62,2,3
162,estão,O,19,63,68,2,3
163,acostumados,O,19,69,80,2,3
164,a,O,19,81,82,2,3
165,utilizar,O,19,83,91,2,3
166,.,O,19,91,92,2,3
167,Mais,O,20,0,4,2,3
168,uma,O,20,5,8,2,3
169,excelente,O,20,9,18,2,3
170,cachaça,O,20,19,26,2,3
171,da,O,20,27,29,2,3
172,Princesa,B-NOME_ORGANIZACAO,20,30,38,2,3
173,Isabel,I-NOME_ORGANIZACAO,20,39,45,2,3
174,que,O,20,46,49,2,3
175,todo,O,20,50,54,2,3
176,apreciador,O,20,55,65,2,3
177,deveria,O,20,66,73,2,3
178,experimentar,O,20,74,86,2,3
179,.,O,20,86,87,2,3
180,De,O,21,0,2,2,3
181,coloração,O,21,3,12,2,3
182,amarela,B-CARACTERISTICA_SENSORIAL_COR,21,13,20,2,3
183,intensa,I-CARACTERISTICA_SENSORIAL_COR,21,21,28,2,3
184,",",O,21,28,29,2,3
185,esta,O,21,30,34,2,3
186,cachaça,O,21,35,42,2,3
187,se,O,21,43,45,2,3
188,apresenta,O,21,46,55,2,3
189,límpida,B-CARACTERISTICA_SENSORIAL_COR,21,56,63,2,3
190,",",O,21,63,64,2,3
191,brilhante,B-CARACTERISTICA_SENSORIAL_COR,21,65,74,2,3
192,e,O,21,75,76,2,3
193,com,O,21,77,80,2,3
194,ótimo,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,21,81,86,2,3
195,corpo,I-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,21,87,92,2,3
196,.,O,21,92,93,2,3
197,No,O,22,0,2,2,3
198,olfato,O,22,3,9,2,3
199,destaca,O,22,10,17,2,3
200,-,O,22,17,18,2,3
201,se,O,22,18,20,2,3
202,cravo,B-CARACTERISTICA_SENSORIAL_AROMA,22,21,26,2,3
203,",",O,22,26,27,2,3
204,canela,B-CARACTERISTICA_SENSORIAL_AROMA,22,28,34,2,3
205,",",O,22,34,35,2,3
206,baunilha,B-CARACTERISTICA_SENSORIAL_AROMA,22,36,44,2,3
207,e,O,22,45,46,2,3
208,um,O,22,47,49,2,3
209,final,O,22,50,55,2,3
210,de,O,22,56,58,2,3
211,chocolate,B-CARACTERISTICA_SENSORIAL_AROMA,22,59,68,2,3
212,.,O,22,68,69,2,3
213,Na,O,23,0,2,2,3
214,boca,O,23,3,7,2,3
215,encontramos,O,23,8,19,2,3
216,baunilha,B-CARACTERISTICA_SENSORIAL_SABOR,23,20,28,2,3
217,",",O,23,28,29,2,3
218,coco,B-CARACTERISTICA_SENSORIAL_SABOR,23,30,34,2,3
219,",",O,23,34,35,2,3
220,mel,B-CARACTERISTICA_SENSORIAL_SABOR,23,36,39,2,3
221,e,O,23,40,41,2,3
222,rapadura,B-CARACTERISTICA_SENSORIAL_SABOR,23,42,50,2,3
223,em,O,23,51,53,2,3
224,perfeita,O,23,54,62,2,3
225,harmonia,O,23,63,71,2,3
226,com,O,23,72,75,2,3
227,seu,O,23,76,79,2,3
228,corpo,B-CARACTERISTICA_SENSORIAL_SABOR,23,80,85,2,3
229,alcoólico,I-CARACTERISTICA_SENSORIAL_SABOR,23,86,95,2,3
230,mais,I-CARACTERISTICA_SENSORIAL_SABOR,23,96,100,2,3
231,acentuado,I-CARACTERISTICA_SENSORIAL_SABOR,23,101,110,2,3
232,.,O,23,110,111,2,3
233,Mais,O,24,0,4,2,3
234,uma,O,24,5,8,2,3
235,Cachaça,O,24,9,16,2,3
236,de,O,24,17,19,2,3
237,qualidade,O,24,20,29,2,3
238,produzida,O,24,30,39,2,3
239,pela,O,24,40,44,2,3
240,Princesa,B-NOME_ORGANIZACAO,24,45,53,2,3
241,Isabel,I-NOME_ORGANIZACAO,24,54,60,2,3
242,sob,O,24,61,64,2,3
243,os,O,24,65,67,2,3
244,cuidados,O,24,68,76,2,3
245,do,O,24,77,79,2,3
246,Mestre,O,24,80,86,2,3
247,Leandro,B-NOME_PESSOA,24,87,94,2,3
248,Marelli,I-NOME_PESSOA,24,95,102,2,3
249,",",O,24,102,103,2,3
250,um,O,24,104,106,2,3
251,mago,O,24,107,111,2,3
252,dos,O,24,112,115,2,3
253,destilados,O,24,116,126,2,3
254,.,O,24,126,127,2,3
255,>,O,24,127,128,2,3
256,Volume,O,25,0,6,2,3
257,:,O,25,6,7,2,3
258,500ml,B-VOLUME,25,8,13,2,3
259,Graduação,O,26,0,9,2,3
260,Alcoólica,O,26,10,19,2,3
261,:,O,26,19,20,2,3
262,40%,B-GRADUACAO_ALCOOLICA,26,21,24,2,3
263,RECIPIENTE,O,27,0,10,2,3
264,DE,O,27,11,13,2,3
265,ARMAZENAMENTO,O,27,14,27,2,3
266,:,O,27,27,28,2,3
267,Tipo,O,27,29,33,2,3
268,Barril,O,27,34,40,2,3
269,:,O,27,40,41,2,3
270,Jaqueira,B-TIPO_MADEIRA,27,42,50,2,3
271,Tipo,O,28,0,4,2,3
272,:,O,28,4,5,2,3
273,Armazenada,O,28,6,16,2,3
274,Produtor,O,29,0,8,2,3
275,:,O,29,8,9,2,3
276,Princesa,B-NOME_ORGANIZACAO,29,10,18,2,3
277,Isabel,I-NOME_ORGANIZACAO,29,19,25,2,3
278,Local,O,30,0,5,2,3
279,de,O,30,6,8,2,3
280,Produção,O,30,9,17,2,3
281,:,O,30,17,18,2,3
282,Linhares,B-NOME_LOCAL,30,19,27,2,3
283,/,O,30,28,29,2,3
284,Espírito,B-NOME_LOCAL,30,30,38,2,3
285,Santo,I-NOME_LOCAL,30,39,44,2,3
286,NOME,O,31,0,4,3,3
287,DA,O,31,5,7,3,3
288,CACHAÇA,O,31,8,15,3,3
289,:,O,31,15,16,3,3
290,Cachaça,O,31,17,24,3,3
291,Colombina,B-NOME_BEBIDA,31,25,34,3,3
292,Chita,I-NOME_BEBIDA,31,35,40,3,3
293,PREÇO,O,32,0,5,3,3
294,:,O,32,5,6,3,3
295,R$,B-PRECO,32,7,9,3,3
296,100,I-PRECO,32,10,13,3,3
297,",",I-PRECO,32,13,14,3,3
298,0,I-PRECO,32,14,16,3,3
299,DESCRIÇÃO,O,33,0,9,3,3
300,DA,O,33,10,12,3,3
301,CACHAÇA,O,33,13,20,3,3
302,:,O,33,20,21,3,3
303,Colombina,B-NOME_BEBIDA,33,22,31,3,3
304,Chita,I-NOME_BEBIDA,33,32,37,3,3
305,700ml,B-VOLUME,33,38,43,3,3
306,Volume,O,34,0,6,3,3
307,:,O,34,6,7,3,3
308,700ml,B-VOLUME,34,8,13,3,3
309,Graduação,O,35,0,9,3,3
310,Alcoólica,O,35,10,19,3,3
311,:,O,35,19,20,3,3
312,40%,B-GRADUACAO_ALCOOLICA,35,21,24,3,3
313,RECIPIENTE,O,36,0,10,3,3
314,DE,O,36,11,13,3,3
315,ARMAZENAMENTO,O,36,14,27,3,3
316,:,O,36,27,28,3,3
317,Tipo,O,36,29,33,3,3
318,Barril,O,36,34,40,3,3
319,:,O,36,40,41,3,3
320,Jatobá,B-TIPO_MADEIRA,36,42,48,3,3
321,Tipo,O,37,0,4,3,3
322,:,O,37,4,5,3,3
323,Envelhecida,O,37,6,17,3,3
324,Produtor,O,38,0,8,3,3
325,:,O,38,8,9,3,3
326,RXM,B-NOME_ORGANIZACAO,38,10,13,3,3
327,Agropecuária,I-NOME_ORGANIZACAO,38,14,26,3,3
328,Local,O,39,0,5,3,3
329,de,O,39,6,8,3,3
330,Produção,O,39,9,17,3,3
331,:,O,39,17,18,3,3
332,Alvinopolis,B-NOME_LOCAL,39,19,30,3,3
333,/,O,39,31,32,3,3
334,MG,B-NOME_LOCAL,39,33,35,3,3
335,NOME,O,168,0,4,16,3
336,DA,O,168,5,7,16,3
337,CACHAÇA,O,168,8,15,16,3
338,:,O,168,15,16,16,3
339,Cachaça,O,168,17,24,16,3
340,Reserva,B-NOME_BEBIDA,168,25,32,16,3
341,do,I-NOME_BEBIDA,168,33,35,16,3
342,Gerente,I-NOME_BEBIDA,168,36,43,16,3
343,Carvalho,B-TIPO_MADEIRA,168,44,52,16,3
344,5,B-TEMPO_ARMAZENAMENTO,168,53,54,16,3
345,anos,I-TEMPO_ARMAZENAMENTO,168,55,59,16,3
346,PREÇO,O,169,0,5,16,3
347,:,O,169,5,6,16,3
348,R$,B-PRECO,169,7,9,16,3
349,58,I-PRECO,169,10,12,16,3
350,",",I-PRECO,169,12,13,16,3
351,0,I-PRECO,169,13,15,16,3
352,DESCRIÇÃO,O,170,0,9,16,3
353,DA,O,170,10,12,16,3
354,CACHAÇA,O,170,13,20,16,3
355,:,O,170,20,21,16,3
356,Cachaça,O,170,22,29,16,3
357,Reserva,B-NOME_BEBIDA,170,30,37,16,3
358,do,I-NOME_BEBIDA,170,38,40,16,3
359,Gerente,I-NOME_BEBIDA,170,41,48,16,3
360,Carvalho,B-TIPO_MADEIRA,170,49,57,16,3
361,5,B-TEMPO_ARMAZENAMENTO,170,58,59,16,3
362,anos,I-TEMPO_ARMAZENAMENTO,170,60,64,16,3
363,700ml,B-VOLUME,170,65,70,16,3
364,Volume,O,171,0,6,16,3
365,:,O,171,6,7,16,3
366,700ml,B-VOLUME,171,8,13,16,3
367,Graduação,O,172,0,9,16,3
368,Alcoólica,O,172,10,19,16,3
369,:,O,172,19,20,16,3
370,40%,B-GRADUACAO_ALCOOLICA,172,21,24,16,3
371,RECIPIENTE,O,173,0,10,16,3
372,DE,O,173,11,13,16,3
373,ARMAZENAMENTO,O,173,14,27,16,3
374,:,O,173,27,28,16,3
375,Tipo,O,173,29,33,16,3
376,Barril,O,173,34,40,16,3
377,:,O,173,40,41,16,3
378,5,B-TEMPO_ARMAZENAMENTO,173,42,43,16,3
379,anos,I-TEMPO_ARMAZENAMENTO,173,44,48,16,3
380,no,O,173,49,51,16,3
381,Carvalho,B-TIPO_MADEIRA,173,52,60,16,3
382,Tipo,O,174,0,4,16,3
383,:,O,174,4,5,16,3
384,Envelhecida,O,174,6,17,16,3
385,Local,O,175,0,5,16,3
386,de,O,175,6,8,16,3
387,Produção,O,175,9,17,16,3
388,:,O,175,17,18,16,3
389,Guarapari,B-NOME_LOCAL,175,19,28,16,3
390,/,O,175,29,30,16,3
391,Espirito,B-NOME_LOCAL,175,31,39,16,3
392,Santo,I-NOME_LOCAL,175,40,45,16,3
393,NOME,O,203,0,4,20,3
394,DA,O,203,5,7,20,3
395,CACHAÇA,O,203,8,15,20,3
396,:,O,203,15,16,20,3
397,Taverna,B-NOME_BEBIDA,203,17,24,20,3
398,de,I-NOME_BEBIDA,203,25,27,20,3
399,Minas,I-NOME_BEBIDA,203,28,33,20,3
400,Amburana,B-TIPO_MADEIRA,203,34,42,20,3
401,PREÇO,O,204,0,5,20,3
402,:,O,204,5,6,20,3
403,R$,B-PRECO,204,7,9,20,3
404,69,I-PRECO,204,10,12,20,3
405,",",I-PRECO,204,12,13,20,3
406,0,I-PRECO,204,13,15,20,3
407,DESCRIÇÃO,O,205,0,9,20,3
408,DA,O,205,10,12,20,3
409,CACHAÇA,O,205,13,20,20,3
410,:,O,205,20,21,20,3
411,Taverna,B-NOME_BEBIDA,205,22,29,20,3
412,de,I-NOME_BEBIDA,205,30,32,20,3
413,Minas,I-NOME_BEBIDA,205,33,38,20,3
414,Amburana,B-TIPO_MADEIRA,205,39,47,20,3
415,750ml,B-VOLUME,205,48,53,20,3
416,Volume,O,206,0,6,20,3
417,:,O,206,6,7,20,3
418,750ml,B-VOLUME,206,8,13,20,3
419,Graduação,O,207,0,9,20,3
420,Alcoólica,O,207,10,19,20,3
421,:,O,207,19,20,20,3
422,39%,B-GRADUACAO_ALCOOLICA,207,21,24,20,3
423,RECIPIENTE,O,208,0,10,20,3
424,DE,O,208,11,13,20,3
425,ARMAZENAMENTO,O,208,14,27,20,3
426,:,O,208,27,28,20,3
427,Tipo,O,208,29,33,20,3
428,Barril,O,208,34,40,20,3
429,:,O,208,40,41,20,3
430,1,B-TEMPO_ARMAZENAMENTO,208,42,43,20,3
431,ano,I-TEMPO_ARMAZENAMENTO,208,44,47,20,3
432,Amburana,B-TIPO_MADEIRA,208,48,56,20,3
433,Tipo,O,209,0,4,20,3
434,:,O,209,4,5,20,3
435,Envelhecida,O,209,6,17,20,3
436,Produtor,O,210,0,8,20,3
437,:,O,210,8,9,20,3
438,Taverna,B-NOME_ORGANIZACAO,210,10,17,20,3
439,de,I-NOME_ORGANIZACAO,210,18,20,20,3
440,Minas,I-NOME_ORGANIZACAO,210,21,26,20,3
441,Local,O,211,0,5,20,3
442,de,O,211,6,8,20,3
443,Produção,O,211,9,17,20,3
444,:,O,211,17,18,20,3
445,Itaverava,B-NOME_LOCAL,211,19,28,20,3
446,/,O,211,29,30,20,3
447,Minas,B-NOME_LOCAL,211,31,36,20,3
448,Gerais,I-NOME_LOCAL,211,37,43,20,3
449,NOME,O,221,0,4,22,3
450,DA,O,221,5,7,22,3
451,CACHAÇA,O,221,8,15,22,3
452,:,O,221,15,16,22,3
453,Cachaça,O,221,17,24,22,3
454,Weber,B-NOME_BEBIDA,221,25,30,22,3
455,Haus,I-NOME_BEBIDA,221,31,35,22,3
456,Leandro,I-NOME_BEBIDA,221,36,43,22,3
457,Batista,I-NOME_BEBIDA,221,44,51,22,3
458,PREÇO,O,222,0,5,22,3
459,:,O,222,5,6,22,3
460,R$,B-PRECO,222,7,9,22,3
461,80,I-PRECO,222,10,12,22,3
462,",",I-PRECO,222,12,13,22,3
463,0,I-PRECO,222,13,15,22,3
464,DESCRIÇÃO,O,223,0,9,22,3
465,DA,O,223,10,12,22,3
466,CACHAÇA,O,223,13,20,22,3
467,:,O,223,20,21,22,3
468,Cachaça,O,223,22,29,22,3
469,Weber,B-NOME_BEBIDA,223,30,35,22,3
470,Haus,I-NOME_BEBIDA,223,36,40,22,3
471,Leandro,I-NOME_BEBIDA,223,41,48,22,3
472,Batista,I-NOME_BEBIDA,223,49,56,22,3
473,750ml,B-VOLUME,223,57,62,22,3
474,Madeiras,O,223,63,71,22,3
475,:,O,223,71,72,22,3
476,Amburana,B-TIPO_MADEIRA,223,73,81,22,3
477,",",O,223,81,82,22,3
478,Bálsamo,B-TIPO_MADEIRA,223,83,90,22,3
479,e,O,223,91,92,22,3
480,Canela,B-TIPO_MADEIRA,223,93,99,22,3
481,Sassafrás,I-TIPO_MADEIRA,223,100,109,22,3
482,Envelhecimento,O,223,110,124,22,3
483,:,O,223,124,125,22,3
484,1,B-TEMPO_ARMAZENAMENTO,223,126,127,22,3
485,ano,I-TEMPO_ARMAZENAMENTO,223,128,131,22,3
486,em,O,223,132,134,22,3
487,cada,O,223,135,139,22,3
488,Medalha,O,223,140,147,22,3
489,de,O,223,148,150,22,3
490,Ouro,O,223,151,155,22,3
491,no,O,223,156,158,22,3
492,Concurso,O,223,159,167,22,3
493,Mundial,O,223,168,175,22,3
494,de,O,223,176,178,22,3
495,Bruxelas,B-NOME_LOCAL,223,179,187,22,3
496,Edição,O,223,188,194,22,3
497,Brasil,B-NOME_LOCAL,223,195,201,22,3
498,-,O,223,202,203,22,3
499,2018,B-TEMPO,223,204,208,22,3
500,8º,O,223,209,211,22,3
501,Colocado,O,223,212,220,22,3
502,no,O,223,221,223,22,3
503,III,O,223,224,227,22,3
504,Ranking,O,223,228,235,22,3
505,da,O,223,236,238,22,3
506,Cúpula,B-NOME_ORGANIZACAO,223,239,245,22,3
507,da,I-NOME_ORGANIZACAO,223,246,248,22,3
508,Cachaça,I-NOME_ORGANIZACAO,223,249,256,22,3
509,2018,B-TEMPO,223,257,261,22,3
510,.,O,223,261,262,22,3
511,Volume,O,224,0,6,22,3
512,:,O,224,6,7,22,3
513,750,B-VOLUME,224,8,11,22,3
514,ml,I-VOLUME,224,12,14,22,3
515,Graduação,O,225,0,9,22,3
516,Alcoólica,O,225,10,19,22,3
517,:,O,225,19,20,22,3
518,38,B-GRADUACAO_ALCOOLICA,225,21,23,22,3
519,RECIPIENTE,O,226,0,10,22,3
520,DE,O,226,11,13,22,3
521,ARMAZENAMENTO,O,226,14,27,22,3
522,:,O,226,27,28,22,3
523,Tipo,O,226,29,33,22,3
524,Barril,O,226,34,40,22,3
525,:,O,226,40,41,22,3
526,Amburana,B-TIPO_MADEIRA,226,42,50,22,3
527,",",O,226,50,51,22,3
528,Balsamo,B-TIPO_MADEIRA,226,52,59,22,3
529,e,O,226,60,61,22,3
530,Canela,B-TIPO_MADEIRA,226,62,68,22,3
531,e,O,226,69,70,22,3
532,Sassafras,B-TIPO_MADEIRA,226,71,80,22,3
533,Tipo,O,227,0,4,22,3
534,:,O,227,4,5,22,3
535,Envelhecida,O,227,6,17,22,3
536,Produtor,O,228,0,8,22,3
537,:,O,228,8,9,22,3
538,Weber,B-NOME_ORGANIZACAO,228,10,15,22,3
539,Haus,I-NOME_ORGANIZACAO,228,16,20,22,3
540,Local,O,229,0,5,22,3
541,de,O,229,6,8,22,3
542,Produção,O,229,9,17,22,3
543,:,O,229,17,18,22,3
544,Ivotí,B-NOME_LOCAL,229,19,24,22,3
545,/,O,229,25,26,22,3
546,Rio,B-NOME_LOCAL,229,27,30,22,3
547,Grande,I-NOME_LOCAL,229,31,37,22,3
548,do,I-NOME_LOCAL,229,38,40,22,3
549,Sul,I-NOME_LOCAL,229,41,44,22,3
550,NOME,O,230,0,4,23,3
551,DA,O,230,5,7,23,3
552,CACHAÇA,O,230,8,15,23,3
553,:,O,230,15,16,23,3
554,Cachaça,O,230,17,24,23,3
555,Gogó,B-NOME_BEBIDA,230,25,29,23,3
556,da,I-NOME_BEBIDA,230,30,32,23,3
557,Ema,I-NOME_BEBIDA,230,33,36,23,3
558,Rock,I-NOME_BEBIDA,230,37,41,23,3
559,N´Roll,I-NOME_BEBIDA,230,42,48,23,3
560,Caveira,O,230,49,56,23,3
561,Bálsamo,B-TIPO_MADEIRA,230,57,64,23,3
562,PREÇO,O,231,0,5,23,3
563,:,O,231,5,6,23,3
564,R$,B-PRECO,231,7,9,23,3
565,103,I-PRECO,231,10,13,23,3
566,",",I-PRECO,231,13,14,23,3
567,0,I-PRECO,231,14,16,23,3
568,DESCRIÇÃO,O,232,0,9,23,3
569,DA,O,232,10,12,23,3
570,CACHAÇA,O,232,13,20,23,3
571,:,O,232,20,21,23,3
572,Cachaça,O,232,22,29,23,3
573,Gogó,B-NOME_BEBIDA,232,30,34,23,3
574,da,I-NOME_BEBIDA,232,35,37,23,3
575,Ema,I-NOME_BEBIDA,232,38,41,23,3
576,Rock,I-NOME_BEBIDA,232,42,46,23,3
577,N´Roll,I-NOME_BEBIDA,232,47,53,23,3
578,Caveira,O,232,54,61,23,3
579,Bálsamo,B-TIPO_MADEIRA,232,62,69,23,3
580,700ml,B-VOLUME,232,70,75,23,3
581,Volume,O,233,0,6,23,3
582,:,O,233,6,7,23,3
583,700ml,B-VOLUME,233,8,13,23,3
584,Graduação,O,234,0,9,23,3
585,Alcoólica,O,234,10,19,23,3
586,:,O,234,19,20,23,3
587,40%,B-GRADUACAO_ALCOOLICA,234,21,24,23,3
588,RECIPIENTE,O,235,0,10,23,3
589,DE,O,235,11,13,23,3
590,ARMAZENAMENTO,O,235,14,27,23,3
591,:,O,235,27,28,23,3
592,Tipo,O,235,29,33,23,3
593,Barril,O,235,34,40,23,3
594,:,O,235,40,41,23,3
595,3,B-TEMPO_ARMAZENAMENTO,235,42,43,23,3
596,anos,I-TEMPO_ARMAZENAMENTO,235,44,48,23,3
597,no,O,235,49,51,23,3
598,Bálsamo,B-TIPO_MADEIRA,235,52,59,23,3
599,Tipo,O,236,0,4,23,3
600,:,O,236,4,5,23,3
601,Envelhecida,O,236,6,17,23,3
602,Produtor,O,237,0,8,23,3
603,:,O,237,8,9,23,3
604,Gogó,B-NOME_ORGANIZACAO,237,10,14,23,3
605,da,I-NOME_ORGANIZACAO,237,15,17,23,3
606,Ema,I-NOME_ORGANIZACAO,237,18,21,23,3
607,Local,O,238,0,5,23,3
608,de,O,238,6,8,23,3
609,Produção,O,238,9,17,23,3
610,:,O,238,17,18,23,3
611,São,B-NOME_LOCAL,238,19,22,23,3
612,Sebastião,I-NOME_LOCAL,238,23,32,23,3
613,/,O,238,33,34,23,3
614,Alagoas,B-NOME_LOCAL,238,35,42,23,3
615,NOME,O,246,0,4,25,3
616,DA,O,246,5,7,25,3
617,CACHAÇA,O,246,8,15,25,3
618,:,O,246,15,16,25,3
619,Cachaça,O,246,17,24,25,3
620,Umas,B-NOME_BEBIDA,246,25,29,25,3
621,e,I-NOME_BEBIDA,246,30,31,25,3
622,Outras,I-NOME_BEBIDA,246,32,38,25,3
623,PREÇO,O,247,0,5,25,3
624,:,O,247,5,6,25,3
625,R$,B-PRECO,247,7,9,25,3
626,60,I-PRECO,247,10,12,25,3
627,",",I-PRECO,247,12,13,25,3
628,0,I-PRECO,247,13,15,25,3
629,DESCRIÇÃO,O,248,0,9,25,3
630,DA,O,248,10,12,25,3
631,CACHAÇA,O,248,13,20,25,3
632,:,O,248,20,21,25,3
