,Palavras,Rotulo,Sentenca,Inicio,Fim,Documento
378,Volume,O,265,0,6,24
379,:,O,265,6,7,24
380,750ml,B-VOLUME,265,8,13,24
381,Tipo,O,266,0,4,24
382,:,O,266,4,5,24
383,Envelhecida,O,266,6,17,24
384,Produtor,O,267,0,8,24
385,:,O,267,8,9,24
386,Weber,B-NOME_ORGANIZACAO,267,10,15,24
387,Haus,I-NOME_ORGANIZACAO,267,16,20,24
388,Local,O,268,0,5,24
389,de,O,268,6,8,24
390,Produção,O,268,9,17,24
391,:,O,268,17,18,24
392,Ivotí,B-NOME_LOCAL,268,19,24,24
393,/,O,268,25,26,24
394,Rio,B-NOME_LOCAL,268,27,30,24
395,Grande,I-NOME_LOCAL,268,31,37,24
396,do,I-NOME_LOCAL,268,38,40,24
397,Sul,I-NOME_LOCAL,268,41,44,24
398,NOME,O,469,0,4,45
399,DA,O,469,5,7,45
400,CACHAÇA,O,469,8,15,45
401,:,O,469,15,16,45
402,Cachaça,O,469,17,24,45
403,Theodoro,B-NOME_BEBIDA,469,25,33,45
404,Jequitiba,B-TIPO_MADEIRA,469,34,43,45
405,PREÇO,O,470,0,5,45
406,:,O,470,5,6,45
407,R$,B-PRECO,470,7,9,45
408,35,I-PRECO,470,10,12,45
409,",",I-PRECO,470,12,13,45
410,0,I-PRECO,470,13,15,45
411,DESCRIÇÃO,O,471,0,9,45
412,DA,O,471,10,12,45
413,CACHAÇA,O,471,13,20,45
414,:,O,471,20,21,45
415,Cachaça,O,471,22,29,45
416,Theodoro,B-NOME_BEBIDA,471,30,38,45
417,Jequitiba,B-TIPO_MADEIRA,471,39,48,45
418,Descansada,O,471,49,59,45
419,7,B-TEMPO_ARMAZENAMENTO,471,60,61,45
420,anos,I-TEMPO_ARMAZENAMENTO,471,62,66,45
421,em,O,471,67,69,45
422,tonéis,B-RECIPIENTE_ARMAZENAMENTO,471,70,76,45
423,de,O,471,77,79,45
424,Jequitibá,B-TIPO_MADEIRA,471,80,89,45
425,rosa,I-TIPO_MADEIRA,471,90,94,45
426,.,O,471,94,95,45
427,Volume,O,472,0,6,45
428,:,O,472,6,7,45
429,670ml,B-VOLUME,472,8,13,45
430,Graduação,O,473,0,9,45
431,Alcoólica,O,473,10,19,45
432,:,O,473,19,20,45
433,42%,B-GRADUACAO_ALCOOLICA,473,21,24,45
434,Produtor,O,474,0,8,45
435,:,O,474,8,9,45
436,Fazenda,B-NOME_ORGANIZACAO,474,10,17,45
437,Amábile,I-NOME_ORGANIZACAO,474,18,25,45
438,Local,O,475,0,5,45
439,de,O,475,6,8,45
440,Produção,O,475,9,17,45
441,:,O,475,17,18,45
442,Serra,B-NOME_LOCAL,475,19,24,45
443,Negra,I-NOME_LOCAL,475,25,30,45
444,/,O,475,31,32,45
445,São,B-NOME_LOCAL,475,33,36,45
446,Paulo,I-NOME_LOCAL,475,37,42,45
447,NOME,O,562,0,4,54
448,DA,O,562,5,7,54
449,CACHAÇA,O,562,8,15,54
450,:,O,562,15,16,54
451,Cachaça,O,562,17,24,54
452,Huaninha,B-NOME_BEBIDA,562,25,33,54
453,PREÇO,O,563,0,5,54
454,:,O,563,5,6,54
455,R$,B-PRECO,563,7,9,54
456,45,I-PRECO,563,10,12,54
457,",",I-PRECO,563,12,13,54
458,0,I-PRECO,563,13,15,54
459,DESCRIÇÃO,O,564,0,9,54
460,DA,O,564,10,12,54
461,CACHAÇA,O,564,13,20,54
462,:,O,564,20,21,54
463,Cachaça,O,564,22,29,54
464,Huaninha,B-NOME_BEBIDA,564,30,38,54
465,Bálsamo,B-TIPO_MADEIRA,564,39,46,54
466,670ml,B-VOLUME,564,47,52,54
467,Volume,O,565,0,6,54
468,:,O,565,6,7,54
469,670ml,B-VOLUME,565,8,13,54
470,Graduação,O,566,0,9,54
471,Alcoólica,O,566,10,19,54
472,:,O,566,19,20,54
473,44%,B-GRADUACAO_ALCOOLICA,566,21,24,54
474,RECIPIENTE,O,567,0,10,54
475,DE,O,567,11,13,54
476,ARMAZENAMENTO,O,567,14,27,54
477,:,O,567,27,28,54
478,Tipo,O,567,29,33,54
479,Barril,O,567,34,40,54
480,:,O,567,40,41,54
481,Bálsamo,B-TIPO_MADEIRA,567,42,49,54
482,Local,O,568,0,5,54
483,de,O,568,6,8,54
484,Produção,O,568,9,17,54
485,:,O,568,17,18,54
486,Guaraciama,B-NOME_LOCAL,568,19,29,54
487,/,O,568,30,31,54
488,Minas,B-NOME_LOCAL,568,32,37,54
489,Gerais,I-NOME_LOCAL,568,38,44,54
490,NOME,O,726,0,4,68
491,DA,O,726,5,7,68
492,CACHAÇA,O,726,8,15,68
493,:,O,726,15,16,68
494,Dom,B-NOME_BEBIDA,726,17,20,68
495,Bre,I-NOME_BEBIDA,726,21,24,68
496,Amburana,B-TIPO_MADEIRA,726,25,33,68
497,PREÇO,O,727,0,5,68
498,:,O,727,5,6,68
499,R$,B-PRECO,727,7,9,68
500,120,I-PRECO,727,10,13,68
501,",",I-PRECO,727,13,14,68
502,0,I-PRECO,727,14,16,68
503,DESCRIÇÃO,O,728,0,9,68
504,DA,O,728,10,12,68
505,CACHAÇA,O,728,13,20,68
506,:,O,728,20,21,68
507,Cachaça,O,728,22,29,68
508,armazenada,O,728,30,40,68
509,em,O,728,41,43,68
510,tonéis,B-RECIPIENTE_ARMAZENAMENTO,728,44,50,68
511,de,O,728,51,53,68
512,Amburana,B-TIPO_MADEIRA,728,54,62,68
513,Armazenada,O,728,63,73,68
514,em,O,728,74,76,68
515,tonéis,B-RECIPIENTE_ARMAZENAMENTO,728,77,83,68
516,de,O,728,84,86,68
517,amburana,B-TIPO_MADEIRA,728,87,95,68
518,por,O,728,96,99,68
519,um,O,728,100,102,68
520,longo,O,728,103,108,68
521,tempo,O,728,109,114,68
522,",",O,728,114,115,68
523,selecionada,O,728,116,127,68
524,e,O,728,128,129,68
525,elaborada,O,728,130,139,68
526,harmoniosamente,O,728,140,155,68
527,",",O,728,155,156,68
528,com,O,728,157,160,68
529,notas,B-CARACTERISTICA_SENSORIAL_AROMA,728,161,166,68
530,amadeiradas,I-CARACTERISTICA_SENSORIAL_AROMA,728,167,178,68
531,",",O,728,178,179,68
532,frutadas,B-CARACTERISTICA_SENSORIAL_AROMA,728,180,188,68
533,e,O,728,189,190,68
534,florais,B-CARACTERISTICA_SENSORIAL_AROMA,728,191,198,68
535,",",O,728,198,199,68
536,com,O,728,200,203,68
537,sabor,O,728,204,209,68
538,e,O,728,210,211,68
539,aroma,O,728,212,217,68
540,exclusivos,O,728,218,228,68
541,de,O,728,229,231,68
542,uma,O,728,232,235,68
543,bebida,O,728,236,242,68
544,singular,O,728,243,251,68
545,.,O,728,251,252,68
546,A,O,729,0,1,68
547,Dom,B-NOME_BEBIDA,729,2,5,68
548,Bré,I-NOME_BEBIDA,729,6,9,68
549,Amburana,B-TIPO_MADEIRA,729,10,18,68
550,foi,O,729,19,22,68
551,eleita,O,729,23,29,68
552,em,O,729,30,32,68
553,9°,O,729,33,35,68
554,Lugar,O,729,36,41,68
555,na,O,729,42,44,68
556,categoria,O,729,45,54,68
557,Envelhecida,O,729,55,66,68
558,entre,O,729,67,72,68
559,as,O,729,73,75,68
560,50,O,729,76,78,68
561,melhores,O,729,79,87,68
562,do,O,729,88,90,68
563,Ano,O,729,91,94,68
564,no,O,729,95,97,68
565,IV,O,729,98,100,68
566,Ranking,O,729,101,108,68
567,da,O,729,109,111,68
568,Cúpula,B-NOME_ORGANIZACAO,729,112,118,68
569,da,I-NOME_ORGANIZACAO,729,119,121,68
570,Cachaça,I-NOME_ORGANIZACAO,729,122,129,68
571,de,O,729,130,132,68
572,2020,B-TEMPO,729,133,137,68
573,.,O,729,137,138,68
574,Volume,O,730,0,6,68
575,:,O,730,6,7,68
576,700ml,B-VOLUME,730,8,13,68
577,Graduação,O,731,0,9,68
578,Alcoólica,O,731,10,19,68
579,:,O,731,19,20,68
580,40%,B-GRADUACAO_ALCOOLICA,731,21,24,68
581,Local,O,732,0,5,68
582,de,O,732,6,8,68
583,Produção,O,732,9,17,68
584,:,O,732,17,18,68
585,Guarani,B-NOME_LOCAL,732,19,26,68
586,/,O,732,27,28,68
587,Minas,B-NOME_LOCAL,732,29,34,68
588,Gerais,I-NOME_LOCAL,732,35,41,68
589,NOME,O,812,0,4,76
590,DA,O,812,5,7,76
591,CACHAÇA,O,812,8,15,76
592,:,O,812,15,16,76
593,Cachaça,O,812,17,24,76
594,Vanderley,B-NOME_BEBIDA,812,25,34,76
595,Azevedo,I-NOME_BEBIDA,812,35,42,76
596,Extra,B-CLASSIFICACAO_BEBIDA,812,43,48,76
597,Premium,I-CLASSIFICACAO_BEBIDA,812,49,56,76
598,12,B-TEMPO_ARMAZENAMENTO,812,57,59,76
599,anos,I-TEMPO_ARMAZENAMENTO,812,60,64,76
600,700ml,B-VOLUME,812,65,70,76
601,PREÇO,O,813,0,5,76
602,:,O,813,5,6,76
603,R$,B-PRECO,813,7,9,76
604,309,I-PRECO,813,10,13,76
605,",",I-PRECO,813,13,14,76
606,0,I-PRECO,813,14,16,76
607,DESCRIÇÃO,O,814,0,9,76
608,DA,O,814,10,12,76
609,CACHAÇA,O,814,13,20,76
610,:,O,814,20,21,76
611,Cachaça,O,814,22,29,76
612,Artesanal,O,814,30,39,76
613,produzida,O,814,40,49,76
614,em,O,814,50,52,76
615,Ituiutaba,B-NOME_LOCAL,814,53,62,76
616,-,O,814,62,63,76
617,MG,B-NOME_LOCAL,814,63,65,76
618,pontal,O,814,66,72,76
619,do,O,814,73,75,76
620,triangulo,O,814,76,85,76
621,mineiro,O,814,86,93,76
622,destilada,O,814,94,103,76
623,por,O,814,104,107,76
624,Vanderley,B-NOME_PESSOA,814,108,117,76
625,Azevedo,I-NOME_PESSOA,814,118,125,76
626,e,O,814,126,127,76
627,Cássio,B-NOME_PESSOA,814,128,134,76
628,Azevedo,I-NOME_PESSOA,814,135,142,76
629,.,O,814,142,143,76
630,Cachaça,O,815,0,7,76
631,Premiada,O,815,8,16,76
632,com,O,815,17,20,76
633,duas,O,815,21,25,76
634,medalhas,O,815,26,34,76
635,de,O,815,35,37,76
636,prata,O,815,38,43,76
637,nos,O,815,44,47,76
638,dois,O,815,48,52,76
639,maiores,O,815,53,60,76
640,concursos,O,815,61,70,76
641,de,O,815,71,73,76
642,destilado,O,815,74,83,76
643,do,O,815,84,86,76
644,mundo,O,815,87,92,76
645,.,O,815,92,93,76
646,Em,O,816,0,2,76
647,2019,B-TEMPO,816,3,7,76
648,ela,O,816,8,11,76
649,foi,O,816,12,15,76
650,condecorada,O,816,16,27,76
651,com,O,816,28,31,76
652,a,O,816,32,33,76
653,medalha,O,816,34,41,76
654,de,O,816,42,44,76
655,prata,O,816,45,50,76
656,no,O,816,51,53,76
657,Spirits,B-NOME_ORGANIZACAO,816,54,61,76
658,Selection,I-NOME_ORGANIZACAO,816,62,71,76
659,e,O,816,72,73,76
660,em,O,816,74,76,76
661,2020,B-TEMPO,816,77,81,76
662,recebeu,O,816,82,89,76
663,medalha,O,816,90,97,76
664,de,O,816,98,100,76
665,prata,O,816,101,106,76
666,no,O,816,107,109,76
667,San,B-NOME_LOCAL,816,110,113,76
668,Francisco,I-NOME_LOCAL,816,114,123,76
669,Spirits,O,816,124,131,76
670,World,O,816,132,137,76
671,Competition,O,816,138,149,76
672,.,O,816,149,150,76
673,A,O,817,0,1,76
674,cachaça,O,817,2,9,76
675,Extra,B-CLASSIFICACAO_BEBIDA,817,10,15,76
676,Premium,I-CLASSIFICACAO_BEBIDA,817,16,23,76
677,Vanderley,B-NOME_BEBIDA,817,24,33,76
678,Azevedo,I-NOME_BEBIDA,817,34,41,76
679,é,O,817,42,43,76
680,um,O,817,44,46,76
681,single,O,817,47,53,76
682,barrel,O,817,54,60,76
683,de,O,817,61,63,76
684,um,O,817,64,66,76
685,barril,B-RECIPIENTE_ARMAZENAMENTO,817,67,73,76
686,de,O,817,74,76,76
687,carvalho,B-TIPO_MADEIRA,817,77,85,76
688,francês,I-TIPO_MADEIRA,817,86,93,76
689,",",O,817,93,94,76
690,feita,O,817,95,100,76
691,com,O,817,101,104,76
692,fermento,O,817,105,113,76
693,caipira,O,817,114,121,76
694,e,O,817,122,123,76
695,destilada,O,817,124,133,76
696,em,O,817,134,136,76
697,alambiques,B-EQUIPAMENTO_DESTILACAO,817,137,147,76
698,de,I-EQUIPAMENTO_DESTILACAO,817,148,150,76
699,cobre,I-EQUIPAMENTO_DESTILACAO,817,151,156,76
700,.,O,817,156,157,76
701,Os,O,818,0,2,76
702,12,B-TEMPO_ARMAZENAMENTO,818,3,5,76
703,anos,I-TEMPO_ARMAZENAMENTO,818,6,10,76
704,de,O,818,11,13,76
705,envelhecimento,O,818,14,28,76
706,trouxeram,O,818,29,38,76
707,muitas,O,818,39,45,76
708,complexidades,O,818,46,59,76
709,que,O,818,60,63,76
710,você,O,818,64,68,76
711,pode,O,818,69,73,76
712,conferir,O,818,74,82,76
713,na,O,818,83,85,76
714,seção,O,818,86,91,76
715,análise,O,818,92,99,76
716,sensorial,O,818,100,109,76
717,feita,O,818,110,115,76
718,pelos,O,818,116,121,76
719,juízes,O,818,122,128,76
720,do,O,818,129,131,76
721,Spirits,B-NOME_ORGANIZACAO,818,132,139,76
722,Selection,I-NOME_ORGANIZACAO,818,140,149,76
723,.,O,818,149,150,76
724,Análise,O,819,0,7,76
725,Sensorial,O,819,8,17,76
726,Extra,O,819,18,23,76
727,APARÊNCIA,O,819,24,33,76
728,:,O,819,33,34,76
729,Cor,O,819,35,38,76
730,dourada,B-CARACTERISTICA_SENSORIAL_COR,819,39,46,76
731,com,O,819,47,50,76
732,reflexos,B-CARACTERISTICA_SENSORIAL_COR,819,51,59,76
733,verdes,I-CARACTERISTICA_SENSORIAL_COR,819,60,66,76
734,.,O,819,66,67,76
735,AROMA,O,820,0,5,76
736,:,O,820,5,6,76
737,Intensidade,O,820,7,18,76
738,média,O,820,19,24,76
739,no,O,820,25,27,76
740,nariz,O,820,28,33,76
741,",",O,820,33,34,76
742,aromas,O,820,35,41,76
743,florais,B-CARACTERISTICA_SENSORIAL_AROMA,820,42,49,76
744,e,O,820,50,51,76
745,frutados,B-CARACTERISTICA_SENSORIAL_AROMA,820,52,60,76
746,muito,O,820,61,66,76
