,Palavras,Rotulo,Sentenca,Inicio,Fim,Documento
92,Ouro,B-CLASSIFICACAO_BEBIDA,310,31,35,32
93,PREÇO,O,311,0,5,32
94,:,O,311,5,6,32
95,R$,B-PRECO,311,7,9,32
96,59,I-PRECO,311,10,12,32
97,",",I-PRECO,311,12,13,32
98,0,I-PRECO,311,13,15,32
99,DESCRIÇÃO,O,312,0,9,32
100,DA,O,312,10,12,32
101,CACHAÇA,O,312,13,20,32
102,:,O,312,20,21,32
103,Cachaça,O,312,22,29,32
104,Tábua,B-NOME_BEBIDA,312,30,35,32
105,Ouro,B-CLASSIFICACAO_BEBIDA,312,36,40,32
106,670ml,B-VOLUME,312,41,46,32
107,Volume,O,313,0,6,32
108,:,O,313,6,7,32
109,670ml,B-VOLUME,313,8,13,32
110,Graduação,O,314,0,9,32
111,Alcoólica,O,314,10,19,32
112,:,O,314,19,20,32
113,42%,B-GRADUACAO_ALCOOLICA,314,21,24,32
114,RECIPIENTE,O,315,0,10,32
115,DE,O,315,11,13,32
116,ARMAZENAMENTO,O,315,14,27,32
117,:,O,315,27,28,32
118,Tipo,O,315,29,33,32
119,Barril,O,315,34,40,32
120,:,O,315,40,41,32
121,Amburana,B-TIPO_MADEIRA,315,42,50,32
122,Tipo,O,316,0,4,32
123,:,O,316,4,5,32
124,Armazenada,O,316,6,16,32
125,Local,O,317,0,5,32
126,de,O,317,6,8,32
127,Produção,O,317,9,17,32
128,:,O,317,17,18,32
129,Taiobeiras,B-NOME_LOCAL,317,19,29,32
130,/,O,317,30,31,32
131,Minas,B-NOME_LOCAL,317,32,37,32
132,Gerais,I-NOME_LOCAL,317,38,44,32
133,NOME,O,367,0,4,39
134,DA,O,367,5,7,39
135,CACHAÇA,O,367,8,15,39
136,:,O,367,15,16,39
137,Cachaça,O,367,17,24,39
138,Primeira,B-NOME_BEBIDA,367,25,33,39
139,de,I-NOME_BEBIDA,367,34,36,39
140,Minas,I-NOME_BEBIDA,367,37,42,39
141,PREÇO,O,368,0,5,39
142,:,O,368,5,6,39
143,R$,B-PRECO,368,7,9,39
144,37,I-PRECO,368,10,12,39
145,",",I-PRECO,368,12,13,39
146,0,I-PRECO,368,13,15,39
147,DESCRIÇÃO,O,369,0,9,39
148,DA,O,369,10,12,39
149,CACHAÇA,O,369,13,20,39
150,:,O,369,20,21,39
151,Cachaça,O,369,22,29,39
152,Primeira,B-NOME_BEBIDA,369,30,38,39
153,de,I-NOME_BEBIDA,369,39,41,39
154,Minas,I-NOME_BEBIDA,369,42,47,39
155,750ml,B-VOLUME,369,48,53,39
156,-,O,369,54,55,39
157,Prata,B-CLASSIFICACAO_BEBIDA,369,56,61,39
158,Volume,O,370,0,6,39
159,:,O,370,6,7,39
160,750ml,B-VOLUME,370,8,13,39
161,Graduação,O,371,0,9,39
162,Alcoólica,O,371,10,19,39
163,:,O,371,19,20,39
164,40%,B-GRADUACAO_ALCOOLICA,371,21,24,39
165,RECIPIENTE,O,372,0,10,39
166,DE,O,372,11,13,39
167,ARMAZENAMENTO,O,372,14,27,39
168,:,O,372,27,28,39
169,Tipo,O,372,29,33,39
170,Barril,O,372,34,40,39
171,:,O,372,40,41,39
172,1,B-TEMPO_ARMAZENAMENTO,372,42,43,39
173,ano,I-TEMPO_ARMAZENAMENTO,372,44,47,39
174,Tipo,O,373,0,4,39
175,:,O,373,4,5,39
176,Blend,B-CLASSIFICACAO_BEBIDA,373,6,11,39
177,de,O,373,12,14,39
178,Amburana,B-TIPO_MADEIRA,373,15,23,39
179,",",O,373,23,24,39
180,Amendoim,B-TIPO_MADEIRA,373,25,33,39
181,e,O,373,34,35,39
182,Carvalho,B-TIPO_MADEIRA,373,36,44,39
183,Produtor,O,374,0,8,39
184,:,O,374,8,9,39
185,Destom,B-NOME_ORGANIZACAO,374,10,16,39
186,Local,O,375,0,5,39
187,de,O,375,6,8,39
188,Produção,O,375,9,17,39
189,:,O,375,17,18,39
190,Farias,B-NOME_LOCAL,375,19,25,39
191,Lemos,I-NOME_LOCAL,375,26,31,39
192,/,O,375,32,33,39
193,Minas,B-NOME_LOCAL,375,34,39,39
194,Gerais,I-NOME_LOCAL,375,40,46,39
195,NOME,O,432,0,4,46
196,DA,O,432,5,7,46
197,CACHAÇA,O,432,8,15,46
198,:,O,432,15,16,46
199,Cachaça,O,432,17,24,46
200,Tiara,B-NOME_BEBIDA,432,25,30,46
201,Rainha,I-NOME_BEBIDA,432,31,37,46
202,com,O,432,38,41,46
203,embalagem,O,432,42,51,46
204,exclusiva,O,432,52,61,46
205,PREÇO,O,433,0,5,46
206,:,O,433,5,6,46
207,R$,B-PRECO,433,7,9,46
208,91,I-PRECO,433,10,12,46
209,",",I-PRECO,433,12,13,46
210,0,I-PRECO,433,13,15,46
211,DESCRIÇÃO,O,434,0,9,46
212,DA,O,434,10,12,46
213,CACHAÇA,O,434,13,20,46
214,:,O,434,20,21,46
215,Cachaça,O,434,22,29,46
216,Tiara,B-NOME_BEBIDA,434,30,35,46
217,Rainha,I-NOME_BEBIDA,434,36,42,46
218,com,O,434,43,46,46
219,embalagem,O,434,47,56,46
220,exclusiva,O,434,57,66,46
221,envelhecida,O,434,67,78,46
222,por,O,434,79,82,46
223,3,B-TEMPO_ARMAZENAMENTO,434,83,84,46
224,anos,I-TEMPO_ARMAZENAMENTO,434,85,89,46
225,em,O,434,90,92,46
226,tonéis,B-RECIPIENTE_ARMAZENAMENTO,434,93,99,46
227,de,O,434,100,102,46
228,Carvalho,B-TIPO_MADEIRA,434,103,111,46
229,e,O,434,112,113,46
230,Jequitibá,B-TIPO_MADEIRA,434,114,123,46
231,Volume,O,435,0,6,46
232,:,O,435,6,7,46
233,750ml,B-VOLUME,435,8,13,46
234,Graduação,O,436,0,9,46
235,Alcoólica,O,436,10,19,46
236,:,O,436,19,20,46
237,42%,B-GRADUACAO_ALCOOLICA,436,21,24,46
238,RECIPIENTE,O,437,0,10,46
239,DE,O,437,11,13,46
240,ARMAZENAMENTO,O,437,14,27,46
241,:,O,437,27,28,46
242,Tipo,O,437,29,33,46
243,Barril,O,437,34,40,46
244,:,O,437,40,41,46
245,Carvalho,B-TIPO_MADEIRA,437,42,50,46
246,e,O,437,51,52,46
247,Jequitibá,B-TIPO_MADEIRA,437,53,62,46
248,Tipo,O,438,0,4,46
249,:,O,438,4,5,46
250,Envelhecida,O,438,6,17,46
251,Produtor,O,439,0,8,46
252,:,O,439,8,9,46
253,Fazenda,B-NOME_ORGANIZACAO,439,10,17,46
254,Jurumirim,I-NOME_ORGANIZACAO,439,18,27,46
255,Local,O,440,0,5,46
256,de,O,440,6,8,46
257,Produção,O,440,9,17,46
258,:,O,440,17,18,46
259,Barra,B-NOME_LOCAL,440,19,24,46
260,Longa,I-NOME_LOCAL,440,25,30,46
261,/,O,440,31,32,46
262,Minas,B-NOME_LOCAL,440,33,38,46
263,Gerais,I-NOME_LOCAL,440,39,45,46
264,NOME,O,533,0,4,57
265,DA,O,533,5,7,57
266,CACHAÇA,O,533,8,15,57
267,:,O,533,15,16,57
268,Cachaça,O,533,17,24,57
269,Princesa,B-NOME_BEBIDA,533,25,33,57
270,Isabel,I-NOME_BEBIDA,533,34,40,57
271,Blend,B-CLASSIFICACAO_BEBIDA,533,41,46,57
272,Bálsamo,B-TIPO_MADEIRA,533,47,54,57
273,e,O,533,55,56,57
274,Jaqueira,B-TIPO_MADEIRA,533,57,65,57
275,PREÇO,O,534,0,5,57
276,:,O,534,5,6,57
277,R$,B-PRECO,534,7,9,57
278,85,I-PRECO,534,10,12,57
279,",",I-PRECO,534,12,13,57
280,0,I-PRECO,534,13,15,57
281,DESCRIÇÃO,O,535,0,9,57
282,DA,O,535,10,12,57
283,CACHAÇA,O,535,13,20,57
284,:,O,535,20,21,57
285,Uma,O,535,22,25,57
286,bebida,O,535,26,32,57
287,fina,O,535,33,37,57
288,",",O,535,37,38,57
289,inspirada,O,535,39,48,57
290,nas,O,535,49,52,57
291,tradicionais,O,535,53,65,57
292,cachaças,O,535,66,74,57
293,de,O,535,75,77,57
294,Bálsamo,B-TIPO_MADEIRA,535,78,85,57
295,porém,O,535,86,91,57
296,com,O,535,92,95,57
297,nosso,O,535,96,101,57
298,toque,O,535,102,107,57
299,capixaba,O,535,108,116,57
300,.,O,535,116,117,57
301,Feita,O,536,0,5,57
302,em,O,536,6,8,57
303,alambique,B-EQUIPAMENTO_DESTILACAO,536,9,18,57
304,de,I-EQUIPAMENTO_DESTILACAO,536,19,21,57
305,cobre,I-EQUIPAMENTO_DESTILACAO,536,22,27,57
306,e,O,536,28,29,57
307,envelhecida,O,536,30,41,57
308,em,O,536,42,44,57
309,tonéis,B-RECIPIENTE_ARMAZENAMENTO,536,45,51,57
310,novos,O,536,52,57,57
311,de,O,536,58,60,57
312,bálsamo,B-TIPO_MADEIRA,536,61,68,57
313,",",O,536,68,69,57
314,ganha,O,536,70,75,57
315,um,O,536,76,78,57
316,toque,O,536,79,84,57
317,especial,O,536,85,93,57
318,em,O,536,94,96,57
319,sua,O,536,97,100,57
320,finalização,O,536,101,112,57
321,:,O,536,112,113,57
322,cachaça,O,536,114,121,57
323,armazenada,O,536,122,132,57
324,em,O,536,133,135,57
325,dornas,B-RECIPIENTE_ARMAZENAMENTO,536,136,142,57
326,de,O,536,143,145,57
327,Jaqueira,B-TIPO_MADEIRA,536,146,154,57
328,.,O,536,154,155,57
329,Assim,O,537,0,5,57
330,",",O,537,5,6,57
331,temos,O,537,7,12,57
332,um,O,537,13,15,57
333,blend,O,537,16,21,57
334,de,O,537,22,24,57
335,aromas,O,537,25,31,57
336,ricos,O,537,32,37,57
337,e,O,537,38,39,57
338,equilibrados,O,537,40,52,57
339,que,O,537,53,56,57
340,além,O,537,57,61,57
341,das,O,537,62,65,57
342,características,O,537,66,81,57
343,herbais,B-CARACTERISTICA_SENSORIAL_AROMA,537,82,89,57
344,habituais,O,537,90,99,57
345,e,O,537,100,101,57
346,do,O,537,102,104,57
347,aroma,O,537,105,110,57
348,de,O,537,111,113,57
349,anis,B-CARACTERISTICA_SENSORIAL_AROMA,537,114,118,57
350,marcante,I-CARACTERISTICA_SENSORIAL_AROMA,537,119,127,57
351,é,O,537,128,129,57
352,enriquecido,O,537,130,141,57
353,com,O,537,142,145,57
354,o,O,537,146,147,57
355,perfume,O,537,148,155,57
356,floral,B-CARACTERISTICA_SENSORIAL_AROMA,537,156,162,57
357,e,O,537,163,164,57
358,de,O,537,165,167,57
359,frutas,B-CARACTERISTICA_SENSORIAL_AROMA,537,168,174,57
360,amarelas,I-CARACTERISTICA_SENSORIAL_AROMA,537,175,183,57
361,",",O,537,183,184,57
362,proveniente,O,537,185,196,57
363,da,O,537,197,199,57
364,Jaqueira,B-TIPO_MADEIRA,537,200,208,57
365,.,O,537,208,209,57
366,Sem,O,538,0,3,57
367,dúvidas,O,538,4,11,57
368,um,O,538,12,14,57
369,produto,O,538,15,22,57
370,singular,O,538,23,31,57
371,.,O,538,31,32,57
372,Depois,O,539,0,6,57
373,de,O,539,7,9,57
374,servida,O,539,10,17,57
375,na,O,539,18,20,57
376,taça,O,539,21,25,57
377,por,O,539,26,29,57
378,uns,O,539,30,33,57
379,10,O,539,34,36,57
380,minutos,O,539,37,44,57
381,",",O,539,44,45,57
382,apresenta,O,539,46,55,57
383,pouco,B-CARACTERISTICA_SENSORIAL_AROMA,539,56,61,57
384,álcool,I-CARACTERISTICA_SENSORIAL_AROMA,539,62,68,57
385,no,O,539,69,71,57
386,nariz,O,539,72,77,57
387,e,O,539,78,79,57
388,aromas,O,539,80,86,57
389,com,O,539,87,90,57
390,características,O,539,91,106,57
391,herbáceas,B-CARACTERISTICA_SENSORIAL_AROMA,539,107,116,57
392,",",O,539,116,117,57
393,destacadamente,O,539,118,132,57
394,o,O,539,133,134,57
395,anis,B-CARACTERISTICA_SENSORIAL_AROMA,539,135,139,57
396,",",O,539,139,140,57
397,com,O,539,141,144,57
398,toques,B-CARACTERISTICA_SENSORIAL_AROMA,539,145,151,57
399,florais,I-CARACTERISTICA_SENSORIAL_AROMA,539,152,159,57
400,e,O,539,160,161,57
401,de,O,539,162,164,57
402,frutas,B-CARACTERISTICA_SENSORIAL_AROMA,539,165,171,57
403,amarelas,I-CARACTERISTICA_SENSORIAL_AROMA,539,172,180,57
404,.,O,539,180,181,57
405,No,O,540,0,2,57
406,paladar,O,540,3,10,57
407,apresenta,O,540,11,20,57
408,baixíssima,B-CARACTERISTICA_SENSORIAL_SABOR,540,21,31,57
409,acidez,I-CARACTERISTICA_SENSORIAL_SABOR,540,32,38,57
410,com,O,540,39,42,57
411,sabor,O,540,43,48,57
412,levemente,B-CARACTERISTICA_SENSORIAL_SABOR,540,49,58,57
413,adocicado,I-CARACTERISTICA_SENSORIAL_SABOR,540,59,68,57
414,e,O,540,69,70,57
415,adstringente,B-CARACTERISTICA_SENSORIAL_SABOR,540,71,83,57
416,acrescentado,O,540,84,96,57
417,pela,O,540,97,101,57
418,Jaqueira,B-TIPO_MADEIRA,540,102,110,57
419,que,O,540,111,114,57
420,se,O,540,115,117,57
421,expande,O,540,118,125,57
422,no,O,540,126,128,57
423,retrogosto,O,540,129,139,57
424,.,O,540,139,140,57
425,Uma,O,541,0,3,57
426,cachaça,O,541,4,11,57
427,muito,O,541,12,17,57
428,bem,O,541,18,21,57
429,produzida,O,541,22,31,57
430,e,O,541,32,33,57
431,muito,O,541,34,39,57
432,agradável,O,541,40,49,57
433,de,O,541,50,52,57
434,se,O,541,53,55,57
435,beber,O,541,56,61,57
436,.,O,541,61,62,57
437,De,O,542,0,2,57
438,coloração,O,542,3,12,57
439,amarela,B-CARACTERISTICA_SENSORIAL_COR,542,13,20,57
440,intensa,I-CARACTERISTICA_SENSORIAL_COR,542,21,28,57
441,",",O,542,28,29,57
442,esta,O,542,30,34,57
443,cachaça,O,542,35,42,57
444,se,O,542,43,45,57
445,apresenta,O,542,46,55,57
446,límpida,B-CARACTERISTICA_SENSORIAL_COR,542,56,63,57
447,",",O,542,63,64,57
448,brilhante,B-CARACTERISTICA_SENSORIAL_COR,542,65,74,57
449,e,O,542,75,76,57
450,com,O,542,77,80,57
451,ótimo,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,542,81,86,57
452,corpo,I-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,542,87,92,57
453,.,O,542,92,93,57
454,No,O,543,0,2,57
455,olfato,O,543,3,9,57
456,destaca,O,543,10,17,57
457,-,O,543,17,18,57
458,se,O,543,18,20,57
459,cravo,B-CARACTERISTICA_SENSORIAL_AROMA,543,21,26,57
460,",",O,543,26,27,57
461,canela,B-CARACTERISTICA_SENSORIAL_AROMA,543,28,34,57
462,",",O,543,34,35,57
463,baunilha,B-CARACTERISTICA_SENSORIAL_AROMA,543,36,44,57
464,e,O,543,45,46,57
465,um,O,543,47,49,57
466,final,O,543,50,55,57
467,de,O,543,56,58,57
468,chocolate,B-CARACTERISTICA_SENSORIAL_AROMA,543,59,68,57
469,.,O,543,68,69,57
470,Na,O,544,0,2,57
471,boca,O,544,3,7,57
472,encontramos,O,544,8,19,57
473,baunilha,B-CARACTERISTICA_SENSORIAL_SABOR,544,20,28,57
474,",",O,544,28,29,57
475,coco,B-CARACTERISTICA_SENSORIAL_SABOR,544,30,34,57
476,",",O,544,34,35,57
477,mel,B-CARACTERISTICA_SENSORIAL_SABOR,544,36,39,57
478,e,O,544,40,41,57
479,rapadura,B-CARACTERISTICA_SENSORIAL_SABOR,544,42,50,57
480,em,O,544,51,53,57
481,perfeita,O,544,54,62,57
482,harmonia,O,544,63,71,57
483,com,O,544,72,75,57
484,seu,O,544,76,79,57
485,corpo,B-CARACTERISTICA_SENSORIAL_SABOR,544,80,85,57
486,alcoólico,I-CARACTERISTICA_SENSORIAL_SABOR,544,86,95,57
487,mais,I-CARACTERISTICA_SENSORIAL_SABOR,544,96,100,57
488,acentuado,I-CARACTERISTICA_SENSORIAL_SABOR,544,101,110,57
489,.,O,544,110,111,57
490,Mais,O,545,0,4,57
491,uma,O,545,5,8,57
492,Cachaça,O,545,9,16,57
493,de,O,545,17,19,57
494,qualidade,O,545,20,29,57
495,produzida,O,545,30,39,57
496,pela,O,545,40,44,57
497,Princesa,B-NOME_ORGANIZACAO,545,45,53,57
498,Isabel,I-NOME_ORGANIZACAO,545,54,60,57
499,sob,O,545,61,64,57
500,os,O,545,65,67,57
501,cuidados,O,545,68,76,57
502,do,O,545,77,79,57
503,Mestre,O,545,80,86,57
504,Leandro,B-NOME_PESSOA,545,87,94,57
505,Marelli,I-NOME_PESSOA,545,95,102,57
506,",",O,545,102,103,57
507,um,O,545,104,106,57
508,mago,O,545,107,111,57
509,dos,O,545,112,115,57
510,destilados,O,545,116,126,57
511,.,O,545,126,127,57
512,>,O,545,127,128,57
513,Volume,O,546,0,6,57
514,:,O,546,6,7,57
515,600ml,B-VOLUME,546,8,13,57
516,RECIPIENTE,O,547,0,10,57
517,DE,O,547,11,13,57
518,ARMAZENAMENTO,O,547,14,27,57
519,:,O,547,27,28,57
520,Tipo,O,547,29,33,57
521,Barril,O,547,34,40,57
522,:,O,547,40,41,57
523,Bálsamo,B-TIPO_MADEIRA,547,42,49,57
524,e,O,547,50,51,57
525,Jaqueira,B-TIPO_MADEIRA,547,52,60,57
526,Tipo,O,548,0,4,57
527,:,O,548,4,5,57
528,Envelhecida,O,548,6,17,57
529,Local,O,549,0,5,57
530,de,O,549,6,8,57
531,Produção,O,549,9,17,57
532,:,O,549,17,18,57
533,Linhares,B-NOME_LOCAL,549,19,27,57
534,/,O,549,28,29,57
535,Espirito,B-NOME_LOCAL,549,30,38,57
536,Santo,I-NOME_LOCAL,549,39,44,57
537,NOME,O,582,0,4,60
538,DA,O,582,5,7,60
539,CACHAÇA,O,582,8,15,60
540,:,O,582,15,16,60
541,Cachaça,O,582,17,24,60
542,Rainha,B-NOME_BEBIDA,582,25,31,60
543,do,I-NOME_BEBIDA,582,32,34,60
544,Vale,I-NOME_BEBIDA,582,35,39,60
545,Ouro,B-CLASSIFICACAO_BEBIDA,582,40,44,60
546,PREÇO,O,583,0,5,60
547,:,O,583,5,6,60
548,R$,B-PRECO,583,7,9,60
549,96,I-PRECO,583,10,12,60
550,",",I-PRECO,583,12,13,60
551,0,I-PRECO,583,13,15,60
552,DESCRIÇÃO,O,584,0,9,60
553,DA,O,584,10,12,60
554,CACHAÇA,O,584,13,20,60
555,:,O,584,20,21,60
556,Cachaça,O,584,22,29,60
557,armazenada,O,584,30,40,60
558,3,B-TEMPO_ARMAZENAMENTO,584,41,42,60
559,anos,I-TEMPO_ARMAZENAMENTO,584,43,47,60
560,em,O,584,48,50,60
561,tonéis,B-RECIPIENTE_ARMAZENAMENTO,584,51,57,60
562,de,O,584,58,60,60
563,Carvalho,B-TIPO_MADEIRA,584,61,69,60
564,Volume,O,585,0,6,60
565,:,O,585,6,7,60
566,700ml,B-VOLUME,585,8,13,60
567,Graduação,O,586,0,9,60
568,Alcoólica,O,586,10,19,60
569,:,O,586,19,20,60
570,41%,B-GRADUACAO_ALCOOLICA,586,21,24,60
571,RECIPIENTE,O,587,0,10,60
572,DE,O,587,11,13,60
573,ARMAZENAMENTO,O,587,14,27,60
574,:,O,587,27,28,60
575,Tipo,O,587,29,33,60
576,Barril,O,587,34,40,60
577,:,O,587,40,41,60
578,Carvalho,B-TIPO_MADEIRA,587,42,50,60
579,Tipo,O,588,0,4,60
580,:,O,588,4,5,60
581,Ouro,B-CLASSIFICACAO_BEBIDA,588,6,10,60
582,Produtor,O,589,0,8,60
583,:,O,589,8,9,60
584,Fazenda,B-NOME_ORGANIZACAO,589,10,17,60
585,Gameleira,I-NOME_ORGANIZACAO,589,18,27,60
586,Local,O,590,0,5,60
587,de,O,590,6,8,60
588,Produção,O,590,9,17,60
589,:,O,590,17,18,60
590,Belo,B-NOME_LOCAL,590,19,23,60
591,Vale,I-NOME_LOCAL,590,24,28,60
592,/,O,590,29,30,60
593,Minas,B-NOME_LOCAL,590,31,36,60
594,Gerais,I-NOME_LOCAL,590,37,43,60
595,NOME,O,728,0,4,75
596,DA,O,728,5,7,75
597,CACHAÇA,O,728,8,15,75
598,:,O,728,15,16,75
599,Cachaça,O,728,17,24,75
600,Artesanal,O,728,25,34,75
601,Fininha,B-NOME_BEBIDA,728,35,42,75
602,Prata,B-CLASSIFICACAO_BEBIDA,728,43,48,75
603,700ml,B-VOLUME,728,49,54,75
604,PREÇO,O,729,0,5,75
605,:,O,729,5,6,75
606,R$,B-PRECO,729,7,9,75
607,49,I-PRECO,729,10,12,75
608,",",I-PRECO,729,12,13,75
609,90,I-PRECO,729,13,15,75
610,DESCRIÇÃO,O,730,0,9,75
611,DA,O,730,10,12,75
612,CACHAÇA,O,730,13,20,75
613,:,O,730,20,21,75
614,A,O,730,22,23,75
615,Cachaça,O,730,24,31,75
616,Fininha,B-NOME_BEBIDA,730,32,39,75
617,é,O,730,40,41,75
618,produzida,O,730,42,51,75
619,na,O,730,52,54,75
620,Fazenda,B-NOME_ORGANIZACAO,730,55,62,75
621,Capão,I-NOME_ORGANIZACAO,730,63,68,75
622,da,I-NOME_ORGANIZACAO,730,69,71,75
623,Palha,I-NOME_ORGANIZACAO,730,72,77,75
624,em,O,730,78,80,75
625,um,O,730,81,83,75
626,lindo,O,730,84,89,75
627,vale,O,730,90,94,75
628,na,O,730,95,97,75
629,Chapada,B-NOME_LOCAL,730,98,105,75
630,dos,I-NOME_LOCAL,730,106,109,75
631,Veadeiros,I-NOME_LOCAL,730,110,119,75
632,",",O,730,119,120,75
633,nordeste,B-NOME_LOCAL,730,121,129,75
634,de,I-NOME_LOCAL,730,130,132,75
635,Goiás,I-NOME_LOCAL,730,133,138,75
636,.,O,730,138,139,75
637,Ela,O,731,0,3,75
638,serve,O,731,4,9,75
639,de,O,731,10,12,75
640,base,O,731,13,17,75
641,para,O,731,18,22,75
642,as,O,731,23,25,75
643,cachaças,O,731,26,34,75
644,artesanais,O,731,35,45,75
645,Capão,B-NOME_BEBIDA,731,46,51,75
646,da,I-NOME_BEBIDA,731,52,54,75
647,Palha,I-NOME_BEBIDA,731,55,60,75
648,.,O,731,60,61,75
649,Possui,O,732,0,6,75
650,aroma,O,732,7,12,75
651,sensacional,B-CARACTERISTICA_SENSORIAL_AROMA,732,13,24,75
652,",",O,732,24,25,75
653,que,O,732,26,29,75
654,remete,O,732,30,36,75
655,ao,O,732,37,39,75
656,caldo,B-CARACTERISTICA_SENSORIAL_AROMA,732,40,45,75
657,de,I-CARACTERISTICA_SENSORIAL_AROMA,732,46,48,75
658,cana,I-CARACTERISTICA_SENSORIAL_AROMA,732,49,53,75
659,puro,O,732,54,58,75
660,.,O,732,58,59,75
661,Limpidez,B-CARACTERISTICA_SENSORIAL_COR,733,0,8,75
662,incrível,O,733,9,17,75
663,",",O,733,17,18,75
664,sinal,O,733,19,24,75
665,de,O,733,25,27,75
666,boa,O,733,28,31,75
667,filtragem,O,733,32,41,75
668,.,O,733,41,42,75
669,e,O,734,0,1,75
670,um,O,734,2,4,75
671,sabor,O,734,5,10,75
672,inconfundível,B-CARACTERISTICA_SENSORIAL_SABOR,734,11,24,75
673,.,O,734,24,25,75
674,Ideal,O,735,0,5,75
675,para,O,735,6,10,75
676,doses,O,735,11,16,75
677,e,O,735,17,18,75
678,drinks,O,735,19,25,75
679,.,O,735,25,26,75
680,Volume,O,736,0,6,75
681,:,O,736,6,7,75
682,700ml,B-VOLUME,736,8,13,75
683,NOME,O,819,0,4,83
684,DA,O,819,5,7,83
685,CACHAÇA,O,819,8,15,83
686,:,O,819,15,16,83
687,Cachaça,O,819,17,24,83
688,Orizona,B-NOME_BEBIDA,819,25,32,83
689,Tradicional,B-CLASSIFICACAO_BEBIDA,819,33,44,83
690,750ml,B-VOLUME,819,45,50,83
691,PREÇO,O,820,0,5,83
692,:,O,820,5,6,83
693,R$,B-PRECO,820,7,9,83
694,45,I-PRECO,820,10,12,83
695,",",I-PRECO,820,12,13,83
696,0,I-PRECO,820,13,15,83
697,DESCRIÇÃO,O,821,0,9,83
698,DA,O,821,10,12,83
699,CACHAÇA,O,821,13,20,83
700,:,O,821,20,21,83
701,Orizona,B-NOME_BEBIDA,821,22,29,83
702,Tradicional,B-CLASSIFICACAO_BEBIDA,821,30,41,83
703,é,O,821,42,43,83
704,destilada,O,821,44,53,83
705,em,O,821,54,56,83
706,alambiques,B-EQUIPAMENTO_DESTILACAO,821,57,67,83
